Cement (component 1)(kg in a m^3 mixture),Blast Furnace Slag (component 2)(kg in a m^3 mixture),Fly Ash (component 3)(kg in a m^3 mixture),Water  (component 4)(kg in a m^3 mixture),Superplasticizer (component 5)(kg in a m^3 mixture),Coarse Aggregate  (component 6)(kg in a m^3 mixture),Fine Aggregate (component 7)(kg in a m^3 mixture),Age (day),"Concrete compressive strength(MPa, megapascals)"
153000.0,145.0,113.0,178.0,8.0,867.0,824.0,28.0,26.22766704
251.81,0.0,99.94,146.14,12.35,1006.0,899.76,56.0,44.14025352
165.0,0.02,143.57,163.81,0.0,1005.6,900.9,14.0,16.87837248
304.8,0.0,99.6,196.0,9.8,959.4,705.2,28.0,30.12320644
213.5,0.0,174.24,159.21,11.66,1043.6,771.9,28.0,44.63667624
356.0,0.0,142.0,193.0,11.0,801.0,778.0,28.0,40.865242519999995
231750.0,0.0,121.62,173.96,6.72,1056.4,778.45,100.0,45.83636448
388.6,97.1,0.0,157.9,12.1,852.1,925.7,3.0,28.096147
342.0,38.0,0.0,228.0,0.0,932.0,670.0,90.0,50.45930106
382.5,0.0,0.0,185.7,0.0,1047.8,739.3,7.0,24.065470304
141.3,212.0,0.0,203.5,0.0,971.8,748.5,90.0,39.6621069
288.0,192.0,0.0,192.0,0.0,932.0,717.8,7.0,23.523542168
238050.0,0.0,94.11,186.66,7.0,949.91,847.01,28.0,30.2335226
222360.0,0.0,96.67,189.29,4.46,967.08,870.32,14.0,24.44881896
151.6,0.0,111.9,184.4,7.9,992.0,815.9,28.0,12.180972492
305.0,0.0,100.0,196.0,10.0,959.0,705.0,28.0,30.12320644
333000.0,0.0,0.0,192.0,0.0,931.2,842.6,3.0,15.615941924
190.34,0.0,125.18,166.61,9.88,1079.0,798.9,14.0,19.41564416
173.54,50.05,173.53,164.77,6.47,1006.2,793.5,56.0,53.77223324
252.5,0.0,0.0,185.7,0.0,1111.6,784.3,7.0,11.483912255999998
249.1,0.0,98.75,158.11,12.8,987.76,889.01,28.0,30.84715624
317.9,0.0,126.5,209.7,5.7,860.5,736.6,28.0,40.062002979999995
321.0,164.0,0.0,190.0,5.0,870.0,774.0,28.0,57.21271848
166.8,250.2,0.0,203.5,0.0,975.6,692.6,28.0,33.947729812
212.52,0.0,100.37,159.32,8.71,1007.8,903.59,100.0,42.919881
214900.0,53.8,121.89,155.63,9.61,1014.3,780.58,28.0,52.20022796
480.0,0.0,0.0,192.0,0.0,936.2,712.2,3.0,24.404692496
212.57,0.0,100.39,159.35,10.37,1003.8,903.79,100.0,47.73931824
286.3,200.9,0.0,144.7,11.2,1004.6,803.7,3.0,24.40055564
213.72,98.05,24.51,181.71,6.86,1065.8,785.38,28.0,45.70536404
153000.0,102.0,0.0,192.0,0.0,888.0,943.1,3.0,4.782205536
475.0,118.8,0.0,181.1,8.9,852.1,781.5,91.0,74.19451236
387.0,20.0,94.0,157.0,13.93,938.0,845.0,28.0,46.68441996
389.9,189.0,0.0,145.9,22.0,944.7,755.8,91.0,82.5992248
531.3,0.0,0.0,141.8,28.2,852.1,893.7,91.0,59.19840936
302.0,0.0,0.0,203.0,0.0,974.0,817.0,28.0,21.7529678
136000.0,162.0,126.0,172.0,10.0,923.0,764.0,28.0,29.06830816
475000.0,0.0,0.0,228.0,0.0,932.0,594.0,90.0,42.229026048
250.0,0.0,0.0,182.0,0.0,1100.0,820.0,7.0,12.73462172
251.37,0.0,118.27,192.94,5.75,1043.6,754.3,100.0,40.14818748
190340.0,0.0,125.18,161.85,9.88,1088.1,802.59,28.0,28.46846404
255.0,99.0,77.0,189.0,6.0,919.0,749.0,28.0,33.79811352
296.0,0.0,0.0,186.0,0.0,1090.0,769.0,28.0,25.17966352
250.0,0.0,95.69,187.42,5.53,956.86,861.17,14.0,24.91766264
425.0,106.3,0.0,151.4,18.6,936.0,803.7,7.0,46.80163088
349.0,0.0,0.0,192.0,0.0,1056.0,809.0,7.0,9.01145132
480.0,0.0,0.0,192.0,0.0,936.0,721.0,90.0,54.27555072
260.9,100.5,78.3,200.6,8.6,864.5,761.5,28.0,32.401235144
277.0,117.0,91.0,191.0,7.0,946.0,666.0,28.0,43.5748832
149000.0,236.0,0.0,176.0,13.0,847.0,893.0,28.0,32.956952799999996
382.0,0.0,0.0,185.0,0.0,1047.0,739.0,7.0,24.00065956
349.0,0.0,0.0,192.0,0.0,1047.0,806.0,28.0,32.72253096
305300.0,203.5,0.0,203.5,0.0,965.4,631.0,7.0,25.893960655999997
222.36,0.0,96.67,189.29,4.46,967.08,870.32,3.0,11.57630204
255300.0,98.8,77.0,188.6,6.5,919.0,749.3,28.0,33.798802996
250.0,0.0,95.69,187.42,5.53,956.86,861.17,56.0,38.32797084
154.8,0.0,142.8,193.3,9.1,877.2,867.7,28.0,9.738159024
298.2,0.0,107.0,209.7,11.1,879.6,744.2,28.0,31.875164956000003
251.37,0.0,118.27,188.45,6.35,1028.4,757.73,56.0,36.63875464
155.0,183.0,0.0,193.0,9.0,877.0,868.0,28.0,23.786922
475.0,0.0,0.0,228.0,0.0,932.0,594.0,270.0,42.131120456
