Cement (component 1)(kg in a m^3 mixture),Blast Furnace Slag (component 2)(kg in a m^3 mixture),Fly Ash (component 3)(kg in a m^3 mixture),Water  (component 4)(kg in a m^3 mixture),Superplasticizer (component 5)(kg in a m^3 mixture),Coarse Aggregate  (component 6)(kg in a m^3 mixture),Fine Aggregate (component 7)(kg in a m^3 mixture),Age (day),"Concrete compressive strength(MPa, megapascals)"
250.0,0.0,95.69,187.42,5.53,956.86,861.17,3.0,13.81709904
314.0,145.0,113.0,179.0,8.0,869.0,690.0,28.0,46.2293658
296.0,0.0,0.0,186.0,0.0,1090.0,769.0,7.0,18.91232668
251.37,0.0,118.27,188.45,6.35,1028.4,757.73,3.0,13.12072828
277.0,116.8,91.0,190.6,7.0,946.5,665.6,28.0,43.57833058
349.0,0.0,0.0,192.0,0.0,1047.0,806.0,3.0,14.98920824
229.68,0.0,118.16,195.23,6.13,1028.1,757.63,14.0,22.31833812
389.9,189.0,0.0,145.9,22.0,944.7,755.8,56.0,79.40005615999999
212.07,0.0,121.62,180.31,5.69,1057.6,779.32,3.0,12.47262084
380.0,0.0,0.0,228.0,0.0,932.0,670.0,90.0,52.908319811999995
200.0,0.0,0.0,180.0,0.0,1125.0,845.0,7.0,7.83934212
145.4,0.0,178.9,201.7,7.8,824.0,868.7,28.0,10.535882756
276.0,116.0,90.0,180.0,9.0,870.0,768.0,28.0,44.27814872
475.0,0.0,0.0,228.0,0.0,932.0,594.0,365.0,41.934619796
212.07,0.0,121.62,180.31,5.69,1057.6,779.32,28.0,24.90387312
214.9,53.8,121.89,155.63,9.61,1014.3,780.58,56.0,53.95839176
166.09,0.0,163.27,176.46,4.49,1058.6,780.09,56.0,28.62704352
295.0,0.0,0.0,185.0,0.0,1069.0,769.0,28.0,25.17966352
133.0,200.0,0.0,192.0,0.0,927.4,839.2,28.0,27.874825204
166.8,250.2,0.0,203.5,0.0,975.6,692.6,7.0,15.748321315999998
298.0,0.0,107.0,210.0,11.0,880.0,744.0,28.0,31.874475479999997
254.0,0.0,0.0,198.0,0.0,968.0,863.0,365.0,29.7853632
339.2,0.0,0.0,185.7,0.0,1069.2,754.3,28.0,31.899986092
136.0,162.0,126.0,172.0,10.0,923.0,764.0,28.0,29.06830816
339.0,0.0,0.0,197.0,0.0,968.0,781.0,365.0,38.89334116
380.0,95.0,0.0,228.0,0.0,932.0,594.0,180.0,40.759063216
167.0,75.4,167.0,164.03,7.91,1007.3,770.1,28.0,41.40992856
255.0,0.0,0.0,192.0,0.0,889.8,945.0,90.0,21.859147104
173.81,93.37,159.9,172.34,9.73,1007.2,746.6,100.0,50.93848688
147.0,115.0,89.0,202.0,9.0,860.0,829.0,28.0,19.98790924
251.37,0.0,118.27,188.45,6.35,1028.4,757.73,56.0,36.63875464
342.0,38.0,0.0,228.0,0.0,932.0,670.0,90.0,50.45930106
339.0,0.0,0.0,197.0,0.0,968.0,781.0,180.0,36.44570136
144.0,0.0,175.0,158.0,18.0,943.0,844.0,28.0,15.41668336
446.0,24.0,79.0,162.0,11.64,967.0,712.0,56.0,56.14403068
160.0,128.0,122.0,182.0,6.4,824.0,879.0,28.0,39.39665864
202.0,11.0,141.0,206.0,1.72,942.0,801.0,28.0,21.96670536
212.52,0.0,100.37,159.32,8.71,1007.8,903.59,14.0,26.310404159999997
144.8,0.0,133.6,180.8,11.1,979.5,811.5,28.0,13.202086448
393.0,0.0,0.0,192.0,0.0,940.0,758.0,28.0,39.58281716
251.81,0.0,99.94,146.14,12.35,1006.0,899.76,14.0,33.35684888
252.0,0.0,0.0,185.0,0.0,1111.0,784.0,7.0,13.71367764
313.3,145.0,0.0,178.5,8.0,1001.9,688.7,28.0,41.053469468
350.0,0.0,0.0,203.0,0.0,974.0,775.0,14.0,22.53207568
202.0,11.0,141.0,206.0,1.72,942.0,801.0,56.0,23.24519085418796
305.0,0.0,100.0,196.0,10.0,959.0,705.0,28.0,30.12320644
146.5,114.6,89.3,201.9,8.8,860.0,829.5,28.0,19.98790924
133.0,200.0,0.0,192.0,0.0,927.4,839.2,7.0,13.664035368
540.0,0.0,0.0,173.0,0.0,1125.0,613.0,90.0,69.65776027999999
158.0,0.0,195.0,220.0,11.0,898.0,713.0,28.0,8.53571288
295.71,0.0,95.64,171.54,8.87,955.14,859.2,3.0,22.94576128
315.0,137.0,0.0,145.0,5.9,1130.0,745.0,28.0,81.75116932
387.0,20.0,94.0,157.0,13.93,938.0,845.0,56.0,47.96684532
193.5,290.2,0.0,185.7,0.0,998.2,704.3,28.0,32.626693796000005
401.8,94.7,0.0,147.4,11.4,946.8,852.1,28.0,68.4994406
376.0,0.0,0.0,214.6,0.0,1003.5,762.36,3.0,16.27852836
148.0,0.0,137.0,158.0,16.0,1002.0,830.0,28.0,17.95395504
286.3,200.9,0.0,144.7,11.2,1004.6,803.7,91.0,76.80073164
375.0,93.8,0.0,126.6,23.4,852.1,992.6,28.0,56.69561148
233.81,0.0,94.58,197.89,4.567,947.04,852.16,56.0,27.66177712
382.0,0.0,0.0,186.0,0.0,1111.0,784.0,7.0,11.46598588
313.0,161.0,0.0,178.0,10.0,917.0,759.0,28.0,52.44154456
388.6,97.1,0.0,157.9,12.1,852.1,925.7,3.0,28.096147
350.0,0.0,0.0,186.0,0.0,1050.0,770.0,28.0,34.29453624
485.0,0.0,0.0,146.0,0.0,1120.0,800.0,28.0,71.98818916
349.0,0.0,0.0,192.0,0.0,1047.0,806.0,180.0,41.05140104
382.0,0.0,0.0,185.0,0.0,1047.0,739.0,28.0,37.42475728
491.0,26.0,123.0,201.0,3.93,822.0,699.0,7.0,37.92118
337.9,189.0,0.0,174.9,9.5,944.7,755.8,3.0,24.0971862
145.7,172.6,0.0,181.9,3.4,985.8,816.8,28.0,23.744174488
133.0,210.0,0.0,196.0,3.0,949.0,795.0,28.0,31.02642
250.0,180.0,95.0,159.0,9.45,860.0,800.0,28.0,67.86512268
277.05,0.0,97.39,160.6,11.83,973.9,875.61,3.0,23.13881456
249.1,0.0,98.75,158.11,12.8,987.76,889.01,56.0,42.030456959999995
284.0,15.0,141.0,179.0,5.46,842.0,801.0,28.0,43.733462679999995
337.9,189.0,0.0,174.9,9.5,944.7,755.8,91.0,67.79617508
349.0,0.0,0.0,192.0,0.0,1056.0,809.0,120.0,40.85834776
139.6,209.4,0.0,192.0,0.0,1047.0,806.9,28.0,28.23748958
225.0,0.0,0.0,181.0,0.0,1113.0,833.0,7.0,11.1695112
252.0,0.0,0.0,185.0,0.0,1111.0,784.0,28.0,19.69143456
