AT,V,AP,RH,PE
29.22,73.18,1012.22,64.91,430.57
5.51,41.03,1022.28,84.5,491.84
32.21,68.14,1003.34,62.44,426.56
31.85,69.04,1008.35,46.09,434.79
13.18,40.83,1007.67,95.44,472.36
6.92,41.26,1011.16,96.2,483.61
23.88,67.9,1005.99,67.58,446.34
18.64,43.79,1016.01,51.17,465.13
31.17,70.98,1007.19,67.34,431.01
29.24,64.33,1011.49,65.08,440.12
28.85,66.54,1010.73,43.27,437.79
28.82,71.43,1011.51,58.58,443.68
32.16,76.2,1008.04,51.74,433.29
18.95,46.21,1013.47,81.22,457.58
27.5,49.3,1004.02,59.23,439.77
12.64,41.79,1016.38,92.65,461.46
22.97,63.94,1010.5,88.47,440.81
31.17,69.51,1010.51,43.11,428.94
9.15,44.03,1012.45,81.67,474.26
25.03,60.27,1017.9,72.04,438.24
14.26,44.2,1019.81,76.46,462.87
8.94,41.38,1021.5,79.45,479.95
30.68,71.8,1010.81,61.4,435.4
14.03,41.79,1008.07,83.32,457.98
24.77,58.41,1013.78,80.57,446.27
8.49,43.69,1016.93,85.63,483.62
16.26,38.58,1016.04,76.7,462.54
25.67,69.88,1007.84,83.32,441.35
9.59,34.69,1027.65,75.32,478.88
14.58,42.99,1007.55,93.56,468.43
12.19,41.17,1019.43,65.47,475.64
17.32,44.34,1019.52,56.24,468.8
10.48,40.22,1004.81,92.16,477.78
23.04,74.22,1009.52,90.93,440.32
29.14,61.5,1009.64,39.95,437.76
23.7,69.23,1011.73,73.18,437.15
8.6,42.28,1008.58,80.15,484.21
4.97,38.91,1018.99,89.86,489.96
32.51,69.98,1013.29,54.07,429.66
28.76,66.56,1006.07,62.41,432.3
20.03,62.26,1012.15,82.54,447.4
22.28,58.12,1014.54,83.27,448.97
28.54,58.33,1013.9,49.4,439.28
28.02,63.9,1013.96,46.2,444.42
19.28,65.46,1013.77,64.24,448.91
29.9,64.79,1016.9,48.24,441.41
25.21,64.63,1020.56,51.31,448.66
28.62,68.24,1010.15,69.31,428.08
9.41,40.43,1025.68,79.49,492.88
13.01,41.49,1019.82,92.86,466.5
23.88,69.94,1007.48,61.0,440.63
22.85,59.15,1014.74,63.92,448.61
26.74,69.89,1013.96,51.82,436.02
27.63,70.17,1000.42,85.22,432.46
29.89,71.29,1009.0,55.72,431.45
8.95,43.56,1015.04,81.53,485.21
31.23,66.75,1017.48,36.55,433.9
28.09,63.31,1013.01,52.6,438.6
17.35,39.72,1003.0,64.62,459.83
22.47,47.45,1007.62,76.65,447.14
13.35,39.18,1023.24,61.98,469.34
11.66,44.6,1018.39,89.98,471.3
27.28,78.92,1011.05,75.48,434.78
10.61,40.77,1022.09,83.62,471.26
20.76,62.52,1015.63,81.04,451.69
25.21,51.43,1006.43,78.55,439.01
31.33,65.18,1011.97,36.62,435.77
27.82,76.09,1007.83,76.07,434.52
25.68,70.17,1001.38,85.89,433.92
15.92,39.16,1006.59,71.32,460.45
29.93,71.85,1008.43,66.64,426.82
14.33,43.41,1015.43,55.4,462.94
18.16,39.99,1008.13,68.5,461.16
22.78,58.96,1013.65,57.06,452.03
12.19,41.06,1021.35,74.98,474.63
5.7,40.35,1012.18,91.57,488.8
18.7,66.51,1015.14,79.23,458.73
18.97,44.78,1007.87,47.98,463.46
14.55,40.73,1018.36,89.12,458.82
28.07,64.09,1005.41,64.09,436.61
22.1,65.06,1014.56,71.5,442.18
21.39,51.3,1013.39,89.05,452.7
20.18,43.56,1013.14,39.16,462.8
31.0,77.95,1010.14,65.97,431.62
16.97,44.92,1025.21,74.27,460.21
28.24,65.27,1013.43,48.74,439.36
10.12,39.96,1025.98,98.63,471.6
27.37,76.09,1007.52,89.12,433.34
33.74,69.98,1012.51,43.3,425.35
19.51,48.78,1021.03,86.33,453.27
21.87,61.45,1011.13,92.22,445.21
5.21,35.79,1012.44,94.35,485.17
24.06,58.2,1017.46,48.04,445.91
27.13,69.45,1013.9,51.16,434.47
25.95,73.77,1001.35,92.67,432.21
23.75,59.07,1007.73,88.82,443.54
11.67,42.74,1025.92,79.57,474.75
8.86,36.71,1025.64,79.65,478.88
7.52,39.61,1018.61,78.96,481.54
28.79,68.51,1013.02,62.84,432.51
18.55,61.87,1008.45,65.3,450.73
19.46,47.03,1013.9,88.86,460.57
28.57,51.43,1012.02,47.79,450.04
12.36,37.73,1021.36,65.45,470.39
27.24,44.89,1009.61,51.89,442.84
11.77,40.0,1021.08,85.08,475.49
20.6,44.58,1017.67,48.36,466.2
10.24,41.58,1021.17,94.34,465.86
20.29,65.27,1013.17,74.94,445.52
14.35,49.83,1006.39,91.23,462.54
11.63,41.5,1013.6,87.11,477.3
21.03,67.45,1015.01,68.59,447.11
21.73,69.05,1001.31,86.64,439.01
16.53,46.18,1010.2,95.42,458.67
13.42,41.74,1020.96,61.8,473.45
27.17,63.09,1015.59,68.33,443.66
21.28,70.72,1010.29,86.22,445.54
10.05,40.23,1019.71,90.41,475.48
17.48,46.21,1014.02,80.78,455.35
32.32,67.9,1006.08,37.93,428.12
