frequency_Hz,attack_angle_deg,chord_length_m,free_stream_velocity_m_s,suction_side_displacement_thickness_m,scaled_sound_pressure_dB
5000.0,4.0,0.3048,39.6,0.00579636,113.733
400.0,12.7,0.0254,71.3,0.0121808,125.048
800.0,0.0,0.1016,31.7,0.00150092,129.053
630.0,4.0,0.2286,55.5,0.0042862,129.964
16000.0,0.0,0.0254,71.3,0.000400682,130.477
4000.0,7.3,0.2286,39.6,0.0123481,114.079
20000.0,4.0,0.2286,71.3,0.00400603,109.638
315.0,7.2,0.1524,39.6,0.00909175,130.558
1250.0,9.5,0.0254,55.5,0.0043284,132.202
800.0,5.3,0.2286,71.3,0.0051942,133.48
12500.0,0.0,0.1016,71.3,0.00121072,119.375
3150.0,3.3,0.1016,31.7,0.00251435,128.252
630.0,15.4,0.0508,39.6,0.0282593,127.443
5000.0,12.7,0.0254,39.6,0.0130253,125.107
2500.0,4.0,0.2286,39.6,0.00473801,119.649
800.0,0.0,0.2286,31.7,0.0027238,130.725
1250.0,4.8,0.0254,39.6,0.000907475,125.026
500.0,12.3,0.1016,55.5,0.0368233,133.774
1250.0,2.0,0.2286,31.7,0.00372371,128.677
6300.0,3.3,0.1016,31.7,0.00251435,120.702
4000.0,15.4,0.0508,55.5,0.0271925,120.92
4000.0,4.0,0.3048,39.6,0.00579636,115.863
630.0,17.4,0.0254,71.3,0.016104,122.606
500.0,15.4,0.0508,71.3,0.0264269,127.285
1250.0,5.4,0.1524,55.5,0.00433288,130.777
2000.0,2.0,0.2286,39.6,0.00346574,122.797
200.0,19.7,0.0508,71.3,0.0341183,118.005
2500.0,4.2,0.0508,71.3,0.00142788,131.978
5000.0,0.0,0.1524,39.6,0.00193287,123.453
12500.0,4.8,0.0254,55.5,0.000873218,125.094
315.0,15.4,0.0508,55.5,0.0271925,125.39
250.0,12.3,0.1016,55.5,0.0368233,133.294
3150.0,7.3,0.2286,31.7,0.0132672,113.229
5000.0,0.0,0.1016,31.7,0.00150092,124.393
800.0,5.3,0.2286,39.6,0.00614329,129.491
10000.0,7.2,0.1524,71.3,0.00752039,110.313
250.0,9.9,0.1524,31.7,0.0252785,128.559
2000.0,3.3,0.1016,39.6,0.00245138,132.301
12500.0,0.0,0.0508,71.3,0.000740478,125.22
1000.0,22.2,0.0254,39.6,0.0229028,128.416
8000.0,0.0,0.3048,31.7,0.00331266,110.515
2500.0,9.5,0.0254,39.6,0.00449821,131.234
800.0,8.4,0.0508,55.5,0.00544854,128.562
1000.0,1.5,0.3048,39.6,0.00392107,127.581
1250.0,17.4,0.0254,55.5,0.0165706,129.301
250.0,9.9,0.1524,55.5,0.0208438,133.235
315.0,15.4,0.0508,31.7,0.0289853,122.845
630.0,6.7,0.1016,39.6,0.00578076,133.355
1250.0,0.0,0.3048,31.7,0.00331266,124.355
4000.0,8.9,0.1016,39.6,0.0124596,116.22
1000.0,0.0,0.1016,71.3,0.00121072,128.825
250.0,9.5,0.0254,39.6,0.00449821,116.924
500.0,9.5,0.0254,31.7,0.00461377,126.886
315.0,6.7,0.1016,31.7,0.00592927,126.266
4000.0,7.3,0.2286,55.5,0.0111706,117.284
630.0,3.0,0.3048,39.6,0.00495741,129.292
500.0,7.3,0.2286,39.6,0.0123481,130.299
4000.0,12.3,0.1016,39.6,0.0408268,110.905
400.0,3.0,0.3048,39.6,0.00495741,125.472
250.0,12.3,0.1016,39.6,0.0408268,129.675
200.0,15.4,0.0508,71.3,0.0264269,123.595
400.0,5.3,0.2286,39.6,0.00614329,131.221
10000.0,4.8,0.0254,39.6,0.000907475,126.066
1000.0,7.3,0.2286,31.7,0.0132672,119.099
500.0,8.4,0.0508,31.7,0.00580776,122.966
2000.0,0.0,0.2286,39.6,0.00253511,125.305
6300.0,3.0,0.3048,39.6,0.00495741,114.042
10000.0,3.3,0.1016,55.5,0.002211,115.659
3150.0,4.2,0.0508,71.3,0.00142788,133.728
12500.0,0.0,0.0508,55.5,0.00076193,125.376
1250.0,4.0,0.2286,71.3,0.00400603,131.718
315.0,4.0,0.3048,71.3,0.00497773,128.175
5000.0,5.4,0.1524,31.7,0.00525474,115.691
1250.0,5.4,0.1524,71.3,0.00401199,134.111
