Cement (component 1)(kg in a m^3 mixture),Blast Furnace Slag (component 2)(kg in a m^3 mixture),Fly Ash (component 3)(kg in a m^3 mixture),Water  (component 4)(kg in a m^3 mixture),Superplasticizer (component 5)(kg in a m^3 mixture),Coarse Aggregate  (component 6)(kg in a m^3 mixture),Fine Aggregate (component 7)(kg in a m^3 mixture),Age (day),"Concrete compressive strength(MPa, megapascals)"
145.4,0.0,178.9,201.7,7.8,824.0,868.7,28.0,10.535882756
382.0,0.0,0.0,185.0,0.0,1047.0,739.0,7.0,24.00065956
194.68,0.0,100.52,165.62,7.48,1006.4,905.9,28.0,25.72434956
446.0,24.0,79.0,162.0,11.64,967.0,712.0,7.0,39.300132
140.0,164.0,128.0,237.0,6.0,869.0,656.0,28.0,35.225328839999996
313.3,262.2,0.0,175.5,8.6,1046.9,611.8,3.0,28.79941252
272.8,105.1,81.8,209.7,9.0,904.0,679.7,28.0,37.171030112
500.0,0.0,0.0,151.0,9.0,1033.0,655.0,28.0,69.83702404
284.0,15.0,141.0,179.0,5.46,842.0,801.0,56.0,44.520450284729314
246.83,0.0,125.08,143.3,11.99,1086.8,800.89,14.0,42.21661548
342.0,38.0,0.0,228.0,0.0,932.0,670.0,90.0,50.45930106
286.3,200.9,0.0,144.7,11.2,1004.6,803.7,91.0,76.80073164
167.0,75.4,167.0,164.03,7.91,1007.3,770.1,28.0,41.40992856
236.0,0.0,0.0,194.0,0.0,968.0,885.0,14.0,12.83804312
149.0,236.0,0.0,176.0,13.0,847.0,893.0,28.0,32.956952799999996
350.0,0.0,0.0,203.0,0.0,974.0,775.0,180.0,32.72253096
310.0,0.0,0.0,192.0,0.0,970.0,850.0,7.0,14.98920824
153.0,145.0,113.0,178.0,8.0,1002.0,689.0,28.0,25.55887532
446.0,24.0,79.0,162.0,11.61,967.0,712.0,56.0,61.06688932
313.3,0.0,113.0,178.5,8.0,1001.9,688.7,28.0,36.804918356
382.0,0.0,0.0,186.0,0.0,1047.0,739.0,7.0,24.00065956
172.38,13.61,172.37,156.76,4.14,1006.3,856.4,3.0,21.29101888
321.0,164.0,0.0,190.0,5.0,870.0,774.0,28.0,57.21271848
181.38,0.0,167.01,169.59,7.56,1055.6,777.8,3.0,13.62404576
249.1,0.0,98.75,158.11,12.8,987.76,889.01,3.0,15.36152528
135.0,105.0,193.0,196.0,6.0,965.0,643.0,28.0,21.91154728
