AT,V,AP,RH,PE
11.77,40.0,1021.08,85.08,475.49
11.98,39.35,1014.97,98.05,472.43
16.98,43.99,1021.65,81.17,456.07
24.24,71.58,1010.15,91.14,437.75
12.34,40.62,1016.28,53.6,466.47
28.43,73.18,1012.52,71.05,427.11
12.84,40.8,1026.95,69.86,475.59
34.2,68.14,1002.7,56.09,427.05
18.6,43.56,1013.9,51.16,464.67
22.86,66.48,1003.77,71.22,435.56
29.12,67.83,1008.05,46.86,432.46
15.35,35.4,1016.3,57.12,468.94
25.82,66.49,1013.2,60.32,434.35
15.69,37.87,1022.63,87.71,462.16
24.0,58.05,1011.28,74.32,447.16
24.85,70.47,1006.64,85.37,434.47
27.62,63.9,1013.11,43.56,442.89
28.73,50.05,1005.79,52.4,436.35
22.68,59.54,1004.32,95.44,437.96
9.93,39.04,1023.78,77.08,480.54
21.19,67.71,1006.65,56.28,441.71
18.32,42.18,1002.27,95.99,458.46
30.57,58.9,1004.54,54.37,438.49
24.17,48.41,1008.46,76.19,442.62
21.9,63.13,1011.54,81.83,447.4
16.34,41.48,1015.92,48.24,453.6
14.37,40.56,1021.67,68.18,470.19
26.38,59.92,1009.99,71.91,444.85
7.94,35.77,1017.04,63.22,480.38
8.37,39.99,1010.36,93.26,482.31
27.92,74.99,1005.47,75.13,431.76
18.06,65.48,1018.79,77.95,454.34
14.26,43.34,1017.24,81.54,464.62
27.11,69.59,1008.56,79.2,437.2
16.0,43.02,1012.37,39.2,466.01
21.92,48.14,1013.44,67.8,449.65
7.29,41.04,1024.06,89.19,474.71
8.27,35.77,1015.3,73.36,478.13
9.86,41.01,1018.49,98.71,467.37
5.52,39.33,1009.74,95.25,492.39
17.01,49.15,1021.83,84.02,458.78
22.33,71.94,1011.06,82.85,441.85
19.44,59.21,1018.5,88.35,448.04
10.57,41.26,1008.32,97.96,472.9
24.66,69.94,1006.56,60.91,432.68
27.89,73.21,1001.32,85.88,431.59
19.62,58.79,1017.59,87.39,446.29
30.69,69.89,1013.9,42.85,431.01
19.72,44.78,1009.27,39.18,464.54
10.46,41.06,1021.41,82.34,481.47
25.17,64.79,1017.87,63.26,442.15
5.28,42.07,1003.82,80.84,485.24
26.73,49.02,1007.75,67.73,438.17
25.21,59.21,1017.37,55.06,445.33
11.71,40.05,1014.49,86.09,471.49
29.05,70.32,1011.33,72.5,437.16
15.24,40.0,1017.34,65.16,454.64
19.95,50.66,1013.21,81.98,458.72
9.14,42.44,1014.48,92.03,481.46
29.56,52.84,1006.09,42.17,436.46
28.01,64.69,1007.61,58.45,440.23
20.2,60.1,1010.66,84.24,451.17
22.86,47.43,1009.75,61.54,452.53
11.22,41.93,1023.13,69.35,480.71
10.32,40.35,1011.64,84.05,481.51
16.87,52.05,1012.7,71.63,460.31
23.0,66.05,1020.61,80.29,421.57
12.21,40.64,1020.31,83.84,464.03
25.57,65.46,1014.81,38.58,444.46
12.65,44.0,1023.03,88.73,471.46
15.34,36.99,1007.87,94.59,464.58
20.8,69.45,1013.7,82.48,443.77
28.75,64.69,1007.1,60.37,437.94
25.52,71.98,1006.89,86.94,433.42
17.62,43.69,1016.49,67.92,465.93
14.87,38.28,1014.65,80.24,467.29
31.05,62.7,1009.35,55.27,441.67
13.72,34.03,1018.57,65.95,469.25
32.55,73.03,1014.36,44.83,439.81
14.62,46.18,1014.75,96.81,462.26
14.72,38.91,1015.17,61.75,468.87
27.95,73.5,1010.42,58.01,435.45
23.18,51.43,1011.56,81.83,449.94
13.44,40.69,1014.54,77.97,473.0
28.9,71.94,1007.29,64.77,427.41
12.1,41.17,1013.72,75.61,478.1
30.59,70.04,1010.28,50.56,429.13
25.54,69.13,1001.64,90.98,428.74
9.0,36.3,1027.11,75.89,480.31
11.85,42.07,1017.92,93.45,467.25
24.94,67.69,1008.86,68.97,439.08
23.49,64.63,1020.75,65.16,450.28
10.4,45.01,1018.58,93.48,470.79
26.86,70.47,1007.18,72.38,434.59
22.83,58.62,1017.82,69.76,450.96
8.75,40.22,1008.96,90.53,482.8
27.71,72.99,1007.18,72.68,433.01
18.64,67.71,1003.84,89.63,442.26
5.72,39.33,1009.96,95.4,490.76
25.96,60.95,1014.52,50.03,444.19
10.8,40.69,1014.3,87.44,478.19
30.12,73.18,1012.29,61.32,429.31
29.32,63.77,1013.24,55.1,438.09
19.22,65.06,1015.05,82.5,446.98
34.09,68.51,1009.0,32.96,431.19
11.67,42.74,1025.92,79.57,474.75
5.96,36.25,1029.4,88.63,488.2
20.35,56.53,1020.23,70.05,456.04
13.88,48.79,1017.28,79.4,464.14
24.67,70.94,1007.99,75.64,443.51
26.95,70.8,1009.73,82.95,436.8
30.54,67.45,1014.37,32.97,431.35
24.77,58.41,1013.78,80.57,446.27
19.72,47.03,1012.1,90.36,458.59
25.21,51.43,1006.43,78.55,439.01
22.07,48.41,1008.71,81.29,444.01
21.45,45.09,1013.83,52.26,453.15
17.64,57.76,1016.28,85.04,455.75
13.98,41.79,1010.6,83.84,457.12
27.75,66.51,1015.42,39.0,433.08
