Cement (component 1)(kg in a m^3 mixture),Blast Furnace Slag (component 2)(kg in a m^3 mixture),Fly Ash (component 3)(kg in a m^3 mixture),Water  (component 4)(kg in a m^3 mixture),Superplasticizer (component 5)(kg in a m^3 mixture),Coarse Aggregate  (component 6)(kg in a m^3 mixture),Fine Aggregate (component 7)(kg in a m^3 mixture),Age (day),"Concrete compressive strength(MPa, megapascals)"
380.0,0.0,0.0,228.0,0.0,932.0,670.0,365.0,52.516697443999995
439.0,177.0,0.0,186.0,11.1,884.9,707.9,7.0,56.09576736
236.0,157.0,0.0,192.0,0.0,972.6,749.1,3.0,13.5654403
475.0,118.8,0.0,181.1,8.9,852.1,781.5,56.0,72.29845336
500.1,0.0,0.0,200.0,3.0,1124.4,613.2,28.0,44.13335876
313.3,145.0,0.0,178.5,8.0,867.2,824.0,28.0,40.925226931999994
277.0,0.0,0.0,191.0,0.0,968.0,856.0,90.0,31.25394708
397.0,0.0,0.0,186.0,0.0,1040.0,734.0,28.0,36.93522932
198.6,132.4,0.0,192.0,0.0,978.4,825.5,7.0,14.638264956
190.34,0.0,125.18,161.85,9.88,1088.1,802.59,3.0,9.4458212
295.0,0.0,0.0,185.0,0.0,1069.0,769.0,28.0,25.17966352
475.0,0.0,0.0,228.0,0.0,932.0,594.0,90.0,42.229026048
281.0,0.0,0.0,186.0,0.0,1104.0,774.0,28.0,22.43554904
307.0,0.0,0.0,193.0,0.0,968.0,812.0,365.0,36.14922668
279.8,128.9,100.4,172.4,9.5,825.1,804.9,28.0,52.826961643999994
229.68,0.0,118.16,195.23,6.13,1028.1,757.63,28.0,24.53845084
381.4,0.0,0.0,185.7,0.0,1104.6,784.3,7.0,14.54104884
528.0,0.0,0.0,185.0,6.86,920.0,720.0,28.0,56.83350668
156.0,243.0,0.0,180.0,11.0,1022.0,698.0,28.0,37.36270444
160.0,128.0,122.0,182.0,6.4,824.0,879.0,28.0,39.39665864
310.0,0.0,0.0,192.0,0.0,1012.0,830.0,7.0,17.24379476
260.9,100.5,78.3,200.6,8.6,864.5,761.5,28.0,32.401235144
424.0,22.0,132.0,178.0,8.48,822.0,750.0,28.0,62.05284
158.0,0.0,195.0,220.0,11.0,898.0,713.0,28.0,8.53571288
290.35,0.0,96.18,168.08,9.41,961.18,865.0,28.0,34.73580088
337.9,189.0,0.0,174.9,9.5,944.7,755.8,3.0,24.0971862
151.0,0.0,185.0,167.0,16.0,1074.0,678.0,28.0,13.45857152
229.68,0.0,118.16,195.23,6.13,1028.1,757.63,56.0,31.35047372
250.2,166.8,0.0,203.5,0.0,977.6,694.1,28.0,36.964187312
296.0,0.0,106.7,221.4,10.5,819.2,778.4,28.0,31.420110796000003
167.0,75.4,167.0,164.03,7.91,1007.3,770.1,28.0,41.40992856
284.0,119.7,0.0,168.3,7.2,970.4,794.2,28.0,40.934879596
160.0,250.0,0.0,168.0,12.0,1049.0,688.0,28.0,39.45181672
158.4,0.0,194.9,219.7,11.0,897.7,712.9,28.0,8.536402356
218.23,54.64,123.78,140.75,11.91,1075.7,792.67,56.0,61.99078716
284.0,15.0,141.0,179.0,5.46,842.0,801.0,7.0,24.13166
359.0,19.0,141.0,154.0,10.91,942.0,801.0,3.0,23.63917714581204
167.35,129.9,128.62,175.46,7.79,1006.3,746.6,28.0,41.20308576
173.81,93.37,159.9,172.34,9.73,1007.2,746.6,56.0,48.9872698
154.8,183.4,0.0,193.3,9.1,1047.4,696.7,28.0,18.287661424
387.0,20.0,94.0,157.0,14.32,938.0,845.0,28.0,50.23522136
255.0,0.0,0.0,192.0,0.0,889.8,945.0,28.0,18.746162964
374.0,189.2,0.0,170.1,10.1,926.1,756.7,7.0,46.20178676
277.05,0.0,97.39,160.6,11.83,973.9,875.61,14.0,41.885667
359.0,19.0,141.0,154.0,10.91,942.0,801.0,3.0,25.11662571527068
387.0,20.0,94.0,157.0,13.93,938.0,845.0,3.0,25.510612
173.54,50.05,173.53,164.77,6.47,1006.2,793.5,100.0,56.06129356
362.6,189.0,0.0,164.9,11.6,944.7,755.8,7.0,55.89581932
349.0,0.0,0.0,192.0,0.0,1047.0,806.0,3.0,14.98920824
231.75,0.0,121.62,173.96,6.72,1056.4,778.45,3.0,15.43736764
350.0,0.0,0.0,203.0,0.0,974.0,775.0,180.0,32.72253096
331.0,0.0,0.0,192.0,0.0,978.0,825.0,28.0,31.44700036
152.7,144.7,0.0,178.1,8.0,999.7,822.2,28.0,19.009542796
446.0,24.0,79.0,162.0,11.64,967.0,712.0,28.0,51.021224
142.0,167.0,130.0,174.0,11.0,883.0,785.0,28.0,44.6090972
255.0,99.0,77.0,189.0,6.0,919.0,749.0,28.0,33.79811352
213.74,0.0,174.74,154.79,10.16,1053.5,776.35,28.0,40.14818748
491.0,26.0,123.0,201.0,3.93,822.0,699.0,7.0,37.92118
203.5,135.7,0.0,185.7,0.0,1076.2,759.3,7.0,11.957582268
212.07,0.0,121.62,180.31,5.69,1057.6,779.32,28.0,24.90387312
321.0,0.0,128.0,182.0,11.0,870.0,780.0,28.0,37.25928304
167.0,75.4,167.0,164.03,7.91,1007.3,770.1,100.0,56.8128224
331.0,0.0,0.0,192.0,0.0,978.0,825.0,360.0,41.24445432
349.0,0.0,0.0,192.0,0.0,1047.0,806.0,90.0,39.48629052
491.0,26.0,123.0,201.0,3.93,822.0,699.0,28.0,57.915983999999995
491.0,26.0,123.0,201.0,3.93,822.0,699.0,56.0,61.85584685418796
236.0,157.0,0.0,192.0,0.0,972.6,749.1,7.0,20.416073836
213.5,0.0,174.24,154.61,11.66,1052.3,775.48,14.0,33.70158688
182.04,45.21,121.97,170.21,8.19,1059.4,780.65,100.0,48.67011084
