frequency_Hz,attack_angle_deg,chord_length_m,free_stream_velocity_m_s,suction_side_displacement_thickness_m,scaled_sound_pressure_dB
630.0,2.7,0.1524,39.6,0.00294804,125.809
4000.0,4.0,0.3048,71.3,0.00497773,119.535
2000.0,12.6,0.1524,71.3,0.0483159,117.504
2500.0,12.3,0.1016,31.7,0.0418756,110.317
3150.0,5.3,0.2286,39.6,0.00614329,118.441
800.0,5.4,0.1524,39.6,0.00485029,132.757
400.0,3.0,0.3048,39.6,0.00495741,125.472
10000.0,4.2,0.0508,39.6,1.5268899999999999,116.967
4000.0,12.3,0.1016,71.3,0.0337792,118.018
500.0,9.9,0.1524,31.7,0.0252785,127.179
200.0,15.4,0.0508,39.6,0.0282593,121.783
800.0,2.7,0.1524,39.6,0.00294804,128.829
500.0,15.6,0.1016,39.6,0.0528487,115.304
630.0,15.4,0.0508,31.7,0.0289853,124.685
500.0,0.0,0.3048,31.7,0.00331266,127.315
800.0,4.8,0.0254,31.7,0.930789,122.648
315.0,15.4,0.0508,71.3,0.0264269,126.195
4000.0,15.4,0.0508,39.6,0.0282593,118.113
2500.0,4.8,0.0254,71.3,0.000848633,130.828
630.0,4.0,0.2286,55.5,0.0042862,129.964
2500.0,9.9,0.1524,55.5,0.0208438,118.365
400.0,12.7,0.0254,39.6,0.0130253,125.527
1000.0,3.3,0.1016,71.3,0.00202822,131.434
315.0,12.3,0.1016,55.5,0.0368233,135.674
3150.0,0.0,0.1016,39.6,0.00146332,130.961
6300.0,0.0,0.2286,39.6,2.53511,117.465
2000.0,12.3,0.1016,39.6,0.0408268,114.085
2000.0,15.4,0.0508,31.7,0.0289853,120.835
5000.0,12.7,0.0254,71.3,12.1808,128.978
4000.0,17.4,0.0254,55.5,0.0165706,121.771
2500.0,0.0,0.2286,71.3,0.00214345,128.354
3150.0,19.7,0.0508,71.3,0.0341183,116.225
315.0,1.5,0.3048,39.6,0.00392107,121.851
400.0,22.2,0.0254,39.6,0.0229028,123.416
5000.0,2.7,0.1524,71.3,0.00243851,124.364
500.0,4.8,0.0254,31.7,0.000930789,116.128
8000.0,0.0,0.1524,55.5,0.00172668,121.903
1250.0,2.7,0.1524,71.3,0.00243851,130.144
4000.0,17.4,0.0254,39.6,0.0172206,122.724
4000.0,0.0,0.1016,55.5,1.3198299999999998,129.5
800.0,8.4,0.0508,71.3,5.29514,127.556
800.0,22.2,0.0254,71.3,0.0214178,123.227
10000.0,0.0,0.1016,71.3,0.00121072,123.305
12500.0,0.0,0.3048,39.6,0.00310138,109.619
1250.0,8.9,0.1016,39.6,0.0124596,127.71
800.0,0.0,0.2286,55.5,0.00229336,127.53
1250.0,15.6,0.1016,39.6,0.0528487,118.214
400.0,12.3,0.1016,55.5,36.8233,136.414
400.0,15.4,0.0508,39.6,0.0282593,125.353
2000.0,4.0,0.2286,39.6,0.00473801,121.659
1600.0,5.3,0.2286,39.6,0.00614329,123.081
6300.0,12.6,0.1524,71.3,0.0483159,107.284
3150.0,15.4,0.0508,39.6,0.0282593,120.513
6300.0,0.0,0.2286,71.3,0.00214345,122.044
4000.0,8.4,0.0508,55.5,0.00544854,122.612
315.0,12.7,0.0254,71.3,12.1808,122.938
800.0,8.9,0.1016,71.3,10.3088,137.813
3150.0,0.0,0.0508,71.3,0.000740478,135.07
5000.0,22.2,0.0254,71.3,0.0214178,125.727
4000.0,7.3,0.2286,71.3,0.0104404,119.208
4000.0,9.5,0.0254,31.7,0.00461377,126.736
1000.0,7.2,0.1524,39.6,0.00909175,128.338
3150.0,5.4,0.1524,31.7,0.00525474,118.291
315.0,12.6,0.1524,71.3,48.3159,128.484
800.0,9.9,0.1524,71.3,0.0193001,128.879
2000.0,22.2,0.0254,39.6,22.9028,121.256
1000.0,9.5,0.0254,55.5,0.0043284,130.332
400.0,8.4,0.0508,55.5,0.00544854,121.582
2000.0,0.0,0.2286,71.3,0.00214345,128.244
1250.0,9.5,0.0254,55.5,0.0043284,132.202
1250.0,6.7,0.1016,39.6,5.78076,132.395
1250.0,12.3,0.1016,39.6,0.0408268,121.165
1000.0,0.0,0.3048,55.5,0.00283081,126.966
630.0,1.5,0.3048,39.6,0.00392107,128.311
630.0,6.7,0.1016,71.3,0.00478288,131.448
3150.0,12.3,0.1016,31.7,41.8756,110.307
2500.0,2.0,0.2286,39.6,3.4657400000000003,121.397
5000.0,4.0,0.2286,39.6,0.00473801,117.649
5000.0,4.2,0.0508,39.6,1.5268899999999999,129.777
20000.0,4.0,0.2286,71.3,0.00400603,109.638
6300.0,5.4,0.1524,31.7,0.00525474,115.591
400.0,0.0,0.3048,39.6,3.10138,124.809
630.0,4.0,0.2286,39.6,4.73801,129.579
630.0,12.7,0.0254,39.6,0.0130253,128.867
2500.0,0.0,0.0254,39.6,0.000428464,131.836
800.0,7.3,0.2286,71.3,0.0104404,130.748
315.0,15.4,0.0508,31.7,0.0289853,122.845
1250.0,7.3,0.2286,31.7,13.267199999999999,120.509
5000.0,0.0,0.0508,71.3,0.7404780000000001,134.43
400.0,7.2,0.1524,39.6,0.00909175,132.118
2500.0,19.7,0.0508,39.6,0.036484,116.184
6300.0,0.0,0.1524,55.5,0.00172668,123.303
4000.0,0.0,0.0508,39.6,0.000791822,135.308
2500.0,8.4,0.0508,71.3,0.00529514,134.226
1600.0,0.0,0.1524,55.5,0.00172668,130.183
1250.0,8.4,0.0508,71.3,0.00529514,132.086
1600.0,2.7,0.1524,71.3,0.00243851,130.644
315.0,19.7,0.0508,39.6,36.484,129.864
2500.0,8.9,0.1016,71.3,0.0103088,123.623
630.0,0.0,0.1524,39.6,0.00193287,124.403
800.0,12.6,0.1524,71.3,0.0483159,123.054
1000.0,9.9,0.1524,71.3,0.0193001,126.349
