AT,V,AP,RH,PE
14.28,43.02,1012.97,49.44,467.83
24.41,69.48,1008.34,76.13,435.38
25.61,52.36,1014.1,62.9,451.42
26.26,73.06,1009.35,91.65,435.41
22.82,60.08,1017.95,65.71,450.86
32.4,68.14,1004.44,34.53,425.91
17.51,53.16,1013.13,82.86,457.45
26.92,67.25,1017.74,61.68,434.05
25.44,65.06,1013.82,55.72,440.09
20.98,60.07,1016.26,67.18,446.26
15.79,49.21,1015.08,75.8,457.7
9.79,39.69,1002.36,93.86,471.61
33.92,77.95,1010.15,58.89,433.01
29.73,73.06,1010.27,84.84,432.73
13.78,43.22,1011.31,69.7,463.71
20.06,62.1,1020.21,72.21,451.81
22.99,68.67,1006.65,77.62,446.67
19.83,51.43,1007.36,91.64,449.45
28.04,74.33,1013.53,48.65,432.92
9.94,40.46,1018.9,68.51,473.74
24.05,72.24,1011.32,88.94,437.81
23.56,60.77,1017.93,76.34,443.13
17.36,-39.53,1008.28,68.87,456.57
10.34,37.5,1010.35,95.56,474.08
23.23,64.69,1008.12,76.6,444.01
29.11,74.78,1009.6,56.93,438.75
23.85,69.45,1013.99,60.6,439.67
10.4,40.43,1025.46,75.09,492.09
23.99,58.62,1016.91,66.36,449.4
12.86,40.6,1013.6,84.85,472.04
21.14,58.05,1012.98,87.27,449.74
26.37,54.5,1014.48,66.31,451.78
24.89,66.49,1010.15,65.65,436.39
10.07,40.92,1021.43,97.15,467.01
23.22,59.15,1014.58,75.18,443.7
17.23,40.12,1013.52,81.55,456.2
21.22,59.15,1014.68,59.71,450.96
22.45,63.77,1014.57,87.44,444.26
29.82,69.75,1010.09,65.02,442.6
20.35,67.45,1015.14,69.22,447.64
11.09,41.58,1020.99,91.09,464.81
29.01,64.79,1017.62,44.31,442.12
15.34,71.14,1019.79,77.56,457.1
25.21,63.21,1012.24,85.14,441.04
26.68,68.08,1011.41,67.33,433.04
14.07,40.78,1024.67,72.66,456.71
26.12,49.02,1008.63,72.04,438.52
27.16,65.61,1014.21,47.93,441.33
29.12,67.32,1014.21,48.8,435.2
7.51,43.02,1014.35,86.46,485.38
10.24,41.17,1019.73,82.04,479.78
24.03,66.54,1012.19,69.15,438.08
31.9,69.4,1003.4,57.76,436.04
14.02,41.78,1011.26,48.62,465.87
21.85,58.33,1013.03,66.39,447.31
15.65,43.5,1021.39,78.58,463.5
26.34,69.04,1009.44,72.06,444.13
8.63,39.96,1024.39,99.47,475.79
18.87,67.71,1004.0,87.35,444.77
29.18,68.24,1010.04,68.04,428.52
10.81,44.63,1020.61,88.29,473.86
23.68,68.3,1017.93,84.16,438.65
26.45,74.33,1013.81,61.7,433.16
14.04,39.64,1011.09,87.22,472.31
12.03,41.58,1015.09,90.43,464.02
16.65,46.18,1010.6,95.69,465.6
14.81,39.58,1011.62,73.64,467.32
17.53,42.24,1016.9,60.95,470.63
10.91,42.34,1021.83,94.99,470.91
23.51,63.78,1016.1,69.79,446.58
7.81,39.64,1011.42,86.68,482.22
17.94,37.2,1012.64,68.11,467.65
9.44,39.82,1013.26,91.55,483.18
16.92,44.6,1017.34,58.75,460.17
23.09,69.13,1010.93,90.07,436.67
16.7,46.18,1011.4,95.51,458.05
23.79,48.06,1012.92,60.03,447.59
28.55,72.43,1007.2,65.82,430.06
18.36,51.43,1010.57,90.17,459.8
20.07,49.21,1012.34,56.8,454.25
27.96,73.42,1011.11,71.93,435.93
20.08,44.6,1014.91,36.27,461.07
33.34,69.88,1007.65,42.72,437.84
13.95,71.14,1019.76,75.51,461.18
17.32,45.0,1022.19,40.45,469.38
17.9,48.98,1014.17,80.4,453.02
30.61,69.13,1009.32,55.17,429.1
3.6,35.19,1018.73,99.1,488.98
22.76,58.96,1013.85,55.95,454.05
30.5,66.75,1017.55,38.2,432.87
22.86,62.52,1016.23,70.67,447.96
13.41,45.0,1021.65,45.24,478.96
24.13,73.18,1012.62,91.52,436.22
29.53,70.79,1003.7,60.89,426.85
14.49,42.86,1013.94,88.2,468.4
10.31,45.01,1018.42,93.67,473.74
26.92,51.43,1012.29,59.33,437.35
24.88,52.36,1014.45,68.39,452.31
24.28,-71.98,1006.34,90.45,432.47
31.99,53.53,1004.98,53.53,432.43
17.67,50.88,1015.64,90.55,456.16
25.01,66.56,1009.68,64.94,435.73
31.27,73.91,1003.72,68.92,430.59
23.53,72.24,1010.84,94.33,436.69
28.61,68.12,1012.23,46.45,435.28
16.69,53.82,1015.39,63.62,458.96
15.26,46.18,1013.68,98.58,463.6
4.65,35.19,1018.23,94.78,489.36
21.01,44.05,1010.61,64.12,445.07
10.59,37.5,1013.14,81.56,471.38
28.15,71.94,1006.73,68.21,427.69
26.1,62.91,1012.44,60.91,446.05
22.93,58.2,1017.75,54.09,444.95
13.89,43.7,1015.12,64.99,470.88
31.44,64.44,1014.04,49.15,437.6
28.59,80.18,1011.36,89.18,431.55
8.42,43.14,1011.62,80.32,483.49
14.09,43.99,1021.02,94.39,468.09
9.44,-44.03,1009.59,86.27,473.61
14.8,58.2,1018.29,85.11,455.14
