frequency_Hz,attack_angle_deg,chord_length_m,free_stream_velocity_m_s,suction_side_displacement_thickness_m,scaled_sound_pressure_dB
2500.0,0.0,0.3048,55.5,0.00283081,124.106
800.0,7.3,0.2286,39.6,0.0123481,126.299
800.0,15.4,0.0508,31.7,0.0289853,125.555
1000.0,12.6,0.1524,71.3,0.0483159,122.044
3150.0,5.3,0.2286,71.3,0.0051942,123.12
3150.0,6.7,0.1016,71.3,0.00478288,124.458
200.0,7.3,0.2286,71.3,0.0104404,138.758
2000.0,3.3,0.1016,71.3,0.00202822,134.034
800.0,7.3,0.2286,55.5,0.0111706,128.444
250.0,5.3,0.2286,39.6,0.00614329,127.011
315.0,19.7,0.0508,39.6,0.036484,129.864
400.0,12.3,0.1016,39.6,0.0408268,128.265
630.0,12.3,0.1016,71.3,0.0337792,135.368
800.0,0.0,0.0508,55.5,0.00076193,124.336
4000.0,2.7,0.1524,39.6,0.00294804,121.889
800.0,2.7,0.1524,71.3,0.00243851,127.394
400.0,6.7,0.1016,31.7,0.00592927,128.296
315.0,5.4,0.1524,31.7,0.00525474,125.741
250.0,7.2,0.1524,39.6,0.00909175,127.488
10000.0,0.0,0.1524,71.3,0.0015988,120.247
5000.0,12.3,0.1016,71.3,0.0337792,116.108
200.0,7.3,0.2286,39.6,0.0123481,130.989
3150.0,17.4,0.0254,71.3,0.016104,126.536
2000.0,3.0,0.3048,39.6,0.00495741,120.532
500.0,17.4,0.0254,31.7,0.0176631,127.676
2500.0,9.5,0.0254,39.6,0.00449821,131.234
315.0,15.4,0.0508,39.6,0.0282593,124.493
315.0,15.6,0.1016,71.3,0.0437259,133.808
5000.0,0.0,0.0508,31.7,0.000812164,133.23
2000.0,4.2,0.0508,39.6,0.00152689,132.587
2000.0,15.4,0.0508,55.5,0.0271925,127.04
315.0,12.3,0.1016,55.5,0.0368233,135.674
2000.0,4.0,0.2286,31.7,0.00509068,122.089
8000.0,0.0,0.1524,31.7,0.00209405,117.957
5000.0,5.4,0.1524,55.5,0.00433288,118.757
3150.0,15.4,0.0508,55.5,0.0271925,123.46
1000.0,15.6,0.1016,39.6,0.0528487,119.224
400.0,9.9,0.1524,39.6,0.0233328,128.345
1000.0,8.4,0.0508,31.7,0.00580776,129.516
3150.0,4.8,0.0254,55.5,0.000873218,132.354
250.0,7.3,0.2286,39.6,0.0123481,131.889
2000.0,0.0,0.0508,39.6,0.000791822,132.918
8000.0,2.0,0.2286,71.3,0.00293031,115.996
800.0,0.0,0.1016,55.5,0.00131983,127.92
315.0,15.4,0.0508,55.5,0.0271925,125.39
630.0,12.3,0.1016,55.5,0.0368233,124.244
315.0,0.0,0.2286,55.5,0.00229336,119.54
3150.0,4.2,0.0508,39.6,0.00152689,133.587
800.0,2.0,0.2286,71.3,0.00293031,128.216
500.0,15.4,0.0508,55.5,0.0271925,127.22
400.0,9.9,0.1524,55.5,0.0208438,131.605
8000.0,7.2,0.1524,39.6,0.00909175,111.588
2000.0,17.4,0.0254,31.7,0.0176631,124.356
2500.0,11.2,0.0508,71.3,0.014072,130.541
6300.0,3.3,0.1016,55.5,0.002211,123.839
3150.0,0.0,0.0508,55.5,0.00076193,134.826
4000.0,5.4,0.1524,55.5,0.00433288,119.737
800.0,5.4,0.1524,39.6,0.00485029,132.757
250.0,22.2,0.0254,39.6,0.0229028,117.386
630.0,17.4,0.0254,55.5,0.0165706,122.411
6300.0,4.0,0.2286,71.3,0.00400603,118.618
2000.0,6.7,0.1016,55.5,0.0052139,129.653
1250.0,17.4,0.0254,31.7,0.0176631,128.306
630.0,0.0,0.2286,55.5,0.00229336,126.16
3150.0,17.4,0.0254,31.7,0.0176631,123.466
1600.0,12.3,0.1016,55.5,0.0368233,121.824
1250.0,3.0,0.3048,39.6,0.00495741,125.802
4000.0,5.3,0.2286,71.3,0.0051942,120.33
500.0,5.3,0.2286,71.3,0.0051942,129.88
2000.0,4.0,0.2286,39.6,0.00473801,121.659
2500.0,0.0,0.1524,55.5,0.00172668,127.763
315.0,19.7,0.0508,71.3,0.0341183,121.235
5000.0,4.8,0.0254,39.6,0.000907475,135.426
800.0,4.0,0.2286,55.5,0.0042862,131.864
4000.0,0.0,0.0508,55.5,0.00076193,134.946
