AT,V,AP,RH,PE
17.35,42.86,1014.62,74.16,465.16
18.21,49.69,1013.54,80.16,454.25
33.58,77.54,1010.19,53.49,433.75
25.97,68.12,1013.11,61.97,437.11
4.65,35.19,1018.23,94.78,489.36
19.36,39.54,1008.97,58.92,458.75
26.28,68.14,1005.61,53.17,435.71
17.48,40.89,1011.39,62.45,462.59
14.35,35.71,1016.1,60.86,468.9
19.38,63.56,1013.13,83.54,452.01
23.76,51.19,1009.69,70.87,442.9
28.7,71.64,1007.11,69.85,436.58
21.02,61.5,1008.52,77.74,448.08
25.76,74.87,1010.18,65.15,443.7
5.84,40.62,1018.58,82.73,482.1
24.47,58.05,1011.27,71.7,446.93
26.09,58.41,1013.64,64.58,438.86
16.81,45.87,1008.7,98.0,455.96
12.17,41.58,1013.89,88.98,463.03
17.33,41.35,999.51,68.36,460.46
26.59,66.49,1013.32,49.76,439.72
26.17,70.47,1010.25,68.96,434.56
27.77,63.87,1017.97,38.77,444.06
10.8,41.66,1013.79,81.96,475.51
20.89,67.71,1006.12,59.12,445.39
12.25,40.75,1016.02,82.4,475.07
33.26,68.51,1012.49,52.68,429.38
14.64,53.82,1016.33,60.59,463.18
35.2,73.56,1006.56,45.72,434.37
12.87,39.3,1019.26,71.55,471.48
18.88,44.06,1013.81,68.54,451.13
18.4,50.16,1011.51,98.07,453.78
14.1,44.92,1023.95,89.5,467.22
10.72,40.81,1016.51,80.26,474.64
20.33,57.76,1016.47,75.35,450.25
15.64,43.71,1024.51,78.31,462.55
24.88,73.17,1012.26,84.96,434.85
19.39,60.1,1010.28,83.31,452.57
33.67,80.18,1010.83,60.87,431.99
26.52,43.77,1011.49,46.98,440.31
30.15,72.51,1009.37,50.64,443.72
34.09,68.51,1009.0,32.96,431.19
15.34,36.99,1007.87,94.59,464.58
27.67,69.59,1009.13,82.15,437.29
29.59,70.17,999.71,71.0,434.85
16.73,65.94,1013.79,90.19,453.39
19.28,65.46,1013.77,64.24,448.91
22.1,74.87,1009.4,85.78,442.83
24.54,65.46,1014.27,40.77,446.26
29.14,75.23,1010.15,54.87,434.82
14.28,42.74,1028.79,70.67,467.22
23.78,49.3,1003.3,76.56,439.83
14.54,42.99,1009.27,90.88,468.93
32.2,72.29,1008.61,69.94,432.52
26.47,47.43,1009.09,54.94,439.4
11.02,44.58,1016.4,83.57,481.85
23.24,51.95,1006.21,78.08,448.5
13.9,42.86,1030.82,71.89,473.76
27.76,72.99,1007.81,71.66,435.02
17.88,46.97,1013.73,67.78,456.77
21.95,50.66,1013.92,70.94,455.23
6.48,40.27,1010.55,82.12,486.68
13.79,45.08,1023.3,83.59,465.69
25.02,60.77,1016.71,69.85,441.21
26.8,49.3,1003.86,62.75,438.56
9.59,38.56,1017.52,61.89,481.05
14.08,40.73,1017.52,91.49,461.58
25.2,65.59,1013.0,71.34,439.14
7.64,43.79,1016.17,84.45,486.01
25.86,76.2,1005.73,69.35,438.75
15.38,43.99,1022.42,83.41,462.48
30.54,67.45,1014.37,32.97,431.35
18.77,50.66,1014.89,87.34,457.07
19.11,58.95,1017.07,85.49,449.89
27.93,73.68,1015.41,49.95,435.95
5.75,42.07,1004.24,78.23,485.23
23.2,49.3,1003.4,79.77,440.75
26.81,61.47,1009.68,68.34,443.66
12.11,41.17,1019.46,62.59,475.53
23.45,69.04,1010.5,80.77,442.48
24.21,71.77,1004.52,84.96,433.42
14.74,43.71,1024.35,81.53,465.49
25.54,70.47,1009.28,73.5,436.16
12.16,40.81,1025.79,70.97,476.63
24.31,58.62,1017.29,64.44,449.12
7.53,43.65,1018.58,64.85,479.15
9.66,40.05,1015.78,89.06,481.14
6.12,40.81,1014.77,88.15,487.24
5.53,40.64,1020.78,97.25,479.88
29.67,66.51,1015.6,34.1,434.8
20.38,62.52,1017.85,75.56,456.56
19.64,48.06,1014.81,74.96,455.27
16.74,39.16,1005.68,71.17,460.47
26.02,59.57,1011.16,76.93,446.5
26.72,56.9,1007.12,58.54,435.16
15.08,42.77,1018.67,73.89,461.6
22.67,60.77,1017.56,79.43,444.43
15.03,43.71,1025.07,83.25,463.12
14.26,42.32,1016.0,77.43,463.71
11.91,43.22,1008.75,76.57,472.88
25.28,72.39,1002.28,89.43,432.52
29.77,69.98,1013.32,69.6,430.65
13.87,45.08,1024.42,81.69,465.48
13.48,41.92,1030.2,65.96,463.9
26.94,62.91,1011.68,41.3,449.1
12.19,41.17,1019.43,65.47,475.64
14.17,41.67,1013.4,72.77,471.42
12.24,40.96,1023.52,81.09,474.76
26.23,63.56,1013.57,65.81,440.8
29.98,67.22,1014.22,52.69,445.3
32.39,79.74,1006.92,58.58,430.12
14.47,42.99,1009.78,91.15,469.0
22.3,74.87,1009.69,86.18,442.78
21.48,66.91,1008.58,84.49,447.42
7.19,40.81,1015.22,85.65,487.15
19.68,44.34,1019.49,49.5,468.27
14.07,42.99,1007.57,96.05,468.87
27.0,73.17,1009.82,64.43,434.94
7.41,40.71,1023.07,83.32,474.25
14.68,43.99,1023.36,86.79,461.91
