number_of_elements,mean_atomic_mass,mean_fie,mean_atomic_radius,mean_Density,mean_ElectronAffinity,mean_FusionHeat,mean_ThermalConductivity,mean_Valence,range_atomic_radius,wtd_mean_ThermalConductivity,critical_temp
4.0,100.351275,734.25,171.75,3536.85725,75.1375,5.363,31.506645,2.5,205.0,14.317948,14.0
3.0,89.0718666666667,772.066666666667,166.0,8202.66666666667,74.9666666666667,24.8,64.3333333333333,5.0,92.0,64.3333333333333,11.05
3.0,135.539823333333,723.066666666667,165.666666666667,10973.0,125.6,19.3666666666667,48.0,4.33333333333333,70.0,48.0,3.4
5.0,78.67965,745.0,175.4,3914.6858,63.096,8.1444,94.005316,2.2,205.0,180.218082857143,47.0
4.0,42.6052375,809.375,128.75,4525.0,82.05,45.9,68.75,3.0,145.0,65.5,14.91
5.0,83.24476,779.88,149.8,4584.2858,73.1,8.1524,128.605316,2.6,171.0,72.414176,81.0
3.0,15.7089,874.4,99.6666666666667,2152.66666666667,61.7,54.5666666666667,109.0,3.0,78.0,75.1,27.0
6.0,98.5317666666667,735.4,161.0,5460.40483333333,69.5,10.4603333333333,109.837763333333,2.66666666666667,171.0,-999.0,83.5
5.0,89.74688,728.22,174.2,4422.2858,67.176,7.2844,94.005316,2.2,205.0,-999.0,71.0
5.0,60.92382,792.44,137.0,6113.6,73.16,41.18,70.4,3.0,159.0,65.1266666666667,8.8
4.0,51.81085,799.125,151.5,3285.35725,68.2,7.4655,158.756645,2.0,171.0,152.798604810127,9.1
5.0,89.33718,740.52,181.0,4716.6858,72.09,7.9244,89.605316,2.6,205.0,96.3527738461539,84.5
7.0,98.4005428571429,788.628571428571,149.285714285714,5914.48985714286,57.6571428571429,7.55457142857143,114.003797142857,2.71428571428571,171.0,166.882658,91.65
2.0,15.623,628.6,156.0,1136.5,31.3,5.85,122.5,1.5,22.0,92.5,11.0
4.0,92.2909,729.525,175.25,7370.25,53.7375,18.8,66.75,4.0,139.0,60.94,20.0
6.0,97.526335,748.066666666667,161.833333333333,5373.5715,69.5,9.59366666666667,110.00443,2.66666666666667,174.0,76.694176,88.0
2.0,145.65,765.05,181.5,17480.0,105.2,28.35,103.5,6.0,7.0,90.3,0.584
5.0,85.18516,767.38,166.6,5746.4858,88.57,9.4044,104.405316,2.2,205.0,89.1661729067078,24.0
7.0,81.5013785714286,774.371428571429,157.571428571429,4933.347,56.8714285714286,8.50171428571429,111.432368571429,2.57142857142857,171.0,67.3975093333333,47.8
4.0,88.9444675,775.425,160.25,4654.35725,81.8375,6.9055,107.756645,2.25,205.0,60.9280457142857,26.6
4.0,71.9184125,886.25,141.25,5060.60725,72.675,12.1555,35.506645,3.5,199.0,36.8889851948052,48.2
6.0,97.0657083333333,753.616666666667,166.166666666667,7295.40483333333,61.255,11.8703333333333,85.1710966666667,3.33333333333333,171.0,156.0283225,43.0
6.0,79.1928325,776.25,150.166666666667,5303.5715,71.7833333333333,9.49366666666667,123.837763333333,2.83333333333333,171.0,135.3783225,58.9
4.0,99.67475,734.725,163.25,6198.5,108.8,13.5075,55.05125,4.75,144.0,61.3417150225661,10.7
3.0,72.8169566666667,866.4,129.333333333333,5035.80966666667,103.966666666667,6.54066666666667,137.675526666667,2.33333333333333,147.0,-999.0,29.7
6.0,80.2673,800.866666666667,148.5,5010.23816666667,61.1666666666667,8.01866666666667,127.171096666667,2.5,171.0,72.3395093333333,82.5
5.0,101.94881,726.82,184.8,4871.0858,76.17,7.5044,89.005316,2.6,205.0,96.1373892307692,37.8
4.0,91.8081,775.175,171.0,4956.10725,82.3375,7.4555,107.756645,2.25,205.0,98.1287418224666,45.0
2.0,49.8057693,668.6,121.5,4011.5,82.25,21.25,147.5,3.5,7.0,147.5,5.5
4.0,76.4445625,794.0,164.5,4235.85725,77.2375,8.1805,108.756645,2.25,205.0,176.722053521127,77.5
4.0,76.797975,656.575,191.5,4491.75,40.5125,12.9575,61.75,2.75,139.0,69.96,7.0
3.0,64.1313462,621.9,160.666666666667,2846.66666666667,64.85,22.9666666666667,134.333333333333,3.0,142.0,138.314814814815,6.0
5.0,88.936744,743.42,170.6,4617.8858,71.69,7.8044,89.605316,2.4,205.0,-999.0,91.0
4.0,51.81085,799.125,151.5,3285.35725,68.2,7.4655,158.756645,2.0,171.0,152.798604810127,5.0
