number_of_elements,mean_atomic_mass,mean_fie,mean_atomic_radius,mean_Density,mean_ElectronAffinity,mean_FusionHeat,mean_ThermalConductivity,mean_Valence,range_atomic_radius,wtd_mean_ThermalConductivity,critical_temp
3.0,108.07049,706.466666666667,157.666666666667,7267.66666666667,91.3666666666667,13.0333333333333,145.666666666667,3.33333333333333,62.0,115.25,0.9
5.0,72.942289,786.82,162.0,5168.6858,74.83,9.7844,107.005316,2.6,205.0,39.1532781818182,81.2
6.0,85.01062,770.483333333333,165.833333333333,5038.23816666667,59.9916666666667,7.72866666666667,94.6710966666667,2.33333333333333,205.0,108.874176,17.8
3.0,97.2324,845.233333333333,166.0,8041.143,99.5,11.1373333333333,48.3421933333333,3.0,217.0,25.7954977777778,6.28
2.0,147.407,718.15,177.5,6633.5,78.1,13.7,31.5,4.0,89.0,29.0,1.3
2.0,159.60065,573.45,156.0,9580.0,25.55,3.73,64.0,3.0,0.0,49.6,2.97
6.0,100.4499,717.7,179.0,6066.23816666667,55.7866666666667,12.5436666666667,109.337763333333,2.5,205.0,99.7416737019969,84.7
4.0,88.302,879.475,138.5,10155.0,118.85,12.045,167.55125,4.0,93.0,80.1171428571429,2.2
3.0,70.7951666666667,667.133333333333,181.666666666667,4816.33333333333,64.5666666666667,16.7966666666667,67.3333333333333,4.0,151.0,68.5,4.8
5.0,63.22488064,1047.7,119.6,4191.425,124.04,10.0964,28.410856,2.8,196.0,35.5066618,36.4
5.0,112.032234,738.12,159.4,6093.4858,69.61,6.3644,95.405316,2.4,205.0,53.1258777777778,52.0
5.0,154.01936,847.94,153.8,7633.0858,57.75,5.2364,13.865316,3.0,205.0,7.663948,4.42
5.0,74.23165,816.36,160.0,4816.6858,62.09,8.0144,111.005316,2.2,205.0,109.840842666667,66.6
7.0,104.470285714286,763.585714285714,152.571428571429,6393.06128571429,75.6,8.11885714285714,158.289511428571,2.57142857142857,171.0,191.452215,107.5
2.0,142.56169,765.85,189.0,15565.0,120.05,26.4,102.0,5.5,18.0,90.0,7.9
5.0,89.33718,740.52,181.0,4716.6858,72.09,7.9244,89.605316,2.6,205.0,96.2758507692308,48.7
5.0,78.67965,745.0,175.4,3914.6858,63.096,8.1444,94.005316,2.2,205.0,110.440842666667,79.8
2.0,70.38669,660.7,187.0,6538.5,48.35,22.75,38.0,4.5,22.0,22.8,1.5
2.0,182.39394,764.9,196.5,17950.0,56.3,35.5,113.5,5.5,7.0,61.52,3.5
3.0,90.4798,678.766666666667,153.0,6973.33333333333,95.1666666666667,18.1666666666667,54.0,3.33333333333333,60.0,62.6,0.22
4.0,76.4445625,794.0,164.5,4235.85725,77.2375,8.1805,108.756645,2.25,205.0,98.9871266034755,64.2
2.0,137.225,630.0,199.0,11795.0,37.45,30.75,81.0,5.0,18.0,63.136,2.92
6.0,107.291233333333,819.183333333333,166.5,8095.90483333333,49.87,10.8586666666667,112.387763333333,2.83333333333333,205.0,103.228665,133.2
4.0,76.5177175,787.05,151.75,4434.35725,79.6075,6.9055,112.006645,2.25,171.0,61.34376,35.1
7.0,90.86541,701.057142857143,175.857142857143,5351.06128571429,65.16,11.3231428571429,112.432368571429,2.85714285714286,205.0,104.35939118094,70.0
4.0,76.5177175,787.05,151.75,4434.35725,79.6075,6.9055,112.006645,2.25,171.0,61.2274742857143,29.7
5.0,104.56575,739.74,161.8,6175.8858,83.38,7.3444,87.805316,2.8,177.0,61.7280457142857,13.5
3.0,49.3244728666667,675.6,142.333333333333,4533.33333333333,88.9,29.2333333333333,146.333333333333,4.0,87.0,98.315,18.5
2.0,137.225,630.0,199.0,11795.0,37.45,30.75,81.0,5.0,18.0,32.86,2.13
4.0,96.4516525,787.4,167.0,5447.85725,82.3375,9.5305,108.756645,2.25,205.0,139.242193333333,94.4
6.0,67.3682083333333,754.2,160.666666666667,3672.23816666667,57.28,15.1203333333333,82.8377633333333,2.33333333333333,205.0,83.6220046153846,35.0
6.0,120.375211666667,761.05,150.666666666667,6476.23816666667,74.6216666666667,7.21533333333333,81.8377633333333,3.0,171.0,54.2340355555556,36.0
3.0,49.66126,855.366666666667,146.666666666667,3373.80966666667,77.99,11.854,84.6755266666667,3.0,150.0,64.8723314285714,8.9
4.0,62.3400905,816.375,146.75,4513.5,43.9325,12.535,41.059,3.75,121.0,50.836816,24.9
5.0,92.26674,747.78,159.2,5174.2858,60.484,6.8124,132.805316,2.2,205.0,172.802658,123.0
5.0,91.50808,831.2,162.2,5511.0858,56.644,6.4304,125.265316,2.0,205.0,104.991557788746,135.8
5.0,78.67965,745.0,175.4,3914.6858,63.096,8.1444,94.005316,2.2,205.0,98.471460998527,80.2
7.0,77.2295314285714,723.657142857143,171.857142857143,4644.77557142857,54.2171428571429,8.766,103.86094,2.42857142857143,205.0,99.7612873059062,77.0
2.0,84.295,722.4,157.5,7801.5,96.95,33.9,99.5,5.0,65.0,109.375,3.3
3.0,63.308065,754.533333333333,145.333333333333,7893.33333333333,103.833333333333,29.3666666666667,133.333333333333,4.66666666666667,62.0,141.666666666667,2.5
6.0,84.1357616666667,923.25,125.833333333333,4600.28,111.766666666667,5.67366666666667,71.4169016666667,3.5,158.0,53.7069472875,20.5
3.0,91.045304,755.866666666667,162.0,7235.0,59.8333333333333,17.4666666666667,37.0,4.0,51.0,47.82975,1.56
3.0,66.117,814.833333333333,134.666666666667,7217.66666666667,111.2,10.7666666666667,159.84,3.66666666666667,53.0,45.6795744680851,4.0
4.0,57.21033625,708.7,165.75,5254.75,66.275,8.6825,46.805,3.5,140.0,49.354375,37.4
7.0,100.817092857143,788.685714285714,161.714285714286,5846.77557142857,56.8714285714286,7.77885714285714,95.4752257142857,2.57142857142857,171.0,75.9143892307692,92.0
5.0,89.90228,809.48,162.8,5735.4858,66.17,9.7144,110.605316,2.2,205.0,176.718082857143,73.1
2.0,103.86219,610.8,177.0,7940.0,59.0,15.03,68.0,4.0,42.0,61.0,8.0
4.0,104.3656,891.65,154.25,6501.35725,69.8375,5.903,106.581645,2.0,205.0,54.3289858679707,95.0
5.0,83.24476,779.88,149.8,4584.2858,73.1,8.1524,128.605316,2.6,171.0,55.9508618181818,77.4
6.0,100.4499,717.7,179.0,6066.23816666667,55.7866666666667,12.5436666666667,109.337763333333,2.5,205.0,100.497392159002,80.9
3.0,132.064166666667,765.966666666667,177.0,15793.3333333333,122.166666666667,24.4666666666667,140.0,6.0,7.0,148.5,0.064
2.0,167.4,792.1,138.5,8790.0,114.15,11.135,19.0,5.0,31.0,19.0,5.24
3.0,111.741666666667,799.666666666667,143.666666666667,7860.0,103.833333333333,14.1666666666667,58.0683333333333,5.33333333333333,103.0,58.0426666666667,12.3
5.0,72.952854,776.88,151.2,5329.0858,86.386,8.9644,107.805316,2.2,171.0,60.7601885714286,25.0
4.0,94.8431,781.9,168.5,5255.60725,82.3375,8.1055,107.256645,2.25,205.0,109.814176,75.0
3.0,93.7797933333333,650.166666666667,159.666666666667,7261.33333333333,75.6,13.13,50.0,4.0,62.0,51.075,16.3
5.0,89.33718,740.52,181.0,4716.6858,72.09,7.9244,89.605316,2.6,205.0,96.30662,60.0
