Cement (component 1)(kg in a m^3 mixture),Blast Furnace Slag (component 2)(kg in a m^3 mixture),Fly Ash (component 3)(kg in a m^3 mixture),Water  (component 4)(kg in a m^3 mixture),Superplasticizer (component 5)(kg in a m^3 mixture),Coarse Aggregate  (component 6)(kg in a m^3 mixture),Fine Aggregate (component 7)(kg in a m^3 mixture),Age (day),"Concrete compressive strength(MPa, megapascals)"
238.0,0.0,0.0,186.0,0.0,1119.0,789.0,7.0,12.05204048
290.2,193.5,0.0,185.7,0.0,998.2,704.3,28.0,33.0431373
151.8,178.1,138.7,167.5,18.3,944.0,694.6,28.0,36.349864196
439.0,177.0,0.0,186.0,11.1,884.9,707.9,56.0,71.69860924
297.0,0.0,0.0,186.0,0.0,1040.0,734.0,7.0,30.9574724
332.5,142.5,0.0,228.0,0.0,932.0,594.0,365.0,41.052779992
388.6,97.1,0.0,157.9,12.1,852.1,925.7,3.0,28.096147
382.0,0.0,0.0,185.0,0.0,1047.0,739.0,28.0,37.42475728
168.88,42.22,124.25,158.33,10.83,1080.8,796.15,3.0,7.39807748
380.0,95.0,0.0,228.0,0.0,932.0,594.0,28.0,36.447769788
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,180.0,51.04190828
310.0,0.0,0.0,192.0,0.0,1012.0,830.0,90.0,35.763120119999996
251.37,0.0,118.27,188.45,5.75,1028.4,757.73,56.0,36.96970312
313.0,161.0,0.0,178.0,10.0,917.0,759.0,28.0,52.44154456
290.35,0.0,96.18,168.08,9.41,961.18,865.0,3.0,22.50449664
480.0,0.0,0.0,192.0,0.0,936.2,712.2,7.0,34.569637164
252.31,0.0,98.75,146.25,14.17,987.76,889.01,100.0,60.9496784
167.95,42.08,163.83,121.75,5.72,1058.7,780.11,100.0,39.2311844
388.6,97.1,0.0,157.9,12.1,852.1,925.7,7.0,34.90127512
382.0,0.0,0.0,186.0,0.0,1047.0,739.0,7.0,24.00065956
212.0,0.0,124.78,159.0,7.84,1085.4,799.54,14.0,31.35047372
246.83,0.0,125.08,143.3,11.99,1086.8,800.89,100.0,66.42411784
218.85,0.0,124.13,158.49,11.33,1078.7,794.91,100.0,46.2293658
133.0,210.0,0.0,196.0,3.0,949.0,795.0,28.0,31.02642
164.2,0.0,200.1,181.2,12.6,849.3,846.0,28.0,15.091250688
239.6,359.4,0.0,185.7,0.0,941.6,664.3,28.0,39.435269296
172.38,13.61,172.37,156.76,4.14,1006.3,856.4,3.0,21.29101888
366.0,187.0,0.0,191.0,7.0,824.0,757.0,28.0,65.90701084
237.5,237.5,0.0,228.0,0.0,932.0,594.0,28.0,30.079769451999997
315.0,137.0,0.0,145.0,5.9,1130.0,745.0,28.0,81.75116932
505.0,0.0,60.0,195.0,0.0,1030.0,630.0,28.0,64.0178466
296.0,0.0,106.7,221.4,10.5,819.2,778.4,28.0,31.420110796000003
500.1,0.0,0.0,200.0,3.0,1124.4,613.2,28.0,44.13335876
393.0,0.0,0.0,192.0,0.0,940.6,785.6,90.0,48.846616696
375.0,0.0,0.0,186.0,0.0,1038.0,758.0,7.0,26.0621928
148.0,0.0,182.0,181.0,15.0,839.0,884.0,28.0,15.52010476
236.0,157.0,0.0,192.0,0.0,972.6,749.1,3.0,13.5654403
190.68,0.0,125.4,162.14,7.77,1090.0,804.01,100.0,40.56876784
144.0,0.0,175.0,158.0,18.0,943.0,844.0,28.0,15.41668336
284.0,119.7,0.0,168.3,7.2,970.4,794.2,28.0,40.934879596
228.0,342.1,0.0,185.7,0.0,955.8,674.3,28.0,39.699338604
531.3,0.0,0.0,141.8,28.2,852.1,893.7,3.0,41.2996124
333.0,0.0,0.0,192.0,0.0,931.2,842.6,90.0,41.680203152
102.0,153.0,0.0,192.0,0.0,887.0,942.0,90.0,25.460969728
213.72,98.05,24.51,181.71,6.86,1065.8,785.38,100.0,53.90323368
318.8,212.5,0.0,155.7,14.3,852.1,880.4,3.0,25.2003478
143.6,0.0,174.9,158.4,17.9,942.7,844.5,28.0,15.42357812
387.0,20.0,94.0,157.0,13.93,938.0,845.0,56.0,47.96684532
183.9,122.6,0.0,203.5,0.0,959.2,800.0,3.0,4.9035533120000006
150.0,237.0,0.0,174.0,12.0,1069.0,675.0,28.0,37.43165204
135.7,203.5,0.0,185.7,0.0,1076.2,759.3,28.0,18.19871902
425.0,106.3,0.0,151.4,18.6,936.0,803.7,28.0,61.79773388
260.9,100.5,78.3,200.6,8.6,864.5,761.5,28.0,32.401235144
272.6,0.0,89.6,198.7,10.6,931.3,762.2,28.0,32.245413568000004
451.0,0.0,0.0,165.0,11.25,1030.0,745.0,28.0,78.80021203999999
250.2,166.8,0.0,203.5,0.0,977.6,694.1,3.0,9.731264264
198.6,132.4,0.0,192.0,0.0,978.4,825.5,90.0,38.074243671999994
154.8,0.0,142.8,193.3,9.1,877.2,867.7,28.0,9.738159024
397.0,0.0,0.0,186.0,0.0,1040.0,734.0,28.0,36.93522932
190.68,0.0,125.4,162.14,7.77,1090.0,804.01,3.0,15.04436632
200.0,0.0,0.0,180.0,0.0,1125.0,845.0,28.0,12.24509376
385.0,0.0,136.0,158.0,20.0,903.0,768.0,28.0,55.55108132
302.0,0.0,0.0,203.0,0.0,974.0,817.0,28.0,21.7529678
313.0,0.0,0.0,178.0,8.0,1000.0,822.0,28.0,25.0969264
314.0,145.3,113.2,178.9,8.0,869.1,690.2,28.0,46.234192132
475.0,0.0,0.0,228.0,0.0,932.0,594.0,365.0,41.934619796
350.0,0.0,0.0,203.0,0.0,974.0,775.0,56.0,29.97841648
250.0,0.0,95.69,187.42,5.53,956.86,861.17,14.0,24.91766264
389.9,189.0,0.0,145.9,22.0,944.7,755.8,56.0,79.40005615999999
249.1,0.0,98.75,158.11,12.8,987.76,889.01,56.0,42.030456959999995
222.36,0.0,96.67,189.29,4.46,967.08,870.32,14.0,24.44881896
173.0,116.0,0.0,192.0,0.0,946.8,856.8,90.0,32.102692036
246.83,0.0,125.08,143.3,11.99,1086.8,800.89,28.0,52.5035974
167.95,42.08,163.83,121.75,5.72,1058.7,780.11,3.0,7.74971024
255.0,0.0,0.0,192.0,0.0,889.8,945.0,7.0,10.222171176
540.0,0.0,0.0,173.0,0.0,1125.0,613.0,7.0,52.61391356
200.0,133.0,0.0,192.0,0.0,965.4,806.2,28.0,30.439675923999996
382.5,0.0,0.0,185.7,0.0,1047.8,739.3,7.0,24.065470304
194.68,0.0,100.52,165.62,7.48,1006.4,905.9,56.0,33.963587759999996
446.0,24.0,79.0,162.0,10.3,967.0,712.0,28.0,53.38612668
381.4,0.0,0.0,185.7,0.0,1104.6,784.3,28.0,22.489328168
233.81,0.0,94.58,197.89,4.567,947.04,852.16,14.0,22.13907436
141.3,212.0,0.0,203.5,0.0,971.8,748.5,3.0,4.827710952
166.09,0.0,163.27,176.46,4.49,1058.6,780.09,14.0,25.48303296
238.05,0.0,94.11,186.66,7.0,949.91,847.01,14.0,25.68987576
297.16,0.0,117.54,174.8,9.52,1022.8,753.45,28.0,47.401475
108.3,162.4,0.0,203.5,0.0,938.2,849.0,28.0,20.593958644
264.5,111.0,86.5,195.5,5.9,832.6,790.4,28.0,41.542307951999994
491.0,26.0,123.0,201.0,3.93,822.0,699.0,56.0,61.85584685418796
222.36,0.0,96.67,189.29,4.46,967.08,870.32,56.0,29.447519959999997
170.3,155.5,0.0,185.7,0.0,1026.6,724.3,28.0,25.726417988
349.0,0.0,0.0,192.0,0.0,1056.0,809.0,28.0,33.60506024
262.0,111.0,86.0,195.0,5.0,895.0,733.0,28.0,33.7153764
379.5,151.2,0.0,153.9,15.9,1134.3,605.0,28.0,52.20022796
222.36,0.0,96.67,189.29,4.46,967.08,870.32,100.0,40.7135578
350.0,0.0,0.0,203.0,0.0,974.0,775.0,90.0,31.35047372
212.57,0.0,100.39,159.35,10.37,1003.8,903.79,56.0,44.395359639999995
