AT,V,AP,RH,PE
25.19,63.94,1012.78,75.15,438.73
6.75,39.4,1011.28,90.84,483.77
29.28,75.08,1005.21,59.0,436.15
9.59,40.11,1026.05,74.27,470.71
15.75,39.16,1016.31,77.99,468.87
14.75,41.16,1009.58,86.96,468.14
14.04,48.79,1017.62,75.25,464.09
13.6,42.86,1013.37,87.52,472.27
18.56,42.18,1001.46,99.59,456.61
16.95,58.86,1015.96,87.8,453.2
33.79,69.05,1001.62,40.13,435.1
12.04,40.78,1025.21,85.97,463.51
11.73,37.92,1008.02,72.68,472.51
16.4,38.01,1022.2,73.05,463.79
10.07,39.66,1015.37,83.78,479.64
27.56,68.08,1010.8,59.18,433.95
11.3,25.36,1008.66,96.18,471.19
23.55,73.18,1011.85,87.97,437.88
31.73,74.67,1016.38,44.51,425.34
10.42,43.79,1016.22,90.75,474.79
27.99,71.58,1010.68,68.99,435.99
9.26,39.61,1021.18,84.58,480.38
28.24,71.58,1010.1,67.92,434.01
22.1,71.29,1008.2,75.38,442.35
29.08,66.54,1004.67,64.5,430.16
19.82,63.9,1013.19,78.96,449.61
28.53,68.08,1013.27,42.53,438.91
28.65,68.27,1006.96,52.78,432.73
22.24,41.1,1001.96,42.6,451.95
22.63,70.47,1008.0,82.27,441.92
25.08,58.49,1011.1,64.47,446.9
19.19,50.16,1011.12,99.91,449.52
26.92,64.69,1006.66,76.14,437.62
23.03,54.42,1014.42,74.98,453.77
6.91,39.37,1019.58,71.02,488.2
20.0,69.48,1011.05,85.51,448.79
11.18,37.5,1013.32,74.32,472.02
27.3,65.12,1016.24,44.87,442.78
24.81,59.43,1009.42,54.64,439.33
25.33,73.21,1002.19,97.24,433.43
18.6,60.1,1009.91,87.13,453.94
21.83,62.91,1011.07,91.34,443.76
26.17,59.92,1010.01,73.75,444.96
4.49,40.27,1012.01,76.5,494.24
12.76,42.32,1015.35,78.18,466.15
22.35,54.42,1012.46,75.01,454.72
12.88,40.64,1020.76,92.58,474.58
23.62,67.45,1014.63,59.8,439.45
25.22,71.85,1009.78,68.96,438.71
9.38,43.7,1015.45,90.47,481.52
29.63,66.75,1018.08,58.46,433.26
11.56,39.28,1011.27,82.05,477.71
6.25,39.48,1004.82,52.71,484.26
20.04,49.39,1020.62,78.84,449.63
22.22,59.14,1017.32,83.41,442.31
16.07,65.46,1013.88,87.11,450.54
7.94,43.65,1018.75,59.45,479.8
27.2,77.95,1009.48,78.53,433.39
13.86,50.59,1019.2,97.22,467.23
10.89,44.2,1018.3,86.32,479.16
13.82,40.2,1013.19,90.11,466.99
22.7,60.84,1019.15,71.48,438.59
24.73,69.94,1006.09,59.15,439.86
22.12,49.39,1019.8,72.83,451.0
23.82,48.92,1010.48,44.45,446.85
11.76,41.58,1020.91,88.35,465.45
15.8,41.1,1003.0,77.36,465.87
12.22,40.71,1021.25,80.83,477.07
14.26,42.32,1016.0,77.43,463.71
7.32,39.42,1026.15,76.51,476.12
11.47,43.67,1012.68,72.51,475.72
26.91,74.99,1005.64,78.98,437.06
28.32,72.58,1007.77,78.35,428.06
16.36,44.88,1018.34,76.0,468.53
24.01,50.16,1004.22,75.32,443.03
30.67,72.86,1004.25,52.72,432.76
9.04,44.68,1023.14,90.73,479.53
15.33,37.2,1013.4,78.99,466.81
8.58,38.38,1021.03,84.37,482.26
10.82,42.02,996.03,99.34,475.46
24.57,51.95,1005.8,70.07,448.15
25.95,65.61,1014.36,52.54,443.88
25.98,68.12,1011.36,66.86,439.0
24.87,58.33,1013.76,54.55,440.79
19.84,56.89,1013.23,78.32,447.92
29.23,72.99,1007.04,63.47,431.0
11.02,41.26,1020.69,92.13,471.93
15.14,39.72,1002.96,72.52,460.15
21.96,71.85,1009.38,75.98,441.52
3.4,39.64,1011.1,83.43,459.86
29.29,70.02,1010.13,46.93,438.84
10.76,40.43,1025.98,79.65,490.78
10.48,40.0,1021.35,88.52,478.86
18.5,51.43,1010.82,92.04,459.42
11.66,44.6,1018.39,89.98,471.3
13.25,44.92,1024.11,89.34,469.18
30.24,66.75,1017.95,55.66,435.02
26.71,66.25,1008.11,79.28,435.41
15.75,39.0,1015.91,69.58,460.73
9.75,42.49,1010.57,83.63,480.35
20.29,49.69,1008.94,69.91,454.74
17.47,43.56,1014.15,54.71,460.87
15.42,40.56,1021.23,59.37,469.33
19.54,54.9,1017.15,70.37,455.86
13.9,45.08,1023.29,83.43,465.31
23.25,69.45,1013.85,70.14,437.18
20.88,57.85,1012.39,85.47,450.87
32.32,76.09,1006.63,62.96,432.53
22.55,47.45,1008.65,67.9,447.42
14.03,49.83,1006.64,90.01,463.71
31.15,67.45,1014.85,42.11,431.97
31.63,68.3,1014.8,42.02,426.86
29.79,77.17,1009.68,64.0,432.84
28.69,58.33,1013.67,34.1,448.54
14.9,52.05,1015.11,77.33,464.82
14.07,42.86,1032.16,71.53,467.47
34.2,68.14,1002.7,56.09,427.05
28.09,63.31,1013.01,52.6,438.6
14.93,39.16,1007.25,72.35,463.2
31.18,74.34,1003.81,63.59,434.15
