AT,V,AP,RH,PE
27.95,74.0,1010.42,58.01,435.45
23.5,51.0,1008.7,57.7,445.09
26.06,54.0,1015.52,67.12,451.67
19.35,43.0,1009.4,66.11,454.02
10.31,40.0,1012.87,88.71,480.61
9.98,42.0,1013.56,95.77,463.16
24.39,61.0,1018.5,61.73,442.72
30.09,65.0,1001.29,56.04,430.3
7.55,41.0,1027.03,83.32,476.58
14.81,41.0,1018.54,73.0,467.66
22.98,52.0,1006.83,74.92,454.63
14.48,39.0,1015.6,90.05,470.63
15.84,42.0,1009.69,62.81,465.5
14.12,40.0,1016.79,75.89,472.32
19.47,43.0,1011.66,69.93,451.38
30.3,74.0,1005.57,58.74,431.57
11.48,38.0,1008.47,70.55,472.9
13.82,40.0,1013.19,90.11,466.99
18.82,61.0,1019.5,72.23,455.29
29.12,67.0,1014.21,48.8,435.2
5.23,36.0,1026.23,79.38,488.5
24.98,58.0,1011.69,69.97,447.15
25.37,59.0,1017.27,78.07,437.19
18.03,53.0,1013.1,81.42,457.73
31.92,68.0,1015.58,41.55,430.07
23.89,50.0,1004.88,73.94,444.99
20.1,59.0,1018.46,80.87,446.7
18.32,42.0,1002.27,95.99,458.46
25.53,72.0,1009.19,74.7,431.26
26.29,68.0,1010.71,76.95,429.71
24.74,69.0,1010.69,90.08,431.24
26.76,48.0,1010.53,47.38,440.63
27.84,68.0,1013.34,46.19,436.37
29.03,70.0,1009.8,47.04,435.09
30.04,67.0,1017.65,52.84,435.17
11.87,42.0,1012.97,64.79,470.84
25.32,54.0,1015.5,68.17,451.52
12.93,40.0,1010.93,75.9,473.09
9.34,41.0,1020.58,97.59,471.04
29.53,72.0,998.47,76.05,431.69
18.8,45.0,1009.65,46.0,462.79
20.08,63.0,1017.99,75.74,450.98
24.56,59.0,1011.42,72.47,442.76
24.31,64.0,1019.47,58.54,442.69
27.83,72.0,1012.04,48.86,445.73
13.2,42.0,1010.49,64.96,468.58
29.98,48.0,1002.46,42.73,438.79
18.91,59.0,1017.76,90.49,450.24
35.1,68.0,1006.96,43.51,426.3
8.1,41.0,1020.66,89.04,478.27
24.68,48.0,1013.83,54.97,447.96
8.6,37.0,1026.4,81.23,481.86
32.31,62.0,1010.41,39.39,450.13
33.01,70.0,1006.71,53.25,433.5
20.21,58.0,1015.36,79.18,453.19
10.47,43.0,1010.35,86.86,476.55
24.26,68.0,1008.48,66.74,437.4
7.55,38.0,1019.37,76.32,485.49
5.37,39.0,1017.76,76.48,487.07
13.31,40.0,1014.81,82.11,468.74
31.62,64.0,1010.94,58.93,439.09
15.93,26.0,1009.45,72.83,462.7
30.34,75.0,1005.32,52.97,437.26
13.52,42.0,1017.97,95.34,463.71
24.2,63.0,1012.25,79.86,449.03
7.0,38.0,1020.27,77.67,482.38
14.04,41.0,1008.98,82.04,469.75
24.24,68.0,1018.03,81.51,437.12
11.67,40.0,1017.65,82.48,475.07
31.53,70.0,1006.29,57.11,438.71
21.25,68.0,1006.9,55.76,444.98
31.01,71.0,1003.4,55.06,430.82
10.29,41.0,1017.28,69.13,481.7
12.6,42.0,1013.07,86.22,472.45
23.97,64.0,1010.54,84.65,443.87
12.34,40.0,1015.77,92.26,470.92
19.48,40.0,1001.75,55.41,457.16
10.91,38.0,1008.66,66.53,473.72
14.86,45.0,1018.3,49.46,466.38
7.29,41.0,1023.01,90.78,488.65
21.09,60.0,1016.94,76.95,451.98
24.49,71.0,1005.51,88.65,430.54
24.46,62.0,1013.88,87.16,441.34
15.82,44.0,1018.96,66.73,460.2
8.36,40.0,1011.6,89.18,484.66
15.85,50.0,1015.33,89.24,469.4
9.93,41.0,1018.08,69.74,485.23
19.92,47.0,1014.32,69.17,459.39
4.15,40.0,1007.62,95.69,489.8
10.25,41.0,1007.44,98.08,476.03
13.86,44.0,1022.6,83.56,468.3
13.69,34.0,1018.45,65.76,469.12
24.33,68.0,1013.02,64.81,442.93
31.61,69.0,1008.11,47.96,439.19
8.38,39.0,1015.03,75.14,478.82
5.84,41.0,1018.58,82.73,482.1
30.39,72.0,1010.87,64.11,435.82
10.39,41.0,1023.51,84.73,479.0
13.67,41.0,1016.19,66.15,467.62
11.75,41.0,1012.7,89.86,475.35
30.96,64.0,1013.63,49.64,437.61
21.08,44.0,1008.13,72.52,449.6
12.15,71.0,1019.56,86.06,462.51
24.5,59.0,1011.54,57.92,451.03
24.11,68.0,1017.33,79.16,432.62
10.74,41.0,1016.76,84.59,479.94
31.5,70.0,1011.44,64.09,435.13
17.33,42.0,1007.97,50.33,462.26
11.36,41.0,1016.34,85.19,477.5
15.06,39.0,1019.63,63.32,464.15
27.24,71.0,1000.5,86.28,430.94
7.77,36.0,1016.53,73.79,479.68
9.0,43.0,1020.25,81.32,481.09
21.38,65.0,1015.73,68.02,448.5
24.39,63.0,1012.59,80.88,446.4
26.86,73.0,1009.22,88.39,428.69
15.46,42.0,1017.9,81.12,459.15
12.31,44.0,1007.78,94.42,468.13
16.71,41.0,1004.45,81.64,464.13
21.25,44.0,1005.69,81.87,448.43
