Cement (component 1)(kg in a m^3 mixture),Blast Furnace Slag (component 2)(kg in a m^3 mixture),Fly Ash (component 3)(kg in a m^3 mixture),Water  (component 4)(kg in a m^3 mixture),Superplasticizer (component 5)(kg in a m^3 mixture),Coarse Aggregate  (component 6)(kg in a m^3 mixture),Fine Aggregate (component 7)(kg in a m^3 mixture),Age (day),"Concrete compressive strength(MPa, megapascals)"
162.0,190.1,741.4,178.8,18.8,838.1,148.1,28.0,33.762260768
446.0,24.0,712.0,162.0,11.64,967.0,79.0,3.0,25.02108404
212.52,0.0,903.59,159.32,8.71,1007.8,100.37,3.0,13.54130864
290.2,193.5,704.3,185.7,0.0,998.2,0.0,7.0,21.859147104
151.6,0.0,815.9,184.4,7.9,992.0,111.9,28.0,12.180972492
382.0,0.0,739.0,185.0,0.0,1047.0,0.0,28.0,37.42475728
222.36,0.0,870.32,189.29,4.46,967.08,96.67,28.0,24.8900836
337.9,189.0,755.8,174.9,9.5,944.7,0.0,7.0,35.101223159999996
375.0,93.8,992.6,126.6,23.4,852.1,0.0,3.0,28.99936056
182.04,45.21,780.65,170.21,8.19,1059.4,121.97,56.0,43.49904084
531.3,0.0,893.7,141.8,28.2,852.1,0.0,56.0,58.798513279999995
379.5,151.2,605.0,153.9,15.9,1134.3,0.0,3.0,28.59946448
190.0,190.0,670.0,228.0,0.0,932.0,0.0,270.0,50.655112243999994
305.3,203.5,631.0,203.5,0.0,965.4,0.0,3.0,14.143910664
288.0,121.0,829.0,177.0,7.0,908.0,0.0,28.0,42.13387836
203.5,305.3,630.0,203.5,0.0,963.4,0.0,3.0,9.561653168
190.34,0.0,798.9,166.61,9.88,1079.0,125.18,56.0,31.715896
310.0,0.0,830.0,192.0,0.0,1012.0,0.0,90.0,35.763120119999996
190.68,0.0,804.01,162.14,7.77,1090.0,125.4,3.0,15.04436632
165.0,128.5,746.6,175.06,8.08,1005.8,132.1,56.0,53.72396992
