Cement (component 1)(kg in a m^3 mixture),Blast Furnace Slag (component 2)(kg in a m^3 mixture),Fly Ash (component 3)(kg in a m^3 mixture),Water  (component 4)(kg in a m^3 mixture),Superplasticizer (component 5)(kg in a m^3 mixture),Coarse Aggregate  (component 6)(kg in a m^3 mixture),Fine Aggregate (component 7)(kg in a m^3 mixture),Age (day),"Concrete compressive strength(MPa, megapascals)"
480.0,0.0,0.0,192.0,0.0,936.0,721.0,28.0,43.892042159999995
480.0,0.0,0.0,192.0,0.0,936.0,721.0,3.0,24.39366088
304.0,76.0,0.0,228.0,0.0,932.0,670.0,28.0,47.813781648
375.0,0.0,0.0,186.0,0.0,1038.0,758.0,7.0,26.0621928
212.0,0.0,124.78,159.0,7.84,1085.4,799.54,28.0,38.500339839999995
229.68,0.0,118.16,195.23,6.13,1028.1,757.63,14.0,22.31833812
359.0,19.0,141.0,154.0,10.91,942.0,801.0,7.0,38.610656
165.0,128.5,132.1,175.06,8.08,1005.8,746.6,28.0,46.38794528
148.0,0.0,137.0,158.0,16.0,1002.0,830.0,28.0,17.95395504
151.0,0.0,184.0,167.0,12.0,991.0,772.0,28.0,15.56836808
218.85,0.0,124.13,158.49,11.33,1078.7,794.91,100.0,46.2293658
212.57,0.0,100.39,159.35,10.37,1003.8,903.79,28.0,37.404073
229.97,0.0,118.31,195.47,4.63,1029.4,758.59,56.0,31.53663224
198.6,132.4,0.0,192.0,0.0,978.4,825.5,180.0,41.719503284
304.0,76.0,0.0,228.0,0.0,932.0,670.0,180.0,50.94882902
387.0,20.0,94.0,157.0,13.93,938.0,845.0,56.0,47.96684532
145.0,116.0,119.0,184.0,5.7,833.0,880.0,28.0,29.15794004
167.0,75.4,167.0,164.03,7.91,1007.3,770.1,14.0,32.90179472
228.0,342.1,0.0,185.7,0.0,955.8,674.3,28.0,39.699338604
540.0,0.0,0.0,173.0,0.0,1125.0,613.0,3.0,41.63745564
427.5,47.5,0.0,228.0,0.0,932.0,594.0,7.0,35.076402024
229.97,0.0,118.31,195.47,4.63,1029.4,758.59,14.0,20.08443588
388.6,97.1,0.0,157.9,12.1,852.1,925.7,28.0,50.69717028
155.0,0.0,143.0,193.0,9.0,1047.0,697.0,28.0,12.45883132
213.72,98.05,24.51,181.71,6.86,1065.8,785.38,14.0,30.38520732
202.0,11.0,141.0,206.0,1.72,942.0,801.0,28.0,21.96670536
284.0,15.0,141.0,179.0,5.46,842.0,801.0,7.0,24.13166
522.0,0.0,0.0,146.0,0.0,896.0,896.0,28.0,74.98740975999999
275.0,0.0,0.0,183.0,0.0,1088.0,808.0,28.0,24.49708228
310.0,143.0,111.0,168.0,22.0,914.0,651.0,28.0,33.68779736
173.0,116.0,0.0,192.0,0.0,946.8,856.8,90.0,32.102692036
275.07,0.0,121.35,159.48,9.9,1053.6,777.5,14.0,38.76923548
393.0,0.0,0.0,192.0,0.0,940.0,758.0,3.0,19.10537996
190.0,190.0,0.0,228.0,0.0,932.0,670.0,90.0,42.32693164
349.0,0.0,0.0,192.0,0.0,1056.0,809.0,120.0,40.85834776
154.0,144.0,112.0,220.0,10.0,923.0,658.0,28.0,16.49916068
246.83,0.0,125.08,143.3,11.99,1086.8,800.89,100.0,66.42411784
250.0,0.0,95.69,187.42,5.53,956.86,861.17,100.0,42.34761592
132.0,207.0,161.0,179.0,5.0,867.0,736.0,28.0,33.301690799999996
316.1,210.7,0.0,185.7,0.0,977.0,689.3,7.0,24.437787344
339.0,0.0,0.0,197.0,0.0,968.0,781.0,28.0,32.039949719999996
182.04,45.21,121.97,170.21,8.19,1059.4,780.65,14.0,21.50475644
286.3,200.9,0.0,144.7,11.2,1004.6,803.7,28.0,67.69964844
250.2,166.8,0.0,203.5,0.0,977.6,694.1,28.0,36.964187312
349.0,0.0,0.0,192.0,0.0,1047.0,806.0,360.0,42.1269836
382.0,0.0,0.0,186.0,0.0,1047.0,739.0,7.0,24.00065956
500.1,0.0,0.0,200.0,3.0,1124.4,613.2,28.0,44.13335876
475.0,0.0,0.0,228.0,0.0,932.0,594.0,90.0,42.229026048
298.0,137.0,107.0,201.0,6.0,878.0,655.0,28.0,53.52402188
296.0,0.0,0.0,186.0,0.0,1090.0,769.0,28.0,25.17966352
331.0,0.0,0.0,192.0,0.0,978.0,825.0,3.0,13.52062436
149.0,153.0,194.0,192.0,8.0,935.0,623.0,28.0,24.5798194
246.83,0.0,125.08,143.3,11.99,1086.8,800.89,3.0,23.52492112
212.52,0.0,100.37,159.32,8.71,1007.8,903.59,56.0,42.54756396
446.0,24.0,79.0,162.0,11.64,967.0,712.0,56.0,56.14403068
313.0,0.0,0.0,178.0,8.0,1000.0,822.0,28.0,25.0969264
212.07,0.0,121.62,180.31,5.69,1057.6,779.32,3.0,12.47262084
214.9,53.8,121.89,155.63,9.61,1014.3,780.58,56.0,53.95839176
162.0,214.0,164.0,202.0,10.0,820.0,680.0,28.0,30.6472082
425.0,106.3,0.0,153.5,16.5,852.1,887.1,56.0,64.30053176
190.34,0.0,125.18,166.61,9.88,1079.0,798.9,56.0,31.715896
397.0,0.0,0.0,185.7,0.0,1040.6,734.3,7.0,25.447869684
