number_of_elements,mean_atomic_mass,mean_fie,mean_atomic_radius,mean_Density,mean_ElectronAffinity,mean_FusionHeat,mean_ThermalConductivity,mean_Valence,range_atomic_radius,wtd_mean_ThermalConductivity,critical_temp
2.0,168.2902,785.95,133.0,8010.0,142.2,14.2,5.5,5.5,20.0,5.0,2.9
3.0,95.1024,828.533333333333,168.666666666667,6927.80966666667,90.3333333333333,12.4706666666667,76.00886,3.0,217.0,43.0434154589372,5.1
4.0,91.48215,790.7,160.25,9150.25,76.8425,17.51,100.0,4.0,80.0,94.4285714285714,9.78
5.0,73.225019,676.88,183.6,5373.4,45.45,13.606,69.4,3.0,139.0,60.9492,18.0
3.0,116.86646,706.133333333333,172.0,10023.3333333333,64.4666666666667,21.9333333333333,51.6666666666667,4.66666666666667,55.0,46.5,2.8
2.0,114.324175,573.85,180.5,7061.5,40.95,8.195,20.0,3.0,89.0,26.4285714285714,5.0
7.0,94.07254,730.757142857143,172.285714285714,6731.63271428571,80.3328571428571,12.7602857142857,90.1466542857143,3.42857142857143,185.0,112.736286666667,10.0
2.0,112.565,755.85,157.0,9666.5,82.0,11.85,69.0,4.0,24.0,69.4,0.64
3.0,127.722126666667,745.6,186.666666666667,13281.0,74.3,26.1666666666667,98.3333333333333,5.0,29.0,68.66,1.5
4.0,106.8578175,825.525,132.75,6221.85725,101.15,7.6305,105.256645,3.0,147.0,60.1919877738516,25.7
5.0,89.90228,809.48,162.8,5735.4858,66.17,9.7144,110.605316,2.2,205.0,94.2402425386997,52.0
6.0,93.4002005333333,961.1,118.5,4240.35416666667,144.866666666667,4.28533333333333,6.04321333333333,3.5,164.0,4.847428,4.48
6.0,93.0593116666667,709.683333333333,177.166666666667,4786.40483333333,63.7866666666667,7.877,107.00443,2.33333333333333,205.0,110.014312307692,55.0
3.0,75.94034,903.133333333333,131.333333333333,3890.66666666667,161.066666666667,41.3866666666667,52.483,4.66666666666667,145.0,52.483,10.0
5.0,69.229774,747.52,160.2,3857.4858,64.46,7.2324,129.605316,2.2,171.0,93.857827723133,60.0
2.0,71.9135,671.3,183.0,7393.5,41.25,27.35,80.5,5.0,14.0,41.1061,4.0
6.0,103.903966666667,769.1,150.5,5710.23816666667,67.0166666666667,7.58866666666667,113.00443,2.83333333333333,171.0,89.177147368421,106.5
2.0,85.93319,802.0,150.5,6694.5,142.05,16.1,27.26,5.5,95.0,18.5827814569536,6.75
4.0,113.5267,651.125,177.0,8434.25,58.5,29.4,44.5,3.75,139.0,47.4125,6.94
3.0,74.4225873333333,793.733333333333,160.666666666667,6901.33333333333,72.6333333333333,15.78,47.7453333333333,5.0,108.0,47.7453333333333,11.45
5.0,82.942213,771.96,158.6,5503.4858,78.51,8.7644,106.205316,2.6,205.0,99.5988383333333,40.0
5.0,112.52428,743.36,176.0,6969.4858,66.17,13.3444,91.205316,2.6,205.0,97.339635512362,82.9
3.0,92.7621266666667,802.5,156.666666666667,8470.66666666667,113.1,16.3,41.84,5.0,95.0,20.6219035202086,1.2
