frequency_Hz,attack_angle_deg,chord_length_m,free_stream_velocity_m_s,suction_side_displacement_thickness_m,scaled_sound_pressure_dB
800.0,0.0,0.1016,55.5,0.00131983,127.92
1600.0,15.4,0.0508,71.3,0.0264269,127.847
1000.0,0.0,0.1524,39.6,0.00193287,130.033
1250.0,7.3,0.2286,71.3,0.0104404,127.358
5000.0,7.3,0.2286,55.5,0.0111706,113.144
630.0,12.7,0.0254,71.3,0.0121808,120.532
2000.0,3.0,0.3048,39.6,0.00495741,121.399
315.0,7.2,0.1524,39.6,0.00909175,130.558
1000.0,2.0,0.2286,71.3,0.00293031,128.956
16000.0,0.0,0.0254,39.6,0.000428464,124.986
8000.0,0.0,0.1524,39.6,0.00193287,130.065
10000.0,0.0,0.0508,55.5,0.00076193,127.636
1250.0,12.6,0.1524,39.6,0.0584113,112.16
3150.0,3.3,0.1016,55.5,0.002211,130.629
2500.0,0.0,0.2286,71.3,0.00214345,128.354
2500.0,9.5,0.0254,39.6,0.00449821,125.625
2000.0,5.4,0.1524,31.7,0.00525474,122.771
6300.0,12.3,0.1016,39.6,0.0408268,107.985
400.0,12.7,0.0254,71.3,0.0121808,131.458
500.0,4.0,0.3048,71.3,0.00497773,130.715
2500.0,0.0,0.0508,31.7,0.000812164,134.87
800.0,0.0,0.1524,55.5,0.00172668,126.713
1000.0,0.0,0.0508,71.3,0.000740478,129.45
1600.0,8.4,0.0508,55.5,0.00544854,133.032
400.0,17.4,0.0254,55.5,0.0165706,112.265
800.0,15.4,0.0508,55.5,0.0271925,130.43
1250.0,2.0,0.2286,39.6,0.00346574,128.257
8000.0,5.3,0.2286,71.3,0.0051942,114.9
500.0,11.2,0.0508,71.3,0.014072,130.311
3150.0,0.0,0.0508,55.5,0.00076193,134.826
2000.0,9.9,0.1524,39.6,0.0233328,117.925
1600.0,22.2,0.0254,39.6,0.0229028,122.216
2000.0,2.0,0.2286,31.7,0.00372371,123.037
1600.0,15.4,0.0508,55.5,0.0271925,128.2
2500.0,6.7,0.1016,71.3,0.00478288,128.74
800.0,12.3,0.1016,31.7,0.0418756,120.037
5000.0,3.3,0.1016,31.7,0.00251435,122.082
800.0,6.7,0.1016,55.5,0.0052139,114.404
2500.0,0.0,0.3048,39.6,0.00310138,116.241
2000.0,17.4,0.0254,31.7,0.0176631,124.356
3150.0,5.3,0.2286,39.6,0.00614329,123.445
630.0,6.7,0.1016,55.5,0.0052139,133.023
3150.0,0.0,0.3048,31.7,0.00331266,115.461
1000.0,5.4,0.1524,39.6,0.00485029,130.507
250.0,12.3,0.1016,39.6,0.0408268,129.675
2000.0,12.3,0.1016,71.3,0.0337792,122.218
1250.0,15.4,0.0508,31.7,0.0289853,123.255
5000.0,0.0,0.1524,39.6,0.00193287,125.048
6300.0,5.4,0.1524,39.6,0.00485029,116.677
4000.0,0.0,0.0254,39.6,0.000428464,135.346
6300.0,5.3,0.2286,39.6,0.00614329,112.541
4000.0,3.0,0.3048,39.6,0.00495741,128.878
500.0,19.7,0.0508,71.3,0.0341183,127.564
10000.0,0.0,0.0508,71.3,0.000740478,138.607
630.0,3.0,0.3048,55.5,0.00452492,129.569
315.0,7.3,0.2286,39.6,0.0123481,132.149
2000.0,0.0,0.0254,55.5,0.00041229,127.623
800.0,0.0,0.0508,31.7,0.000812164,122.79
200.0,11.2,0.0508,39.6,0.0150478,125.01
6300.0,12.3,0.1016,31.7,0.0418756,107.267
1000.0,1.5,0.3048,39.6,0.00392107,127.581
800.0,8.4,0.0508,55.5,0.00544854,128.562
2500.0,11.2,0.0508,39.6,0.0150478,122.17
4000.0,7.3,0.2286,71.3,0.0104404,119.208
5000.0,12.6,0.1524,39.6,0.0584113,104.13
2500.0,0.0,0.2286,39.6,0.00253511,120.553
315.0,0.0,0.2286,55.5,0.00229336,126.514
5000.0,8.4,0.0508,71.3,0.00529514,121.146
630.0,9.5,0.0254,39.6,0.00449821,120.227
1600.0,2.0,0.2286,55.5,0.00313525,126.752
1250.0,8.4,0.0508,55.5,0.00544854,132.252
4000.0,2.0,0.2286,39.6,0.00346574,126.995
3150.0,15.4,0.0508,71.3,0.0264269,126.116
1000.0,0.0,0.2286,39.6,0.00253511,130.435
2000.0,4.0,0.3048,71.3,0.00497773,124.395
8000.0,0.0,0.1016,55.5,0.00131983,125.201
500.0,0.0,0.3048,39.6,0.00310138,126.959
3150.0,3.3,0.1016,31.7,0.00251435,128.252
1000.0,15.4,0.0508,39.6,0.0282593,127.893
1250.0,0.0,0.3048,31.7,0.00331266,124.355
6300.0,8.9,0.1016,71.3,0.0103088,117.253
5000.0,12.6,0.1524,71.3,0.0483159,108.034
400.0,3.0,0.3048,71.3,0.00425727,123.453
5000.0,4.0,0.2286,55.5,0.0042862,120.034
630.0,12.3,0.1016,71.3,0.0337792,135.368
5000.0,9.5,0.0254,71.3,0.00420654,131.186
2500.0,0.0,0.1016,55.5,0.00131983,133.04
8000.0,4.8,0.0254,71.3,0.000848633,131.518
2000.0,0.0,0.3048,31.7,0.00331266,122.375
2000.0,5.3,0.2286,39.6,0.00614329,117.911
2500.0,2.0,0.2286,31.7,0.00372371,121.407
12500.0,0.0,0.0254,39.6,0.000428464,129.116
1600.0,12.6,0.1524,71.3,0.0483159,120.534
2500.0,0.0,0.1016,71.3,0.00121072,128.971
2500.0,0.0,0.2286,31.7,0.0027238,124.45
