frequency_Hz,attack_angle_deg,chord_length_m,free_stream_velocity_m_s,suction_side_displacement_thickness_m,scaled_sound_pressure_dB
1250.0,4.0,0.3048,0.00579636,39.6,126.343
3150.0,8.4,0.0508,0.00580776,31.7,122.086
630.0,17.4,0.0254,0.0165706,55.5,122.411
2000.0,22.2,0.0254,0.0229028,39.6,121.256
800.0,2.0,0.2286,0.00346574,39.6,129.037
10000.0,4.0,0.2286,0.00400603,71.3,113.108
2500.0,0.0,0.2286,0.00214345,71.3,128.354
6300.0,0.0,0.1524,0.00172668,55.5,123.303
500.0,2.0,0.2286,0.00346574,39.6,125.157
500.0,12.7,0.0254,0.0130253,39.6,127.127
315.0,7.3,0.2286,0.0123481,39.6,132.149
800.0,0.0,0.1524,0.00193287,39.6,127.903
2500.0,4.0,0.2286,0.00400603,71.3,124.338
2000.0,2.0,0.2286,0.00293031,71.3,126.896
2000.0,19.7,0.0508,0.0341183,71.3,120.055
2500.0,12.3,0.1016,0.0368233,55.5,117.054
2000.0,4.8,0.0254,0.000930789,31.7,130.148
1600.0,9.9,0.1524,0.0208438,55.5,119.875
6300.0,4.0,0.2286,0.00509068,31.7,112.699
6300.0,0.0,0.0254,0.00041229,55.5,136.103
630.0,7.2,0.1524,0.00909175,39.6,133.198
500.0,12.3,0.1016,0.0337792,71.3,140.158
800.0,8.4,0.0508,0.00580776,31.7,128.246
6300.0,15.4,0.0508,0.0289853,31.7,108.185
800.0,0.0,0.3048,0.00266337,71.3,126.201
500.0,15.4,0.0508,0.0271925,55.5,127.22
800.0,5.4,0.1524,0.00525474,31.7,131.491
630.0,5.3,0.2286,0.0051942,71.3,131.8
315.0,7.2,0.1524,0.00752039,71.3,128.713
1250.0,0.0,0.3048,0.00266337,71.3,125.951
500.0,17.4,0.0254,0.0172206,39.6,117.514
2500.0,3.3,0.1016,0.002211,55.5,132.889
6300.0,7.2,0.1524,0.00909175,39.6,112.688
1000.0,4.0,0.2286,0.0042862,55.5,132.134
8000.0,0.0,0.1524,0.00209405,31.7,117.957
8000.0,15.4,0.0508,0.0264269,71.3,112.675
315.0,5.3,0.2286,0.00614329,39.6,129.691
2500.0,4.8,0.0254,0.000848633,71.3,130.828
4000.0,8.9,0.1016,0.0124596,39.6,116.22
2500.0,19.7,0.0508,0.036484,39.6,116.184
315.0,12.3,0.1016,0.0408268,39.6,129.415
3150.0,0.0,0.2286,0.00214345,71.3,127.834
400.0,5.4,0.1524,0.00401199,71.3,124.121
1250.0,15.4,0.0508,0.0271925,55.5,130.0
1000.0,8.9,0.1016,0.0103088,71.3,135.433
5000.0,15.6,0.1016,0.0528487,39.6,106.224
1000.0,4.0,0.2286,0.00509068,31.7,129.869
6300.0,2.7,0.1524,0.00243851,71.3,121.944
1250.0,0.0,0.0254,0.000439472,31.7,127.947
630.0,8.4,0.0508,0.00544854,55.5,126.152
1000.0,3.3,0.1016,0.00202822,71.3,131.434
12500.0,4.0,0.2286,0.00400603,71.3,114.258
2500.0,0.0,0.1016,0.00150092,31.7,132.003
1600.0,17.4,0.0254,0.0176631,31.7,126.846
6300.0,15.4,0.0508,0.0282593,39.6,109.663
630.0,15.6,0.1016,0.0528487,39.6,118.084
8000.0,3.3,0.1016,0.00202822,71.3,121.234
200.0,9.5,0.0254,0.00461377,31.7,119.146
10000.0,3.3,0.1016,0.00202822,71.3,116.694
8000.0,0.0,0.1524,0.0015988,71.3,122.527
1000.0,0.0,0.2286,0.0027238,31.7,130.595
500.0,2.0,0.2286,0.00293031,71.3,126.486
800.0,4.0,0.3048,0.00579636,39.6,130.723
5000.0,2.7,0.1524,0.00294804,39.6,121.499
3150.0,2.7,0.1524,0.00294804,39.6,122.919
1000.0,9.5,0.0254,0.0043284,55.5,130.332
4000.0,8.4,0.0508,0.00580776,31.7,118.106
500.0,6.7,0.1016,0.00592927,31.7,130.206
4000.0,0.0,0.0254,0.00041229,55.5,133.223
800.0,0.0,0.1016,0.00146332,39.6,128.401
6300.0,4.8,0.0254,0.000848633,71.3,134.498
2000.0,9.5,0.0254,0.00461377,31.7,130.496
500.0,15.6,0.1016,0.0528487,39.6,115.304
800.0,3.3,0.1016,0.00245138,39.6,129.991
4000.0,5.4,0.1524,0.00433288,55.5,119.737
2500.0,15.6,0.1016,0.0437259,71.3,118.998
1000.0,4.0,0.2286,0.00473801,39.6,129.969
6300.0,0.0,0.3048,0.00310138,39.6,116.229
