number_of_elements,mean_atomic_mass,mean_fie,mean_atomic_radius,mean_Density,mean_ElectronAffinity,mean_FusionHeat,mean_ThermalConductivity,mean_Valence,range_atomic_radius,wtd_mean_ThermalConductivity,critical_temp
3.0,161.398806666667,552.2,199.333333333333,8212.0,40.5666666666667,5.8,24.0,3.33333333333333,91.0,37.75,0.55
4.0,81.75669875,741.475,168.75,6502.75,44.3375,16.425,61.75,3.5,139.0,55.62,19.5
6.0,79.4231338666667,972.666666666667,142.166666666667,4592.85416666667,102.12,5.402,104.39238,1.83333333333333,211.0,174.929538297872,131.4
1.0,114.818,558.0,156.0,7310.0,30.4,3.26,82.0,3.0,0.0,82.0,3.4
2.0,38.9615193,613.65,144.5,4405.0,48.05,16.75,133.0,4.0,53.0,82.0,10.3
5.0,87.73674038,710.3,191.2,3764.4858,71.19,6.9624,94.205316,2.0,250.0,96.4681584615385,85.5
4.0,121.73029875,614.8,178.75,7367.25,49.65,8.165,58.0,3.5,70.0,74.4805714285714,2.13
5.0,95.50928,742.52,177.4,4334.2858,67.176,7.4044,98.405316,2.2,205.0,101.022680866824,48.9
4.0,111.476455,668.675,178.0,8192.75,60.6,27.15,52.0,3.75,139.0,80.4322222222222,5.71
8.0,99.96635,768.1375,149.5,5403.928625,81.8875,6.79525,86.9039475,3.25,171.0,79.2665005859676,75.0
5.0,85.09708,782.32,164.6,6372.4858,84.646,11.4044,113.205316,3.0,185.0,71.5151885714286,30.0
6.0,61.703375,796.416666666667,158.333333333333,3227.90483333333,68.6033333333333,7.282,52.37193,3.0,205.0,88.798227972028,61.4
2.0,141.994925,741.75,194.5,12961.0,118.95,15.7,44.0,4.5,35.0,27.8,0.9
4.0,76.4445625,794.0,164.5,4235.85725,77.2375,8.1805,108.756645,2.25,205.0,99.1437097468354,62.25
6.0,103.903966666667,769.1,150.5,5710.23816666667,67.0166666666667,7.58866666666667,113.00443,2.83333333333333,171.0,167.814512871287,106.35
6.0,86.7111491666667,749.5,158.0,5795.23816666667,61.27,8.377,127.337763333333,2.5,205.0,74.414176,101.3
5.0,101.94881,726.82,184.8,4871.0858,76.17,7.5044,89.005316,2.6,205.0,98.4379684948779,46.0
3.0,121.692753333333,694.466666666667,201.333333333333,10577.0,54.2333333333333,27.9333333333333,44.6666666666667,4.66666666666667,8.0,43.346,10.3
6.0,90.0163116666667,703.766666666667,173.5,4529.5715,63.7866666666667,7.21033333333333,108.00443,2.33333333333333,205.0,123.868359247016,77.0
6.0,59.9346530333333,992.716666666667,119.333333333333,4536.6875,103.283333333333,10.247,24.9590466666667,3.0,153.0,35.4888508,9.84
4.0,142.082,712.6,144.5,8050.0,91.875,8.1325,46.75,4.25,33.0,30.0952,4.23
4.0,63.343430295,589.9,205.0,1659.75,76.275,27.97,93.5,1.75,231.0,138.52380952381,8.0
3.0,150.29849,731.4,171.0,11811.0,87.2666666666667,19.0,41.3333333333333,4.66666666666667,62.0,38.1764705882353,0.741
3.0,112.466753333333,722.9,181.0,11393.3333333333,80.0,25.3,170.333333333333,4.0,55.0,296.23,9.25
3.0,157.599206666667,541.033333333333,212.333333333333,8068.66666666667,50.8333333333333,13.0333333333333,13.3333333333333,3.0,30.0,13.01,2.108
5.0,92.74308,859.58,154.6,7081.0858,68.766,11.9224,116.465316,2.8,171.0,61.43454,72.0
5.0,85.99348,782.78,167.0,5649.2858,69.31,9.0244,101.605316,2.4,205.0,174.936654285714,86.9
5.0,103.010254,770.22,150.0,5503.4858,82.226,7.7044,91.205316,2.8,171.0,43.6308618181818,9.03
2.0,141.7205,763.9,193.0,14535.5,97.55,23.5,86.5,5.0,26.0,54.75,8.0
3.0,87.4683333333333,856.166666666667,127.333333333333,6311.0,135.133333333333,12.2333333333333,27.5066666666667,5.0,53.0,40.38,14.3
6.0,79.4231338666667,972.666666666667,142.166666666667,4592.85416666667,102.12,5.402,104.39238,1.83333333333333,211.0,167.790687755102,128.4
2.0,22.03785,1042.35,77.0,2110.0,178.45,53.365,70.1025,5.0,20.0,126.0205,35.0
5.0,74.658294,821.7,146.4,4475.6858,59.046,11.2044,35.405316,3.0,171.0,36.221645,20.0
4.0,91.8081,775.175,171.0,4956.10725,82.3375,7.4555,107.756645,2.25,205.0,98.7491507509881,32.8
5.0,85.856759,711.86,174.4,6075.0,43.986,15.0,55.6,3.4,117.0,58.81,12.0
5.0,83.24476,779.88,149.8,4584.2858,73.1,8.1524,128.605316,2.6,171.0,71.2742138582677,71.1
3.0,85.9141983333333,678.133333333333,162.0,8165.66666666667,76.7333333333333,12.9666666666667,67.3333333333333,3.33333333333333,36.0,69.3433333333333,0.46
3.0,162.224666666667,707.233333333333,181.666666666667,9977.66666666667,47.7666666666667,9.72333333333333,48.3333333333333,3.66666666666667,68.0,54.0,2.8
5.0,116.66916,805.04,141.8,6542.2858,79.646,7.3984,95.605316,3.0,171.0,44.8344981818182,21.0
1.0,28.0855,786.0,111.0,2330.0,135.1,50.2,150.0,4.0,0.0,150.0,6.7
3.0,120.376,711.733333333333,141.333333333333,6953.33333333333,110.3,9.25333333333333,50.6666666666667,4.33333333333333,33.0,35.0646766169154,1.07
1.0,208.9804,702.9,143.0,9780.0,92.7,10.9,8.0,5.0,0.0,8.0,5.7
5.0,82.98973464,1047.22,103.0,3577.825,163.14,3.8824,4.251856,3.4,153.0,3.94288294117647,4.55
