frequency_Hz,attack_angle_deg,chord_length_m,free_stream_velocity_m_s,suction_side_displacement_thickness_m,scaled_sound_pressure_dB
10000.0,0.0,0.0254,31.7,0.000439472,134.227
630.0,5.4,0.1524,55.5,0.00433288,131.807
400.0,4.0,0.2286,39.6,0.00473801,123.879
630.0,4.0,0.2286,71.3,0.00400603,129.038
5000.0,12.3,0.1016,31.7,0.0418756,107.147
4000.0,2.0,0.2286,55.5,0.00313525,122.232
630.0,4.0,0.3048,39.6,0.00579636,131.073
1600.0,9.5,0.0254,39.6,0.00449821,131.184
1000.0,2.0,0.2286,71.3,0.00293031,128.956
1000.0,2.0,0.2286,71.3,0.00293031,128.956
2000.0,0.0,0.1016,71.3,0.00121072,132.095
2500.0,0.0,0.0254,71.3,0.000400682,133.707
250.0,7.3,0.2286,55.5,0.0111706,136.384
10000.0,0.0,0.0508,39.6,0.000791822,125.998
4000.0,0.0,0.2286,31.7,0.0027238,122.035
400.0,15.4,0.0508,55.5,0.0271925,126.5
400.0,15.4,0.0508,39.6,0.0282593,125.353
8000.0,4.0,0.2286,39.6,0.00473801,113.129
1250.0,17.4,0.0254,39.6,0.0172206,131.364
1000.0,0.0,0.0508,55.5,0.00076193,125.586
5000.0,2.0,0.2286,39.6,0.00346574,118.827
3150.0,9.9,0.1524,71.3,0.0193001,116.849
500.0,9.9,0.1524,31.7,0.0252785,127.179
500.0,5.4,0.1524,55.5,0.00433288,129.367
2000.0,0.0,0.0508,71.3,0.000740478,131.06
500.0,5.3,0.2286,39.6,0.00614329,132.251
6300.0,3.0,0.3048,71.3,0.00425727,116.134
1000.0,0.0,0.1016,71.3,0.00121072,128.825
4000.0,5.4,0.1524,31.7,0.00525474,116.181
8000.0,0.0,0.1524,39.6,0.00193287,120.553
800.0,2.0,0.2286,39.6,0.00346574,129.037
2500.0,4.0,0.2286,55.5,0.0042862,122.384
630.0,5.4,0.1524,71.3,0.00401199,128.971
1600.0,0.0,0.2286,39.6,0.00253511,127.095
400.0,4.0,0.3048,39.6,0.00579636,128.633
10000.0,4.2,0.0508,39.6,0.00152689,116.967
2000.0,8.4,0.0508,39.6,0.00566229,129.965
630.0,4.8,0.0254,31.7,0.000930789,120.078
5000.0,0.0,0.3048,31.7,0.00331266,115.645
500.0,9.9,0.1524,55.5,0.0208438,127.815
1600.0,5.3,0.2286,71.3,0.0051942,130.46
630.0,15.4,0.0508,31.7,0.0289853,124.685
2500.0,0.0,0.3048,55.5,0.00283081,124.106
800.0,12.3,0.1016,39.6,0.0408268,122.315
400.0,9.9,0.1524,55.5,0.0208438,131.605
12500.0,0.0,0.3048,55.5,0.00283081,111.076
2000.0,12.3,0.1016,31.7,0.0418756,110.447
5000.0,12.6,0.1524,71.3,0.0483159,108.034
1600.0,0.0,0.0508,39.6,0.000791822,130.908
3150.0,4.0,0.3048,39.6,0.00579636,118.743
630.0,0.0,0.1016,39.6,0.00146332,125.401
4000.0,0.0,0.0508,39.6,0.000791822,135.308
8000.0,3.3,0.1016,39.6,0.00245138,118.091
1000.0,9.9,0.1524,31.7,0.0252785,122.149
1250.0,0.0,0.0508,55.5,0.00076193,127.076
800.0,0.0,0.2286,55.5,0.00229336,127.53
500.0,22.2,0.0254,39.6,0.0229028,129.776
800.0,3.3,0.1016,31.7,0.00251435,131.362
2500.0,17.4,0.0254,71.3,0.016104,126.746
2000.0,9.5,0.0254,31.7,0.00461377,130.496
4000.0,8.4,0.0508,31.7,0.00580776,118.106
2500.0,12.6,0.1524,71.3,0.0483159,115.234
315.0,3.0,0.3048,39.6,0.00495741,123.312
630.0,5.4,0.1524,71.3,0.00401199,128.971
6300.0,4.0,0.2286,31.7,0.00509068,112.699
1000.0,15.4,0.0508,71.3,0.0264269,131.865
1250.0,8.9,0.1016,71.3,0.0103088,132.793
800.0,15.4,0.0508,71.3,0.0264269,131.515
8000.0,0.0,0.2286,71.3,0.00214345,118.024
500.0,3.0,0.3048,71.3,0.00425727,128.454
1600.0,5.4,0.1524,71.3,0.00401199,133.241
4000.0,2.0,0.2286,31.7,0.00372371,120.527
2000.0,9.5,0.0254,31.7,0.00461377,130.496
4000.0,0.0,0.3048,55.5,0.00283081,121.106
1600.0,17.4,0.0254,39.6,0.0172206,127.614
6300.0,12.3,0.1016,71.3,0.0337792,113.958
2000.0,6.7,0.1016,55.5,0.0052139,129.653
3150.0,11.2,0.0508,71.3,0.014072,127.141
250.0,7.3,0.2286,55.5,0.0111706,136.384
1000.0,9.9,0.1524,71.3,0.0193001,126.349
1600.0,1.5,0.3048,39.6,0.00392107,122.211
1000.0,0.0,0.0508,55.5,0.00076193,125.586
8000.0,0.0,0.0508,55.5,0.00076193,130.156
2500.0,7.2,0.1524,39.6,0.00909175,117.478
800.0,7.3,0.2286,39.6,0.0123481,126.299
2000.0,0.0,0.3048,39.6,0.00310138,123.689
2500.0,12.3,0.1016,39.6,0.0408268,113.315
400.0,15.4,0.0508,55.5,0.0271925,126.5
2500.0,17.4,0.0254,55.5,0.0165706,124.931
630.0,9.9,0.1524,39.6,0.0233328,126.465
2000.0,3.0,0.3048,55.5,0.00452492,123.069
1250.0,22.2,0.0254,39.6,0.0229028,126.446
500.0,17.4,0.0254,55.5,0.0165706,119.621
400.0,4.0,0.3048,39.6,0.00579636,128.633
1250.0,11.2,0.0508,39.6,0.0150478,130.05
12500.0,0.0,0.3048,39.6,0.00310138,109.619
