AT,V,AP,RH,PE
25.21,64.63,1020.56,51.31,448.66
11.16,40.96,1023.49,83.7,478.3
31.25,73.5,1010.81,45.2,437.62
27.54,68.27,1008.12,56.42,433.0
19.8,57.25,1010.84,88.9,451.75
25.78,59.15,1013.61,66.68,458.19
31.79,76.2,1007.89,56.3,434.01
26.65,74.16,1008.27,94.54,431.47
29.78,73.42,1011.27,52.79,449.8
20.76,58.18,1007.8,99.22,449.25
18.2,52.72,1025.87,54.26,463.47
13.82,41.62,1011.48,77.66,454.88
9.28,41.38,1021.96,72.22,486.18
26.05,65.38,1009.43,52.1,469.92
24.3,69.23,1013.17,59.91,433.47
26.84,71.94,1006.6,79.12,441.71
24.67,49.5,1013.62,59.42,455.31
24.07,71.97,1008.83,94.87,441.84
14.56,40.89,1010.94,79.57,467.53
16.9,38.58,1014.09,70.11,447.14
23.62,45.87,1007.75,58.69,445.58
10.49,42.49,1009.81,78.92,478.75
20.36,57.5,1014.36,82.96,452.28
9.19,40.62,1017.78,68.91,475.42
14.28,42.74,1028.79,70.67,440.56
10.8,39.58,1011.99,87.54,475.72
27.74,70.32,1009.58,50.29,475.55
25.41,69.14,1006.4,87.4,436.59
5.82,40.62,1016.79,85.04,482.67
14.87,42.18,1015.23,74.41,465.89
17.67,43.96,1011.68,82.13,466.31
14.13,43.7,1015.94,80.89,431.28
13.78,40.1,1014.49,81.86,445.98
23.56,67.79,1010.14,89.72,441.29
11.79,45.09,1013.16,89.17,469.49
26.26,63.73,1010.45,70.61,442.18
13.13,40.75,1016.05,80.87,472.5
16.49,41.93,1022.92,44.98,467.48
22.9,49.3,1003.45,80.95,441.77
7.61,39.42,1024.93,74.77,431.97
10.59,41.26,1008.1,98.27,474.76
19.02,44.85,1014.57,43.37,465.42
24.32,58.79,1016.8,65.61,442.78
14.39,44.84,1023.55,91.14,464.15
30.29,59.22,1013.05,60.46,441.57
11.47,43.67,1012.68,72.51,463.27
25.7,69.45,1013.86,56.91,441.46
8.27,35.77,1015.3,73.36,432.25
16.22,41.35,1000.96,79.59,477.82
25.38,71.73,1009.97,72.6,434.44
13.72,41.62,1011.14,75.79,455.52
15.39,42.28,1007.35,81.35,467.3
27.2,49.16,1005.33,46.73,440.57
20.51,63.86,1020.65,75.36,447.18
24.51,58.79,1016.11,61.7,443.5
8.77,40.46,1019.68,77.84,475.0
24.42,63.31,1012.64,71.8,438.39
21.91,48.7,1006.89,83.97,446.62
20.34,59.8,1015.18,80.21,453.54
14.76,39.64,1010.37,81.99,465.82
15.1,41.35,1003.84,97.89,466.14
21.97,58.79,1010.93,86.7,448.8
7.68,42.85,1012.51,91.51,479.16
10.06,42.02,999.37,98.65,467.22
11.86,40.55,1019.82,91.45,462.21
26.52,71.64,1008.27,75.3,437.76
5.53,40.64,1020.78,97.25,479.88
8.57,40.23,1017.53,90.46,484.17
31.96,71.29,1008.39,47.51,433.04
24.39,71.85,1009.73,72.24,438.2
20.64,61.86,1012.81,99.97,443.3
11.87,36.43,1023.42,79.5,474.17
12.91,42.07,1018.4,86.5,466.05
27.41,63.07,1011.5,55.3,445.02
27.99,69.89,1013.94,51.25,435.79
9.84,40.22,1009.5,85.38,479.65
24.97,58.95,1017.19,56.24,440.03
26.12,63.94,1017.97,44.81,434.92
14.27,41.48,1014.83,62.7,437.04
16.18,43.99,1021.97,80.96,460.81
23.01,59.44,1012.82,82.62,445.72
27.51,73.67,1005.71,76.75,449.82
16.61,45.87,1009.34,97.93,478.13
15.09,41.76,1022.4,76.22,455.86
18.15,45.01,1013.06,72.4,455.21
14.17,39.59,1010.99,94.08,427.2
23.63,60.37,1005.0,81.66,440.74
33.62,77.17,1009.38,63.71,431.03
14.18,40.69,1014.73,74.88,471.52
30.05,73.68,1014.95,70.6,473.31
28.38,72.39,998.93,73.85,432.02
14.84,44.63,1019.28,57.37,466.0
24.92,73.68,1015.12,93.68,438.23
9.03,40.71,1025.98,81.94,484.97
19.8,52.9,1017.75,66.67,456.64
9.32,36.3,1027.67,73.25,479.52
27.02,71.77,1006.38,72.1,428.1
9.1,39.42,1025.28,68.78,471.85
13.1,40.55,1007.59,95.46,472.37
29.1,77.95,1010.01,71.48,442.51
23.23,64.69,1008.12,76.6,445.55
30.15,72.51,1009.37,50.64,443.72
17.51,53.16,1013.13,82.86,457.45
6.65,40.69,1020.11,89.84,479.35
11.21,40.75,1016.45,86.14,464.17
25.02,47.45,1008.07,60.42,478.24
30.57,69.82,1009.86,52.94,469.28
10.35,39.82,1013.33,94.78,477.14
19.6,59.21,1017.65,86.29,449.23
25.93,69.34,1008.91,79.43,434.08
28.39,65.51,1014.52,66.48,438.78
22.72,50.05,1007.0,88.24,444.43
21.44,50.78,1008.87,87.56,459.87
28.14,61.47,1009.69,64.66,435.35
27.59,54.2,1013.1,51.61,439.31
28.03,68.67,1005.52,58.16,438.8
11.83,44.21,1019.37,85.31,463.62
11.24,25.36,1009.26,97.47,444.01
23.41,74.99,1007.22,84.55,479.2
18.4,50.16,1011.51,98.07,453.78
