Cement (component 1)(kg in a m^3 mixture),Blast Furnace Slag (component 2)(kg in a m^3 mixture),Fly Ash (component 3)(kg in a m^3 mixture),Water  (component 4)(kg in a m^3 mixture),Superplasticizer (component 5)(kg in a m^3 mixture),Coarse Aggregate  (component 6)(kg in a m^3 mixture),Fine Aggregate (component 7)(kg in a m^3 mixture),Age (day),"Concrete compressive strength(MPa, megapascals)"
194.68,0.0,100.52,165.62,7.48,1006.4,905.9,28.0,50.60064364
236.0,0.0,0.0,194.0,0.0,968.0,885.0,14.0,44.63667624
424.0,22.0,132.0,168.0,8.92,822.0,750.0,28.0,72.09850532
323.7,282.8,0.0,183.8,10.3,942.7,659.9,3.0,12.83804312
213.5,0.0,174.24,159.21,11.66,1043.6,771.9,28.0,25.893960655999997
213.5,0.0,174.24,159.21,11.66,1043.6,771.9,100.0,52.95865156
288.0,192.0,0.0,192.0,0.0,932.0,717.8,3.0,16.10960674
144.0,170.0,133.0,192.0,8.0,814.0,805.0,28.0,15.615941924
266.0,114.0,0.0,228.0,0.0,932.0,670.0,180.0,48.695621452
251.81,0.0,99.94,146.14,12.35,1006.0,899.76,100.0,45.3675208
305.3,203.5,0.0,203.5,0.0,965.4,631.0,28.0,43.377003588
190.68,0.0,125.4,162.14,7.77,1090.0,804.01,3.0,15.04436632
289.0,133.7,0.0,194.9,5.5,924.1,760.1,28.0,14.58931216
333.0,0.0,0.0,192.0,0.0,931.2,842.6,3.0,53.72396992
108.3,162.4,0.0,203.5,0.0,938.2,849.0,7.0,7.723510152
259.9,100.6,78.4,170.6,10.4,935.7,762.9,28.0,25.72434956
287.3,120.5,93.9,187.6,9.2,904.4,695.9,28.0,43.798273423999994
522.0,0.0,0.0,146.0,0.0,896.0,896.0,7.0,50.511011759999995
295.71,0.0,95.64,171.54,8.87,955.14,859.2,56.0,48.71837416
144.0,0.0,175.0,158.0,18.0,943.0,844.0,28.0,15.41668336
213.76,98.06,24.52,181.74,6.65,1066.0,785.52,14.0,17.83674412
321.0,164.0,0.0,190.0,5.0,870.0,774.0,28.0,57.21271848
159.0,149.0,116.0,175.0,15.0,953.0,720.0,28.0,27.67556664
286.3,200.9,0.0,144.7,11.2,1004.6,803.7,7.0,37.997022359999995
192.0,288.0,0.0,192.0,0.0,929.8,716.1,90.0,50.732333556
139.6,209.4,0.0,192.0,0.0,1047.0,806.9,7.0,72.29845336
158.8,238.2,0.0,185.7,0.0,1040.6,734.3,7.0,29.86810032
255.0,0.0,0.0,192.0,0.0,889.8,945.0,3.0,8.204074924
295.8,0.0,0.0,185.7,0.0,1091.4,769.3,28.0,25.216895224
234.0,156.0,0.0,189.0,5.85,981.0,760.0,28.0,39.300132
312.7,144.7,0.0,127.3,8.0,999.7,822.2,28.0,44.523602176
160.0,250.0,0.0,168.0,12.0,1049.0,688.0,28.0,8.374375495999999
