frequency_Hz,attack_angle_deg,chord_length_m,free_stream_velocity_m_s,suction_side_displacement_thickness_m,scaled_sound_pressure_dB
630.0,12.6,0.0,39.6,0.0584113,116.55
3150.0,7.3,0.0,71.3,0.0104404,120.458
6300.0,17.4,0.0,55.5,0.0165706,114.861
3150.0,7.2,0.0,39.6,0.00909175,111.818
1000.0,2.0,0.0,55.5,0.00313525,129.002
1600.0,4.8,0.0,39.6,0.000907475,125.966
5000.0,0.0,0.0,39.6,0.00193287,123.453
2500.0,12.3,0.0,39.6,0.0408268,113.315
4000.0,9.9,0.0,39.6,0.0233328,112.265
200.0,12.6,0.0,71.3,0.0483159,128.354
6300.0,15.4,0.0,55.5,0.0271925,112.93
400.0,12.7,0.0,39.6,0.0130253,125.527
6300.0,0.0,0.0,39.6,0.000791822,131.918
800.0,3.3,0.0,31.7,0.00251435,131.362
5000.0,0.0,0.0,39.6,0.00310138,117.789
1250.0,2.0,0.0,71.3,0.00293031,128.816
2000.0,2.7,0.0,39.6,0.00294804,128.139
4000.0,1.5,0.0,39.6,0.00392107,117.741
6300.0,4.2,0.0,71.3,0.00142788,129.308
4000.0,5.3,0.0,39.6,0.00614329,115.801
1250.0,0.0,0.0,39.6,0.00310138,125.499
1000.0,4.8,0.0,39.6,0.000907475,122.956
1250.0,0.0,0.0,71.3,0.00266337,125.951
4000.0,7.2,0.0,71.3,0.00752039,119.343
630.0,9.5,0.0,39.6,0.00449821,126.514
2500.0,3.3,0.0,39.6,0.00245138,130.791
6300.0,4.2,0.0,39.6,0.00152689,125.717
6300.0,9.5,0.0,39.6,0.00449821,120.324
6300.0,8.9,0.0,71.3,0.0103088,117.253
4000.0,5.4,0.0,55.5,0.00433288,119.737
630.0,1.5,0.0,39.6,0.00392107,128.311
1250.0,0.0,0.0,39.6,0.00146332,132.271
1250.0,0.0,0.0,71.3,0.00214345,128.144
315.0,19.7,0.0,71.3,0.0341183,121.235
10000.0,3.3,0.0,71.3,0.00202822,116.694
315.0,17.4,0.0,31.7,0.0176631,118.416
800.0,4.0,0.0,71.3,0.00400603,130.688
1250.0,5.3,0.0,39.6,0.00614329,125.721
6300.0,9.5,0.0,31.7,0.00461377,120.726
3150.0,2.0,0.0,55.5,0.00313525,123.742
2000.0,8.4,0.0,71.3,0.00529514,134.476
1600.0,15.6,0.0,39.6,0.0528487,114.554
20000.0,0.0,0.0,71.3,0.000400682,123.217
4000.0,0.0,0.0,71.3,0.000740478,134.43
1250.0,9.5,0.0,39.6,0.00449821,130.964
4000.0,0.0,0.0,31.7,0.000812164,134.11
2000.0,11.2,0.0,39.6,0.0150478,124.42
250.0,15.4,0.0,39.6,0.0282593,122.893
1000.0,19.7,0.0,39.6,0.036484,118.904
400.0,6.7,0.0,31.7,0.00592927,128.296
2500.0,9.9,0.0,31.7,0.0252785,114.729
1000.0,4.0,0.0,71.3,0.00497773,131.015
6300.0,0.0,0.0,31.7,0.000812164,130.34
2500.0,3.3,0.0,31.7,0.00251435,130.392
2500.0,3.0,0.0,71.3,0.00425727,124.024
630.0,0.0,0.0,39.6,0.00146332,125.401
4000.0,0.0,0.0,55.5,0.00283081,121.106
5000.0,7.3,0.0,31.7,0.0132672,111.029
250.0,15.4,0.0,55.5,0.0271925,124.17
3150.0,15.4,0.0,55.5,0.0271925,123.46
2500.0,4.8,0.0,55.5,0.000873218,129.144
250.0,9.5,0.0,39.6,0.00449821,116.924
2500.0,0.0,0.0,71.3,0.000740478,131.31
1250.0,12.3,0.0,31.7,0.0418756,118.767
500.0,12.3,0.0,39.6,0.0408268,122.205
6300.0,9.9,0.0,39.6,0.0233328,109.885
1250.0,11.2,0.0,39.6,0.0150478,130.05
2500.0,0.0,0.0,31.7,0.0027238,123.445
2500.0,2.0,0.0,71.3,0.00293031,127.006
4000.0,12.7,0.0,71.3,0.0121808,131.808
630.0,17.4,0.0,39.6,0.0172206,124.514
2000.0,5.4,0.0,71.3,0.00401199,131.111
3150.0,0.0,0.0,39.6,0.00310138,120.319
800.0,7.3,0.0,55.5,0.0111706,128.444
800.0,15.4,0.0,31.7,0.0289853,125.555
16000.0,4.8,0.0,55.5,0.000873218,124.394
2500.0,17.4,0.0,71.3,0.016104,126.746
250.0,11.2,0.0,39.6,0.0150478,126.43
2000.0,4.0,0.0,31.7,0.00509068,122.089
500.0,7.3,0.0,39.6,0.0123481,130.299
4000.0,4.0,0.0,39.6,0.00579636,115.863
315.0,9.9,0.0,39.6,0.0233328,128.595
