Cement (component 1)(kg in a m^3 mixture),Blast Furnace Slag (component 2)(kg in a m^3 mixture),Fly Ash (component 3)(kg in a m^3 mixture),Water  (component 4)(kg in a m^3 mixture),Superplasticizer (component 5)(kg in a m^3 mixture),Coarse Aggregate  (component 6)(kg in a m^3 mixture),Fine Aggregate (component 7)(kg in a m^3 mixture),Age (day),"Concrete compressive strength(MPa, megapascals)"
339.2,0.0,0.0,185.7,0.0,1069.2,754.3,7.0,21.179323768
325.6,166.4,0.0,174.0,8.9,881.6,790.0,28.0,61.23581094
135.0,0.0,166.0,180.0,10.0,961.0,805.0,28.0,13.29309728
229.68,0.0,118.16,195.23,6.13,1028.1,757.63,100.0,40.85834776
222.36,0.0,96.67,189.29,4.46,967.08,870.32,56.0,29.447519959999997
250.2,166.8,0.0,203.5,0.0,977.6,694.1,28.0,36.964187312
295.0,0.0,0.0,185.0,0.0,1069.0,769.0,28.0,25.17966352
260.0,101.0,78.0,171.0,10.0,936.0,763.0,28.0,49.77327244
168.88,42.22,124.25,158.33,10.83,1080.8,796.15,14.0,23.5111316
181.38,0.0,167.01,169.59,7.56,1055.6,777.8,28.0,27.77209328
272.6,0.0,89.6,198.7,10.6,931.3,762.2,28.0,32.245413568000004
276.4,116.0,90.3,179.6,8.9,870.1,768.3,28.0,44.284354003999994
349.0,0.0,0.0,192.0,0.0,1056.0,809.0,3.0,15.87173752
251.81,0.0,99.94,146.14,12.35,1006.0,899.76,100.0,45.3675208
238.05,0.0,94.11,186.66,7.0,949.91,847.01,3.0,19.93275116
313.0,145.0,0.0,127.0,8.0,1000.0,822.0,28.0,44.51946532
424.0,22.0,132.0,168.0,8.92,822.0,750.0,7.0,40.28509771527068
190.34,0.0,125.18,166.61,9.88,1079.0,798.9,14.0,19.41564416
214.9,53.8,121.89,155.63,9.61,1014.3,780.58,28.0,52.20022796
389.9,189.0,0.0,145.9,22.0,944.7,755.8,3.0,40.59634688
252.31,0.0,98.75,146.25,14.17,987.76,889.01,100.0,60.9496784
469.0,117.2,0.0,137.8,32.2,852.1,840.5,91.0,70.69886903999999
332.5,142.5,0.0,228.0,0.0,932.0,594.0,90.0,37.721921436
212.0,141.3,0.0,203.5,0.0,973.4,750.0,7.0,15.0305768
220.8,147.2,0.0,185.7,0.0,1055.0,744.3,7.0,13.089012384
116.0,173.0,0.0,192.0,0.0,909.8,891.9,7.0,10.089791784
251.81,0.0,99.94,146.14,12.35,1006.0,899.76,56.0,44.14025352
295.8,0.0,0.0,185.7,0.0,1091.4,769.3,7.0,14.843728804
190.34,0.0,125.18,161.85,9.88,1088.1,802.59,14.0,22.7182342
286.3,200.9,0.0,144.7,11.2,1004.6,803.7,28.0,67.69964844
425.0,106.3,0.0,153.5,16.5,852.1,887.1,7.0,49.20100736
277.05,0.0,97.39,160.6,11.83,973.9,875.61,3.0,23.13881456
326.0,166.0,0.0,174.0,9.0,882.0,790.0,28.0,61.23236356
170.3,155.5,0.0,185.7,0.0,1026.6,724.3,7.0,10.730314988
374.0,189.2,0.0,170.1,10.1,926.1,756.7,91.0,64.90037588
166.09,0.0,163.27,176.46,4.49,1058.6,780.09,3.0,10.76272036
214.9,53.8,121.89,155.63,9.61,1014.3,780.58,3.0,18.01600788
144.0,136.0,106.0,178.0,7.0,941.0,774.0,28.0,26.14492992
250.2,166.8,0.0,203.5,0.0,977.6,694.1,90.0,47.714497104
155.0,0.0,143.0,193.0,9.0,1047.0,697.0,28.0,12.45883132
298.2,0.0,107.0,209.7,11.1,879.6,744.2,28.0,31.875164956000003
165.0,128.5,132.1,175.06,8.08,1005.8,746.6,3.0,19.41564416
139.6,209.4,0.0,192.0,0.0,1047.0,806.9,360.0,44.698039603999995
277.0,116.8,91.0,190.6,7.0,946.5,665.6,28.0,43.57833058
213.5,0.0,174.24,154.61,11.66,1052.3,775.48,3.0,17.36790044
475.0,0.0,0.0,228.0,0.0,932.0,594.0,270.0,42.131120456
218.85,0.0,124.13,158.49,11.33,1078.7,794.91,56.0,37.2661778
480.0,0.0,0.0,192.0,0.0,936.2,712.2,7.0,34.569637164
203.5,305.3,0.0,203.5,0.0,963.4,630.0,90.0,51.863763672
252.5,0.0,0.0,185.7,0.0,1111.6,784.3,7.0,11.483912255999998
379.5,151.2,0.0,153.9,15.9,1134.3,605.0,3.0,28.59946448
166.09,0.0,163.27,176.46,4.49,1058.6,780.09,56.0,28.62704352
385.0,0.0,0.0,186.0,0.0,966.0,763.0,7.0,23.221551679999997
133.0,200.0,0.0,192.0,0.0,927.4,839.2,7.0,13.664035368
427.5,47.5,0.0,228.0,0.0,932.0,594.0,270.0,43.01296026
349.0,0.0,0.0,192.0,0.0,1047.0,806.0,90.0,39.48629052
166.0,259.7,0.0,183.2,12.7,858.8,826.8,28.0,37.917043144
331.0,0.0,0.0,192.0,0.0,978.0,825.0,90.0,37.231704
167.0,75.4,167.0,164.03,7.91,1007.3,770.1,28.0,41.40992856
261.0,100.0,78.0,201.0,9.0,864.0,761.0,28.0,32.39847724
141.3,212.0,0.0,203.5,0.0,971.8,748.5,7.0,10.3938507
156.0,178.0,187.0,221.0,7.0,854.0,614.0,28.0,29.41304616
332.5,142.5,0.0,228.0,0.0,932.0,594.0,7.0,30.275580636
203.5,305.3,0.0,203.5,0.0,963.4,630.0,3.0,9.561653168
159.0,187.0,0.0,176.0,11.0,990.0,789.0,28.0,32.763899519999995
194.68,0.0,100.52,165.62,7.48,1006.4,905.9,100.0,37.34202016
393.0,0.0,0.0,192.0,0.0,940.6,785.6,28.0,39.604880392
322.2,0.0,115.6,196.0,10.4,817.9,813.4,28.0,31.178794196
145.0,0.0,179.0,202.0,8.0,824.0,869.0,28.0,10.53519328
266.0,114.0,0.0,228.0,0.0,932.0,670.0,28.0,45.854290856
273.0,0.0,90.0,199.0,11.0,931.0,762.0,28.0,32.23989776
213.5,0.0,174.24,159.21,11.66,1043.6,771.9,14.0,29.59230992
194.68,0.0,100.52,170.17,7.48,998.0,901.8,100.0,44.27814872
387.0,20.0,94.0,157.0,14.32,938.0,845.0,28.0,50.23522136
275.07,0.0,121.35,159.48,9.9,1053.6,777.5,28.0,51.331488199999995
380.0,95.0,0.0,228.0,0.0,932.0,594.0,270.0,41.15137506
162.0,214.0,164.0,202.0,10.0,820.0,680.0,28.0,30.6472082
382.5,0.0,0.0,185.7,0.0,1047.8,739.3,28.0,37.437857324
167.0,75.4,167.0,164.03,7.91,1007.3,770.1,3.0,15.52010476
277.0,0.0,0.0,191.0,0.0,968.0,856.0,90.0,31.25394708
393.0,0.0,0.0,192.0,0.0,940.0,758.0,3.0,19.10537996
290.35,0.0,96.18,168.08,9.41,961.18,865.0,3.0,22.50449664
167.95,42.08,163.83,121.75,5.72,1058.7,780.11,100.0,39.2311844
304.0,76.0,0.0,228.0,0.0,932.0,670.0,365.0,55.260122448
