AT,V,AP,RH,PE
16.01,43.69,1017.12,62.43,465.89
6.57,43.65,1018.24,74.47,481.46
22.07,58.95,1017.98,75.83,442.4
30.61,68.84,1011.18,52.5,439.9
27.58,57.19,1007.88,52.95,435.7
23.37,63.77,1013.42,76.44,443.86
29.13,47.93,1002.5,49.1,435.61
21.3,48.92,1010.92,65.09,447.89
24.04,68.94,1007.62,69.11,437.13
10.08,37.92,1010.47,66.37,474.63
15.75,39.99,1007.02,77.44,464.95
16.64,43.14,1019.03,82.88,459.0
9.41,40.43,1025.68,79.49,492.88
12.43,41.62,1011.87,80.57,460.61
25.56,70.32,1009.07,90.63,433.72
26.65,74.16,1008.27,94.54,431.47
8.69,40.81,1026.19,86.25,484.55
14.94,40.0,1017.69,65.43,456.41
15.48,44.99,1011.94,69.95,463.92
13.33,40.64,1020.92,91.47,474.07
25.98,60.95,1014.5,48.01,442.9
16.34,41.16,1006.36,75.52,462.56
19.08,44.63,1020.05,41.07,455.95
10.57,41.26,1008.32,97.96,472.9
23.94,63.21,1013.52,83.12,440.15
24.01,46.93,1013.3,52.24,448.35
20.03,47.45,1009.04,77.56,450.6
22.91,66.44,1011.23,63.43,444.48
5.68,40.77,1022.49,90.6,487.58
14.12,41.39,1018.73,76.51,472.88
30.68,73.67,1005.63,57.05,429.64
15.46,44.88,1017.52,93.32,461.2
13.9,42.86,1030.82,71.89,473.76
15.7,44.21,1021.26,86.83,462.19
24.52,56.85,1012.59,54.47,438.89
14.76,49.64,1026.31,75.67,461.16
13.83,39.64,1012.52,69.97,472.95
26.58,62.39,1006.36,68.98,438.66
25.34,65.61,1014.61,57.51,442.82
24.43,72.43,1008.03,85.56,434.71
15.35,35.4,1016.3,57.12,468.94
22.68,58.82,1010.11,82.8,443.86
23.38,48.78,1019.03,78.69,446.18
8.62,39.66,1015.18,89.59,482.99
20.13,47.03,1012.59,83.03,459.15
26.13,71.25,999.8,88.47,430.6
13.17,36.71,1012.82,72.76,474.93
24.23,59.04,1011.91,71.79,443.06
5.67,45.87,1008.91,93.29,478.44
23.78,58.86,1015.7,62.95,443.79
14.29,37.85,1009.98,92.81,468.63
24.28,68.31,1009.94,77.08,440.07
23.66,67.17,1007.24,87.56,443.43
30.1,47.93,1002.64,42.06,435.27
28.26,63.13,1012.0,68.35,440.58
22.05,59.92,1009.06,93.74,437.9
8.72,40.72,1023.48,77.87,485.3
12.07,38.25,1012.67,81.66,470.36
8.0,34.03,1018.98,78.67,487.17
16.7,40.56,1019.04,50.9,470.84
7.44,41.04,1021.84,88.56,479.08
23.07,49.02,1009.07,84.1,444.22
5.07,40.07,1019.32,66.17,494.87
30.74,69.59,1008.69,68.04,437.81
10.22,39.64,1010.72,63.05,477.22
7.32,41.26,1010.11,95.18,482.1
22.18,45.09,1014.04,43.13,455.4
21.95,57.76,1018.02,67.72,452.27
24.81,66.44,1011.19,69.96,435.79
23.92,66.54,1009.93,62.37,441.9
17.77,56.53,1019.57,79.89,457.94
15.09,39.52,1017.05,72.43,469.8
29.25,72.99,1006.85,61.15,429.12
16.57,41.79,1005.82,72.25,452.84
32.25,77.54,1010.46,54.57,430.86
23.33,58.95,1017.93,66.37,442.71
5.02,45.87,1007.8,99.22,481.03
9.74,41.01,1019.12,98.39,465.8
15.93,52.75,1024.57,58.71,457.92
9.43,37.14,1013.03,74.99,473.57
29.66,59.22,1013.25,61.2,441.58
12.74,41.38,1021.92,56.67,475.63
21.75,60.27,1018.55,87.81,444.19
29.87,69.13,1001.08,72.75,426.47
24.86,60.77,1016.85,71.24,440.68
23.22,66.56,1002.47,85.39,437.11
22.46,58.49,1011.5,70.54,448.46
4.95,42.07,1004.87,80.88,485.67
21.44,48.98,1014.4,54.22,454.5
24.17,59.44,1012.66,78.53,447.13
13.49,41.78,1010.66,63.34,467.92
21.14,69.94,1008.87,79.74,440.69
13.73,45.08,1023.55,81.64,470.35
28.9,68.84,1011.64,64.44,437.06
14.0,41.78,1010.96,48.37,465.62
20.98,60.07,1016.26,67.18,446.26
19.68,68.28,1002.62,71.57,452.47
25.82,66.49,1013.2,60.32,434.35
24.85,71.98,1005.97,95.09,433.64
24.43,65.18,1012.57,77.83,437.26
7.28,39.81,1017.61,87.56,483.0
29.51,75.6,1017.92,50.61,431.18
19.86,41.67,1012.31,53.9,462.86
13.25,41.62,1010.8,77.81,457.64
12.5,43.67,1013.99,90.91,473.26
12.68,40.69,1014.46,79.77,475.37
24.63,65.38,1010.43,40.68,446.23
30.47,68.24,1009.55,64.98,427.94
23.6,62.44,1011.52,78.12,440.66
14.51,53.82,1016.46,62.75,463.17
27.46,61.86,1012.39,66.09,439.72
21.99,71.85,1009.5,74.77,441.1
24.23,49.3,1003.61,74.44,440.65
24.12,58.66,1011.55,58.96,450.69
26.21,70.32,1007.0,78.29,430.4
9.98,41.54,1019.7,80.79,480.26
7.0,36.24,1013.15,89.64,483.06
7.84,43.52,1022.23,96.51,483.79
21.57,69.23,1011.94,81.73,437.55
21.12,47.24,1003.79,70.55,462.41
