number_of_elements,mean_atomic_mass,mean_fie,mean_atomic_radius,mean_Density,mean_ElectronAffinity,mean_FusionHeat,mean_ThermalConductivity,mean_Valence,range_atomic_radius,wtd_mean_ThermalConductivity,critical_temp
3.0,84.9413333333333,922.4,129.0,5.66666666666667,198.666666666667,15.7333333333333,46.5466666666667,6073.0,96.0,59.7828571428571,7.1
5.0,88.936744,743.42,170.6,2.4,71.69,7.8044,89.605316,4617.8858,205.0,95.2199224657534,70.0
4.0,37.713525,829.575,129.25,2.75,71.9,36.175,117.5,5195.0,89.0,114.54,5.17
7.0,109.771270714286,780.371428571429,163.428571428571,2.42857142857143,53.1114285714286,7.43028571428571,86.76094,7055.06128571429,205.0,105.027215,66.0
2.0,120.593,625.2,181.5,5.0,77.15,15.6,65.5,9529.5,7.0,103.977,3.6
2.0,136.08594,709.9,203.0,4.5,37.55,28.5,40.0,11580.5,6.0,24.02,2.01
5.0,69.17125,753.08,170.4,2.2,62.564,8.2524,127.005316,3698.6858,205.0,98.488277908598,78.0
3.0,55.4321833333333,868.966666666667,140.333333333333,3.0,62.6666666666667,41.25,92.3333333333333,4624.0,145.0,94.0,13.0
5.0,89.33718,740.52,181.0,2.6,72.09,7.9244,89.605316,4716.6858,205.0,98.0548339184953,4.0
4.0,80.457225,667.675,186.0,3.0,49.525,13.2825,60.75,4925.25,129.0,63.344,30.0
4.0,62.3400905,816.375,146.75,3.75,43.9325,12.535,41.059,4513.5,121.0,51.63304,23.3
4.0,76.5177175,787.05,151.75,2.25,79.6075,6.9055,112.006645,4434.35725,171.0,61.4380457142857,37.0
4.0,57.44444875,763.2,154.0,3.5,41.4425,16.56,107.25,6012.75,80.0,92.23,15.2
5.0,103.010254,770.22,150.0,2.8,82.226,7.7044,91.205316,5503.4858,171.0,42.0589236123348,20.0
5.0,79.171174,738.22,167.0,2.2,66.244,7.2324,126.205316,4033.4858,205.0,100.094094783927,72.9
3.0,94.4690266666667,774.833333333333,157.666666666667,4.33333333333333,81.5,52.4333333333333,72.3333333333333,8046.66666666667,141.0,89.25,4.8
1.0,204.3833,588.9,156.0,3.0,20.7,4.2,46.0,11850.0,0.0,46.0,2.376
4.0,76.4445625,794.0,164.5,2.25,77.2375,8.1805,108.756645,4235.85725,205.0,97.2968067080745,91.5
6.0,81.6830416666667,716.15,176.333333333333,2.33333333333333,60.72,8.06033333333333,108.671096666667,4250.5715,205.0,184.218082857143,82.7
7.0,106.454828571429,778.271428571429,148.0,3.14285714285714,72.4,9.31885714285714,100.289511428571,5851.20414285714,171.0,170.112658,109.0
3.0,138.66656,653.566666666667,166.333333333333,4.0,72.3666666666667,12.6666666666667,55.6666666666667,9243.33333333333,53.0,56.725,18.25
9.0,56.5143488888889,955.966666666667,118.555555555556,2.55555555555556,67.2444444444444,17.1144444444444,100.359212222222,3591.41887777778,171.0,159.612968833034,79.8
5.0,60.92382,792.44,137.0,3.0,73.16,41.18,70.4,6113.6,159.0,64.9616026711185,7.4
4.0,13.516925,785.775,116.5,2.5,61.55,41.675,103.0,1748.25,100.0,73.1033333333333,29.9
2.0,71.9135,671.3,183.0,5.0,41.25,27.35,80.5,7393.5,14.0,40.72,4.18
2.0,74.9587,697.95,177.5,3.0,78.05,19.1,57.0,7709.5,57.0,39.32,3.29
2.0,25.5545,752.1,155.0,2.5,102.65,53.665,120.0,1558.0,176.0,135.555555555556,0.145
6.0,89.4605866666667,702.95,180.333333333333,2.5,63.7866666666667,7.177,107.337763333333,4467.90483333333,205.0,100.680534655435,47.6
2.0,74.4685,684.05,177.0,5.0,55.95,22.2,71.0,8438.5,2.0,71.0,1.07
6.0,95.5789666666667,748.933333333333,163.666666666667,2.66666666666667,69.5,8.46033333333333,109.00443,5137.0715,185.0,69.894176,73.0
6.0,85.3997333333333,733.2,167.666666666667,2.83333333333333,63.505,9.25366666666667,79.8377633333333,5114.73816666667,185.0,53.7803411764706,11.0
5.0,68.97531,718.9,180.2,2.0,71.77,7.0104,107.005316,3559.8858,205.0,179.589511428571,91.4
4.0,49.019775,817.375,134.75,3.5,93.3,39.15,127.75,6319.0,111.0,114.716,6.52
4.0,55.6041425,869.75,121.75,2.75,49.925,18.465,32.7564575,4378.81275,139.0,32.7564575,3.92
5.0,100.966814,740.78,167.2,3.8,71.374,15.268,82.6,8549.4,81.0,86.8941463414634,22.1
6.0,103.903966666667,769.1,150.5,2.83333333333333,67.0166666666667,7.58866666666667,113.00443,5710.23816666667,171.0,72.6324105263158,91.0
5.0,89.90228,809.48,162.8,2.2,66.17,9.7144,110.605316,5735.4858,205.0,93.0143123076923,55.0
2.0,111.9740538,733.25,146.0,4.0,134.15,11.6,277.5,11000.0,56.0,263.333333333333,0.095
5.0,55.18976064,966.0,136.4,1.8,122.244,6.0244,123.610856,2804.625,211.0,109.0809024,120.0
5.0,103.010254,770.22,150.0,2.8,82.226,7.7044,91.205316,5503.4858,171.0,43.5963163636364,30.0
4.0,81.69675,736.0,168.0,3.0,56.4125,16.675,59.5,6504.75,139.0,55.3536,14.8
4.0,76.4445625,794.0,164.5,2.25,77.2375,8.1805,108.756645,4235.85725,205.0,96.9206650734725,93.0
6.0,86.2707333333333,717.0,180.166666666667,2.16666666666667,56.625,7.59366666666667,115.337763333333,3870.23816666667,205.0,104.499519512962,67.6
3.0,84.6730833333333,718.366666666667,176.666666666667,3.0,66.6,15.1,59.6666666666667,8467.66666666667,63.0,67.5,16.3
5.0,89.33718,740.52,181.0,2.6,72.09,7.9244,89.605316,4716.6858,205.0,96.3373892307692,79.5
6.0,73.2022615466667,732.5,156.5,2.33333333333333,69.9666666666667,7.227,130.50443,3981.5715,171.0,63.7376736842105,90.0
5.0,111.8228538,834.96,142.2,4.2,133.24,38.92,115.0,10496.0,139.0,83.5245901639344,3.2
5.0,82.98973464,1047.22,103.0,3.4,163.14,3.8824,4.251856,3577.825,153.0,4.287428,10.7
3.0,176.628,817.433333333333,151.333333333333,5.33333333333333,145.033333333333,14.09,36.3333333333333,13010.0,54.0,14.8666666666667,1.65
6.0,74.873875,747.35,172.166666666667,2.33333333333333,55.4466666666667,9.087,91.50443,4574.5715,205.0,92.7681584615384,36.1
5.0,83.24476,779.88,149.8,2.6,73.1,8.1524,128.605316,4584.2858,171.0,71.2274940983607,68.2
5.0,60.93397464,1047.9,111.0,2.8,123.64,9.6564,28.410856,3950.025,153.0,35.506673,27.0
5.0,83.24476,779.88,149.8,2.6,73.1,8.1524,128.605316,4584.2858,171.0,73.5795311537703,73.7
5.0,63.55779,852.34,145.0,2.6,92.87,27.5444,115.005316,3840.6858,205.0,176.032368571429,65.0
6.0,95.5789666666667,748.933333333333,163.666666666667,2.66666666666667,69.5,8.46033333333333,109.00443,5137.0715,185.0,68.634176,71.5
4.0,76.4445625,794.0,164.5,2.25,77.2375,8.1805,108.756645,4235.85725,205.0,103.799953571429,75.0
3.0,52.2789706666667,713.766666666667,149.666666666667,4.0,50.2,30.5666666666667,54.3333333333333,5938.33333333333,97.0,67.1111111111111,7.34
5.0,53.79222,847.14,141.4,2.4,87.424,26.9724,151.605316,3256.2858,205.0,214.685153757225,66.0
6.0,68.539375,778.533333333333,165.666666666667,2.16666666666667,52.3866666666667,8.102,125.837763333333,4272.23816666667,205.0,100.507171666667,45.0
6.0,69.5324005333333,991.466666666667,129.333333333333,3.33333333333333,120.5,12.697,43.6757133333333,5554.52083333333,196.0,36.531687,21.7
5.0,60.589659,789.44,136.6,3.2,82.76,39.9,73.8,6215.8,161.0,64.5740432612313,3.1
3.0,58.1329666666667,690.4,159.666666666667,2.66666666666667,85.0433333333333,25.1333333333333,92.0,4622.66666666667,108.0,109.7,2.3
5.0,85.18981,806.12,153.4,2.8,73.38,6.6144,108.805316,5886.0858,199.0,59.6755906157112,18.28
5.0,60.78765,776.06,160.0,2.6,61.826,10.2844,94.805316,4114.0858,171.0,92.40678,21.0
5.0,89.33718,740.52,181.0,2.6,72.09,7.9244,89.605316,4716.6858,205.0,99.0179254545454,52.9
3.0,103.482533333333,806.266666666667,152.0,2.66666666666667,94.5333333333333,4.43733333333333,22.00886,3771.143,217.0,12.215948,11.0
3.0,40.2191666666667,679.866666666667,142.333333333333,3.33333333333333,66.8333333333333,24.9,87.3333333333333,5148.33333333333,86.0,79.054054054054,2.5
4.0,76.4445625,794.0,164.5,2.25,77.2375,8.1805,108.756645,4235.85725,205.0,96.3989276923077,93.4
2.0,105.80819,685.9,171.5,4.5,98.2,16.9,60.5,7940.0,53.0,57.25,17.2
4.0,90.1422625,781.2,156.25,3.0,91.35,6.4305,106.006645,5572.60725,199.0,14.7607484617407,20.0
5.0,67.56865,835.0,149.0,3.0,102.09,6.8904,87.046316,3780.6858,205.0,96.4126523076923,90.0
3.0,46.8945666666667,1105.36666666667,113.666666666667,4.0,133.866666666667,8.18666666666667,7.67824333333333,2171.82166666667,150.0,7.67824333333333,13.0
5.0,74.290174,810.8,149.8,2.2,63.986,6.9944,113.605316,4975.4858,171.0,61.1009028571429,26.4
3.0,87.4683333333333,856.166666666667,127.333333333333,5.0,135.133333333333,12.2333333333333,27.5066666666667,6311.0,53.0,40.38,8.47
4.0,76.5177175,787.05,151.75,2.25,79.6075,6.9055,112.006645,4434.35725,171.0,61.2494742857143,34.0
5.0,87.73674038,710.3,191.2,2.0,71.19,6.9624,94.205316,3764.4858,250.0,179.132368571429,84.5
2.0,71.08275,654.9,188.5,4.5,47.35,21.9,27.0,6310.5,35.0,28.3333333333333,7.9
5.0,78.24921,715.76,184.6,2.0,71.47,6.9824,98.605316,3695.0858,217.0,99.7001717394758,92.05
5.0,103.010254,770.22,150.0,2.8,82.226,7.7044,91.205316,5503.4858,171.0,79.1710966666667,8.2
5.0,43.0753724,773.66,139.8,3.0,69.56,39.92,58.2,4217.0,145.0,65.3833333333333,14.5
