AT,V,AP,RH,PE
23.93,68.28,1005.16,69.91,444.95
13.85,45.08,1024.86,83.85,468.35
12.95,41.23,993.74,96.35,469.05
12.36,52.75,1026.04,68.71,465.14
30.05,73.68,1014.95,70.6,434.92
24.25,50.78,1008.82,60.55,443.8
13.98,41.79,1010.6,83.84,457.12
17.27,40.55,1000.89,70.66,461.31
7.91,41.79,1021.86,54.92,479.02
7.08,39.99,1010.55,91.44,482.83
18.2,39.63,1005.35,79.05,468.49
6.37,41.03,1022.23,80.36,490.47
16.05,65.46,1013.92,87.99,456.94
14.81,43.69,1017.19,71.9,470.71
12.59,39.18,1024.18,67.57,471.32
13.58,39.28,1016.17,79.17,472.17
9.59,38.56,1017.01,60.1,481.3
22.01,58.46,1016.26,75.99,443.75
13.32,38.73,1005.37,88.48,472.33
24.16,48.98,1015.19,42.55,459.27
33.62,77.17,1009.38,63.71,431.03
13.51,40.1,1014.29,86.34,470.65
21.94,64.15,1021.2,61.75,453.3
29.13,68.3,1014.96,37.08,437.25
10.64,41.04,1025.0,93.59,468.88
25.15,73.67,1007.42,85.48,435.9
11.75,71.14,1019.36,75.68,466.56
13.6,39.82,1013.34,86.1,470.69
18.37,58.96,1015.5,67.79,460.25
10.51,39.04,1023.95,85.35,479.15
31.01,67.69,1005.06,46.16,426.64
28.45,69.23,1013.07,39.46,436.96
14.76,39.64,1010.37,81.99,465.82
9.53,41.44,1018.01,80.09,481.83
9.75,52.72,1026.03,78.53,473.41
29.83,71.98,1004.32,67.55,426.98
13.7,43.22,1012.01,71.57,463.99
28.14,76.86,1000.7,70.17,434.68
23.82,73.67,1007.26,88.16,438.42
21.12,49.15,1021.29,52.9,456.92
19.45,38.52,1017.99,62.86,451.96
20.74,58.2,1017.54,70.66,450.4
19.66,51.43,1010.17,84.19,459.12
26.97,71.58,1010.13,75.16,433.88
14.76,49.64,1026.31,75.67,461.16
20.68,63.86,1015.73,74.36,447.84
11.27,40.62,1017.03,61.94,471.26
4.11,38.44,1015.9,81.79,488.05
14.05,40.71,1016.36,68.58,465.74
22.43,63.76,1009.84,75.27,442.85
27.54,66.93,1017.06,55.2,450.22
13.41,45.0,1021.65,45.24,478.96
26.48,66.54,1011.61,51.9,438.87
6.14,40.62,1015.71,86.51,481.66
31.96,71.29,1008.39,47.51,433.04
11.87,41.78,1012.97,64.79,470.84
28.4,69.34,1009.76,70.4,436.5
17.29,44.63,1019.6,41.98,460.66
24.2,59.07,1009.25,88.25,441.93
23.76,61.5,1009.15,68.52,441.16
7.06,41.74,1021.95,90.38,448.97
22.79,44.57,1007.31,69.36,448.91
24.01,50.16,1004.22,75.32,443.03
7.57,41.14,1028.23,87.97,477.8
14.13,53.82,1016.72,64.85,467.08
22.37,50.78,1008.84,82.06,449.08
24.56,66.75,1018.5,77.47,435.03
20.92,70.02,1011.06,85.63,437.96
24.35,70.04,1010.92,73.88,438.4
19.1,56.53,1020.18,76.38,455.52
15.24,45.87,1009.46,85.95,456.33
9.2,39.99,1011.73,85.95,484.04
18.21,39.54,1009.81,70.92,461.73
27.28,44.89,1009.02,49.9,441.94
5.41,40.07,1019.16,64.77,495.24
12.88,38.53,1010.95,87.16,466.92
23.78,49.3,1003.3,76.56,439.83
33.97,72.29,1008.98,44.32,432.33
31.65,66.25,1008.57,59.05,437.35
7.29,40.96,1023.01,90.78,488.65
16.59,41.79,1006.67,73.9,455.42
23.14,60.27,1018.51,80.54,442.59
11.36,40.75,1016.34,85.19,477.5
5.02,45.87,1007.8,99.22,481.03
21.03,59.8,1015.86,76.63,453.86
30.98,67.48,1009.96,58.92,439.39
16.78,39.63,1005.84,87.91,465.97
7.35,41.66,1015.55,79.67,485.35
6.4,41.17,1019.54,85.37,488.82
11.02,40.81,1016.31,78.13,474.01
22.21,60.77,1018.21,84.96,444.57
7.32,39.42,1026.15,76.51,476.12
14.03,49.83,1006.64,90.01,463.71
24.67,70.94,1007.99,75.64,443.51
15.3,43.67,1011.75,95.31,468.14
20.9,67.71,1007.16,59.02,446.57
18.32,47.83,1005.06,87.21,454.11
19.31,52.72,1024.93,53.93,455.25
27.01,69.75,1009.78,81.29,442.57
15.28,43.71,1024.32,81.24,463.44
30.65,65.18,1012.51,42.32,436.79
25.5,63.56,1013.85,64.69,442.28
13.48,39.85,1012.71,58.91,475.74
23.05,62.52,1016.5,65.65,449.98
5.25,42.85,1013.75,89.67,477.78
15.2,40.55,1005.0,88.4,465.09
23.22,69.04,1009.65,89.05,448.6
28.52,70.72,1009.64,66.76,437.72
16.37,44.0,1024.61,78.26,460.14
10.16,40.8,1028.13,86.39,477.49
20.35,67.71,1005.85,63.97,446.42
24.49,65.06,1014.07,63.32,441.4
19.05,67.32,1013.2,83.14,447.47
13.74,38.73,1004.34,82.82,470.06
28.52,64.96,1005.9,70.79,431.36
13.18,40.03,1017.75,82.29,470.88
17.47,58.16,1016.36,82.26,456.97
25.43,70.17,1000.46,87.84,436.43
21.93,57.17,1009.81,81.15,448.75
8.48,42.49,1010.77,88.68,483.5
