AT,V,AP,RH,PE
17.79,46.21,1010.38,85.25,448.74
19.4,49.69,1012.89,75.53,455.6
6.24,35.77,1019.24,70.7,483.36
32.5,73.68,1014.65,55.72,427.63
19.81,43.56,1013.39,38.13,460.59
24.04,72.43,1008.02,87.2,439.39
11.79,45.09,1013.16,89.17,469.49
8.91,43.52,1022.78,98.0,478.38
23.03,44.89,1010.26,59.85,447.81
25.02,59.92,1009.9,76.27,436.64
23.66,77.54,1008.5,85.32,435.38
20.78,62.52,1017.58,73.3,452.3
18.61,67.71,1004.07,84.49,443.57
27.22,69.04,1008.89,70.62,440.85
19.26,44.34,1019.45,51.32,467.72
26.7,49.02,1007.68,67.97,438.92
7.03,41.74,-999.0,86.44,486.91
23.83,71.37,1002.04,64.78,443.29
28.74,71.14,1011.53,48.6,430.12
15.65,39.59,-999.0,87.63,461.94
21.88,59.39,1015.58,87.19,442.92
18.4,50.16,1011.51,98.07,453.78
21.95,57.76,1018.02,67.72,452.27
29.07,51.43,1006.22,61.58,438.79
15.09,43.13,1015.71,54.36,466.87
24.11,59.27,1011.02,78.18,444.35
26.38,69.88,-999.0,86.25,432.25
11.87,40.67,1011.43,62.92,479.18
13.52,42.34,1017.97,95.34,463.71
23.36,74.93,1016.57,71.91,443.78
24.57,49.82,1016.82,65.25,452.3
30.9,70.8,1008.48,67.48,435.27
27.66,59.21,1013.12,51.58,438.57
7.01,40.72,1024.0,86.37,489.64
11.55,42.34,1020.78,94.56,469.13
14.0,40.8,1026.17,54.82,474.87
28.61,68.12,1011.71,47.57,432.94
18.27,58.2,1018.34,72.73,448.17
16.37,36.99,1006.37,90.11,463.76
25.14,67.32,-999.0,41.78,435.39
30.21,79.74,1006.82,54.03,430.83
14.92,46.18,1014.21,98.82,465.63
24.74,63.87,1016.91,55.65,447.02
16.23,43.52,1020.13,76.3,464.74
32.07,67.83,1007.91,41.61,429.31
25.27,67.07,1006.34,66.35,445.81
21.87,61.45,1011.13,92.22,445.21
13.97,38.47,-999.0,55.28,464.3
32.34,74.99,1002.77,42.83,433.07
8.27,37.7,1015.09,73.64,479.16
5.56,45.87,1006.99,96.48,476.61
11.39,40.27,1009.04,73.13,474.93
9.76,40.71,1020.88,91.82,470.95
19.31,67.71,1005.31,77.15,446.23
18.11,44.85,1014.48,48.94,458.85
14.01,42.99,1007.12,69.69,469.23
20.13,43.43,1009.75,66.16,453.47
11.42,40.43,1025.5,75.85,490.02
17.85,53.16,1013.05,82.72,456.49
13.94,41.26,1021.67,74.4,467.9
28.11,66.17,1010.51,65.16,444.2
14.12,42.99,-999.0,78.16,468.45
19.94,50.78,1008.78,92.07,449.6
18.97,44.78,1007.87,47.98,463.46
16.47,38.01,1022.3,72.29,461.54
19.24,56.89,1014.29,72.97,452.64
32.22,70.8,1009.9,62.03,433.07
18.19,41.85,1014.93,61.37,466.86
26.24,49.82,1014.9,55.58,452.41
27.16,56.85,1012.07,39.05,437.4
21.18,44.57,1007.27,73.67,449.93
15.8,41.2,1016.08,77.83,468.55
27.89,68.12,1012.78,48.72,435.69
26.18,69.14,1006.54,85.95,436.0
21.03,59.8,1015.86,76.63,453.86
23.82,73.67,1007.26,88.16,438.42
30.81,71.97,1008.36,75.0,430.53
14.7,44.9,1021.87,83.9,468.69
14.29,39.59,1010.93,94.53,463.04
21.99,42.48,1011.77,74.04,456.65
13.2,40.83,1007.75,94.98,472.41
9.64,39.85,1012.9,83.82,478.37
15.97,52.72,1024.72,65.97,462.64
14.66,41.92,1030.81,68.88,464.57
17.21,52.9,1019.91,77.31,460.88
23.36,73.18,1011.96,89.15,435.85
25.77,68.08,1010.99,73.58,433.46
14.24,39.52,1018.22,77.19,468.51
26.8,68.31,1011.04,61.48,447.85
24.49,65.06,1014.07,63.32,441.4
28.7,71.64,1007.11,69.85,436.58
14.1,41.16,1021.26,73.87,460.01
21.37,65.94,1010.73,75.09,444.74
22.59,66.54,1005.11,92.62,436.69
6.71,40.72,1022.78,80.69,483.11
21.17,59.8,1016.06,77.73,455.66
20.89,68.63,1012.6,69.52,452.05
33.34,69.88,1007.65,42.72,437.84
25.54,70.47,1009.28,73.5,436.16
24.47,70.94,1008.07,81.55,436.29
10.07,41.39,1019.89,70.53,480.54
28.81,56.86,1005.82,56.86,434.08
15.78,48.6,1007.24,84.23,460.86
10.86,37.5,1013.36,75.56,473.75
27.51,49.3,1003.74,61.27,437.09
13.77,41.58,1020.63,72.94,459.75
15.04,38.01,1022.46,78.29,468.12
32.57,65.74,1011.03,46.27,440.56
8.27,40.69,1020.13,86.1,484.97
23.88,69.94,1007.48,61.0,440.63
15.28,44.58,1016.45,83.07,467.92
23.84,49.21,1013.6,47.63,447.03
24.97,50.23,1015.6,56.79,454.35
24.43,72.43,1008.03,85.56,434.71
30.57,69.82,1009.86,52.94,437.62
29.62,73.18,1012.21,61.6,427.22
25.96,60.95,1014.52,50.03,444.19
8.23,40.77,1011.92,90.59,479.24
18.0,53.16,1013.02,82.47,455.69
15.02,42.07,1017.89,83.68,460.82
