number_of_elements,mean_atomic_mass,mean_fie,mean_atomic_radius,mean_Density,mean_ElectronAffinity,mean_FusionHeat,mean_ThermalConductivity,mean_Valence,range_atomic_radius,wtd_mean_ThermalConductivity,critical_temp
4.0,88.9444675,775.425,160.25,4654.35725,81.8375,6.9055,107.756645,2.25,205.0,61.0866171428571,23.0
4.0,76.5177175,787.05,151.75,4434.35725,79.6075,6.9055,112.006645,2.25,171.0,61.1866171428571,31.8
3.0,68.2298,857.466666666667,148.333333333333,5000.47633333333,83.9433333333333,11.3073333333333,51.6755266666667,3.33333333333333,171.0,27.1580457142857,1.2
4.0,93.63455,710.75,169.5,7616.5,77.3325,16.95,149.0,2.75,94.0,60.836,2.64
2.0,109.412,764.35,164.5,6375.5,117.15,19.25,13.0,5.0,83.0,8.0,1.8
4.0,76.4445625,794.0,164.5,4235.85725,77.2375,8.1805,108.756645,2.25,205.0,97.1460001550387,90.815
2.0,126.861735,549.55,175.5,6728.0,39.95,4.78,47.5,3.0,39.0,30.25,9.46
3.0,95.1024,828.533333333333,168.666666666667,6927.80966666667,90.3333333333333,12.4706666666667,76.00886,3.0,217.0,43.6997090069284,1.98
5.0,92.26674,747.78,159.2,5174.2858,60.484,6.8124,132.805316,2.2,205.0,75.214176,103.0
2.0,114.71575,612.65,189.5,9710.0,26.8,24.15,27.0,4.5,37.0,28.3333333333333,9.26
3.0,78.3572933333333,657.8,191.666666666667,7063.66666666667,60.7666666666667,23.5333333333333,36.0,4.66666666666667,35.0,31.1,9.58
5.0,74.23165,816.36,160.0,4816.6858,62.09,8.0144,111.005316,2.2,205.0,92.5220046153846,38.4
3.0,130.926149666667,757.466666666667,181.666666666667,13440.0,141.033333333333,20.3333333333333,174.666666666667,5.33333333333333,25.0,82.25,2.7
5.0,91.286174,737.66,169.0,5018.0858,73.986,7.2244,92.205316,2.4,190.0,61.5009028571429,17.0
5.0,89.33718,740.52,181.0,4716.6858,72.09,7.9244,89.605316,2.6,205.0,97.7658867915691,68.0
4.0,60.6964508,1067.4,110.25,3993.28125,160.85,5.1705,104.26357,2.0,164.0,62.0152269714286,27.0
5.0,75.10025,750.94,158.8,4569.4858,67.87,7.6624,92.805316,2.4,205.0,92.1181584615385,75.7
5.0,101.94881,726.82,184.8,4871.0858,76.17,7.5044,89.005316,2.6,205.0,98.7264630963665,41.0
5.0,104.942416,738.14,172.6,5587.4858,75.77,8.8844,89.605316,2.4,205.0,178.718082857143,84.0
3.0,117.380254,761.133333333333,181.333333333333,8194.33333333333,56.0166666666667,14.5466666666667,62.7453333333333,4.33333333333333,155.0,41.9002421307506,1.9
3.0,64.1726395333333,666.933333333333,147.0,5531.0,84.0333333333333,23.1,116.333333333333,4.0,80.0,84.3467336683417,20.29
4.0,24.73257607,969.525,110.75,2467.379725,84.075,4.895,60.05177,2.0,142.0,20.6285536551724,4.6
5.0,60.93397464,1047.9,111.0,3950.025,123.64,9.6564,28.410856,2.8,153.0,35.5066842,19.0
5.0,96.14901,737.8,175.0,5356.8858,72.09,10.9444,90.205316,2.4,205.0,178.98594,89.7
2.0,148.077735,567.65,214.0,7023.5,50.5,8.15,12.0,3.0,38.0,12.99,3.7
2.0,77.385,702.35,175.5,7735.5,81.25,17.05,211.5,3.0,61.0,173.8,0.78
6.0,80.5237658333333,748.183333333333,169.666666666667,5331.23816666667,66.4033333333333,10.9936666666667,122.171096666667,2.5,205.0,94.7046388235294,84.0
4.0,128.5664625,690.55,187.5,10234.0,77.675,21.325,43.75,4.0,103.0,53.4210526315789,2.86
2.0,92.8889,656.6,152.0,6150.5,39.85,36.0,21.5,3.0,130.0,26.1538461538462,0.4
2.0,123.155,788.6,134.0,6775.0,150.25,12.25,35.0,5.0,22.0,25.4,1.9
3.0,78.66754976,751.566666666667,159.0,6526.0,96.1,13.4433333333333,65.735,4.0,113.0,23.0354838709677,4.4
2.0,17.558,768.75,116.0,2099.0,14.85,29.35,93.5,2.5,58.0,71.3333333333333,40.25
5.0,84.567319,777.56,147.2,6312.0858,86.12,8.4244,105.605316,3.0,158.0,61.6723314285714,7.3
6.0,89.2985783333333,779.25,160.0,5154.90483333333,57.7883333333333,11.187,31.3377633333333,3.0,180.0,36.191645,16.5
5.0,91.50808,831.2,162.2,5511.0858,56.644,6.4304,125.265316,2.0,205.0,101.076817246466,135.0
4.0,104.19317375,643.925,166.5,8837.25,64.575,11.665,85.75,4.25,33.0,75.8571428571429,1.57
2.0,115.94469,705.1,185.5,11380.0,42.3,29.4,44.0,5.0,29.0,39.6666666666667,2.8
4.0,76.4445625,794.0,164.5,4235.85725,77.2375,8.1805,108.756645,2.25,205.0,110.508795240642,86.0
4.0,60.6964508,1067.4,110.25,3993.28125,160.85,5.1705,104.26357,2.0,164.0,62.0152365714286,37.0
5.0,86.38344,732.6,171.4,4772.4858,66.644,10.3724,126.805316,2.2,205.0,110.479956666667,74.0
2.0,23.03585,1200.25,71.5,980.6255,105.0,1.045,0.115415,4.5,31.0,0.115415,0.26
3.0,110.914950633333,819.433333333333,179.666666666667,7043.47633333333,89.8666666666667,12.4373333333333,68.6755266666667,3.0,250.0,42.0650558139535,2.0
5.0,53.79222,847.14,141.4,3256.2858,87.424,26.9724,151.605316,2.4,205.0,227.820598181818,117.0
3.0,15.7089,874.4,99.6666666666667,2152.66666666667,61.7,54.5666666666667,109.0,3.0,78.0,101.975,24.0
2.0,63.466881,848.0,144.0,6051.5,72.95,18.32,69.618,5.5,92.0,104.309,5.31
5.0,69.17125,753.08,170.4,3698.6858,62.564,8.2524,127.005316,2.2,205.0,104.68895987013,25.8
3.0,87.4683333333333,856.166666666667,127.333333333333,6311.0,135.133333333333,12.2333333333333,27.5066666666667,5.0,53.0,4.97281553398058,11.9
4.0,104.3656,891.65,154.25,6501.35725,69.8375,5.903,106.581645,2.0,205.0,60.7750088050314,94.5
6.0,89.4605866666667,702.95,180.333333333333,4467.90483333333,63.7866666666667,7.177,107.337763333333,2.5,205.0,106.396085343511,33.5
6.0,61.8437413666667,992.55,126.5,4737.85416666667,103.616666666667,10.6136666666667,24.9590466666667,3.0,196.0,34.9719286,31.3
4.0,76.4445625,794.0,164.5,4235.85725,77.2375,8.1805,108.756645,2.25,205.0,97.904745625,77.0
5.0,61.004788,984.78,120.8,4300.70378,73.0,10.456,28.041416,2.8,185.0,35.010493,55.0
6.0,99.560675,697.183333333333,190.5,4497.5715,64.5633333333333,7.587,80.00443,2.5,205.0,98.1730136990596,50.0
4.0,137.1844125,673.7,183.5,10025.5,107.575,16.05,38.75,4.5,122.0,59.8152941176471,5.52
6.0,94.8183116666667,715.683333333333,176.166666666667,4456.23816666667,63.7866666666667,7.31033333333333,111.671096666667,2.33333333333333,205.0,106.474665036411,76.0
8.0,85.1900629,839.1375,148.5,4389.890625,97.6875,6.01525,97.256785,2.375,201.0,169.8127476,106.6
5.0,83.24476,779.88,149.8,4584.2858,73.1,8.1524,128.605316,2.6,171.0,88.7508315789474,109.0
5.0,74.23165,816.36,160.0,4816.6858,62.09,8.0144,111.005316,2.2,205.0,94.0727738461538,48.0
3.0,63.2036395333333,606.5,150.666666666667,5724.66666666667,54.0,14.3633333333333,106.0,3.66666666666667,80.0,82.255,18.7
3.0,111.12546,735.033333333333,158.666666666667,7525.66666666667,100.366666666667,17.8333333333333,48.3333333333333,4.66666666666667,65.0,52.95,15.8
5.0,94.685322,739.72,177.4,4884.2858,67.176,9.2244,94.005316,2.2,205.0,98.1595413601236,70.0
5.0,72.201783,773.0,153.6,5041.4858,63.986,8.1644,91.145316,2.6,171.0,60.3486171428571,37.0
3.0,27.661,731.766666666667,136.0,2901.66666666667,12.9333333333333,25.8,69.6666666666667,3.0,89.0,62.1333333333333,37.8
3.0,63.2036395333333,606.5,150.666666666667,5724.66666666667,54.0,14.3633333333333,106.0,3.66666666666667,80.0,65.775,18.1
3.0,26.6906373333333,722.766666666667,138.666666666667,2394.33333333333,16.4333333333333,24.9,67.6666666666667,2.66666666666667,97.0,58.3733333333333,6.0
4.0,53.17239107,739.75,153.0,5867.25,54.05,15.075,92.25,3.25,76.0,90.0166666666667,16.0
4.0,64.120475,783.775,130.0,5867.25,87.15,48.55,68.5,3.0,150.0,71.325,2.9
6.0,86.2707333333333,717.0,180.166666666667,3870.23816666667,56.625,7.59366666666667,115.337763333333,2.16666666666667,205.0,110.184123333333,22.0
3.0,15.7089,874.4,99.6666666666667,2152.66666666667,61.7,54.5666666666667,109.0,3.0,78.0,77.586,32.0
6.0,84.188275,752.466666666667,160.166666666667,4565.5715,66.1,8.69366666666667,110.00443,2.66666666666667,171.0,69.974176,84.5
5.0,89.33718,740.52,181.0,4716.6858,72.09,7.9244,89.605316,2.6,205.0,96.7401336679537,86.0
3.0,64.4994666666667,811.9,136.0,7200.33333333333,109.066666666667,12.1333333333333,56.84,3.66666666666667,53.0,40.06,10.0
2.0,84.82575,679.15,158.0,6710.0,80.45,14.9,49.0,4.5,26.0,40.0,7.0
2.0,140.92,735.95,188.0,15375.0,67.3,29.0,110.5,6.0,10.0,158.1,1.25
3.0,15.7089,874.4,99.6666666666667,2152.66666666667,61.7,54.5666666666667,109.0,3.0,78.0,72.9153333333333,37.5
5.0,82.74638,745.86,150.6,6274.0,80.02,40.84,57.0,3.0,166.0,65.175,6.155
3.0,75.7478333333333,724.666666666667,152.666666666667,8475.0,116.233333333333,26.4,128.333333333333,3.66666666666667,69.0,128.333333333333,3.8
5.0,75.10025,750.94,158.8,4569.4858,67.87,7.6624,92.805316,2.4,205.0,91.2620046153846,79.24
3.0,87.4683333333333,856.166666666667,127.333333333333,6311.0,135.133333333333,12.2333333333333,27.5066666666667,5.0,53.0,40.752,13.0
5.0,103.00601,736.28,185.2,5402.4858,76.17,7.6444,88.405316,2.6,205.0,96.3231452509653,74.3
4.0,74.628855,744.6,155.75,5446.5,87.375,34.975,65.25,3.0,145.0,96.25,1.65
6.0,110.790066666667,811.866666666667,160.833333333333,6482.5715,53.3033333333333,6.15366666666667,110.221096666667,2.33333333333333,205.0,101.365494461538,118.0
5.0,99.337104,725.66,177.6,5051.4858,75.77,6.9044,88.805316,2.6,205.0,96.0912353846154,20.5
2.0,208.0902,709.05,148.5,10560.0,64.65,7.835,21.5,4.5,11.0,28.79,7.8
5.0,103.00601,736.28,185.2,5402.4858,76.17,7.6444,88.405316,2.6,205.0,178.175225714286,80.3
2.0,123.01275,759.1,174.0,13780.0,129.45,21.4,51.0,5.5,6.0,61.0,0.508
4.0,76.5177175,787.05,151.75,4434.35725,79.6075,6.9055,112.006645,2.25,171.0,61.2180457142857,24.5
2.0,203.895,860.6,162.5,12437.0,19.05,3.53,21.65,3.0,17.0,34.18031,7.134
2.0,185.0235,764.4,190.5,20135.0,48.05,34.0,109.0,6.5,5.0,151.7,2.4
4.0,83.02393,795.275,159.5,5096.60725,80.1075,9.5805,112.756645,2.25,178.0,183.718082857143,62.0
6.0,103.075675,706.533333333333,189.0,4718.5715,64.5633333333333,7.32033333333333,84.1710966666667,2.5,205.0,98.2122350657386,46.0
5.0,72.952854,776.88,151.2,5329.0858,86.386,8.9644,107.805316,2.2,171.0,59.79876,23.8
3.0,68.2298,857.466666666667,148.333333333333,5000.47633333333,83.9433333333333,11.3073333333333,51.6755266666667,3.33333333333333,171.0,27.1580457142857,1.242
5.0,86.54412,733.62,156.4,5707.4,51.354,15.048,72.8,3.8,80.0,87.06,21.0
5.0,72.942289,786.82,162.0,5168.6858,74.83,9.7844,107.005316,2.6,205.0,107.814176,58.0
1.0,65.38,905.8,142.0,7140.0,1.5,7.35,120.0,2.0,0.0,120.0,0.857
5.0,98.562254,841.58,134.6,6405.4858,81.22,7.5744,108.205316,2.8,147.0,59.6445498294093,22.7
5.0,91.50808,831.2,162.2,5511.0858,56.644,6.4304,125.265316,2.0,205.0,260.900984444444,105.1
5.0,91.50808,831.2,162.2,5511.0858,56.644,6.4304,125.265316,2.0,205.0,105.368521795666,134.7
3.0,115.991333333333,742.733333333333,171.666666666667,7223.0,107.133333333333,16.3666666666667,59.5066666666667,5.0,119.0,58.4773333333333,6.0
2.0,151.917895,557.55,210.5,7470.5,50.5,11.65,14.5,3.0,31.0,13.0315,5.2
5.0,72.942289,786.82,162.0,5168.6858,74.83,9.7844,107.005316,2.6,205.0,90.2134498315467,66.2
3.0,88.0260333333333,811.5,144.666666666667,3545.80966666667,95.0333333333333,4.484,36.00886,2.66666666666667,195.0,20.051948,9.0
5.0,72.32465,787.02,162.8,4963.4858,65.23,9.3044,102.805316,2.4,205.0,96.7572075752773,4.2
3.0,20.6991795333333,704.9,116.666666666667,2299.33333333333,24.5666666666667,23.1333333333333,140.666666666667,2.66666666666667,58.0,73.0833333333333,35.8
5.0,89.90228,809.48,162.8,5735.4858,66.17,9.7144,110.605316,2.2,205.0,93.0119030054221,50.0
3.0,50.1843462,662.433333333333,138.0,4711.0,72.2,21.7666666666667,108.666666666667,4.0,53.0,77.625,11.2
5.0,79.171174,738.22,167.0,4033.4858,66.244,7.2324,126.205316,2.2,205.0,99.7537546031746,52.8
3.0,72.9459344,1254.26666666667,94.3333333333333,6417.70833333333,184.033333333333,11.8273333333333,56.68476,3.0,151.0,42.5200498,0.42
5.0,72.942289,786.82,162.0,5168.6858,74.83,9.7844,107.005316,2.6,205.0,109.414176,57.9
5.0,72.952854,776.88,151.2,5329.0858,86.386,8.9644,107.805316,2.2,171.0,61.1223314285714,21.3
5.0,74.658294,821.7,146.4,4475.6858,59.046,11.2044,35.405316,3.0,171.0,36.221645,25.9
5.0,79.171174,738.22,167.0,4033.4858,66.244,7.2324,126.205316,2.2,205.0,99.3873013622291,45.0
3.0,78.2353062,599.6,157.333333333333,6193.33333333333,54.0,13.5866666666667,123.666666666667,3.66666666666667,80.0,95.425,18.3
6.0,80.9911333333333,746.35,147.5,4804.23816666667,65.9833333333333,7.72533333333333,112.00443,2.66666666666667,171.0,125.0658225,76.1
5.0,67.070254,762.3,148.2,5379.0,75.94,40.12,58.2,3.0,159.0,65.375,7.6
5.0,74.23165,816.36,160.0,4816.6858,62.09,8.0144,111.005316,2.2,205.0,96.819103101018,44.0
2.0,114.40744,708.95,188.0,10578.5,20.8,27.35,39.5,4.5,24.0,38.17,9.05
4.0,76.797975,656.575,191.5,4491.75,40.5125,12.9575,61.75,2.75,139.0,58.152,10.5
4.0,81.75669875,741.475,168.75,6502.75,44.3375,16.425,61.75,3.5,139.0,55.5948,17.0
