AT,V,AP,RH,PE
31.84,71.37,1003.51,46.22,432040.0
13.85,44.9,1019.11,76.79,467.2
30.33,70.32,1007.75,52.49,430100.0
8.42,43.14,1011.62,80.32,483.49
5.63,39.22,1013.35,77.67,486.83
28.32,72.58,1007.77,78.35,428.06
27.44,52.3,1008.15,58.92,441.75
30.11,70.8,1008.57,69.25,432.33
17.25,43.14,1018.34,76.17,462800.0
10.33,40.69,1014.25,84.46,480.18
19.87,48.14,1016.94,81.56,451.14
32.45,44.37,1005.05,44.37,429.81
13.73,41.78,1011.75,49.65,464940.0
29.91,74.9,1003.36,69.34,434.93
22.49,62.96,1020.21,78.99,447.48
23.33,73.18,1012.51,91.29,436.33
22.99,46.21,1010.71,60.11,444.36
6.63,39.42,1024.81,72.58,482.02
7.89,39.37,1016.28,84.66,483.82
28.32,77.95,1014.61,77.17,436.97
18.37,44.89,1010.61,86.74,454.37
23.63,73.18,1012.29,88.81,437.7
15.86,40.66,1016.23,86.74,455.85
22.84,61.87,1010.63,51.67,442.72
11.6,40.27,1008.55,72.12,473.89
13.61,39.85,1012.78,58.12,475.62
24.2,60.95,1014.82,59.42,448.43
26.42,59.39,1013.95,66.03,438540.0
9.2,39.99,1011.73,85.95,484.04
23.41,74.99,1007.22,84.55,442.51
9.98,41.01,1017.83,98.07,466.05
23.79,58.49,1011.0,75.39,445.87
17.76,40.55,1002.82,73.77,461.8
10.08,43.14,1010.67,85.9,478.73
27.55,64.96,999.73,57.34,431330.0
8.39,36.24,1013.39,89.13,480.69
22.15,43.77,1010.81,60.08,448.46
24.42,62.66,1007.65,71.57,443.09
26.64,62.44,1011.81,72.46,438670.0
22.36,64.15,1021.05,68.43,453.94
22.85,59.15,1014.74,63.92,448610.0
29.04,60.07,1014.88,47.23,438.5
16.71,40.56,1019.48,49.88,467460.0
12.12,40.0,1018.72,84.42,462100.0
23.56,60.77,1017.93,76.34,443.13
30.11,62.04,1010.69,47.96,444.42
5.25,40.07,1019.48,67.7,495230.0
17.34,45.01,1013.22,77.71,459010.0
22.05,59.92,1009.06,93.74,437.9
7.17,41.92,1031.97,83.86,485.08
6.06,41.17,1019.67,84.7,489620.0
8.75,40.77,1021.99,86.46,478.85
18.91,43.14,1013.56,58.34,460.19
22.02,64.45,1012.57,47.87,454.9
18.22,58.2,1017.09,81.92,451.04
30.53,73.21,1000.37,74.17,430.2
25.68,67.79,1010.66,69.51,449.04
28.91,58.33,1013.84,39.72,437.53
22.82,60.08,1017.95,65.71,450.86
26.34,68.67,1006.54,72.48,437520.0
22.76,44.05,1006.95,74.07,450.31
25.16,58.82,1009.63,72.62,442000.0
14.65,44.84,1023.39,87.76,467.18
32.38,67.17,1006.97,60.04,438.67
23.64,60.95,1014.92,64.91,447.86
26.26,65.06,1013.58,52.72,440.92
13.51,40.89,1011.03,84.83,471.99
16.74,41.16,1006.87,74.24,463.0
25.97,69.34,1009.43,88.11,435.02
28.07,61.47,1008.68,64.83,442.59
28.19,68.08,1013.41,43.93,436.43
23.1,72.99,1008.85,90.54,440.46
8.68,39.61,1021.54,77.98,486.31
12.5,41.38,1021.87,57.59,474.4
11.0,40.23,1019.08,86.5,475.9
25.52,59.15,1013.88,65.37,439420.0
9.6,42.03,1017.66,92.27,474650.0
15.04,41.35,1004.29,99.1,467.96
30.55,66.25,1009.15,63.52,440.74
21.4,74.93,1014.58,80.85,434.09
30.17,74.22,1007.46,49.27,432.0
13.86,44.21,1022.6,83.56,468.3
23.96,46.93,1013.98,47.22,450.86
11.92,38.25,1013.13,84.92,472.5
23.84,49.21,1013.6,47.63,447.03
33.87,71.32,1007.91,39.48,435.89
17.3,57.76,1016.26,87.74,455.75
8.35,43.52,1022.78,97.34,479.31
10.28,41.46,1018.44,85.23,479.66
24.34,70.79,1006.82,85.66,433.83
10.08,40.72,1022.7,67.3,480800.0
18.22,44.34,1019.35,56.78,469.27
21.7,70.32,1009.12,91.3,438.52
26.28,68.14,1005.61,53.17,435.71
30.27,64.69,1006.3,53.69,435.67
19.98,56.53,1020.22,73.53,454.89
30.92,78.05,1011.0,59.62,434.12
14.78,42.86,1015.32,84.75,471.17
10.14,45.01,1018.12,94.32,473560.0
21.11,58.66,1011.7,68.71,457.89
17.22,36.71,1013.77,67.92,465.32
23.02,69.94,1007.94,64.66,439.4
14.47,48.79,1017.05,69.87,466.25
31.98,64.05,1010.49,58.01,439560.0
21.81,43.77,1011.97,64.72,453.13
12.95,41.38,1021.97,53.83,474.46
18.32,42.18,1002.27,95.99,458460.0
29.38,69.68,1011.35,49.25,430200.0
33.26,68.51,1012.49,52.68,429.38
15.8,40.66,1016.15,88.24,458550.0
10.74,40.05,1015.45,87.33,477.93
27.86,65.18,1012.87,55.53,436.26
20.52,57.76,1017.03,81.19,453.64
15.62,41.76,1023.82,66.17,459.72
11.09,42.44,1014.18,92.81,478.37
5.74,40.62,1016.31,84.91,481.15
10.02,52.75,1021.93,73.68,473090.0
12.77,40.71,1014.66,72.81,471.59
25.77,62.96,1019.86,58.07,442.83
20.94,44.58,1016.98,59.65,463.69
