frequency_Hz,attack_angle_deg,chord_length_m,free_stream_velocity_m_s,suction_side_displacement_thickness_m,scaled_sound_pressure_dB
1250.0,0.0,0.2286,39.6,0.00253511,129.395
315.0,7.3,0.2286,55.5,0.0111706,136.284
2000.0,4.0,0.2286,55.5,0.0042862,124.254
630.0,2.0,0.2286,71.3,0.00293031,127.356
800.0,0.0,0.0508,55.5,0.00076193,124.336
8000.0,0.0,0.0508,71.3,0.000740478,130.89
630.0,5.3,0.2286,39.6,0.00614329,132.011
4000.0,12.6,0.1524,71.3,0.0483159,108.034
1000.0,9.5,0.0254,71.3,0.00420654,129.556
1000.0,19.7,0.0508,39.6,0.036484,118.904
1000.0,8.9,0.1016,71.3,0.0103088,135.433
800.0,2.0,0.2286,55.5,0.00313525,128.492
800.0,9.5,0.0254,55.5,0.0043284,128.082
200.0,15.4,0.0508,31.7,0.0289853,119.975
1600.0,0.0,0.1524,55.5,0.00172668,130.183
1250.0,9.9,0.1524,71.3,0.0193001,122.679
400.0,5.3,0.2286,39.6,0.00614329,131.221
1600.0,5.3,0.2286,39.6,0.00614329,123.081
400.0,19.7,0.0508,71.3,0.0341183,123.865
5000.0,7.2,0.1524,71.3,0.00752039,118.343
8000.0,4.0,0.3048,71.3,0.00497773,113.665
3150.0,0.0,0.1524,39.6,0.00193287,125.603
1250.0,12.7,0.0254,71.3,0.0121808,133.048
1250.0,0.0,0.0508,71.3,0.000740478,128.56
2000.0,0.0,0.3048,39.6,0.00310138,123.689
4000.0,0.0,0.2286,39.6,0.00253511,123.465
3150.0,17.4,0.0254,55.5,0.0165706,124.101
400.0,15.6,0.1016,39.6,0.0528487,120.484
10000.0,0.0,0.0254,31.7,0.000439472,134.227
1250.0,4.8,0.0254,31.7,0.000930789,127.408
500.0,5.4,0.1524,39.6,0.00485029,129.937
500.0,15.4,0.0508,71.3,0.0264269,127.285
250.0,9.9,0.1524,31.7,0.0252785,128.559
1250.0,19.7,0.0508,39.6,0.036484,118.634
8000.0,3.3,0.1016,39.6,0.00245138,118.091
400.0,12.3,0.1016,55.5,0.0368233,136.414
630.0,15.4,0.0508,39.6,0.0282593,127.443
800.0,15.6,0.1016,39.6,0.0528487,118.964
10000.0,1.5,0.3048,71.3,0.00336729,113.492
200.0,19.7,0.0508,39.6,0.036484,125.974
8000.0,0.0,0.1524,31.7,0.00209405,117.957
1600.0,4.0,0.2286,39.6,0.00473801,125.319
6300.0,0.0,0.1016,31.7,0.00150092,124.253
8000.0,0.0,0.3048,31.7,0.00331266,110.515
500.0,2.0,0.2286,39.6,0.00346574,125.157
8000.0,2.7,0.1524,71.3,0.00243851,120.534
1600.0,2.0,0.2286,31.7,0.00372371,125.797
5000.0,0.0,0.1016,55.5,0.00131983,128.36
8000.0,12.7,0.0254,39.6,0.0130253,120.607
315.0,0.0,0.3048,39.6,0.00310138,122.779
5000.0,3.3,0.1016,39.6,0.00245138,122.371
8000.0,4.8,0.0254,71.3,0.000848633,131.518
20000.0,0.0,0.0254,71.3,0.000400682,123.217
6300.0,0.0,0.2286,39.6,0.00253511,117.465
315.0,0.0,0.2286,39.6,0.00253511,121.055
3150.0,8.4,0.0508,31.7,0.00580776,122.086
1000.0,4.2,0.0508,39.6,0.00152689,125.647
4000.0,5.4,0.1524,39.6,0.00485029,117.137
1250.0,2.0,0.2286,31.7,0.00372371,128.677
5000.0,0.0,0.1016,39.6,0.00146332,126.021
1250.0,9.5,0.0254,39.6,0.00449821,130.964
1000.0,4.0,0.2286,39.6,0.00473801,129.969
5000.0,9.9,0.1524,55.5,0.0208438,112.065
500.0,12.3,0.1016,31.7,0.0418756,118.667
315.0,12.3,0.1016,55.5,0.0368233,135.674
500.0,6.7,0.1016,31.7,0.00592927,130.206
2500.0,8.9,0.1016,39.6,0.0124596,119.19
5000.0,0.0,0.2286,71.3,0.00214345,124.304
1000.0,2.7,0.1524,71.3,0.00243851,128.774
400.0,12.7,0.0254,71.3,0.0121808,125.048
200.0,7.3,0.2286,39.6,0.0123481,130.989
1600.0,0.0,0.0508,31.7,0.000812164,131.01
1000.0,12.6,0.1524,39.6,0.0584113,114.67
6300.0,22.2,0.0254,71.3,0.0214178,123.127
1600.0,12.3,0.1016,31.7,0.0418756,114.477
800.0,5.3,0.2286,39.6,0.00614329,129.491
2000.0,0.0,0.2286,71.3,0.00214345,128.244
6300.0,7.3,0.2286,55.5,0.0111706,111.534
630.0,3.3,0.1016,39.6,0.00245138,127.251
315.0,15.4,0.0508,39.6,0.0282593,124.493
4000.0,3.3,0.1016,71.3,0.00202822,128.704
4000.0,0.0,0.0508,71.3,0.000740478,134.43
500.0,0.0,0.2286,31.7,0.0027238,126.675
1000.0,8.4,0.0508,31.7,0.00580776,129.516
2000.0,17.4,0.0254,31.7,0.0176631,124.356
1600.0,0.0,0.1524,31.7,0.00209405,130.817
5000.0,12.6,0.1524,71.3,0.0483159,108.034
630.0,0.0,0.2286,39.6,0.00253511,128.705
4000.0,8.9,0.1016,71.3,0.0103088,120.243
4000.0,3.3,0.1016,55.5,0.002211,127.229
3150.0,9.5,0.0254,39.6,0.00449821,129.934
800.0,12.7,0.0254,39.6,0.0130253,130.217
630.0,0.0,0.1524,39.6,0.00193287,124.403
4000.0,0.0,0.0254,31.7,0.000439472,137.047
315.0,11.2,0.0508,71.3,0.014072,128.381
4000.0,5.4,0.1524,55.5,0.00433288,119.737
2000.0,17.4,0.0254,71.3,0.016104,126.826
2000.0,9.9,0.1524,39.6,0.0233328,117.925
400.0,2.0,0.2286,71.3,0.00293031,125.116
10000.0,3.3,0.1016,55.5,0.002211,115.659
3150.0,3.3,0.1016,55.5,0.002211,130.629
1250.0,0.0,0.0254,31.7,0.000439472,127.947
800.0,0.0,0.0508,31.7,0.000812164,122.79
10000.0,0.0,0.2286,71.3,0.00214345,118.134
500.0,4.0,0.2286,39.6,0.00473801,127.039
2500.0,15.6,0.1016,71.3,0.0437259,118.998
6300.0,3.3,0.1016,31.7,0.00251435,120.702
2000.0,3.0,0.3048,55.5,0.00452492,123.069
3150.0,3.0,0.3048,55.5,0.00452492,120.189
3150.0,0.0,0.0254,31.7,0.000439472,135.227
4000.0,4.2,0.0508,39.6,0.00152689,131.807
3150.0,0.0,0.0508,55.5,0.00076193,134.826
16000.0,4.8,0.0254,55.5,0.000873218,124.394
6300.0,3.3,0.1016,55.5,0.002211,123.839
630.0,22.2,0.0254,71.3,0.0214178,120.657
6300.0,3.0,0.3048,39.6,0.00495741,114.042
5000.0,4.2,0.0508,71.3,0.00142788,132.828
3150.0,3.3,0.1016,71.3,0.00202822,132.114
4000.0,1.5,0.3048,71.3,0.00336729,121.762
315.0,9.9,0.1524,39.6,0.0233328,128.595
