AT,V,AP,RH,PE
28.15,71.94,1006.73,68.21,427.69
21.39,58.05,1013.03,86.44,449.76
16.07,65.46,1013.88,87.11,450.54
12.65,41.93,1023.07,65.05,479.53
29.01,68.08,1010.74,52.51,427.91
12.86,40.6,1013.6,84.85,472.04
17.12,48.6,1007.38,79.15,454.47
24.32,58.79,1016.8,65.61,442.78
26.95,72.24,1011.16,73.14,435.65
15.35,41.79,1008.38,81.13,455.54
23.55,62.96,1020.16,70.16,447.65
23.27,68.28,1005.01,74.83,444.86
20.13,60.07,1014.79,63.57,453.49
5.62,40.62,1015.81,85.34,483.13
14.38,44.84,1024.59,81.68,471.6
15.72,43.02,1011.98,45.74,466.33
26.7,49.02,1007.68,67.97,438.92
28.57,51.43,1012.02,47.79,450.04
6.92,43.13,1018.26,89.23,486.36
15.49,42.07,1018.01,78.07,460.32
31.18,74.34,1003.81,63.59,434.15
6.5,38.68,1017.8,62.9,483.72
7.24,38.06,1020.6,85.36,481.83
14.31,40.78,1024.3,76.41,463.54
33.11,77.54,1010.36,50.99,431.77
22.07,60.08,1017.68,71.23,452.56
18.77,50.66,1014.89,87.34,457.07
26.78,52.3,1008.52,61.23,441.21
25.32,71.94,1009.94,62.93,435.06
18.13,49.39,1021.29,82.52,458.53
22.56,47.43,1006.72,54.82,448.65
11.77,40.92,1021.85,81.55,467.31
31.28,75.08,1005.39,49.53,438.63
21.12,49.15,1021.29,52.9,456.92
30.24,67.32,1014.07,46.53,437.18
24.28,68.31,1009.94,77.08,440.07
28.83,64.96,1000.05,63.57,429.13
30.04,67.25,1017.65,52.84,435.17
30.56,72.39,999.96,69.81,430.85
20.51,45.38,1014.29,69.14,461.87
23.35,63.47,1011.78,84.24,437.87
9.68,39.61,1015.63,74.5,475.02
13.92,39.85,1012.64,68.03,473.47
8.35,43.79,1016.2,85.23,484.21
29.91,74.9,1003.36,69.34,434.93
12.34,40.62,1016.28,53.6,466.47
23.99,68.12,1012.92,70.68,437.14
14.48,46.18,1015.83,92.15,462.3
26.62,70.36,1005.15,84.99,441.28
13.52,42.07,1017.91,90.21,464.07
12.57,41.79,1014.99,87.8,461.88
10.27,52.75,1026.19,76.78,470.76
26.39,49.02,1007.62,70.82,438.53
13.03,42.86,1014.39,86.25,475.03
22.8,73.17,1011.87,91.57,437.98
7.49,36.08,1020.27,85.69,483.26
31.16,64.96,1001.71,44.85,425.82
21.17,58.46,1017.71,83.98,446.66
20.0,56.53,1020.43,75.94,454.86
21.6,66.86,1013.02,54.19,450.84
15.71,39.3,1019.2,62.28,462.84
11.61,40.81,1025.68,72.08,473.08
23.38,65.06,1014.12,59.36,443.8
32.78,71.22,1005.12,48.77,438.77
22.22,59.14,1017.32,83.41,442.31
23.94,59.39,1014.32,74.55,438.64
11.1,40.92,1021.98,94.14,462.07
26.44,59.15,1013.35,60.71,439.65
31.24,74.22,1007.74,48.77,430.44
4.27,39.64,1010.99,84.85,487.19
10.87,42.02,1002.08,95.22,472.63
14.24,41.16,1010.16,87.0,471.0
7.51,43.02,1014.35,86.46,485.38
23.48,66.49,1014.41,62.61,450.05
24.84,59.22,1013.18,83.08,442.7
23.85,52.3,1005.9,70.95,441.99
26.95,48.41,1008.53,62.94,436.54
15.11,40.71,1017.96,69.31,465.42
15.64,43.71,1024.51,78.31,462.55
21.98,58.79,1010.72,86.85,448.84
7.63,40.56,1023.13,81.01,486.7
27.26,66.56,1007.83,60.95,434.88
8.61,43.8,1021.9,74.35,478.25
12.36,41.74,1020.58,69.24,477.16
30.47,68.24,1009.55,64.98,427.94
14.84,71.14,1019.61,66.78,454.16
17.7,43.69,1016.98,61.98,462.63
29.17,72.99,1006.86,64.92,430.59
24.65,52.36,1014.76,66.63,455.68
18.58,46.97,1014.25,74.09,454.26
10.4,45.01,1018.58,93.48,470.79
23.95,66.48,1003.55,73.68,431.87
26.26,63.73,1010.45,70.61,442.18
12.25,41.38,1021.81,59.0,474.77
22.35,57.76,1017.92,68.18,453.74
18.98,60.1,1010.09,85.34,453.37
27.31,68.14,1005.73,50.74,437.83
13.74,38.73,1004.34,82.82,470.06
23.29,49.3,1003.88,74.12,442.11
22.63,58.41,1013.69,90.32,445.43
28.17,63.13,1012.44,66.61,439.94
29.78,69.71,1008.96,67.46,434.33
10.36,43.67,1011.95,78.15,477.23
27.02,72.58,1009.21,89.13,437.8
16.25,40.89,1011.09,62.7,464.33
20.01,59.87,1019.0,84.12,448.39
24.62,72.24,1011.39,83.94,432.13
14.42,44.66,1016.1,93.89,461.34
17.85,53.16,1013.05,82.72,456.49
25.55,58.95,1017.12,51.84,442.3
18.18,61.87,1008.64,66.28,453.1
14.21,39.16,1016.5,85.09,473.87
24.26,47.93,1003.87,70.44,439.16
20.03,57.19,1007.31,81.69,446.46
26.29,68.24,1010.71,76.95,429.71
21.96,58.79,1012.1,88.74,447.31
23.02,69.94,1007.94,64.66,439.4
28.55,69.84,1003.38,67.26,432.7
21.43,46.97,1013.94,61.25,457.68
29.48,59.27,1010.99,51.23,440.72
