frequency_Hz,attack_angle_deg,chord_length_m,free_stream_velocity_m_s,suction_side_displacement_thickness_m,scaled_sound_pressure_dB
800.0,9.9,0.1524,71.3,0.0193001,128.879
10000.0,0.0,0.2286,71.3,0.00214345,118.134
500.0,5.4,0.1524,71.3,0.00401199,126.291
500.0,0.0,0.1524,39.6,0.00193287,119.513
4000.0,0.0,0.2286,55.5,0.00229336,123.41
250.0,15.4,0.0508,39.6,0.0282593,122.893
1600.0,17.4,0.0254,55.5,0.0165706,126.471
2000.0,3.0,0.3048,71.3,0.00425727,125.524
1250.0,0.0,0.3048,31.7,0.00331266,124.355
2000.0,2.7,0.1524,39.6,0.00294804,128.139
2500.0,0.0,0.1016,31.7,0.00150092,132.003
4000.0,12.3,0.1016,31.7,0.0418756,108.407
1250.0,7.3,0.2286,31.7,0.0132672,120.509
630.0,0.0,0.1016,71.3,0.00121072,124.155
400.0,9.9,0.1524,39.6,0.0233328,128.345
500.0,9.5,0.0254,39.6,0.00449821,123.894
1250.0,22.2,0.0254,71.3,0.0214178,140.987
500.0,12.3,0.1016,31.7,0.0418756,118.667
4000.0,17.4,0.0254,31.7,0.0176631,121.996
500.0,7.3,0.2286,71.3,0.0104404,136.798
2000.0,0.0,0.3048,31.7,0.00331266,122.375
630.0,5.4,0.1524,39.6,0.00485029,132.357
8000.0,4.8,0.0254,39.6,0.000907475,131.346
8000.0,0.0,0.0254,71.3,0.000400682,129.867
500.0,8.4,0.0508,31.7,0.00580776,122.966
2000.0,12.6,0.1524,71.3,0.0483159,117.504
5000.0,5.4,0.1524,71.3,0.00401199,120.061
3150.0,12.3,0.1016,39.6,0.0408268,113.055
3150.0,5.4,0.1524,55.5,0.00433288,121.587
6300.0,0.0,0.0254,71.3,0.000400682,134.987
250.0,12.7,0.0254,71.3,0.0121808,119.698
3150.0,9.9,0.1524,71.3,0.0193001,116.849
1250.0,3.3,0.1016,55.5,0.002211,132.769
250.0,11.2,0.0508,71.3,0.014072,127.101
10000.0,2.0,0.2286,71.3,0.00293031,113.086
630.0,19.7,0.0508,39.6,0.036484,120.324
800.0,9.9,0.1524,31.7,0.0252785,125.539
400.0,12.3,0.1016,31.7,0.0418756,123.207
4000.0,9.9,0.1524,31.7,0.0252785,111.459
2000.0,1.5,0.3048,39.6,0.00392107,122.101
6300.0,0.0,0.0254,31.7,0.000439472,138.537
1600.0,5.4,0.1524,31.7,0.00525474,123.761
16000.0,0.0,0.0254,71.3,0.000400682,130.477
400.0,6.7,0.1016,39.6,0.00578076,128.295
6300.0,9.5,0.0254,71.3,0.00420654,127.246
200.0,11.2,0.0508,39.6,0.0150478,125.01
