AT,V,AP,RH,PE
10.06,42.02,999.37,98.65,477.82
7.68,38.06,1020.92,-999.0,483.8
13.35,39.58,1012.41,83.45,465.85
5.51,41.03,1022.28,84.5,491.84
29.26,69.34,1009.76,58.64,435.32
15.42,37.85,1009.89,85.8,467.33
17.65,62.1,1019.63,84.3,452.2
16.61,50.9,1013.18,85.26,460.35
31.07,70.98,1007.24,72.03,432.96
32.15,72.29,1010.13,50.19,435.71
7.8,43.65,1018.92,60.77,479.78
32.31,68.94,1006.11,71.78,431.14
29.91,70.02,1010.18,64.1,437.63
24.73,70.72,1009.82,88.79,439.3
25.42,68.08,1011.2,76.58,433.82
11.33,41.16,1019.05,87.13,468.87
20.3,44.9,1008.25,64.08,457.6
20.25,58.33,1013.25,68.92,448.93
19.48,58.66,1013.32,73.16,454.4
34.53,73.03,1013.53,36.74,437.03
7.09,39.37,1020.07,73.26,487.0
12.85,40.0,1015.89,-999.0,463.74
18.75,41.1,1001.97,59.6,458.31
26.24,77.95,1014.19,85.21,438.01
22.99,60.77,1017.97,78.47,447.62
11.23,43.67,1012.57,72.1,475.41
6.76,39.22,1013.91,77.0,487.08
25.5,63.56,1013.85,64.69,442.28
8.31,40.46,1020.07,78.18,476.72
30.85,68.94,1007.31,68.99,426.1
28.71,51.43,1006.4,64.79,440.17
13.77,42.86,1030.72,77.3,471.38
10.53,40.64,1020.62,98.43,477.99
24.9,58.49,1011.06,65.14,444.19
24.99,51.43,1006.95,79.63,441.45
22.86,66.48,1003.77,71.22,435.56
16.7,50.88,1015.11,97.25,456.18
15.83,41.67,1013.39,74.12,464.93
10.8,40.69,1014.3,87.44,478.19
25.38,74.67,1016.61,-999.0,435.41
29.04,60.07,1014.88,47.23,438.5
26.51,44.57,1007.56,52.23,445.32
29.39,68.24,1009.06,66.76,427.96
23.72,70.47,1010.65,75.39,438.5
14.74,43.71,1024.35,81.53,465.49
8.03,40.67,1020.13,70.87,492.26
17.9,43.72,1008.64,74.73,452.55
26.35,59.44,1012.16,63.73,443.73
20.46,54.2,1011.4,84.0,448.1
7.79,41.16,1023.17,97.11,471.82
25.23,58.82,1010.9,70.47,442.64
19.44,59.21,1018.5,88.35,448.04
15.54,41.96,1011.78,97.46,467.1
29.67,71.98,1005.16,67.75,425.14
21.69,69.94,1010.7,80.8,443.67
30.03,70.02,1010.07,-999.0,436.88
8.16,39.3,1019.39,85.38,483.17
26.29,56.85,1012.68,60.33,439.86
12.04,38.25,1013.08,82.45,472.13
32.19,69.13,1000.45,48.22,425.21
11.17,39.72,1002.4,81.4,474.64
6.44,39.33,1011.8,93.5,490.57
16.26,38.58,1016.04,76.7,462.54
20.1,59.87,1018.97,87.23,444.71
22.82,60.08,1017.95,65.71,450.86
24.85,70.09,1006.56,70.09,439.96
24.18,59.92,1009.88,79.54,438.85
15.86,49.69,1015.59,87.26,462.84
15.62,35.4,1016.19,53.95,467.95
29.41,59.27,1011.36,52.37,441.99
8.9,41.4,1030.83,85.63,472.95
11.6,40.69,1015.51,86.55,474.99
19.27,43.14,1013.17,39.85,463.14
6.84,41.06,1021.04,89.59,489.96
28.0,69.05,1000.82,65.24,427.71
17.35,42.86,1014.62,74.16,465.16
21.24,50.32,1008.54,84.83,447.32
18.36,56.65,1020.29,82.0,456.49
19.78,62.1,1019.72,78.36,450.43
12.81,44.34,1015.55,90.37,474.03
12.31,44.03,1007.78,94.42,468.13
20.41,56.03,1019.94,55.85,458.29
30.38,71.58,1010.17,50.45,433.75
15.62,40.89,1007.01,79.21,466.15
13.72,45.01,1014.07,77.0,464.59
9.41,41.54,1019.48,82.19,481.59
16.59,43.56,1012.88,59.61,465.03
28.98,73.42,1011.25,72.9,432.2
7.49,36.08,1020.27,85.69,483.26
15.9,41.35,1005.35,92.89,464.93
30.9,73.42,1011.21,65.32,433.44
23.95,60.37,1004.96,79.48,440.9
23.81,57.5,1015.53,70.66,448.72
22.95,63.94,1013.91,81.52,438.33
20.48,60.29,1017.16,72.1,455.51
17.69,46.36,1019.55,86.64,462.81
12.6,40.35,1011.89,80.88,475.42
25.68,70.32,1009.08,90.48,431.32
20.48,51.43,1007.4,90.7,448.03
24.48,66.25,1009.42,88.17,441.07
6.52,35.57,1025.37,78.32,486.06
24.16,65.06,1013.88,58.96,442.32
18.87,43.43,1009.16,69.5,454.58
30.85,70.94,1007.47,54.79,431.77
12.43,40.27,1007.08,61.56,470.92
13.4,41.78,1010.2,64.57,466.68
28.31,70.32,1007.88,47.0,432.5
8.56,40.71,1021.27,95.87,471.58
13.66,45.0,1021.97,79.04,473.12
13.31,40.1,1014.81,82.11,468.74
17.76,42.42,1009.09,66.26,468.27
32.14,68.31,1010.48,42.15,436.15
32.06,71.85,1007.9,56.44,426.07
17.65,59.87,1018.58,94.65,450.93
26.47,63.13,1013.72,79.4,441.81
13.26,41.74,1021.89,-999.0,473.44
18.71,39.39,1014.09,-999.0,465.57
25.74,59.07,1007.37,79.89,441.05
23.66,67.17,1007.24,87.56,443.43
25.66,77.54,1008.22,78.42,432.82
