AT,V,AP,RH,PE
22.12,60.77,1018.01,83.87,443.97
29.72,68.24,1009.92,66.42,426.54
24.89,66.49,1010.15,65.65,436.39
12.93,39.58,1010.93,75.9,473.09
9.59,38.91,1011.87,81.3,479.96
33.42,68.51,1011.91,45.83,427.66
8.83,41.26,1023.04,86.08,478.87
21.97,58.95,1017.78,76.95,443.61
11.74,40.71,1020.64,82.15,470.05
25.71,71.14,1010.02,66.39,432.46
24.32,65.48,1017.55,59.02,443.31
5.84,43.02,1013.88,87.42,489.05
30.82,76.2,1007.47,59.3,432.22
24.52,59.15,1014.03,74.83,439.55
10.33,40.0,1021.35,90.84,479.32
15.33,43.13,1015.41,53.17,466.86
25.99,71.32,1007.17,83.23,432.41
17.72,48.14,1013.26,65.09,457.44
22.88,50.23,1016.11,63.77,458.08
26.82,64.96,999.72,63.55,427.51
33.82,72.29,1008.67,46.95,432.13
21.13,47.43,1006.97,64.26,448.83
6.25,40.07,1020.19,65.24,494.39
22.53,74.87,1009.91,93.21,444.69
9.73,41.01,1021.76,97.71,469.11
11.3,25.36,1008.66,96.18,471.19
8.9,41.4,1030.83,85.63,472.95
20.51,45.38,1014.29,69.14,461.87
21.69,69.94,1010.7,80.8,443.67
9.72,41.44,1015.17,84.41,481.85
10.05,37.14,1012.64,75.97,474.16
23.76,51.19,1009.69,70.87,442.9
14.44,40.1,1015.51,79.78,468.19
13.83,43.22,1010.62,70.8,464.39
13.8,44.21,1022.93,83.37,468.97
12.99,42.34,1018.04,96.25,465.98
27.5,65.59,1011.23,65.37,441.27
19.77,49.39,1019.02,91.03,451.05
12.16,40.81,1025.79,70.97,476.63
21.31,69.05,1002.46,73.42,440.97
14.34,42.86,1031.75,66.81,466.17
18.58,44.6,1016.61,48.15,459.06
20.39,64.15,1021.31,62.35,457.37
21.6,59.8,1016.9,76.59,450.14
19.79,64.45,1016.14,73.54,451.37
14.64,53.82,1016.33,60.59,463.18
21.6,62.52,1017.23,67.87,453.28
10.95,39.22,1015.69,62.3,474.07
23.75,61.5,1008.16,69.14,442.35
21.5,45.38,1013.88,64.28,460.18
27.18,64.44,1012.81,61.27,440.3
14.78,42.86,1015.32,84.75,471.17
10.48,41.38,1021.97,65.22,481.41
21.39,64.27,1011.71,95.39,445.12
25.33,48.6,1002.54,68.45,442.48
8.14,39.96,1023.41,88.86,477.05
29.07,51.43,1006.22,61.58,438.79
11.64,41.39,1017.36,83.4,479.53
13.42,42.86,1013.88,85.13,473.27
23.93,64.45,1015.35,54.71,449.97
18.88,40.79,1004.98,92.65,459.06
11.18,39.61,1018.56,68.0,468.75
13.83,42.86,1030.77,75.09,470.21
13.5,44.92,1023.87,87.17,468.85
8.96,40.02,1031.21,82.32,475.47
27.86,63.07,1011.11,56.81,440.48
18.27,50.16,1011.07,95.91,451.76
29.63,69.71,1009.04,67.26,435.27
14.47,42.99,1009.78,91.15,469.0
24.43,67.25,1017.99,74.27,436.5
9.47,36.54,1007.93,77.65,475.48
27.34,71.64,1008.12,72.22,438.76
7.38,44.71,1020.27,70.55,486.91
26.59,66.49,1013.32,49.76,439.72
25.79,65.27,1013.26,55.35,440.04
23.19,60.75,1008.33,82.0,439.43
14.01,43.34,1016.95,83.41,463.81
6.69,43.65,1020.14,69.55,482.57
5.91,39.33,1010.18,95.53,491.49
20.97,47.43,1007.64,71.18,448.22
20.83,44.78,1008.51,35.9,460.6
3.95,38.44,1016.75,79.65,492.46
24.98,58.05,1011.69,69.97,447.15
18.71,39.39,1014.09,62.82,465.57
21.69,44.57,1005.84,71.53,447.88
11.81,40.75,1016.13,84.14,477.22
21.06,50.59,1016.42,66.12,454.15
22.67,64.15,1021.02,70.49,453.47
13.39,44.58,1016.5,79.26,474.7
23.06,56.85,1012.5,64.03,440.03
12.73,37.73,1021.89,61.76,470.89
8.88,39.66,1015.21,88.29,481.45
21.89,45.38,1014.42,68.95,459.45
21.7,49.02,1008.74,82.8,446.46
31.35,71.32,1005.99,62.35,434.43
11.49,41.54,1020.17,70.91,476.74
13.89,44.84,1023.66,92.97,466.74
25.32,63.77,1014.55,74.69,441.5
20.66,41.54,1014.68,79.7,461.55
25.63,56.85,1012.68,49.7,439.2
14.89,39.58,1012.26,77.58,465.95
11.84,39.28,1016.97,90.52,477.51
22.16,58.82,1009.61,87.16,444.76
23.55,61.87,1009.65,54.83,443.54
13.69,41.74,1021.19,60.86,471.84
18.76,44.71,1015.15,30.83,462.18
29.86,59.57,1011.24,64.02,439.44
13.92,43.5,1021.14,88.44,461.45
10.48,39.58,1011.81,88.86,472.61
26.27,58.33,1013.81,60.43,438.82
23.95,58.79,1010.45,74.34,448.32
7.67,35.77,1017.55,60.97,480.06
20.31,69.94,1009.7,86.53,446.87
24.57,49.82,1016.82,65.25,452.3
4.44,38.44,1016.14,75.35,486.53
14.65,41.92,1030.61,63.07,464.95
24.39,51.86,1014.92,59.98,447.7
19.18,65.06,1015.99,77.06,448.26
17.86,52.9,1015.71,67.99,457.42
25.47,59.92,1010.08,77.18,439.84
