AT,V,AP,RH,PE
24.71,61.9,1013.78,85.82,443.39
11.74,40.71,1020.64,82.15,470.05
26.3,71.94,1006.64,85.12,428.83
27.94,69.84,1003.11,70.47,428.67
21.96,48.6,1004.87,76.27,446.56
7.55,41.04,1027.03,83.32,476.58
17.16,58.86,1016.4,86.39,453.76
12.4,40.35,1011.46,79.49,476.44
15.63,44.9,1009.38,82.8,457.44
22.5,59.54,1007.99,93.63,445.22
20.28,62.52,1017.89,75.67,452.45
24.75,69.45,1013.97,53.49,438.28
22.78,71.77,1005.26,89.23,435.46
22.69,54.2,1012.92,65.55,444.26
20.21,69.94,1009.33,83.96,447.06
26.57,73.21,1002.31,92.51,431.68
14.8,43.99,1022.89,85.25,461.97
17.35,39.39,1013.18,67.67,467.85
9.53,44.03,1008.87,89.99,471.23
21.88,69.71,1010.28,97.64,444.39
6.49,38.68,1017.94,64.81,485.95
24.59,60.37,1005.31,76.81,438.09
14.79,41.04,1025.32,75.81,456.97
21.9,55.5,1018.85,60.27,456.52
18.89,58.66,1010.96,84.07,453.33
27.1,52.84,1006.28,53.85,439.08
9.98,41.01,1017.83,98.07,466.05
26.75,43.21,1012.29,87.28,430.45
28.52,70.02,1010.34,54.21,441.98
23.64,69.94,1005.2,64.53,439.66
6.69,36.24,1013.35,91.09,483.82
23.86,45.87,1007.71,48.73,446.67
31.38,70.83,1010.35,47.28,431.33
25.31,67.9,1006.34,68.04,440.36
14.97,42.28,1007.31,79.25,466.62
15.15,37.64,1014.37,89.82,463.98
14.56,45.51,1015.39,69.84,469.79
11.94,40.66,1016.61,96.11,467.99
13.48,40.35,1011.71,69.44,474.72
13.09,43.67,1012.22,91.91,474.45
24.73,74.22,1010.15,79.83,436.55
9.38,43.7,1015.45,90.47,481.52
26.66,70.02,1010.88,58.37,439.99
25.34,71.06,1007.74,92.52,434.86
6.86,41.17,1020.12,79.14,490.23
10.98,41.39,1017.54,85.31,476.31
10.23,43.72,1011.18,97.93,471.61
14.01,42.74,1029.16,68.31,466.15
18.9,62.96,1020.69,80.57,455.88
16.48,41.35,1005.61,89.07,465.64
8.41,39.16,1015.47,93.42,484.34
13.12,44.21,1019.57,89.29,469.09
14.48,40.89,1011.39,82.18,470.44
12.79,41.62,1010.52,81.83,466.91
30.27,70.32,1007.93,51.61,430.22
23.53,50.05,1005.63,78.4,443.71
26.06,65.34,1014.07,57.63,444.55
28.08,73.17,1011.19,73.1,430.8
15.94,44.85,1014.29,67.57,462.54
29.86,64.79,1017.37,44.8,439.89
22.78,59.92,1011.28,88.78,440.87
13.21,40.03,1018.12,82.98,469.75
13.7,43.22,1012.01,71.57,463.99
28.36,69.88,1007.75,84.17,434.03
23.72,58.62,1016.65,69.1,447.49
24.33,49.16,1003.46,61.04,441.2
31.87,68.67,1005.64,48.85,435.66
23.01,59.44,1012.82,82.62,445.72
19.69,39.72,1001.49,60.34,456.55
26.97,67.32,1014.35,55.07,439.61
14.27,41.48,1014.83,62.7,458.19
24.23,56.89,1012.32,68.04,441.29
26.12,68.51,1013.06,68.96,433.11
31.12,68.94,1006.05,68.46,431.92
9.68,38.16,1015.54,79.67,475.51
15.14,37.85,1010.33,84.3,468.31
10.48,39.58,1011.81,88.86,472.61
22.33,59.8,1016.84,67.09,450.07
14.42,41.16,1004.32,88.42,467.25
16.32,43.5,1021.3,72.6,460.07
30.18,65.74,1012.63,47.74,441.65
9.63,40.27,1009.96,81.03,477.38
32.07,71.29,1008.43,44.95,426.96
20.67,57.5,1014.42,81.89,453.29
19.44,39.53,1006.99,63.18,457.09
22.64,62.44,1011.82,75.07,448.13
26.45,71.37,1008.0,77.06,438.36
19.44,60.07,1014.8,69.06,452.89
27.52,74.67,1015.77,72.01,433.56
5.52,39.33,1009.74,95.25,492.39
14.94,42.77,1018.06,75.35,460.51
16.18,41.66,1010.01,65.62,465.82
17.67,43.7,1015.26,58.76,465.06
25.16,74.33,1014.55,76.7,436.15
11.06,41.16,1018.52,89.14,467.46
22.28,60.27,1018.98,84.12,443.44
22.59,66.54,1005.11,92.62,436.69
11.92,41.2,1016.99,81.24,476.0
8.34,40.72,1023.62,83.75,483.14
15.14,49.64,1023.78,75.0,463.58
16.58,44.68,1021.5,83.38,458.87
24.87,58.33,1013.76,54.55,440.79
19.35,39.72,1002.5,51.24,455.29
16.59,39.54,1007.97,70.58,464.19
11.34,43.67,1011.54,87.95,472.77
14.43,39.82,1012.56,78.52,470.17
29.7,67.17,1007.31,66.56,438.04
16.73,37.2,1012.94,74.04,463.89
27.57,68.31,1010.48,55.87,444.71
10.07,34.69,1028.09,70.52,478.65
21.36,68.28,1007.6,72.37,445.91
32.2,72.29,1008.61,69.94,432.52
18.26,59.15,1012.04,86.01,451.09
14.84,43.69,1016.31,68.67,472.07
21.83,63.87,1018.93,63.07,452.21
6.44,39.33,1011.8,93.5,490.57
26.31,44.57,1007.51,52.6,452.73
26.26,74.9,1003.85,81.94,437.44
13.83,41.49,1020.11,87.29,469.57
9.41,39.61,1016.14,78.38,477.34
