Cement (component 1)(kg in a m^3 mixture),Blast Furnace Slag (component 2)(kg in a m^3 mixture),Fly Ash (component 3)(kg in a m^3 mixture),Water  (component 4)(kg in a m^3 mixture),Superplasticizer (component 5)(kg in a m^3 mixture),Coarse Aggregate  (component 6)(kg in a m^3 mixture),Fine Aggregate (component 7)(kg in a m^3 mixture),Age (day),"Concrete compressive strength(MPa, megapascals)"
266.0,114.0,0.0,228.0,0.0,932.0,670.0,180.0,48.695621452
516.0,0.0,0.0,162.0,8.26,801.0,802.0,28.0,41.36856
192.0,288.0,0.0,192.0,0.0,929.8,716.1,90.0,50.732333556
322.0,0.0,0.0,203.0,0.0,974.0,800.0,14.0,20.77391188
332.5,142.5,0.0,228.0,0.0,932.0,594.0,28.0,33.019005639999996
382.0,0.0,0.0,186.0,0.0,1047.0,739.0,7.0,24.00065956
375.0,93.8,0.0,126.6,23.4,852.1,992.6,28.0,56.69561148
239.6,359.4,0.0,185.7,0.0,941.6,664.3,28.0,39.435269296
277.19,97.82,24.46,160.7,11.19,1061.7,782.46,28.0,63.14221208
212.0,0.0,124.78,159.0,7.84,1085.4,799.54,3.0,19.51906556
214.9,53.8,121.89,155.63,9.61,1014.3,780.58,3.0,18.01600788
290.35,0.0,96.18,168.08,9.41,961.18,865.0,28.0,34.73580088
401.8,94.7,0.0,147.4,11.4,946.8,852.1,3.0,41.09966436
133.0,210.0,0.0,196.0,3.0,949.0,795.0,28.0,31.02642
266.0,114.0,0.0,228.0,0.0,932.0,670.0,28.0,45.854290856
249.1,0.0,98.75,158.11,12.8,987.76,889.01,100.0,51.0556978
339.0,0.0,0.0,197.0,0.0,968.0,781.0,14.0,27.04124872
387.0,20.0,94.0,157.0,13.93,938.0,845.0,3.0,25.510612
142.0,167.0,130.0,174.0,11.0,883.0,785.0,28.0,44.6090972
190.68,0.0,125.4,162.14,7.77,1090.0,804.01,14.0,21.0634918
277.05,0.0,97.39,160.6,11.83,973.9,875.61,56.0,51.03501352
250.2,166.8,0.0,203.5,0.0,977.6,694.1,28.0,36.964187312
531.3,0.0,0.0,141.8,28.2,852.1,893.7,3.0,41.2996124
132.0,206.5,160.9,178.9,5.5,866.9,735.6,28.0,33.306517131999996
380.0,0.0,0.0,228.0,0.0,932.0,670.0,180.0,53.104130996
165.0,0.02,143.57,163.81,0.0,1005.6,900.9,14.0,16.87837248
491.0,26.0,123.0,210.0,3.93,882.0,699.0,56.0,59.59042571527067
333.0,0.0,0.0,192.0,0.0,931.2,842.6,3.0,15.615941924
213.5,0.0,174.24,159.21,11.66,1043.6,771.9,3.0,15.60973664
238.2,158.8,0.0,185.7,0.0,1040.6,734.3,28.0,26.91369566
250.0,0.0,0.0,182.0,0.0,1100.0,820.0,28.0,20.87043852
296.0,0.0,0.0,192.0,0.0,1085.0,765.0,7.0,14.2032056
304.0,140.0,0.0,214.0,6.0,895.0,722.0,28.0,33.41890172
297.8,137.2,106.9,201.3,6.0,878.4,655.3,28.0,53.524711356
277.19,97.82,24.46,160.7,11.19,1061.7,782.46,3.0,30.44726016
289.0,134.0,0.0,195.0,6.0,924.0,760.0,28.0,46.24315532
166.0,260.0,0.0,183.0,13.0,859.0,827.0,28.0,37.91428524
214.9,53.8,121.89,155.63,9.61,1014.3,780.58,28.0,52.20022796
218.23,54.64,123.78,140.75,11.91,1075.7,792.67,3.0,27.42046052
339.2,0.0,0.0,185.7,0.0,1069.2,754.3,7.0,21.179323768
182.04,45.21,121.97,170.21,8.19,1059.4,780.65,100.0,48.67011084
190.0,190.0,0.0,228.0,0.0,932.0,670.0,270.0,50.655112243999994
388.6,97.1,0.0,157.9,12.1,852.1,925.7,56.0,55.19944856
155.2,183.9,143.2,193.8,9.2,879.6,698.5,28.0,28.991086848
141.3,212.0,0.0,203.5,0.0,971.8,748.5,3.0,4.827710952
153.6,144.2,112.3,220.1,10.1,923.2,657.9,28.0,16.503987012
273.0,105.0,82.0,210.0,9.0,904.0,680.0,28.0,37.16965116
144.0,170.0,133.0,192.0,8.0,814.0,805.0,28.0,29.86810032
218.23,54.64,123.78,140.75,11.91,1075.7,792.67,56.0,61.99078716
212.57,0.0,100.39,159.35,10.37,1003.8,903.79,100.0,47.73931824
250.0,0.0,95.69,187.42,5.53,956.86,861.17,28.0,29.21999288
165.0,128.5,132.1,175.06,8.08,1005.8,746.6,28.0,46.38794528
254.0,0.0,0.0,198.0,0.0,968.0,863.0,180.0,27.62730332
350.0,0.0,0.0,203.0,0.0,974.0,775.0,14.0,22.53207568
289.0,0.0,0.0,192.0,0.0,913.2,895.3,3.0,11.654902304
238.05,0.0,94.11,186.66,7.0,949.91,847.01,100.0,44.298833
297.16,0.0,117.54,174.8,9.52,1022.8,753.45,14.0,36.9903874
198.6,132.4,0.0,192.0,0.0,978.4,825.5,90.0,38.074243671999994
425.0,106.3,0.0,153.5,16.5,852.1,887.1,56.0,64.30053176
251.37,0.0,118.27,188.45,6.35,1028.4,757.73,14.0,24.42813468
156.0,178.0,187.0,221.0,7.0,854.0,614.0,28.0,29.41304616
375.0,93.8,0.0,126.6,23.4,852.1,992.6,91.0,62.5009994
286.3,200.9,0.0,144.7,11.2,1004.6,803.7,56.0,72.99482412
236.0,0.0,0.0,193.0,0.0,968.0,885.0,7.0,9.99050724
400.0,0.0,0.0,187.0,0.0,1025.0,745.0,28.0,43.69898888
475.0,0.0,0.0,162.0,9.5,1044.0,662.0,28.0,58.52272288
102.0,153.0,0.0,192.0,0.0,887.0,942.0,28.0,17.275510655999998
133.0,200.0,0.0,192.0,0.0,927.4,839.2,7.0,13.664035368
162.0,214.0,164.0,202.0,10.0,820.0,680.0,28.0,30.6472082
299.8,0.0,119.8,211.5,9.9,878.2,727.6,28.0,23.835874796
194.68,0.0,100.52,165.62,7.48,1006.4,905.9,28.0,25.72434956
190.34,0.0,125.18,166.61,9.88,1079.0,798.9,100.0,33.56369168
362.6,189.0,0.0,164.9,11.6,944.7,755.8,91.0,79.29663476
337.9,189.0,0.0,174.9,9.5,944.7,755.8,28.0,49.89737812
181.38,0.0,167.01,169.59,7.56,1055.6,777.8,3.0,13.62404576
387.0,20.0,94.0,157.0,13.93,938.0,845.0,56.0,47.96684532
304.0,76.0,0.0,228.0,0.0,932.0,670.0,270.0,54.378282643999995
393.0,0.0,0.0,192.0,0.0,940.6,785.6,3.0,19.199148696
255.0,99.0,77.0,189.0,6.0,919.0,749.0,28.0,33.79811352
213.5,0.0,174.24,154.61,11.66,1052.3,775.48,100.0,59.30183076
213.5,0.0,174.24,159.21,11.66,1043.6,771.9,28.0,44.63667624
157.0,214.0,152.0,200.0,9.0,819.0,704.0,28.0,33.05347944
374.0,189.2,0.0,170.1,10.1,926.1,756.7,28.0,61.09446836
194.68,0.0,100.52,165.62,7.48,1006.4,905.9,3.0,12.45193656
250.2,166.8,0.0,203.5,0.0,977.6,694.1,3.0,9.731264264
342.0,38.0,0.0,228.0,0.0,932.0,670.0,90.0,50.45930106
350.0,0.0,0.0,203.0,0.0,974.0,775.0,28.0,27.3377234
312.7,144.7,0.0,127.3,8.0,999.7,822.2,28.0,44.523602176
313.3,145.0,0.0,178.5,8.0,867.2,824.0,28.0,40.925226931999994
167.95,42.08,163.83,121.75,5.72,1058.7,780.11,100.0,39.2311844
393.0,0.0,0.0,192.0,0.0,940.0,758.0,90.0,48.79421652
297.16,0.0,117.54,174.8,9.52,1022.8,753.45,3.0,21.91154728
146.0,173.0,0.0,182.0,3.0,986.0,817.0,28.0,23.73865868
133.1,210.2,0.0,195.7,3.1,949.4,795.3,28.0,28.937997196
295.71,0.0,95.64,171.54,8.87,955.14,859.2,100.0,52.04164848
359.0,19.0,141.0,154.0,10.91,942.0,801.0,3.0,25.11662571527068
238.0,0.0,0.0,186.0,0.0,1119.0,789.0,7.0,12.05204048
250.0,0.0,95.69,191.84,5.33,948.9,857.2,14.0,24.65566176
446.0,24.0,79.0,162.0,11.64,967.0,712.0,7.0,38.01770664
333.0,0.0,0.0,192.0,0.0,931.2,842.6,7.0,23.404952296
296.0,0.0,106.7,221.4,10.5,819.2,778.4,28.0,31.420110796000003
325.0,0.0,0.0,184.0,0.0,1063.0,783.0,7.0,17.54026944
317.9,0.0,126.5,209.7,5.7,860.5,736.6,28.0,40.062002979999995
212.57,0.0,100.39,159.35,10.37,1003.8,903.79,56.0,44.395359639999995
318.8,212.5,0.0,155.7,14.3,852.1,880.4,56.0,66.10006412
145.0,0.0,179.0,202.0,8.0,824.0,869.0,28.0,10.53519328
374.0,0.0,0.0,190.0,7.0,1013.0,730.0,28.0,39.05192064
382.0,0.0,0.0,186.0,0.0,1111.0,784.0,7.0,11.46598588
326.0,0.0,138.0,199.0,11.0,801.0,792.0,28.0,40.679084
322.0,0.0,0.0,203.0,0.0,974.0,800.0,28.0,25.17966352
349.0,0.0,0.0,192.0,0.0,1047.0,806.0,3.0,14.98920824
287.3,120.5,93.9,187.6,9.2,904.4,695.9,28.0,43.798273423999994
200.0,0.0,0.0,180.0,0.0,1125.0,845.0,28.0,12.24509376
288.0,121.0,0.0,177.0,7.0,908.0,829.0,28.0,42.13387836
284.0,120.0,0.0,168.0,7.0,970.0,794.0,28.0,40.93419012
313.8,0.0,112.6,169.9,10.1,925.3,782.9,28.0,38.461039708
469.0,117.2,0.0,137.8,32.2,852.1,840.5,91.0,70.69886903999999
350.0,0.0,0.0,186.0,0.0,1050.0,770.0,7.0,20.27748916
167.35,129.9,128.62,175.46,7.79,1006.3,746.6,3.0,14.94094492
287.0,121.0,94.0,188.0,9.0,904.0,696.0,28.0,41.94082508
