number_of_elements,mean_atomic_mass,mean_fie,mean_atomic_radius,mean_Density,mean_ElectronAffinity,mean_FusionHeat,mean_ThermalConductivity,mean_Valence,range_atomic_radius,wtd_mean_ThermalConductivity,critical_temp
7.0,96.3379,752.1,153.428571428571,5767.347,64.8857142857143,9.76171428571429,101.289511428571,3.14285714285714,171.0,190.61078952381,111.0
4.0,57.44444875,763.2,154.0,6012.75,41.4425,16.56,107.25,3.5,80.0,92.65,14.1
6.0,92.1843116666667,714.216666666667,178.0,4678.0715,63.7866666666667,7.69366666666667,107.00443,2.33333333333333,205.0,97.8682063577593,48.0
5.0,79.171174,738.22,167.0,4033.4858,66.244,7.2324,126.205316,2.2,205.0,100.973867461774,68.6
4.0,94.03645,827.5,138.75,5342.85725,90.4075,8.0555,110.756645,2.75,171.0,43.8378604328224,10.0
5.0,103.00601,736.28,185.2,5402.4858,76.17,7.6444,88.405316,2.6,205.0,95.9681584615385,67.0
5.0,92.26674,747.78,159.2,5174.2858,60.484,6.8124,132.805316,2.2,205.0,75.214176,102.0
5.0,74.290174,810.8,149.8,4975.4858,63.986,6.9944,113.605316,2.2,171.0,60.9940457142857,26.5
5.0,101.62801,725.46,186.2,5292.8858,76.17,7.3444,88.805316,2.6,205.0,98.7491507509881,21.0
4.0,88.9444675,775.425,160.25,4654.35725,81.8375,6.9055,107.756645,2.25,205.0,96.4621413899614,74.0
8.0,116.001225,712.2625,172.75,5854.678625,58.63125,9.179,88.8783225,2.75,205.0,168.972658,107.0
4.0,76.5177175,787.05,151.75,4434.35725,79.6075,6.9055,112.006645,2.25,171.0,61.7209028571429,21.0
5.0,60.93397464,1047.9,111.0,3950.025,123.64,9.6564,28.410856,2.8,153.0,35.506666,22.0
6.0,91.7579633333333,725.15,172.166666666667,5700.5715,76.5883333333333,10.3536666666667,85.50443,3.0,190.0,118.5533225,25.0
2.0,105.767735,650.55,160.0,5734.5,85.0,19.05,36.5,3.5,70.0,44.3333333333333,1.49
4.0,64.6322175,797.15,145.5,4164.35725,78.9425,7.0405,153.256645,2.25,147.0,95.8372254545455,45.5
3.0,66.1721666666667,821.166666666667,135.0,7790.0,144.2,12.1766666666667,183.401666666667,4.66666666666667,86.0,100.117142857143,4.75
2.0,97.609591,828.95,150.0,11434.0,8.75,20.475,119.0,4.5,76.0,183.826086956522,9.33
6.0,54.520502,803.85,152.666666666667,3239.40483333333,62.7333333333333,6.98366666666667,108.71043,2.66666666666667,171.0,105.692594985591,70.0
3.0,73.2933983333333,665.5,164.666666666667,7105.0,46.0666666666667,14.2633333333333,50.6666666666667,3.66666666666667,70.0,42.75,5.1
5.0,79.171174,738.22,167.0,4033.4858,66.244,7.2324,126.205316,2.2,205.0,97.2455139477727,26.4
2.0,139.90656,533.85,221.0,6393.0,50.5,6.6,13.0,3.5,52.0,13.0,5.3
3.0,87.4683333333333,856.166666666667,127.333333333333,6311.0,135.133333333333,12.2333333333333,27.5066666666667,5.0,53.0,44.1692307692308,5.25
4.0,88.9444675,775.425,160.25,4654.35725,81.8375,6.9055,107.756645,2.25,205.0,61.04376,14.0
3.0,172.667766666667,702.533333333333,159.666666666667,11737.6666666667,37.5,8.55666666666667,50.6666666666667,3.66666666666667,15.0,50.6666666666667,1.78
2.0,108.86,759.05,161.5,8488.5,89.05,27.85,81.5,5.5,57.0,58.5,2.25
2.0,39.5135,718.05,141.0,4220.0,93.6,36.5,90.5,4.5,60.0,33.975,4.06
4.0,86.9682,742.825,161.75,5116.25,113.45,9.7225,35.13,4.0,162.0,42.9033333333333,25.05
5.0,84.51936,773.18,146.6,6313.6858,95.78,8.6244,103.805316,2.6,158.0,61.5776171428571,8.0
7.0,62.3248928571429,789.171428571429,150.142857142857,3427.63271428571,77.8828571428571,13.2074285714286,71.0330828571429,2.85714285714286,205.0,152.044082857143,56.5
4.0,77.9380625,705.325,177.75,5447.75,38.0175,14.235,85.5,3.5,133.0,86.925,49.0
5.0,80.23848,736.3,169.2,4206.2858,66.644,7.3924,127.005316,2.2,205.0,103.069219925373,54.0
4.0,95.998875,789.5,139.75,8895.25,62.775,52.5,57.75,4.25,150.0,57.75,6.1
5.0,89.74688,728.22,174.2,4422.2858,67.176,7.2844,94.005316,2.2,205.0,96.9587188888889,91.1
6.0,79.1928325,776.25,150.166666666667,5303.5715,71.7833333333333,9.49366666666667,123.837763333333,2.83333333333333,171.0,129.7533225,51.0
5.0,95.50928,742.52,177.4,4334.2858,67.176,7.4044,98.405316,2.2,205.0,99.532831552795,80.2
4.0,104.19317375,643.925,166.5,8837.25,64.575,11.665,85.75,4.25,33.0,76.9285714285714,1.38
4.0,132.5954125,747.0,170.5,10027.5,120.875,19.6,42.0,4.75,122.0,55.5882352941177,1.27
5.0,49.75523964,946.56,131.6,4810.5392,99.054,13.3,85.80554,3.0,152.0,82.781925,22.0
4.0,69.32994875,753.1,160.25,6282.75,42.1075,16.425,66.0,3.5,105.0,59.65,18.1
2.0,161.009,636.6,155.0,9325.0,33.5,4.015,58.5,3.5,2.0,79.65,3.77
4.0,58.5196905,795.35,142.25,5791.0,61.525,24.335,42.559,4.5,119.0,49.0835333333333,6.4
2.0,142.455,740.0,185.5,15810.0,91.45,30.35,145.0,6.0,15.0,141.0,5.2
6.0,54.520502,803.85,152.666666666667,3239.40483333333,62.7333333333333,6.98366666666667,108.71043,2.66666666666667,171.0,105.692594985591,70.0
5.0,83.9503,853.1,149.8,6463.0858,67.246,8.8224,107.465316,2.8,171.0,60.87204,62.3
6.0,92.521545,740.083333333333,157.333333333333,4844.5715,69.1666666666667,7.84366666666667,109.337763333333,2.66666666666667,171.0,71.9368426666667,82.5
5.0,66.55195772,750.64,155.2,3928.6858,70.59,8.6844,134.005316,2.4,205.0,96.0181584615385,86.1
3.0,86.2991,686.033333333333,161.333333333333,6681.66666666667,67.9333333333333,28.6666666666667,81.6666666666667,3.33333333333333,106.0,101.9,5.6
4.0,81.75669875,741.475,168.75,6502.75,44.3375,16.425,61.75,3.5,139.0,55.6872,23.3
5.0,72.143259,778.56,163.8,4882.6858,62.09,9.1844,88.545316,2.6,205.0,94.5883123076923,91.01
6.0,81.5597083333333,734.966666666667,177.833333333333,4975.5715,64.8133333333333,12.787,101.50443,2.83333333333333,205.0,96.1849977505738,85.0
3.0,20.6991795333333,704.9,116.666666666667,2299.33333333333,24.5666666666667,23.1333333333333,140.666666666667,2.66666666666667,58.0,76.3333333333333,29.6
2.0,121.209,713.5,139.5,6775.0,111.05,10.38,42.5,4.5,33.0,36.8571428571429,1.25
2.0,14.54672,1048.65,82.0,1165.04495,104.7,25.379,75.09025,2.5,58.0,30.1444,17.0
5.0,53.79222,847.14,141.4,3256.2858,87.424,26.9724,151.605316,2.4,205.0,211.780731111111,118.0
3.0,123.816193333333,807.0,158.333333333333,10740.0,63.1333333333333,55.5,73.3333333333333,4.33333333333333,141.0,73.3333333333333,7.9
5.0,83.24476,779.88,149.8,4584.2858,73.1,8.1524,128.605316,2.6,171.0,71.6501908179419,92.8
5.0,62.54385,739.18,165.0,3495.6858,74.01,7.1444,104.005316,2.0,205.0,96.3814178187404,89.1
5.0,78.67965,745.0,175.4,3914.6858,63.096,8.1444,94.005316,2.2,205.0,98.0081016049383,83.5
4.0,64.2376,787.5,160.0,3505.35725,70.43,7.4655,154.506645,2.0,205.0,125.537732380952,115.9
7.0,110.540542857143,736.385714285714,163.0,5944.91842857143,64.8,7.71885714285714,98.7180828571429,2.85714285714286,190.0,172.26878,93.5
2.0,135.69819,619.4,203.0,10940.0,44.55,26.15,38.5,4.5,10.0,38.5,9.5
6.0,92.521545,740.083333333333,157.333333333333,4844.5715,69.1666666666667,7.84366666666667,109.337763333333,2.66666666666667,171.0,71.9368426666667,82.5
4.0,76.4445625,794.0,164.5,4235.85725,77.2375,8.1805,108.756645,2.25,205.0,100.818254979887,35.0
3.0,136.793126666667,661.8,193.0,12023.3333333333,28.7,28.1,37.0,4.66666666666667,37.0,28.4466666666667,9.11
5.0,46.84498772,754.74,144.8,3168.2858,63.36,8.1124,174.005316,2.2,171.0,227.729689090909,110.0
3.0,89.5975028666667,612.6,162.0,7098.66666666667,68.2333333333333,12.9,132.666666666667,4.0,77.0,132.666666666667,2.4
4.0,90.2786,773.025,163.0,4870.35725,82.3375,7.1055,108.756645,2.25,205.0,96.3989276923077,87.0
1.0,138.90547,541.1,195.0,6146.0,49.5,6.3,13.0,3.0,0.0,13.0,4.86
2.0,136.92713,711.85,199.0,12610.0,60.05,31.4,55.5,5.0,2.0,54.18,8.76
4.0,76.4445625,794.0,164.5,4235.85725,77.2375,8.1805,108.756645,2.25,205.0,100.818254979887,35.0
2.0,83.91399,804.9,156.0,7148.5,83.55,27.25,52.0,5.0,84.0,53.0,0.31
2.0,161.009,636.6,155.0,9325.0,33.5,4.015,58.5,3.5,2.0,79.65,3.77
4.0,64.6322175,797.15,145.5,4164.35725,78.9425,7.0405,153.256645,2.25,147.0,95.8372254545455,45.5
1.0,138.90547,541.1,195.0,6146.0,49.5,6.3,13.0,3.0,0.0,13.0,4.86
2.0,49.40425,653.95,173.5,5308.5,30.6,20.75,26.5,4.5,5.0,26.5,7.8
7.0,62.3248928571429,789.171428571429,150.142857142857,3427.63271428571,77.8828571428571,13.2074285714286,71.0330828571429,2.85714285714286,205.0,152.044082857143,56.5
5.0,64.95533064,971.2,140.0,3389.025,127.69,6.5964,87.010856,2.0,211.0,185.100233757962,62.0
3.0,162.862266666667,677.233333333333,180.0,11068.0,47.7666666666667,14.49,40.6666666666667,3.66666666666667,63.0,48.25,2.4
