frequency_Hz,attack_angle_deg,chord_length_m,free_stream_velocity_m_s,suction_side_displacement_thickness_m,scaled_sound_pressure_dB
4000.0,4.0,0.2286,55.5,0.0042862,120.654
1250.0,11.2,0.0508,39.6,0.0150478,130.05
800.0,3.0,0.3048,31.7,0.00529514,128.708
400.0,2.0,0.2286,71.3,0.00293031,125.116
500.0,12.3,0.1016,55.5,0.0368233,133.774
630.0,7.3,0.2286,55.5,0.0111706,130.934
10000.0,7.2,0.1524,39.6,0.00909175,110.868
2000.0,4.2,0.0508,71.3,0.00142788,129.848
630.0,8.9,0.1016,71.3,0.0103088,138.423
1250.0,2.0,0.2286,31.7,0.00372371,128.677
1600.0,4.8,0.0254,31.7,0.000930789,128.718
8000.0,0.0,0.1016,55.5,0.00131983,124.45
5000.0,3.0,0.3048,39.6,0.00495741,115.792
500.0,12.3,0.1016,39.6,0.0408268,122.205
3150.0,3.0,0.3048,31.7,0.00529514,118.108
2000.0,7.3,0.2286,55.5,0.0111706,120.354
6300.0,5.4,0.1524,71.3,0.00401199,116.411
20000.0,4.0,0.2286,71.3,0.00400603,109.638
630.0,0.0,0.1524,55.5,0.00172668,123.583
800.0,9.5,0.0254,55.5,0.0043284,128.082
2000.0,7.2,0.1524,71.3,0.00752039,128.643
1000.0,5.4,0.1524,39.6,0.00485029,130.507
3150.0,3.0,0.3048,71.3,0.00425727,121.514
500.0,12.6,0.1524,39.6,0.0584113,114.9
3150.0,4.0,0.2286,55.5,0.0042862,122.394
400.0,11.2,0.0508,39.6,0.0150478,130.67
1600.0,9.9,0.1524,55.5,0.0208438,119.875
3150.0,9.9,0.1524,31.7,0.0252785,112.209
630.0,8.4,0.0508,39.6,0.00566229,126.045
800.0,8.9,0.1016,71.3,0.0103088,137.813
3150.0,0.0,0.1524,31.7,0.00209405,124.207
315.0,7.3,0.2286,55.5,0.0111706,136.284
630.0,15.4,0.0508,55.5,0.0271925,129.33
4000.0,12.6,0.1524,39.6,0.0584113,104.5
6300.0,7.3,0.2286,31.7,0.0132672,110.689
3150.0,7.3,0.2286,31.7,0.0132672,113.229
500.0,9.9,0.1524,31.7,0.0252785,127.179
2000.0,0.0,0.3048,55.5,0.00283081,126.616
8000.0,0.0,0.0508,71.3,0.000740478,130.89
1600.0,0.0,0.1524,71.3,0.0015988,129.667
1600.0,0.0,0.1524,31.7,0.00209405,130.817
800.0,15.6,0.1016,39.6,0.0528487,118.964
4000.0,5.3,0.2286,71.3,0.0051942,120.33
2500.0,3.3,0.1016,55.5,0.002211,132.889
2000.0,9.5,0.0254,31.7,0.00461377,130.496
800.0,9.5,0.0254,71.3,0.00420654,127.206
1000.0,17.4,0.0254,71.3,0.016104,125.816
800.0,15.6,0.1016,71.3,0.0437259,124.188
8000.0,3.3,0.1016,39.6,0.00245138,118.091
1000.0,7.3,0.2286,39.6,0.0123481,122.539
1000.0,3.3,0.1016,55.5,0.002211,131.129
1000.0,15.4,0.0508,31.7,0.0289853,124.525
630.0,0.0,0.3048,55.5,0.00283081,127.696
630.0,15.4,0.0508,31.7,0.0289853,124.685
5000.0,9.5,0.0254,55.5,0.0043284,128.412
3150.0,2.0,0.2286,55.5,0.00313525,123.742
630.0,12.6,0.1524,39.6,0.0584113,116.55
500.0,3.0,0.3048,71.3,0.00425727,128.454
1250.0,17.4,0.0254,31.7,0.0176631,128.306
