number_of_elements,mean_atomic_mass,mean_fie,mean_atomic_radius,mean_Density,mean_ElectronAffinity,mean_FusionHeat,mean_ThermalConductivity,mean_Valence,range_atomic_radius,wtd_mean_ThermalConductivity,critical_temp
5.0,81.428174,771.7,157.0,6021.4858,84.246,10.6644,113.605316,3.0,171.0,60.6694742857143,30.0
5.0,70.72905,766.76,166.8,4290.0858,63.61,10.2844,91.405316,2.6,205.0,170.903797142857,94.0
5.0,83.63785,808.64,163.8,5118.6858,62.09,7.8044,106.205316,2.2,205.0,100.95662,53.2
5.0,62.602374,733.62,154.8,3654.4858,75.906,6.1244,106.605316,2.0,171.0,60.3809028571428,32.85
5.0,60.78765,776.06,160.0,4114.0858,61.826,10.2844,94.805316,2.6,171.0,92.4234713385827,26.0
3.0,136.974616666667,629.533333333333,174.0,7707.33333333333,32.7,6.47666666666667,44.6666666666667,3.33333333333333,58.0,48.125,1.0
3.0,131.756433333333,722.366666666667,169.333333333333,11577.0,113.033333333333,32.7333333333333,105.333333333333,4.33333333333333,106.0,123.2,5.55
5.0,88.45565,796.32,162.4,7416.6858,63.206,13.1444,100.005316,3.2,171.0,92.2450815384615,37.0
4.0,97.4816,790.9,167.0,4760.35725,82.3375,7.2555,114.256645,2.25,205.0,98.4698633976834,88.4
5.0,35.613233856,879.6,131.2,2296.5286,134.214,5.5324,148.007096,2.4,146.0,110.010137142857,28.5
5.0,72.89433,782.44,161.4,5170.2858,84.49,9.9844,105.205316,2.2,205.0,97.2155973228347,47.4
4.0,100.351275,734.25,171.75,3536.85725,75.1375,5.363,31.506645,2.5,205.0,11.365948,30.0
3.0,94.2435333333333,750.733333333333,167.0,6281.66666666667,49.4,16.9333333333333,47.6666666666667,3.66666666666667,117.0,54.4,31.0
4.0,81.75669875,741.475,168.75,6502.75,44.3375,16.425,61.75,3.5,139.0,55.872,22.0
5.0,72.383174,781.46,152.6,5122.2858,67.126,8.2844,105.405316,2.4,171.0,58.7180457142857,28.6
3.0,106.885166666667,628.333333333333,195.0,8643.66666666667,32.0666666666667,23.1,25.6666666666667,4.33333333333333,37.0,28.3333333333333,10.1
5.0,83.24476,779.88,149.8,4584.2858,73.1,8.1524,128.605316,2.6,171.0,72.414176,84.0
6.0,110.790066666667,811.866666666667,160.833333333333,6482.5715,53.3033333333333,6.15366666666667,110.221096666667,2.33333333333333,205.0,103.282665,130.0
5.0,92.26674,747.78,159.2,5174.2858,60.484,6.8124,132.805316,2.2,205.0,186.891842222222,111.7
3.0,132.577156666667,596.466666666667,175.0,6715.0,69.9333333333333,6.26666666666667,30.3333333333333,3.66666666666667,50.0,53.49185,4.33
6.0,95.5789666666667,748.933333333333,163.666666666667,5137.0715,69.5,8.46033333333333,109.00443,2.66666666666667,185.0,133.6270725,87.0
4.0,76.4445625,794.0,164.5,4235.85725,77.2375,8.1805,108.756645,2.25,205.0,97.904745625,83.0
3.0,15.7089,874.4,99.6666666666667,2152.66666666667,61.7,54.5666666666667,109.0,3.0,78.0,75.2506666666667,35.0
4.0,76.4445625,794.0,164.5,4235.85725,77.2375,8.1805,108.756645,2.25,205.0,96.3989276923077,81.1
5.0,87.9590524,726.8,167.2,8985.4,68.52,25.02,72.0,4.2,125.0,80.5,3.01
4.0,76.797975,656.575,191.5,4491.75,40.5125,12.9575,61.75,2.75,139.0,63.4,32.0
3.0,131.756433333333,722.366666666667,169.333333333333,11577.0,113.033333333333,32.7333333333333,105.333333333333,4.33333333333333,106.0,123.2,3.3
5.0,103.010254,770.22,150.0,5503.4858,82.226,7.7044,91.205316,2.8,171.0,43.4163163636364,38.8
2.0,94.43319,674.2,194.0,9425.0,80.5,31.4,96.5,5.5,8.0,122.0,0.095
