AT,V,AP,RH,PE
31.67,69.68,1012.38,46.52,439.72
24.61,62.39,1006.39,79.08,437.01
9.96,41.55,1002.59,65.86,475.91
19.47,43.43,1011.66,69.93,451.38
25.03,57.5,1014.96,62.23,449.48
19.02,44.85,1014.57,43.37,465.42
8.14,41.26,1020.61,91.28,477.57
15.46,44.88,1017.52,93.32,461.2
14.46,45.87,1008.26,89.44,458.69
23.68,59.27,1010.75,83.82,440.44
22.26,70.47,1008.32,84.22,440.21
19.62,52.05,1012.09,50.02,456.81
26.27,62.91,1011.97,48.06,447.76
28.04,70.32,1011.28,78.16,435.42
27.18,64.44,1012.81,61.27,440.3
30.56,69.04,1009.29,55.73,442.24
8.72,40.02,1031.32,78.09,477.86
29.06,64.96,1000.88,62.07,430.24
29.03,69.51,1009.8,47.04,435.09
29.6,71.94,1007.07,62.65,429.02
27.55,64.96,999.73,57.34,431.33
24.78,66.49,1010.55,68.12,436.62
23.06,56.85,1012.5,64.03,440.03
7.0,39.81,1017.47,87.65,484.51
17.82,65.48,1019.64,86.6,449.21
18.31,62.1,1020.38,79.02,455.24
23.91,67.69,1008.28,66.71,439.84
17.13,43.79,1016.09,58.94,465.3
12.38,45.51,1016.15,81.37,470.46
29.6,67.79,1010.37,51.05,442.43
19.94,38.52,1018.4,55.9,450.48
30.34,75.08,1005.32,52.97,437.26
22.04,57.32,1012.54,62.17,447.27
25.1,69.89,1015.42,85.81,434.98
13.73,45.08,1023.55,81.64,470.35
19.8,67.71,1005.58,69.65,446.03
7.44,41.04,1021.84,88.56,479.08
9.39,40.11,1029.14,77.29,473.05
7.67,35.77,1017.55,60.97,480.06
10.08,43.14,1010.67,85.9,478.73
21.54,58.41,1013.99,86.34,450.69
9.76,40.71,1020.88,91.82,470.95
24.05,67.83,1009.35,63.8,442.53
28.82,65.71,1014.24,54.3,449.18
6.33,39.33,1012.06,93.16,492.22
20.84,51.19,1008.63,84.11,448.98
20.85,56.89,1013.15,68.22,450.07
27.35,69.48,1008.51,65.81,432.31
25.42,75.6,1017.39,77.63,438.24
18.92,46.93,1009.89,77.98,453.66
5.49,38.5,1012.18,79.33,490.84
27.97,66.17,1010.81,63.73,441.7
22.56,70.98,1005.66,95.95,440.81
25.88,69.13,1002.44,85.67,426.14
22.08,41.1,1002.19,46.69,455.04
9.88,39.66,1017.81,76.05,480.05
19.66,59.87,1018.75,87.6,446.28
30.26,72.58,1007.0,65.51,425.71
21.32,48.14,1016.57,71.81,449.09
22.2,57.17,1009.82,78.43,447.75
19.31,60.07,1014.86,69.37,453.47
21.89,63.94,1019.55,55.09,447.74
10.76,40.43,1025.98,79.65,490.78
21.17,58.46,1017.71,83.98,446.66
28.38,72.39,998.93,73.85,432.02
24.67,68.14,1004.96,58.15,438.4
25.74,63.73,1010.88,70.87,441.9
32.32,67.9,1006.08,37.93,428.12
15.9,39.99,1007.03,78.49,465.5
22.39,58.18,1008.52,87.48,448.37
16.97,44.92,1025.21,74.27,460.21
22.24,69.23,1011.83,79.37,441.9
16.71,40.55,1004.45,81.64,464.13
28.37,75.6,1017.48,55.19,439.25
17.03,47.83,1004.94,79.68,460.43
14.72,40.83,1009.65,80.98,469.8
6.1,43.65,1018.07,75.85,485.24
23.58,70.04,1010.95,76.32,435.47
29.78,65.74,1012.13,44.96,441.51
19.75,49.02,1009.38,92.89,446.63
20.94,44.89,1009.64,75.14,450.71
31.03,69.98,1011.33,52.16,436.13
15.82,44.88,1018.59,78.88,461.9
16.4,44.9,1009.22,82.31,456.11
20.77,56.85,1012.4,83.63,442.85
32.37,68.67,1005.45,47.98,430.35
21.28,70.72,1010.29,86.22,445.54
20.88,47.45,1007.5,76.21,449.34
16.58,43.99,1021.81,79.29,458.67
19.61,56.53,1019.69,77.13,454.22
13.78,40.0,1018.38,68.67,458.74
25.96,60.95,1014.52,50.03,444.19
9.47,36.54,1007.93,77.65,475.48
27.29,64.45,1013.46,45.35,446.94
11.93,41.38,1021.76,57.63,473.88
28.42,75.23,1010.25,56.8,435.64
11.99,38.28,1013.65,91.31,469.23
21.03,63.86,1014.84,71.72,450.64
11.9,39.16,1016.53,84.59,477.75
7.71,40.71,1021.53,95.48,471.38
13.75,41.49,1019.9,88.23,469.02
17.68,39.08,1002.77,74.24,454.18
18.58,46.97,1014.25,74.09,454.26
13.79,45.08,1023.3,83.59,465.69
31.27,69.13,1009.45,57.01,425.48
27.53,67.83,1009.4,53.73,429.05
19.26,44.34,1019.45,51.32,467.72
22.72,69.13,1010.81,92.43,438.01
16.3,38.73,1001.79,73.45,465.7
11.17,40.27,1009.54,74.56,476.18
18.76,58.79,1016.66,88.22,453.44
22.86,58.96,1014.03,54.96,451.82
10.98,41.39,1017.54,85.31,476.31
10.94,39.69,1004.5,86.29,459.69
14.72,41.23,997.91,82.69,467.11
21.06,50.59,1016.42,66.12,454.15
24.49,65.61,1014.71,63.47,447.26
31.33,73.03,1014.18,49.28,438.49
28.86,49.3,1003.93,52.85,435.75
13.5,41.44,1015.72,68.36,471.34
