frequency_Hz,attack_angle_deg,chord_length_m,free_stream_velocity_m_s,suction_side_displacement_thickness_m,scaled_sound_pressure_dB
3150.0,0.0,0.0,39.6,0.000791822,135.938
12500.0,0.0,0.0,55.5,0.00283081,111.076
2000.0,0.0,0.0,39.6,0.000428464,130.026
2500.0,12.3,0.0,71.3,0.0337792,121.318
6300.0,22.2,0.0,71.3,0.0214178,123.127
6300.0,0.0,0.0,55.5,0.00076193,132.796
1000.0,2.0,0.0,39.6,0.00346574,129.147
6300.0,12.3,0.0,71.3,0.0337792,113.958
2000.0,2.0,0.0,71.3,0.00293031,126.896
10000.0,12.7,0.0,39.6,0.0130253,116.017
400.0,9.5,0.0,55.5,0.0043284,120.952
2500.0,17.4,0.0,55.5,0.0165706,124.931
4000.0,5.4,0.0,55.5,0.00433288,119.737
500.0,7.2,0.0,39.6,0.00909175,132.658
630.0,3.3,0.0,55.5,0.002211,126.599
2000.0,2.0,0.0,55.5,0.00313525,124.612
3150.0,3.0,0.0,71.3,0.00425727,121.514
400.0,7.3,0.0,71.3,0.0104404,139.438
1600.0,5.4,0.0,55.5,0.00433288,130.567
1600.0,5.4,0.0,39.6,0.00485029,126.267
1000.0,6.7,0.0,71.3,0.00478288,136.758
6300.0,4.8,0.0,39.6,0.000907475,134.336
800.0,0.0,0.0,71.3,0.0015988,125.817
2000.0,6.7,0.0,31.7,0.00592927,120.446
4000.0,5.4,0.0,71.3,0.00401199,121.431
400.0,0.0,0.0,31.7,0.00331266,125.045
2500.0,4.0,0.0,55.5,0.0042862,122.384
400.0,9.5,0.0,31.7,0.00461377,124.756
5000.0,9.5,0.0,71.3,0.00420654,131.186
400.0,6.7,0.0,39.6,0.00578076,128.295
630.0,12.7,0.0,71.3,0.0121808,128.878
1000.0,7.3,0.0,31.7,0.0132672,119.099
1250.0,3.0,0.0,31.7,0.00529514,124.838
2000.0,4.2,0.0,39.6,0.00152689,132.587
1600.0,3.0,0.0,39.6,0.00495741,122.782
500.0,12.7,0.0,39.6,0.0130253,127.127
2000.0,4.2,0.0,71.3,0.00142788,129.848
1600.0,4.2,0.0,71.3,0.00142788,124.318
3150.0,0.0,0.0,71.3,0.0015988,129.377
2500.0,3.3,0.0,71.3,0.00202822,133.894
630.0,12.3,0.0,31.7,0.0418756,119.287
5000.0,2.0,0.0,31.7,0.00372371,118.267
400.0,5.4,0.0,31.7,0.00525474,127.781
500.0,9.5,0.0,39.6,0.00449821,123.894
3150.0,3.0,0.0,31.7,0.00529514,118.108
1600.0,7.2,0.0,39.6,0.00909175,120.058
1000.0,3.0,0.0,39.6,0.00495741,128.312
10000.0,0.0,0.0,39.6,0.00146332,119.561
1600.0,12.3,0.0,39.6,0.0408268,117.875
800.0,0.0,0.0,31.7,0.000812164,122.79
2000.0,7.2,0.0,39.6,0.00909175,120.228
630.0,12.6,0.0,71.3,0.0483159,123.304
