number_of_elements,mean_atomic_mass,mean_fie,mean_atomic_radius,mean_Density,mean_ElectronAffinity,mean_FusionHeat,mean_ThermalConductivity,mean_Valence,range_atomic_radius,wtd_mean_ThermalConductivity,critical_temp
5.0,83.24476,779.88,149.8,4584.2858,73.1,8.1524,128.605316,2.6,171.0,71.1342381532417,87.0
5.0,79.077474,735.24,143.0,5923.0,79.62,40.1,57.4,3.0,150.0,65.3233333333333,16.2
2.0,49.40425,653.95,173.5,5308.5,30.6,20.75,26.5,4.5,5.0,24.25,5.3
5.0,74.23165,816.36,160.0,4816.6858,62.09,8.0144,111.005316,2.2,205.0,95.10662,68.0
2.0,30.93685,1029.65,116.0,2254.1255,8.8,9.53,11.012915,3.5,120.0,11.012915,5.6
2.0,53.98535,885.25,128.5,6270.0,114.4,70.5,139.5,5.0,123.0,139.4,9.0
3.0,93.6585,700.233333333333,162.0,7992.0,63.6333333333333,30.5333333333333,64.0,4.0,139.0,80.3333333333333,8.66
4.0,128.5664625,690.55,187.5,10234.0,77.675,21.325,43.75,4.0,103.0,53.578947368421,3.8
3.0,68.9268,867.566666666667,136.0,6595.47633333333,94.5666666666667,12.7406666666667,85.00886,3.0,145.0,45.4836604651163,2.2
5.0,78.67965,745.0,175.4,3914.6858,63.096,8.1444,94.005316,2.2,205.0,111.067784026846,78.0
5.0,55.18976064,966.0,136.4,2804.625,122.244,6.0244,123.610856,1.8,211.0,94.1964792727273,108.0
1.0,102.9055,719.5,173.0,12450.0,111.2,21.7,150.0,6.0,0.0,150.0,0.325
5.0,83.24476,779.88,149.8,4584.2858,73.1,8.1524,128.605316,2.6,171.0,88.7508315789474,109.0
5.0,74.23165,816.36,160.0,4816.6858,62.09,8.0144,111.005316,2.2,205.0,97.6635533959311,56.0
5.0,72.952854,776.88,151.2,5329.0858,86.386,8.9644,107.805316,2.2,171.0,60.0830457142857,3.65
5.0,55.18976064,966.0,136.4,2804.625,122.244,6.0244,123.610856,1.8,211.0,117.698294315789,77.0
5.0,68.97531,718.9,180.2,3559.8858,71.77,7.0104,107.005316,2.0,205.0,179.589511428571,91.4
5.0,91.50808,831.2,162.2,5511.0858,56.644,6.4304,125.265316,2.0,205.0,218.794352307692,106.0
3.0,150.553766666667,631.166666666667,168.0,8246.66666666667,20.39,5.83666666666667,93.6666666666667,3.0,40.0,81.2,2.8
4.0,64.2376,787.5,160.0,3505.35725,70.43,7.4655,154.506645,2.0,205.0,127.880842666667,78.0
3.0,50.9921666666667,703.333333333333,154.666666666667,5027.0,40.9666666666667,31.2666666666667,27.0,4.0,119.0,25.8,8.2
3.0,89.0718666666667,772.066666666667,166.0,8202.66666666667,74.9666666666667,24.8,64.3333333333333,5.0,92.0,64.3333333333333,11.9
5.0,62.38325,796.32,156.0,4787.4858,63.446,9.3044,106.205316,2.4,171.0,96.56329,10.0
4.0,76.797975,656.575,191.5,4491.75,40.5125,12.9575,61.75,2.75,139.0,59.3,26.0
4.0,90.6732175,782.675,148.5,5529.35725,90.85,6.6805,107.506645,2.5,158.0,60.4334626885237,25.1
3.0,95.7966,746.0,138.0,6640.0,91.4333333333333,9.57666666666667,25.735,4.66666666666667,84.0,13.9971949509116,0.74
4.0,76.5177175,787.05,151.75,4434.35725,79.6075,6.9055,112.006645,2.25,171.0,61.5009028571429,33.0
4.0,88.9444675,775.425,160.25,4654.35725,81.8375,6.9055,107.756645,2.25,205.0,61.0151885714286,28.0
3.0,51.5511666666667,689.0,167.666666666667,6163.66666666667,26.1333333333333,18.4333333333333,44.0,4.0,20.0,27.736,6.08
4.0,76.5177175,787.05,151.75,4434.35725,79.6075,6.9055,112.006645,2.25,171.0,61.34376,27.0
4.0,76.4445625,794.0,164.5,4235.85725,77.2375,8.1805,108.756645,2.25,205.0,100.2538216,58.8
3.0,72.7955333333333,751.433333333333,163.0,5410.33333333333,34.41,16.5,54.6666666666667,3.33333333333333,105.0,58.6,21.0
4.0,97.4816,790.9,167.0,4760.35725,82.3375,7.2555,114.256645,2.25,205.0,209.3783225,79.0
3.0,68.995,874.733333333333,126.666666666667,5686.33333333333,157.133333333333,14.3766666666667,46.575,6.0,103.0,59.8573214285714,5.45
2.0,140.92,735.95,188.0,15375.0,67.3,29.0,110.5,6.0,10.0,122.4,7.18
3.0,72.8169566666667,866.4,129.333333333333,5035.80966666667,103.966666666667,6.54066666666667,137.675526666667,2.33333333333333,147.0,60.6126767283072,32.0
5.0,82.32534,757.08,152.4,4998.2858,58.7,6.8124,136.205316,2.2,171.0,85.8604661538462,72.0
4.0,90.1422625,781.2,156.25,5572.60725,91.35,6.4305,106.006645,3.0,199.0,60.8323314285714,25.0
4.0,96.03285,785.4,168.0,5384.35725,82.3375,10.3055,108.256645,2.25,205.0,96.2450815384615,92.0
5.0,55.18976064,966.0,136.4,2804.625,122.244,6.0244,123.610856,1.8,211.0,109.080962133333,102.0
3.0,55.6233333333333,899.5,115.333333333333,4884.33333333333,138.4,6.97666666666667,26.575,5.0,69.0,39.71275,5.94
4.0,76.4445625,794.0,164.5,4235.85725,77.2375,8.1805,108.756645,2.25,205.0,110.214176,80.6
6.0,84.188275,752.466666666667,160.166666666667,4565.5715,66.1,8.69366666666667,110.00443,2.66666666666667,171.0,68.754176,81.4
4.0,81.69675,736.0,168.0,6504.75,56.4125,16.675,59.5,3.0,139.0,55.4208,18.4
3.0,45.5256,635.666666666667,191.666666666667,1549.33333333333,84.5666666666667,36.5066666666667,99.3333333333333,2.0,198.0,136.761904761905,24.4
6.0,78.1362083333333,753.766666666667,155.666666666667,4679.23816666667,78.6716666666667,11.6703333333333,87.1710966666667,2.83333333333333,171.0,77.9363901347017,17.5
3.0,119.59104,669.366666666667,181.666666666667,5868.33333333333,99.1666666666667,6.2,8.84,4.33333333333333,144.0,6.76,0.48
6.0,84.711145,759.716666666667,166.0,4802.90483333333,55.4533333333333,7.077,121.171096666667,2.16666666666667,205.0,200.718082857143,60.6
2.0,188.2185,789.45,186.5,21805.0,61.8,32.0,67.5,6.5,3.0,51.276,1.88
5.0,55.36819,808.2,136.8,6024.6,76.68,40.06,69.2,3.2,145.0,63.7,10.1
5.0,87.29216064,1049.32,131.8,5201.425,121.77,4.7744,85.270856,1.8,211.0,49.3815577777778,90.0
5.0,89.33718,740.52,181.0,4716.6858,72.09,7.9244,89.605316,2.6,205.0,96.30662,59.7
4.0,76.4445625,794.0,164.5,4235.85725,77.2375,8.1805,108.756645,2.25,205.0,179.003797142857,63.1
4.0,76.4445625,794.0,164.5,4235.85725,77.2375,8.1805,108.756645,2.25,205.0,179.003797142857,83.0
5.0,70.40625,781.46,162.8,5268.6858,74.686,13.7444,118.205316,3.0,171.0,78.9373892307692,18.0
2.0,77.1435,730.65,172.5,8265.0,32.15,17.7,46.5,4.0,7.0,28.86,3.74
2.0,17.558,768.75,116.0,2099.0,14.85,29.35,93.5,2.5,58.0,71.3333333333333,39.4
4.0,76.4445625,794.0,164.5,4235.85725,77.2375,8.1805,108.756645,2.25,205.0,99.4583673015873,57.85
2.0,116.764,633.1,150.5,7310.0,69.6,5.13,74.5,3.5,11.0,80.8,4.25
6.0,84.1357616666667,923.25,125.833333333333,4600.28,111.766666666667,5.67366666666667,71.4169016666667,3.5,158.0,52.22954415,10.5
4.0,80.73835,826.675,152.5,3678.85725,67.9375,11.6555,16.006645,3.25,205.0,18.3377633333333,1.48
5.0,74.290174,810.8,149.8,4975.4858,63.986,6.9944,113.605316,2.2,171.0,61.18376,32.6
8.0,108.0027375,716.7,166.75,6291.428625,59.08125,7.2665,145.5033225,2.25,205.0,197.047285863874,116.0
4.0,76.5177175,787.05,151.75,4434.35725,79.6075,6.9055,112.006645,2.25,171.0,61.1866171428571,24.25
2.0,82.76819,711.8,161.5,6946.5,104.05,29.3,57.0,4.5,73.0,55.08,6.12
5.0,74.23165,816.36,160.0,4816.6858,62.09,8.0144,111.005316,2.2,205.0,37.2227038493724,59.0
3.0,78.9111266666667,668.733333333333,188.0,7785.66666666667,56.7,27.1666666666667,71.6666666666667,5.0,22.0,41.7,6.8
3.0,46.9981833333333,763.5,157.666666666667,2760.66666666667,63.4566666666667,41.6466666666667,119.0,3.0,145.0,95.4468085106383,10.5
7.0,98.4005428571429,788.628571428571,149.285714285714,5914.48985714286,57.6571428571429,7.55457142857143,114.003797142857,2.71428571428571,171.0,168.282658,97.1
2.0,95.45319,682.9,190.5,10035.0,71.05,24.9,52.5,5.5,15.0,53.91,7.6
2.0,71.9135,671.3,183.0,7393.5,41.25,27.35,80.5,5.0,14.0,32.5885,3.05
6.0,95.6877833333333,725.4,165.0,5590.40483333333,57.5,7.527,115.337763333333,2.33333333333333,180.0,84.9373892307692,80.0
4.0,104.3656,891.65,154.25,6501.35725,69.8375,5.903,106.581645,2.0,205.0,56.7682110293386,90.7
2.0,185.0235,764.4,190.5,20135.0,48.05,34.0,109.0,6.5,5.0,96.8,9.7
4.0,76.797975,656.575,191.5,4491.75,40.5125,12.9575,61.75,2.75,139.0,59.792,33.1
4.0,104.40466625,679.425,167.5,8681.5,81.575,13.8,75.0,4.25,50.0,68.5,5.0
2.0,85.93319,802.0,150.5,6694.5,142.05,16.1,27.26,5.5,95.0,18.3466666666667,7.0
5.0,93.39848,735.32,178.6,4730.4858,67.176,8.0844,92.805316,2.2,205.0,97.6958628438949,80.0
4.0,109.556375,673.725,179.75,7969.25,60.6,25.4,50.75,3.75,146.0,80.2266666666667,4.18
3.0,66.2826395333333,727.066666666667,139.666666666667,5363.0,109.366666666667,14.3,96.5066666666667,4.66666666666667,95.0,97.31554,18.1
5.0,53.79222,847.14,141.4,3256.2858,87.424,26.9724,151.605316,2.4,205.0,140.680523875278,114.3
4.0,113.19316625,599.325,172.0,7261.25,49.15,7.815,51.5,3.5,43.0,74.4385714285714,1.84
3.0,88.0260333333333,811.5,144.666666666667,3545.80966666667,95.0333333333333,4.484,36.00886,2.66666666666667,195.0,18.855948,7.4
4.0,147.95078,680.2,190.0,10518.25,78.325,15.975,34.25,4.5,114.0,38.1764705882353,1.645
6.0,110.320616666667,790.816666666667,161.166666666667,6567.5715,50.6533333333333,6.05866666666667,112.05443,2.16666666666667,205.0,189.603881666667,116.0
