AT,V,AP,RH,PE
14.3,42.99,1007.32,73.72,467.9
13.86,41.58,1020.69,70.74,461.56
12.68,41.4,1021.59,78.57,466.64
16.5,49.39,1018.35,93.42,462.48
23.96,65.34,1015.52,56.82,449.23
28.97,64.44,1014.55,54.67,438.08
28.31,65.71,1014.67,59.29,447.26
13.61,42.34,1017.78,88.84,466.17
25.63,72.99,1008.2,86.8,436.64
12.34,40.1,1015.77,92.26,470.92
33.75,64.96,1002.54,39.28,432.62
297.58,58.2,1017.18,46.84,444.89
25.69,59.07,1006.89,82.34,440.6
299.71999999999997,73.21,1002.31,92.51,431.68
9.96,39.66,1015.23,82.98,480.6
280.34,41.39,1018.12,90.76,486.35
276.75,35.19,1018.73,99.1,488.98
13.73,41.92,1031.01,64.92,466.29
301.98999999999995,75.6,1018.41,53.96,442.69
25.65,68.08,1011.27,75.26,435.91
21.23,68.08,1012.82,74.57,445.41
30.7,74.22,1008.12,50.39,432.51
25.6,59.15,1013.31,67.02,441.11
31.17,69.51,1010.51,43.11,428.94
12.19,40.23,1017.76,81.44,474.92
12.51,49.83,1008.61,94.27,452.84
297.65999999999997,62.08,1022.58,57.44,447.04
12.27,41.17,1019.41,58.1,475.13
23.56,49.16,1002.54,69.07,443.02
284.38,39.72,1018.46,60.62,475.04
22.53,60.95,1015.12,75.1,449.43
304.10999999999996,69.82,1009.6,51.55,438.74
23.66,67.17,1007.24,87.56,443.43
28.84,74.9,1004.38,66.86,436.42
25.21,59.21,1017.37,55.06,445.33
22.58,52.3,1009.04,78.99,445.6
29.83,68.67,1005.33,71.15,434.28
30.3,73.9,1006.72,55.13,440.79
16.84,56.03,1020.25,70.37,437.14
283.78999999999996,41.04,1025.0,93.59,468.88
29.31,68.67,1006.18,63.38,435.57
282.94,39.69,1002.36,93.86,471.61
26.1,58.9,1004.18,71.63,444.4
14.79,38.73,999.83,86.45,470.28
17.72,39.99,1007.34,72.3,461.7
24.03,66.54,1012.19,69.15,438.08
26.12,49.02,1008.63,72.04,438.52
16.79,49.25,1021.21,68.8,458.42
11.48,44.58,1016.43,80.15,478.53
24.06,58.98,1010.66,81.16,443.75
13.93,38.91,1013.04,73.51,470.39
26.07,69.23,1013.32,54.03,436.94
291.52,44.89,1010.61,86.74,454.37
18.86,51.43,1010.27,86.0,446.91
293.22999999999996,49.69,1008.34,69.88,453.54
24.16,60.29,1018.09,63.49,446.17
20.65,50.59,1016.22,68.57,455.24
292.90999999999997,48.92,1010.48,46.57,456.69
20.78,60.84,1018.66,80.4,445.82
22.77,69.84,1005.75,84.26,436.75
13.8,44.34,1019.43,66.74,468.8
31.1,71.32,1008.09,45.87,437.54
307.44,68.51,1009.58,32.25,427.62
27.47,66.86,1006.1,70.2,437.45
18.37,58.96,1015.5,67.79,460.25
6.87,40.07,1017.91,57.64,491.4
16.78,37.2,1011.97,68.94,471.24
22.51,66.49,1014.59,63.03,453.08
9.77,44.68,1023.37,91.4,477.56
4.77,39.33,1011.32,68.98,494.91
295.78,45.61,1014.14,73.06,457.88
16.44,44.0,1024.48,76.51,460.33
15.21,43.5,1021.6,82.06,464.08
17.08,58.86,1016.04,87.46,449.98
296.40999999999997,59.14,1016.98,76.29,440.37
27.65,67.07,1005.65,60.42,439.03
27.94,49.16,1004.22,35.46,436.75
22.46,58.49,1011.5,70.54,448.46
32.36,73.91,1003.88,59.84,431.92
26.94,68.24,1010.49,76.58,430.34
27.56,68.08,1010.8,59.18,433.95
26.1,44.57,1007.47,55.15,446.49
24.1,68.61,1010.97,74.87,443.75
21.09,46.63,1013.03,74.8,453.34
298.15,68.14,1005.35,57.13,437.67
23.14,60.27,1018.51,80.54,442.59
10.56,40.22,1005.08,89.71,478.02
12.65,44.0,1023.03,88.73,471.46
25.49,47.45,1007.89,57.04,444.52
6.79,38.5,1012.61,72.46,488.69
11.46,38.91,1012.34,77.37,477.5
25.64,63.87,1017.14,49.25,444.34
304.17999999999995,69.98,1011.33,52.16,436.13
16.52,43.7,1015.08,58.36,466.73
284.91999999999996,40.71,1024.55,72.49,477.94
28.0,69.05,1000.82,65.24,427.71
21.03,69.05,1002.17,75.35,444.35
16.39,41.96,1011.7,94.85,463.99
14.24,44.84,1023.6,94.06,466.67
11.29,35.76,1019.32,58.91,473.74
293.60999999999996,59.21,1018.42,85.89,445.22
28.01,65.34,1014.68,46.86,440.77
294.98999999999995,59.07,1008.84,96.5,448.61
29.87,73.68,1015.1,40.96,433.43
28.31,66.17,1009.75,72.66,444.51
21.57,69.23,1011.94,81.73,437.55
284.53,52.75,1026.19,72.71,469.9
26.06,58.59,1012.41,55.22,451.47
28.23,62.26,1010.88,60.86,435.76
29.83,62.66,1007.98,47.07,438.71
297.0,69.45,1013.99,60.6,439.67
28.54,72.99,1007.42,67.87,432.0
24.03,62.44,1010.96,79.88,430.66
30.08,68.14,1003.99,77.38,425.27
32.66,73.68,1014.64,40.88,425.17
18.34,62.1,1020.52,78.6,453.01
30.22,74.9,1003.57,67.15,434.17
8.39,36.3,1015.39,62.23,479.57
25.71,58.59,1012.77,61.83,451.28
300.92999999999995,73.56,1007.05,95.32,436.5
