Cement (component 1)(kg in a m^3 mixture),Blast Furnace Slag (component 2)(kg in a m^3 mixture),Fly Ash (component 3)(kg in a m^3 mixture),Water  (component 4)(kg in a m^3 mixture),Superplasticizer (component 5)(kg in a m^3 mixture),Coarse Aggregate  (component 6)(kg in a m^3 mixture),Fine Aggregate (component 7)(kg in a m^3 mixture),Age (day),"Concrete compressive strength(MPa, megapascals)"
469.0,117.2,0.0,137.8,32.2,852.1,840.5,28.0,66.89985628
231.75,0.0,121.62,173.96,6.72,1056.4,778.45,14.0,26.77235308
166.8,250.2,0.0,203.5,0.0,975.6,692.6,90.0,43.565230536
190.34,0.0,125.18,161.85,9.88,1088.1,802.59,3.0,9.4458212
193.5,290.2,0.0,185.7,0.0,998.2,704.3,28.0,32.626693796000005
153.6,144.2,112.3,220.1,10.1,923.2,657.9,28.0,16.503987012
424.0,22.0,132.0,178.0,8.48,822.0,750.0,56.0,65.69721314581203
122.6,183.9,0.0,203.5,0.0,958.2,800.1,90.0,33.192064116000005
355.0,19.0,97.0,145.0,12.25,967.0,871.0,28.0,55.45455468
332.5,142.5,0.0,228.0,0.0,932.0,594.0,7.0,30.275580636
297.16,0.0,117.54,174.8,9.52,1022.8,753.45,56.0,51.95891136
198.6,132.4,0.0,192.0,0.0,978.4,825.5,90.0,38.074243671999994
157.0,236.0,0.0,192.0,0.0,935.4,781.2,3.0,9.694722036
349.0,0.0,0.0,192.0,0.0,1056.0,809.0,90.0,40.65839972
525.0,0.0,0.0,189.0,0.0,1125.0,613.0,180.0,61.921839559999995
198.6,132.4,0.0,192.0,0.0,978.4,825.5,360.0,44.296075096
252.0,97.0,76.0,194.0,8.0,835.0,821.0,28.0,33.398217439999996
139.7,163.9,127.7,236.7,5.8,868.6,655.6,28.0,35.225328839999996
305.3,203.5,0.0,203.5,0.0,965.4,631.0,28.0,43.377003588
331.0,0.0,0.0,192.0,0.0,1025.0,821.0,120.0,39.382869119999995
424.0,22.0,132.0,178.0,8.48,882.0,750.0,3.0,32.01138571527068
170.3,155.5,0.0,185.7,0.0,1026.6,724.3,28.0,25.726417988
387.0,20.0,94.0,157.0,14.32,938.0,845.0,7.0,36.83870268
133.0,200.0,0.0,192.0,0.0,927.4,839.2,90.0,36.588422892
388.6,97.1,0.0,157.9,12.1,852.1,925.7,3.0,28.096147
183.9,122.6,0.0,203.5,0.0,959.2,800.0,3.0,4.9035533120000006
160.0,188.0,146.0,203.0,11.0,829.0,710.0,28.0,32.83974188
