number_of_elements,mean_atomic_mass,mean_fie,mean_atomic_radius,mean_Density,mean_ElectronAffinity,mean_FusionHeat,mean_ThermalConductivity,mean_Valence,range_atomic_radius,wtd_mean_ThermalConductivity,critical_temp
4.0,93.5306,788.7,169.75,5093.10725,82.3375,7.8305,107.256645,2.25,205.0,95.9373892307692,92.7
4.0,76.5177175,787.05,151.75,4434.35725,79.6075,6.9055,112.006645,2.25,171.0,61.8151885714286,18.3
3.0,87.5192933333333,673.966666666667,171.333333333333,7330.0,82.8333333333333,18.8666666666667,50.6666666666667,4.66666666666667,53.0,54.6625,15.0
5.0,62.26572,752.82,152.4,4948.0,75.94,38.1,57.6,3.2,180.0,65.4,12.0
4.0,76.4445625,794.0,164.5,4235.85725,77.2375,8.1805,108.756645,2.25,205.0,99.4583673015873,58.2
2.0,108.6057693,698.5,151.5,12645.0,75.8,20.85,161.0,4.5,67.0,200.176470588235,5.5
5.0,103.00601,736.28,185.2,5402.4858,76.17,7.6444,88.405316,2.6,205.0,95.9604661538462,67.9
5.0,84.05704064,1045.3,105.2,3750.625,163.54,4.0424,5.051856,3.4,164.0,5.0874504,4.35
2.0,121.209,713.5,139.5,6775.0,111.05,10.38,42.5,4.5,33.0,44.3809523809524,2.8
5.0,57.0655,843.5,141.6,4468.4858,59.566,14.5044,39.005316,3.4,171.0,28.7599675,27.0
2.0,71.92394,656.85,184.5,7340.0,69.85,24.8,42.5,5.0,27.0,35.6,4.03
5.0,89.74688,728.22,174.2,4422.2858,67.176,7.2844,94.005316,2.2,205.0,99.4850136017685,82.0
3.0,50.4954666666667,839.966666666667,147.666666666667,2379.47633333333,52.71,8.974,19.00886,2.66666666666667,171.0,11.415948,0.43
2.0,49.40425,653.95,173.5,5308.5,30.6,20.75,26.5,4.5,5.0,30.73,5.58
2.0,105.767735,650.55,160.0,5734.5,85.0,19.05,36.5,3.5,70.0,43.3922261484099,2.17
5.0,91.286174,737.66,169.0,5018.0858,73.986,7.2244,92.205316,2.4,190.0,62.1666897472924,19.6
7.0,110.540542857143,736.385714285714,163.0,5944.91842857143,64.8,7.71885714285714,98.7180828571429,2.85714285714286,190.0,167.542658,85.0
2.0,82.76819,711.8,161.5,6946.5,104.05,29.3,57.0,4.5,73.0,55.5,21.8
4.0,81.69675,736.0,168.0,6504.75,56.4125,16.675,59.5,3.0,139.0,55.4592,13.9
5.0,86.00088,750.6,172.4,4118.2858,66.644,7.5124,131.405316,2.2,205.0,209.5795725,80.0
4.0,104.3656,891.65,154.25,6501.35725,69.8375,5.903,106.581645,2.0,205.0,56.3550608095767,63.6
5.0,52.14440704,1060.9,107.8,3169.225,122.24,4.2444,18.458056,2.8,153.0,23.0656534,7.8
2.0,134.7982845,824.65,149.5,12311.5,172.4,22.15,190.0,4.5,49.0,166.6,2.2
5.0,103.010254,770.22,150.0,5503.4858,82.226,7.7044,91.205316,2.8,171.0,79.90443,10.0
3.0,72.8169566666667,866.4,129.333333333333,5035.80966666667,103.966666666667,6.54066666666667,137.675526666667,2.33333333333333,147.0,60.5954451877133,30.0
