Cement (component 1)(kg in a m^3 mixture),Blast Furnace Slag (component 2)(kg in a m^3 mixture),Fly Ash (component 3)(kg in a m^3 mixture),Water  (component 4)(kg in a m^3 mixture),Superplasticizer (component 5)(kg in a m^3 mixture),Coarse Aggregate  (component 6)(kg in a m^3 mixture),Fine Aggregate (component 7)(kg in a m^3 mixture),Age (day),"Concrete compressive strength(MPa, megapascals)"
290350.0,0.0,96.18,168.08,9.41,961.18,865.0,56.0,45.08483564
333.0,0.0,0.0,192.0,0.0,931.2,842.6,90.0,41.680203152
190340.0,0.0,125.18,166.61,9.88,1079.0,798.9,100.0,33.56369168
393.0,0.0,0.0,192.0,0.0,940.0,758.0,3.0,19.10537996
310.0,0.0,0.0,192.0,0.0,970.0,850.0,180.0,37.32823064
153.0,145.0,113.0,178.0,8.0,1002.0,689.0,28.0,25.55887532
446.0,24.0,79.0,162.0,11.61,967.0,712.0,3.0,35.36322404
173.54,50.05,173.53,164.77,6.47,1006.2,793.5,100.0,56.06129356
139600.0,209.4,0.0,192.0,0.0,1047.0,806.9,3.0,8.06342182
236000.0,0.0,0.0,193.0,0.0,968.0,885.0,7.0,9.99050724
321.0,0.0,128.0,182.0,11.0,870.0,780.0,28.0,37.25928304
305300.0,203.5,0.0,203.5,0.0,965.4,631.0,28.0,43.377003588
374.0,189.2,0.0,170.1,10.1,926.1,756.7,3.0,34.39795764
200.0,0.0,0.0,180.0,0.0,1125.0,845.0,28.0,12.24509376
153.0,102.0,0.0,192.0,0.0,888.0,943.1,28.0,17.96429718
380.0,95.0,0.0,228.0,0.0,932.0,594.0,270.0,41.15137506
387000.0,20.0,94.0,157.0,14.32,938.0,845.0,28.0,50.23522136
231750.0,0.0,121.62,173.96,6.72,1056.4,778.45,28.0,33.72916592
166.09,0.0,163.27,176.46,4.49,1058.6,780.09,14.0,25.48303296
148.0,175.0,0.0,171.0,2.0,1000.0,828.0,28.0,26.91714304
277.0,0.0,0.0,191.0,0.0,968.0,856.0,90.0,31.25394708
288000.0,192.0,0.0,192.0,0.0,932.0,717.8,3.0,16.10960674
260.0,101.0,78.0,171.0,10.0,936.0,763.0,28.0,49.77327244
173.54,50.05,173.53,164.77,6.47,1006.2,793.5,56.0,53.77223324
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,7.0,33.21205892
132.0,206.5,160.9,178.9,5.5,866.9,735.6,28.0,33.306517131999996
540.0,0.0,0.0,173.0,0.0,1125.0,613.0,180.0,71.62276688
290.35,0.0,96.18,168.08,9.41,961.18,865.0,3.0,22.50449664
259.9,100.6,78.4,170.6,10.4,935.7,762.9,28.0,49.77327244
165.0,128.5,132.1,175.06,8.08,1005.8,746.6,56.0,53.72396992
275.07,0.0,121.35,159.48,9.9,1053.6,777.5,100.0,58.60546
250.0,0.0,0.0,182.0,0.0,1100.0,820.0,28.0,20.87043852
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,3.0,26.0621928
153.0,102.0,0.0,192.0,0.0,888.0,943.1,90.0,26.322814728
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,90.0,47.22221124
136.0,162.0,126.0,172.0,10.0,923.0,764.0,28.0,29.06830816
446.0,24.0,79.0,162.0,11.64,967.0,712.0,7.0,38.01770664
213.5,0.0,174.24,159.21,11.66,1043.6,771.9,3.0,15.60973664
