frequency_Hz,attack_angle_deg,chord_length_m,free_stream_velocity_m_s,suction_side_displacement_thickness_m,scaled_sound_pressure_dB
4000.0,4.8,0.0254,31.7,0.000930789,135.328
1250.0,4.8,0.0254,31.7,0.000930789,127.408
800.0,12.3,0.1016,39.6,0.0408268,122.315
400.0,2.0,0.2286,39.6,0.00346574,122.147
315.0,2.0,0.2286,39.6,0.00346574,120.137
5000.0,7.3,0.2286,71.3,0.0104404,115.298
1000.0,0.0,0.0508,71.3,0.000740478,129.45
315.0,6.7,0.1016,31.7,0.00592927,126.266
8000.0,0.0,0.0254,39.6,0.000428464,135.866
2500.0,7.3,0.2286,55.5,0.0111706,118.994
4000.0,17.4,0.0254,55.5,0.0165706,121.771
6300.0,0.0,0.1016,71.3,0.00121072,129.395
1600.0,4.0,0.2286,55.5,0.0042862,128.264
250.0,12.3,0.1016,39.6,0.0408268,129.675
630.0,15.4,0.0508,31.7,0.0289853,124.685
500.0,9.9,0.1524,55.5,0.0208438,127.815
315.0,12.3,0.1016,55.5,0.0368233,135.674
500.0,4.8,0.0254,31.7,0.000930789,116.128
800.0,3.3,0.1016,31.7,0.00251435,131.362
1250.0,4.0,0.2286,71.3,0.00400603,131.718
2000.0,8.4,0.0508,71.3,0.00529514,134.476
4000.0,2.0,0.2286,39.6,0.00346574,120.227
1250.0,19.7,0.0508,71.3,0.0341183,121.485
200.0,7.3,0.2286,71.3,0.0104404,138.758
5000.0,1.5,0.3048,39.6,0.00392107,116.241
1600.0,0.0,0.2286,31.7,0.0027238,125.625
1000.0,0.0,0.1016,71.3,0.00121072,128.825
1000.0,2.0,0.2286,31.7,0.00372371,130.307
800.0,7.3,0.2286,71.3,0.0104404,130.748
800.0,8.9,0.1016,39.6,0.0124596,130.94
250.0,17.4,0.0254,71.3,0.016104,113.796
4000.0,4.8,0.0254,71.3,0.000848633,134.928
3150.0,9.9,0.1524,71.3,0.0193001,116.849
2000.0,0.0,0.1016,71.3,0.00121072,132.095
5000.0,4.8,0.0254,39.6,0.000907475,135.426
400.0,11.2,0.0508,71.3,0.014072,129.281
1000.0,4.2,0.0508,39.6,0.00152689,125.647
10000.0,4.2,0.0508,39.6,0.00152689,116.967
5000.0,0.0,0.2286,39.6,0.00253511,122.175
5000.0,0.0,0.2286,71.3,0.00214345,124.304
1600.0,9.5,0.0254,39.6,0.00449821,131.184
1000.0,8.4,0.0508,55.5,0.00544854,130.722
1250.0,12.7,0.0254,39.6,0.0130253,130.777
800.0,7.2,0.1524,71.3,0.00752039,136.023
1000.0,3.3,0.1016,55.5,0.002211,131.129
3150.0,0.0,0.3048,71.3,0.00266337,125.201
1000.0,12.6,0.1524,39.6,0.0584113,114.67
2000.0,12.3,0.1016,71.3,0.0337792,122.218
5000.0,9.5,0.0254,31.7,0.00461377,124.426
1600.0,9.9,0.1524,71.3,0.0193001,121.789
2500.0,9.9,0.1524,39.6,0.0233328,116.295
8000.0,4.8,0.0254,55.5,0.000873218,132.184
5000.0,3.0,0.3048,31.7,0.00529514,113.858
6300.0,0.0,0.3048,31.7,0.00331266,113.775
5000.0,17.4,0.0254,39.6,0.0172206,119.854
800.0,2.7,0.1524,71.3,0.00243851,127.394
4000.0,19.7,0.0508,39.6,0.036484,108.684
10000.0,2.0,0.2286,71.3,0.00293031,113.086
250.0,12.3,0.1016,55.5,0.0368233,133.294
1000.0,11.2,0.0508,71.3,0.014072,136.941
250.0,9.5,0.0254,39.6,0.00449821,116.924
1600.0,19.7,0.0508,71.3,0.0341183,120.575
800.0,11.2,0.0508,71.3,0.014072,136.031
3150.0,0.0,0.0254,71.3,0.000400682,137.007
3150.0,0.0,0.3048,55.5,0.00283081,123.236
2000.0,3.0,0.3048,39.6,0.00495741,120.532
500.0,22.2,0.0254,71.3,0.0214178,117.967
1250.0,2.7,0.1524,39.6,0.00294804,130.829
2000.0,3.3,0.1016,31.7,0.00251435,131.642
2000.0,0.0,0.3048,39.6,0.00310138,123.689
1250.0,0.0,0.2286,71.3,0.00214345,128.144
5000.0,15.6,0.1016,39.6,0.0528487,106.224
1250.0,9.9,0.1524,71.3,0.0193001,122.679
10000.0,0.0,0.0508,31.7,0.000812164,122.45
10000.0,0.0,0.1524,71.3,0.0015988,120.247
2000.0,1.5,0.3048,71.3,0.00336729,126.642
1250.0,4.0,0.2286,55.5,0.0042862,131.264
1600.0,4.0,0.2286,39.6,0.00473801,125.319
