Cement (component 1)(kg in a m^3 mixture),Blast Furnace Slag (component 2)(kg in a m^3 mixture),Fly Ash (component 3)(kg in a m^3 mixture),Water  (component 4)(kg in a m^3 mixture),Superplasticizer (component 5)(kg in a m^3 mixture),Coarse Aggregate  (component 6)(kg in a m^3 mixture),Fine Aggregate (component 7)(kg in a m^3 mixture),Age (day),"Concrete compressive strength(MPa, megapascals)"
194.68,0.0,100.52,170.17,7.48,998.0,901.8,100.0,44.27814872
281.0,0.0,0.0,186.0,0.0,1104.0,774.0,28.0,22.43554904
252.5,0.0,0.0,185.7,0.0,1111.6,784.3,28.0,19.765208492
148.5,139.4,108.6,192.7,6.1,892.4,780.0,28.0,23.696600644
135.7,203.5,0.0,185.7,0.0,1076.2,759.3,28.0,18.19871902
359.0,19.0,141.0,154.0,10.91,942.0,801.0,56.0,66.78067543054136
181.9,272.8,0.0,185.7,0.0,1012.4,714.3,28.0,27.935499091999997
485.0,0.0,0.0,146.0,0.0,1120.0,800.0,28.0,71.98818916
296.0,0.0,106.7,221.4,10.5,819.2,778.4,28.0,31.420110796000003
525.0,0.0,0.0,189.0,0.0,1125.0,613.0,28.0,55.94408264
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,14.0,36.93522932
379.5,151.2,0.0,153.9,15.9,1134.3,605.0,3.0,28.59946448
194.68,0.0,100.52,165.62,7.48,1006.4,905.9,56.0,33.963587759999996
212.57,0.0,100.39,159.35,10.37,1003.8,903.79,14.0,25.3727168
213.74,0.0,174.74,154.79,10.16,1053.5,776.35,56.0,46.6430514
500.0,0.0,0.0,140.0,4.0,966.0,853.0,28.0,67.568648
190.0,190.0,0.0,228.0,0.0,932.0,670.0,270.0,50.655112243999994
212.0,0.0,124.78,159.0,7.84,1085.4,799.54,56.0,45.08483564
318.8,212.5,0.0,155.7,14.3,852.1,880.4,3.0,25.2003478
218.85,0.0,124.13,158.49,11.33,1078.7,794.91,100.0,46.2293658
252.31,0.0,98.75,146.25,14.17,987.76,889.01,56.0,55.82687172
139.6,209.4,0.0,192.0,0.0,1047.0,806.9,28.0,28.23748958
295.0,0.0,0.0,185.0,0.0,1069.0,769.0,7.0,14.79615496
277.0,0.0,0.0,191.0,0.0,968.0,856.0,28.0,25.96566616
133.0,210.0,0.0,196.0,3.0,949.0,795.0,28.0,31.02642
158.8,238.2,0.0,185.7,0.0,1040.6,734.3,7.0,9.617500724
162.0,214.0,164.0,202.0,10.0,820.0,680.0,28.0,30.6472082
266.2,112.3,87.5,177.9,10.4,909.7,744.5,28.0,39.421479776
214.9,53.8,121.89,155.63,9.61,1014.3,780.58,28.0,52.20022796
255.5,170.3,0.0,185.7,0.0,1026.6,724.3,28.0,32.051670812
190.34,0.0,125.18,161.85,9.88,1088.1,802.59,14.0,22.7182342
389.9,189.0,0.0,145.9,22.0,944.7,755.8,3.0,40.59634688
203.5,305.3,0.0,203.5,0.0,963.4,630.0,90.0,51.863763672
250.0,0.0,95.69,187.42,5.53,956.86,861.17,14.0,24.91766264
400.0,0.0,0.0,187.0,0.0,1025.0,745.0,7.0,30.14389072
238.05,0.0,94.11,186.66,7.0,949.91,847.01,100.0,44.298833
181.9,272.8,0.0,185.7,0.0,1012.4,714.3,7.0,12.37264682
401.8,94.7,0.0,147.4,11.4,946.8,852.1,7.0,54.09628696
300.0,0.0,0.0,184.0,0.0,1075.0,795.0,28.0,26.84819544
222.36,0.0,96.67,189.29,4.46,967.08,870.32,3.0,11.57630204
540.0,0.0,0.0,173.0,0.0,1125.0,613.0,14.0,59.76377968
376.0,0.0,0.0,214.6,0.0,1003.5,762.36,3.0,16.27852836
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,90.0,47.22221124
139.7,163.9,127.7,236.7,5.8,868.6,655.6,28.0,35.225328839999996
213.72,98.05,24.51,181.71,6.86,1065.8,785.38,100.0,53.90323368
236.0,0.0,0.0,194.0,0.0,968.0,885.0,3.0,6.467284879999999
322.5,148.6,0.0,185.8,8.5,951.0,709.5,28.0,52.426376088
332.5,142.5,0.0,228.0,0.0,932.0,594.0,28.0,33.019005639999996
165.0,0.0,150.0,182.0,12.0,1023.0,729.0,28.0,18.0297974
326.5,0.0,137.9,199.0,10.8,801.1,792.5,28.0,38.630650804
102.0,153.0,0.0,192.0,0.0,887.0,942.0,7.0,7.675936308
491.0,26.0,123.0,201.0,3.93,822.0,699.0,56.0,61.85584685418796
149.0,236.0,0.0,176.0,13.0,847.0,893.0,28.0,32.956952799999996
164.0,163.0,128.0,197.0,8.0,961.0,641.0,28.0,27.234302
165.0,128.5,132.1,175.06,8.08,1005.8,746.6,56.0,53.72396992
218.85,0.0,124.13,158.49,11.33,1078.7,794.91,14.0,26.04840328
