Cement (component 1)(kg in a m^3 mixture),Blast Furnace Slag (component 2)(kg in a m^3 mixture),Fly Ash (component 3)(kg in a m^3 mixture),Water  (component 4)(kg in a m^3 mixture),Superplasticizer (component 5)(kg in a m^3 mixture),Coarse Aggregate  (component 6)(kg in a m^3 mixture),Fine Aggregate (component 7)(kg in a m^3 mixture),Age (day),"Concrete compressive strength(MPa, megapascals)"
154.8,183.4,0.0,193.3,9.1,1047.4,696.7,28.0,18.0
212.0,0.0,124.78,159.0,7.84,1085.4,799.54,3.0,20.0
234.0,156.0,0.0,189.0,5.85,981.0,760.0,28.0,39.0
475.0,118.8,0.0,181.1,8.9,852.1,781.5,91.0,74.0
190.34,0.0,125.18,166.61,9.88,1079.0,798.9,14.0,19.0
359.0,19.0,141.0,154.0,10.91,942.0,801.0,7.0,36.0
397.0,0.0,0.0,185.0,0.0,1040.0,734.0,28.0,39.0
288.0,192.0,0.0,192.0,0.0,932.0,717.8,7.0,24.0
385.0,0.0,136.0,158.0,20.0,903.0,768.0,28.0,56.0
213.72,98.05,24.51,181.71,6.86,1065.8,785.38,14.0,30.0
108.3,162.4,0.0,203.5,0.0,938.2,849.0,28.0,21.0
154.8,183.4,0.0,193.3,9.1,877.2,867.7,28.0,24.0
401.8,94.7,0.0,147.4,11.4,946.8,852.1,28.0,68.0
167.35,129.9,128.62,175.46,7.79,1006.3,746.6,14.0,32.0
190.68,0.0,125.4,162.14,7.77,1090.0,804.01,56.0,35.0
277.0,0.0,0.0,191.0,0.0,968.0,856.0,90.0,31.0
218.85,0.0,124.13,158.49,11.33,1078.7,794.91,28.0,30.0
153.1,145.0,113.0,178.5,8.0,867.2,824.0,28.0,26.0
326.0,166.0,0.0,174.0,9.0,882.0,790.0,28.0,61.0
330.5,169.6,0.0,194.9,8.1,811.0,802.3,28.0,57.0
322.0,0.0,116.0,196.0,10.0,818.0,813.0,28.0,31.0
181.9,272.8,0.0,185.7,0.0,1012.4,714.3,7.0,12.0
540.0,0.0,0.0,162.0,2.5,1040.0,676.0,28.0,80.0
540.0,0.0,0.0,173.0,0.0,1125.0,613.0,180.0,72.0
350.0,0.0,0.0,203.0,0.0,974.0,775.0,56.0,30.0
165.0,0.02,143.57,163.81,0.0,1005.6,900.9,14.0,17.0
152.0,0.0,112.0,184.0,8.0,992.0,816.0,28.0,12.0
165.0,128.5,132.1,175.06,8.08,1005.8,746.6,14.0,33.0
116.0,173.0,0.0,192.0,0.0,909.8,891.9,3.0,6.0
168.88,42.22,124.25,158.33,10.83,1080.8,796.15,28.0,31.0
229.68,0.0,118.16,195.23,6.13,1028.1,757.63,28.0,25.0
136.4,161.6,125.8,171.6,10.4,922.6,764.4,28.0,29.0
333.0,0.0,0.0,192.0,0.0,931.2,842.6,90.0,42.0
260.9,100.5,78.3,200.6,8.6,864.5,761.5,28.0,32.0
152.6,238.7,0.0,200.0,6.3,1001.8,683.9,28.0,27.0
212.0,0.0,124.78,159.0,7.84,1085.4,799.54,28.0,39.0
133.0,210.0,0.0,196.0,3.0,949.0,795.0,28.0,31.0
166.09,0.0,163.27,176.46,4.49,1058.6,780.09,3.0,11.0
427.5,47.5,0.0,228.0,0.0,932.0,594.0,365.0,44.0
149.0,117.6,91.7,182.9,7.1,953.4,780.3,28.0,24.0
213.74,0.0,174.74,154.79,10.16,1053.5,776.35,56.0,47.0
200.0,200.0,0.0,190.0,0.0,1145.0,660.0,28.0,49.0
166.8,250.2,0.0,203.5,0.0,975.6,692.6,28.0,34.0
132.0,207.0,161.0,179.0,5.0,867.0,736.0,28.0,33.0
249.1,0.0,98.75,158.11,12.8,987.76,889.01,14.0,29.0
157.0,236.0,0.0,192.0,0.0,935.4,781.2,28.0,34.0
342.0,38.0,0.0,228.0,0.0,932.0,670.0,270.0,55.0
446.0,24.0,79.0,162.0,11.61,967.0,712.0,56.0,61.0
336.0,0.0,0.0,182.0,3.0,986.0,817.0,28.0,45.0
446.0,24.0,79.0,162.0,10.3,967.0,712.0,28.0,53.0
102.0,153.0,0.0,192.0,0.0,887.0,942.0,3.0,5.0
178.03,129.8,118.6,179.94,3.57,1007.3,746.8,3.0,21.0
333.0,0.0,0.0,192.0,0.0,931.2,842.6,3.0,16.0
159.0,209.0,161.0,201.0,7.0,848.0,669.0,28.0,31.0
295.71,0.0,95.64,171.54,8.87,955.14,859.2,100.0,52.0
385.0,0.0,0.0,186.0,0.0,966.0,763.0,1.0,6.0
339.0,0.0,0.0,185.0,0.0,1060.0,754.0,28.0,32.0
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,180.0,51.0
331.0,170.0,0.0,195.0,8.0,811.0,802.0,28.0,57.0
166.8,250.2,0.0,203.5,0.0,975.6,692.6,90.0,44.0
250.2,166.8,0.0,203.5,0.0,977.6,694.1,90.0,48.0
133.0,200.0,0.0,192.0,0.0,927.4,839.2,7.0,14.0
145.0,116.0,119.0,184.0,5.7,833.0,880.0,28.0,29.0
167.0,75.4,167.0,164.03,7.91,1007.3,770.1,56.0,53.0
148.1,0.0,182.1,181.4,15.0,838.9,884.3,28.0,16.0
190.34,0.0,125.18,161.85,9.88,1088.1,802.59,100.0,40.0
277.0,0.0,0.0,191.0,0.0,968.0,856.0,28.0,26.0
139.6,209.4,0.0,192.0,0.0,1047.0,806.9,7.0,15.0
193.5,290.2,0.0,185.7,0.0,998.2,704.3,28.0,33.0
289.0,0.0,0.0,192.0,0.0,913.2,895.3,3.0,12.0
237.0,92.0,71.0,247.0,6.0,853.0,695.0,28.0,29.0
393.0,0.0,0.0,192.0,0.0,940.6,785.6,3.0,19.0
401.8,94.7,0.0,147.4,11.4,946.8,852.1,56.0,74.0
393.0,0.0,0.0,192.0,0.0,940.0,758.0,28.0,40.0
540.0,0.0,0.0,173.0,0.0,1125.0,613.0,3.0,42.0
212.0,141.3,0.0,203.5,0.0,973.4,750.0,90.0,40.0
255.0,0.0,0.0,192.0,0.0,889.8,945.0,7.0,10.0
155.6,243.5,0.0,180.3,10.7,1022.0,697.7,28.0,37.0
359.0,19.0,141.0,154.0,10.91,942.0,801.0,56.0,69.0
424.0,22.0,132.0,168.0,8.92,822.0,750.0,56.0,74.0
213.5,0.0,174.24,154.61,11.66,1052.3,775.48,56.0,51.0
144.8,0.0,133.6,180.8,11.1,979.5,811.5,28.0,13.0
135.7,203.5,0.0,185.7,0.0,1076.2,759.3,7.0,8.0
393.0,0.0,0.0,192.0,0.0,940.6,785.6,7.0,28.0
332.5,142.5,0.0,228.0,0.0,932.0,594.0,7.0,30.0
251.37,0.0,118.27,192.94,5.75,1043.6,754.3,28.0,33.0
290.35,0.0,96.18,168.08,9.41,961.18,865.0,56.0,45.0
425.0,106.3,0.0,151.4,18.6,936.0,803.7,28.0,62.0
