frequency_Hz,attack_angle_deg,chord_length_m,free_stream_velocity_m_s,suction_side_displacement_thickness_m,scaled_sound_pressure_dB
800.0,0.0,0.3048,39.6,0.00310138,129.099
800.0,0.0,0.2286,31.7,0.0027238,130.725
800.0,8.4,0.0508,71.3,0.00529514,127.556
1600.0,9.5,0.0254,31.7,0.00461377,131.036
630.0,19.7,0.0508,71.3,0.0341183,128.365
1250.0,5.3,0.2286,39.6,0.00614329,125.721
6300.0,4.2,0.0508,39.6,0.00152689,125.717
315.0,7.2,0.1524,71.3,0.00752039,128.713
2000.0,7.3,0.2286,39.6,0.0123481,117.809
200.0,19.7,0.0508,71.3,0.0341183,118.005
2000.0,4.0,0.3048,71.3,0.00497773,124.395
500.0,17.4,0.0254,55.5,0.0165706,119.621
630.0,2.0,0.2286,55.5,0.00313525,126.842
630.0,2.0,0.2286,31.7,0.00372371,129.057
2500.0,4.0,0.2286,55.5,0.0042862,122.384
2500.0,12.3,0.1016,55.5,0.0368233,117.054
1250.0,1.5,0.3048,71.3,0.00336729,125.872
4000.0,0.0,0.0254,39.6,0.000428464,135.346
2500.0,9.9,0.1524,71.3,0.0193001,119.639
2000.0,0.0,0.3048,55.5,0.00283081,126.616
2500.0,9.5,0.0254,31.7,0.00461377,130.086
1250.0,3.0,0.3048,55.5,0.00452492,127.329
200.0,17.4,0.0254,31.7,0.0176631,116.146
4000.0,2.0,0.2286,55.5,0.00313525,122.232
1250.0,15.4,0.0508,39.6,0.0282593,126.743
1600.0,19.7,0.0508,71.3,0.0341183,120.575
8000.0,0.0,0.0508,55.5,0.00076193,130.156
800.0,19.7,0.0508,71.3,0.0341183,124.555
500.0,8.4,0.0508,55.5,0.00544854,123.742
5000.0,17.4,0.0254,31.7,0.0176631,117.996
500.0,3.0,0.3048,39.6,0.00495741,127.632
1600.0,12.6,0.1524,71.3,0.0483159,120.534
4000.0,3.0,0.3048,55.5,0.00452492,118.689
1250.0,12.7,0.0254,39.6,0.0130253,130.777
2000.0,7.3,0.2286,31.7,0.0132672,115.309
1250.0,0.0,0.2286,39.6,0.00253511,129.395
