frequency_Hz,attack_angle_deg,chord_length_m,free_stream_velocity_m_s,suction_side_displacement_thickness_m,scaled_sound_pressure_dB
400.0,17.4,0.0254,39.6,0.0172206,115.444
315.0,4.0,0.2286,31.7,0.00509068,123.609
400.0,3.0,0.3048,71.3,0.00425727,127.564
3150.0,3.0,0.3048,71.3,0.00425727,121.514
8000.0,0.0,0.0508,55.5,0.00076193,130.156
315.0,11.2,0.0508,71.3,0.014072,128.381
3150.0,11.2,0.0508,71.3,0.014072,127.141
2000.0,19.7,0.0508,39.6,0.036484,117.724
12500.0,4.2,0.0508,71.3,0.00142788,117.328
500.0,0.0,0.3048,31.7,0.00331266,127.315
6300.0,2.7,0.1524,39.6,0.00294804,119.209
16000.0,0.0,0.0254,39.6,0.000428464,124.986
1600.0,1.5,0.3048,71.3,0.00336729,126.632
1000.0,22.2,0.0254,71.3,0.0214178,134.247
315.0,4.0,0.2286,39.6,0.00473801,122.229
1000.0,0.0,0.2286,31.7,0.0027238,130.595
2500.0,4.0,0.2286,39.6,0.00473801,119.649
800.0,6.7,0.1016,71.3,0.00478288,134.478
6300.0,0.0,0.0254,71.3,0.000400682,134.987
1250.0,8.9,0.1016,71.3,0.0103088,132.793
5000.0,9.5,0.0254,39.6,0.00449821,125.044
2000.0,15.4,0.0508,39.6,0.0282593,123.443
1000.0,7.3,0.2286,39.6,0.0123481,122.539
250.0,9.9,0.1524,39.6,0.0233328,128.335
500.0,4.0,0.2286,71.3,0.00400603,126.758
800.0,7.3,0.2286,39.6,0.0123481,126.299
2500.0,0.0,0.0508,39.6,0.000791822,134.938
1600.0,0.0,0.3048,39.6,0.00310138,124.049
500.0,8.9,0.1016,39.6,0.0124596,133.79
2500.0,3.3,0.1016,31.7,0.00251435,130.392
2500.0,4.0,0.2286,71.3,0.00400603,124.338
5000.0,15.6,0.1016,39.6,0.0528487,106.224
250.0,9.9,0.1524,31.7,0.0252785,128.559
800.0,7.3,0.2286,71.3,0.0104404,130.748
5000.0,4.8,0.0254,55.5,0.000873218,135.484
200.0,15.4,0.0508,55.5,0.0271925,122.94
1000.0,3.3,0.1016,31.7,0.00251435,133.012
2000.0,0.0,0.2286,31.7,0.0027238,123.455
630.0,9.5,0.0254,31.7,0.00461377,129.006
5000.0,3.0,0.3048,39.6,0.00495741,115.792
1000.0,0.0,0.1524,31.7,0.00209405,130.987
1250.0,8.9,0.1016,39.6,0.0124596,127.71
10000.0,5.3,0.2286,71.3,0.0051942,111.35
1250.0,0.0,0.1524,31.7,0.00209405,131.467
250.0,12.3,0.1016,55.5,0.0368233,133.294
250.0,15.4,0.0508,55.5,0.0271925,124.17
1250.0,5.4,0.1524,71.3,0.00401199,134.111
250.0,0.0,0.3048,31.7,0.00331266,118.595
1250.0,11.2,0.0508,39.6,0.0150478,130.05
250.0,9.9,0.1524,55.5,0.0208438,133.235
800.0,15.6,0.1016,39.6,0.0528487,118.964
4000.0,9.5,0.0254,71.3,0.00420654,134.236
1250.0,2.7,0.1524,71.3,0.00243851,130.144
1250.0,3.0,0.3048,31.7,0.00529514,124.838
250.0,9.9,0.1524,71.3,0.0193001,135.329
4000.0,0.0,0.0254,31.7,0.000439472,137.047
500.0,9.9,0.1524,71.3,0.0193001,131.279
500.0,5.3,0.2286,39.6,0.00614329,132.251
2500.0,6.7,0.1016,71.3,0.00478288,131.458
4000.0,5.4,0.1524,39.6,0.00485029,117.137
5000.0,4.0,0.2286,55.5,0.0042862,120.034
2500.0,7.2,0.1524,71.3,0.00752039,124.353
1000.0,0.0,0.1016,31.7,0.00150092,131.313
500.0,3.0,0.3048,71.3,0.00425727,128.454
1250.0,0.0,0.1016,55.5,0.00131983,131.43
5000.0,0.0,0.1016,55.5,0.00131983,128.36
800.0,0.0,0.0508,39.6,0.000791822,126.508
10000.0,0.0,0.1524,71.3,0.0015988,120.247
630.0,0.0,0.1016,31.7,0.00150092,126.413
2000.0,8.4,0.0508,39.6,0.00566229,129.965
1600.0,8.4,0.0508,31.7,0.00580776,129.296
8000.0,0.0,0.1524,71.3,0.0015988,122.527
4000.0,8.9,0.1016,39.6,0.0124596,116.22
1600.0,3.3,0.1016,71.3,0.00202822,133.664
8000.0,12.7,0.0254,71.3,0.0121808,120.538
1600.0,0.0,0.2286,31.7,0.0027238,125.625
6300.0,4.0,0.2286,39.6,0.00473801,114.249
1250.0,3.0,0.3048,55.5,0.00452492,127.329
630.0,0.0,0.1524,31.7,0.00209405,125.997
4000.0,0.0,0.0508,39.6,0.000791822,135.308
10000.0,3.3,0.1016,39.6,0.00245138,115.321
5000.0,0.0,0.0508,55.5,0.00076193,134.556
1000.0,17.4,0.0254,39.6,0.0172206,138.274
2000.0,15.6,0.1016,39.6,0.0528487,110.894
1600.0,15.4,0.0508,71.3,0.0264269,130.065
630.0,6.7,0.1016,55.5,0.0052139,133.023
8000.0,0.0,0.1016,31.7,0.00150092,120.193
5000.0,4.0,0.2286,31.7,0.00509068,115.969
500.0,0.0,0.3048,39.6,0.00310138,126.959
630.0,15.4,0.0508,55.5,0.0271925,129.33
8000.0,0.0,0.1016,55.5,0.00131983,124.45
8000.0,3.0,0.3048,55.5,0.00452492,113.799
500.0,11.2,0.0508,39.6,0.0150478,131.96
2000.0,7.3,0.2286,39.6,0.0123481,117.809
1600.0,0.0,0.3048,71.3,0.00266337,127.591
315.0,8.9,0.1016,71.3,0.0103088,136.583
500.0,9.5,0.0254,55.5,0.0043284,123.082
2000.0,11.2,0.0508,71.3,0.014072,133.311
800.0,5.4,0.1524,39.6,0.00485029,132.757
5000.0,4.8,0.0254,71.3,0.000848633,135.468
800.0,0.0,0.1016,31.7,0.00150092,129.053
2500.0,0.0,0.3048,71.3,0.00266337,125.571
4000.0,0.0,0.1016,39.6,0.00146332,127.801
4000.0,5.3,0.2286,71.3,0.0051942,120.33
800.0,15.4,0.0508,39.6,0.0282593,128.423
630.0,0.0,0.3048,55.5,0.00283081,127.696
2000.0,0.0,0.0254,31.7,0.000439472,130.697
2000.0,8.4,0.0508,31.7,0.00580776,127.686
800.0,0.0,0.0508,31.7,0.000812164,122.79
250.0,17.4,0.0254,39.6,0.0172206,114.714
4000.0,2.0,0.2286,31.7,0.00372371,120.527
800.0,22.2,0.0254,39.6,0.0229028,137.076
4000.0,12.3,0.1016,55.5,0.0368233,114.404
630.0,3.3,0.1016,55.5,0.002211,126.599
4000.0,12.3,0.1016,71.3,0.0337792,118.018
400.0,0.0,0.2286,55.5,0.00229336,121.66
2000.0,12.3,0.1016,55.5,0.0368233,118.564
2000.0,4.0,0.2286,71.3,0.00400603,126.218
800.0,12.7,0.0254,71.3,0.0121808,130.348
1250.0,15.6,0.1016,39.6,0.0528487,118.214
