frequency_Hz,attack_angle_deg,chord_length_m,free_stream_velocity_m_s,suction_side_displacement_thickness_m,scaled_sound_pressure_dB
1000.0,7.3,0.2286,55.5,0.0111706,125.194
1250.0,7.3,0.2286,31.7,0.0132672,120.509
1250.0,0.0,0.3048,55.5,0.00283081,126.086
1250.0,2.7,0.1524,39.6,0.00294804,130.829
5000.0,0.0,0.3048,71.3,0.00266337,121.301
250.0,17.4,0.0254,31.7,0.0176631,116.956
1600.0,12.3,0.1016,31.7,0.0418756,114.477
400.0,3.0,0.3048,71.3,0.00425727,127.564
5000.0,2.7,0.1524,71.3,0.00243851,124.364
630.0,0.0,0.1524,31.7,0.00209405,125.997
400.0,15.4,0.0508,55.5,0.0271925,126.5
1600.0,9.5,0.0254,39.6,0.00449821,131.184
800.0,12.7,0.0254,71.3,0.0121808,130.348
8000.0,5.4,0.1524,55.5,0.00433288,114.927
12500.0,4.8,0.0254,71.3,0.000848633,127.688
5000.0,15.4,0.0508,31.7,0.0289853,112.355
500.0,12.3,0.1016,55.5,0.0368233,133.774
6300.0,0.0,0.1524,55.5,0.00172668,123.303
2500.0,5.3,0.2286,39.6,0.00614329,116.151
1600.0,2.0,0.2286,55.5,0.00313525,126.752
1000.0,3.3,0.1016,31.7,0.00251435,133.012
2000.0,0.0,0.1524,31.7,0.00209405,128.907
4000.0,7.3,0.2286,31.7,0.0132672,112.639
630.0,2.0,0.2286,31.7,0.00372371,129.057
5000.0,0.0,0.0254,39.6,0.000428464,136.536
200.0,15.6,0.1016,39.6,0.0528487,123.514
800.0,9.5,0.0254,39.6,0.00449821,129.014
1000.0,12.7,0.0254,39.6,0.0130253,130.947
800.0,15.4,0.0508,55.5,0.0271925,130.43
315.0,11.2,0.0508,39.6,0.0150478,128.99
3150.0,4.0,0.3048,39.6,0.00579636,118.743
800.0,17.4,0.0254,39.6,0.0172206,135.324
500.0,2.0,0.2286,39.6,0.00346574,125.157
800.0,0.0,0.1524,55.5,0.00172668,126.713
5000.0,3.0,0.3048,71.3,0.00425727,118.134
6300.0,9.5,0.0254,31.7,0.00461377,120.726
1000.0,17.4,0.0254,31.7,0.0176631,131.796
