Cement (component 1)(kg in a m^3 mixture),Blast Furnace Slag (component 2)(kg in a m^3 mixture),Fly Ash (component 3)(kg in a m^3 mixture),Water  (component 4)(kg in a m^3 mixture),Superplasticizer (component 5)(kg in a m^3 mixture),Coarse Aggregate  (component 6)(kg in a m^3 mixture),Fine Aggregate (component 7)(kg in a m^3 mixture),Age (day),"Concrete compressive strength(MPa, megapascals)"
393.0,0.0,0.0,192.0,0.0,940.6,785.6,3.0,19.199148696
436.0,0.0,0.0,218.0,0.0,838.4,719.7,28.0,23.84897484
316.1,210.7,0.0,185.7,0.0,977.0,689.3,28.0,38.70028788
401.8,94.7,0.0,147.4,11.4,946.8,852.1,56.0,73.69808963999999
145.7,172.6,0.0,181.9,3.4,985.8,816.8,28.0,23.744174488
318.8,212.5,0.0,155.7,14.3,852.1,880.4,3.0,25.2003478
374.0,0.0,0.0,190.0,7.0,1013.0,730.0,28.0,39.05192064
210.7,316.1,0.0,185.7,0.0,977.0,689.3,7.0,21.819846971999997
491.0,26.0,123.0,210.0,3.93,882.0,699.0,56.0,59.59042571527067
305.3,203.5,0.0,203.5,0.0,965.4,631.0,3.0,2051.404514885232
298.1,0.0,107.0,186.4,6.1,879.0,815.2,28.0,42.6440906
153.0,102.0,0.0,192.0,0.0,888.0,943.1,3.0,4.782205536
300.0,0.0,120.0,212.0,10.0,878.0,728.0,28.0,23.83518532
139.6,209.4,0.0,192.0,0.0,1047.0,806.9,7.0,14.58931216
349.0,0.0,0.0,192.0,0.0,1047.0,806.0,360.0,42.1269836
246.83,0.0,125.08,143.3,11.99,1086.8,800.89,14.0,42.21661548
296.0,0.0,107.0,221.0,11.0,819.0,778.0,28.0,31.41942132
295.71,0.0,95.64,171.54,8.87,955.14,859.2,100.0,52.04164848
366.0,187.0,0.0,191.3,6.6,824.3,756.9,28.0,65.909079268
322.0,0.0,0.0,203.0,0.0,974.0,800.0,180.0,4291.009443976081
202.0,11.0,141.0,206.0,1.72,942.0,801.0,3.0,9.84965714581204
236.9,91.7,71.5,246.9,6.0,852.9,695.4,28.0,28.629801423999997
314.0,145.0,113.0,179.0,8.0,869.0,690.0,28.0,6705.0147569004
520.0,0.0,0.0,175.0,5.2,870.0,805.0,28.0,7400.016286512
135.0,105.0,193.0,196.0,6.0,965.0,643.0,28.0,21.91154728
167.0,75.4,167.0,164.03,7.91,1007.3,770.1,14.0,32.90179472
525.0,0.0,0.0,189.0,0.0,1125.0,613.0,7.0,42.42345828
213.5,0.0,174.24,159.21,11.66,1043.6,771.9,28.0,44.63667624
531.3,0.0,0.0,141.8,28.2,852.1,893.7,28.0,56.3991368
116.0,173.0,0.0,192.0,0.0,909.8,891.9,3.0,6.280436883999999
397.0,0.0,0.0,185.7,0.0,1040.6,734.3,7.0,25.447869684
168.88,42.22,124.25,158.33,10.83,1080.8,796.15,56.0,5678.012496596641
331.0,0.0,0.0,192.0,0.0,1025.0,821.0,120.0,39.382869119999995
167.35,129.9,128.62,175.46,7.79,1006.3,746.6,100.0,7782.01712724816
334.0,17.6,158.0,189.0,15.3,967.0,633.0,28.0,44.32641204
178.03,129.8,118.6,179.94,3.57,1007.3,746.8,56.0,48.587373719999995
143.6,0.0,174.9,158.4,17.9,942.7,844.5,28.0,2237.0049233685604
252.31,0.0,98.75,146.25,14.17,987.76,889.01,100.0,60.9496784
325.0,0.0,0.0,184.0,0.0,1063.0,783.0,28.0,30.57136584
285.0,190.0,0.0,163.0,7.6,1031.0,685.0,28.0,53.57917996
255.0,0.0,0.0,192.0,0.0,889.8,945.0,7.0,10.222171176
166.09,0.0,163.27,176.46,4.49,1058.6,780.09,56.0,4152.009138053761
446.0,24.0,79.0,162.0,11.61,967.0,712.0,28.0,57.02655996
310.0,0.0,0.0,192.0,0.0,1012.0,830.0,90.0,35.763120119999996
331.0,0.0,0.0,192.0,0.0,978.0,825.0,360.0,41.24445432
155.0,184.0,143.0,194.0,9.0,880.0,699.0,28.0,28.98557104
183.9,122.6,0.0,203.5,0.0,959.2,800.0,28.0,24.046164976
162.0,190.1,148.1,178.8,18.8,838.1,741.4,28.0,4896.810777269184
153.1,145.0,113.0,178.5,8.0,867.2,824.0,28.0,26.233182848
229.97,0.0,118.31,195.47,4.63,1029.4,758.59,100.0,35.34253976
439.0,177.0,0.0,186.0,11.1,884.9,707.9,7.0,56.09576736
305.3,203.5,0.0,203.5,0.0,965.4,631.0,90.0,54.598914963999995
225.0,0.0,0.0,181.0,0.0,1113.0,833.0,28.0,17.3403214
298.0,0.0,107.0,210.0,11.0,880.0,744.0,28.0,31.874475479999997
254.0,0.0,0.0,198.0,0.0,968.0,863.0,90.0,26.94472208
249.1,0.0,98.75,158.11,12.8,987.76,889.01,3.0,2228.0049035606403
531.3,0.0,0.0,141.8,28.2,852.1,893.7,56.0,8528.01876910464
168.88,42.22,124.25,158.33,10.83,1080.8,796.15,14.0,23.5111316
218.85,0.0,124.13,158.49,11.33,1078.7,794.91,14.0,3778.00831492464
304.0,76.0,0.0,228.0,0.0,932.0,670.0,180.0,50.94882902
246.83,0.0,125.08,143.3,11.99,1086.8,800.89,56.0,60.32225524
401.8,94.7,0.0,147.4,11.4,946.8,852.1,91.0,75.49762199999999
307.0,0.0,0.0,193.0,0.0,968.0,812.0,3.0,1819.0040034007202
190.0,190.0,0.0,228.0,0.0,932.0,670.0,28.0,40.856968808
277.05,0.0,97.39,160.6,11.83,973.9,875.61,14.0,41.885667
312.7,0.0,0.0,178.1,8.0,999.7,822.2,28.0,3641.00801340408
349.0,0.0,0.0,192.0,0.0,1047.0,806.0,28.0,32.72253096
148.0,0.0,182.0,181.0,15.0,839.0,884.0,28.0,15.52010476
251.37,0.0,118.27,188.45,6.35,1028.4,757.73,14.0,24.42813468
277.05,0.0,97.39,160.6,11.83,973.9,875.61,100.0,8070.017761101601
290.35,0.0,96.18,168.08,9.41,961.18,865.0,3.0,22.50449664
266.0,114.0,0.0,228.0,0.0,932.0,670.0,90.0,47.029847436
296.0,0.0,0.0,192.0,0.0,1085.0,765.0,7.0,14.2032056
302.0,0.0,0.0,203.0,0.0,974.0,817.0,180.0,26.74477404
150.9,0.0,183.9,166.6,11.6,991.2,772.2,28.0,15.569747032
331.0,0.0,0.0,192.0,0.0,1025.0,821.0,7.0,17.43684804
190.68,0.0,125.4,162.14,7.77,1090.0,804.01,28.0,26.40003604
349.0,0.0,0.0,192.0,0.0,1047.0,806.0,3.0,14.98920824
250.2,166.8,0.0,203.5,0.0,977.6,694.1,7.0,19.35014394
362.6,189.0,0.0,164.9,11.6,944.7,755.8,7.0,22.89749796
166.09,0.0,163.27,176.46,4.49,1058.6,780.09,3.0,10.76272036
332.5,142.5,0.0,228.0,0.0,932.0,594.0,90.0,37.721921436
255.0,0.0,0.0,192.0,0.0,889.8,945.0,3.0,8.204074924
296.0,0.0,106.7,221.4,10.5,819.2,778.4,28.0,4557.110029630248
192.0,288.0,0.0,192.0,0.0,929.8,716.1,3.0,1854.8040821922239
286.3,200.9,0.0,144.7,11.2,1004.6,803.7,28.0,67.69964844
272.8,181.9,0.0,185.7,0.0,1012.4,714.3,7.0,19.765208492
166.09,0.0,163.27,176.46,4.49,1058.6,780.09,14.0,3696.00813445248
374.3,0.0,0.0,190.2,6.7,1013.2,730.4,28.0,5664.612467104848
375.0,0.0,0.0,186.0,0.0,1038.0,758.0,7.0,3780.0083193264
192.0,288.0,0.0,192.0,0.0,929.8,716.1,7.0,3115.50685684164
173.0,116.0,0.0,192.0,0.0,946.8,856.8,90.0,32.102692036
400.0,0.0,0.0,187.0,0.0,1025.0,745.0,28.0,43.69898888
313.0,145.0,0.0,127.0,8.0,1000.0,822.0,28.0,44.51946532
350.0,0.0,0.0,186.0,0.0,1050.0,770.0,7.0,20.27748916
337.9,189.0,0.0,174.9,9.5,944.7,755.8,91.0,67.79617508
212.57,0.0,100.39,159.35,10.37,1003.8,903.79,56.0,44.395359639999995
150.7,0.0,185.3,166.7,15.6,1074.5,678.0,28.0,13.461329424
359.0,19.0,141.0,154.0,10.91,942.0,801.0,28.0,9128.02008963264
389.9,189.0,0.0,145.9,22.0,944.7,755.8,3.0,40.59634688
116.0,173.0,0.0,192.0,0.0,909.8,891.9,7.0,10.089791784
148.0,0.0,137.0,158.0,16.0,1002.0,830.0,28.0,17.95395504
313.3,0.0,113.0,178.5,8.0,1001.9,688.7,28.0,36.804918356
427.5,47.5,0.0,228.0,0.0,932.0,594.0,180.0,41.836714204
310.0,0.0,0.0,192.0,0.0,970.0,850.0,180.0,37.32823064
212.07,0.0,121.62,180.31,5.69,1057.6,779.32,56.0,34.20490436
154.8,0.0,142.8,193.3,9.1,877.2,867.7,28.0,9.738159024
540.0,0.0,0.0,173.0,0.0,1125.0,613.0,28.0,67.30664712
375.0,93.8,0.0,126.6,23.4,852.1,992.6,3.0,4206.00925690128
475.0,118.8,0.0,181.1,8.9,852.1,781.5,28.0,68.29949256
290.35,0.0,96.18,168.08,9.41,961.18,865.0,100.0,48.97348028
475.0,0.0,0.0,228.0,0.0,932.0,594.0,270.0,42.131120456
277.0,0.0,0.0,191.0,0.0,968.0,856.0,14.0,21.26343984
