frequency_Hz,attack_angle_deg,chord_length_m,free_stream_velocity_m_s,suction_side_displacement_thickness_m,scaled_sound_pressure_dB
3150.0,4.0,0.2286,55.5,0.0042862,122.394
5000.0,9.9,0.1524,71.3,0.0193001,114.569
6300.0,4.0,0.2286,71.3,0.00400603,118.618
315.0,6.7,0.1016,31.7,0.00592927,126.266
800.0,6.7,0.1016,39.6,0.00578076,134.625
315.0,4.0,0.3048,71.3,0.00497773,128.175
6300.0,9.5,0.0254,55.5,0.0043284,124.222
1000.0,11.2,0.0508,71.3,0.014072,136.941
500.0,2.7,0.1524,39.6,0.00294804,121.009
500.0,9.5,0.0254,39.6,0.00449821,123.894
3150.0,4.0,0.2286,31.7,0.00509068,120.229
630.0,3.0,0.3048,55.5,0.00452492,129.569
6300.0,15.4,0.0508,71.3,0.0264269,115.215
6300.0,7.3,0.2286,55.5,0.0111706,111.534
3150.0,3.3,0.1016,31.7,0.00251435,128.252
2500.0,0.0,0.0254,31.7,0.000439472,132.897
4000.0,7.2,0.1524,71.3,0.00752039,119.343
2000.0,2.0,0.2286,39.6,0.00346574,122.797
400.0,9.9,0.1524,31.7,0.0252785,128.939
1600.0,0.0,0.3048,39.6,0.00310138,124.049
1600.0,8.9,0.1016,71.3,0.0103088,128.763
3150.0,3.3,0.1016,55.5,0.002211,130.629
1600.0,7.2,0.1524,71.3,0.00752039,130.893
800.0,2.0,0.2286,31.7,0.00372371,130.307
500.0,4.8,0.0254,31.7,0.000930789,116.128
1250.0,6.7,0.1016,55.5,0.0052139,136.883
3150.0,3.0,0.3048,39.6,0.00495741,118.922
1250.0,7.3,0.2286,31.7,0.0132672,120.509
200.0,15.6,0.1016,39.6,0.0528487,123.514
3150.0,0.0,0.1524,39.6,0.00193287,125.603
1000.0,17.4,0.0254,39.6,0.0172206,138.274
2000.0,9.9,0.1524,31.7,0.0252785,116.859
10000.0,2.0,0.2286,71.3,0.00293031,113.086
1250.0,2.7,0.1524,71.3,0.00243851,130.144
12500.0,4.8,0.0254,71.3,0.000848633,127.688
1600.0,12.3,0.1016,55.5,0.0368233,121.824
1250.0,5.4,0.1524,71.3,0.00401199,134.111
315.0,12.3,0.1016,71.3,0.0337792,137.068
2500.0,4.0,0.2286,31.7,0.00509068,120.209
1000.0,3.0,0.3048,55.5,0.00452492,129.329
2500.0,7.3,0.2286,39.6,0.0123481,116.559
10000.0,0.0,0.0508,71.3,0.000740478,128.74
2500.0,11.2,0.0508,71.3,0.014072,130.541
1000.0,12.7,0.0254,39.6,0.0130253,130.947
800.0,11.2,0.0508,71.3,0.014072,136.031
8000.0,0.0,0.0508,55.5,0.00076193,130.156
200.0,7.3,0.2286,55.5,0.0111706,135.234
3150.0,17.4,0.0254,39.6,0.0172206,123.564
400.0,17.4,0.0254,31.7,0.0176631,120.766
200.0,17.4,0.0254,31.7,0.0176631,116.146
2000.0,0.0,0.3048,39.6,0.00310138,123.689
3150.0,0.0,0.1016,39.6,0.00146332,130.961
500.0,0.0,0.1524,55.5,0.00172668,120.573
2000.0,3.0,0.3048,39.6,0.00495741,120.532
1000.0,7.3,0.2286,39.6,0.0123481,122.539
6300.0,12.7,0.0254,71.3,0.0121808,125.398
1000.0,5.3,0.2286,71.3,0.0051942,134.0
5000.0,0.0,0.1016,31.7,0.00150092,124.393
4000.0,1.5,0.3048,39.6,0.00392107,117.741
2500.0,3.0,0.3048,55.5,0.00452492,122.439
5000.0,4.0,0.2286,39.6,0.00473801,117.649
315.0,7.2,0.1524,71.3,0.00752039,128.713
8000.0,0.0,0.1016,31.7,0.00150092,120.193
250.0,15.4,0.0508,31.7,0.0289853,121.225
1000.0,4.0,0.2286,55.5,0.0042862,132.134
3150.0,7.2,0.1524,71.3,0.00752039,116.783
4000.0,3.3,0.1016,39.6,0.00245138,124.881
1000.0,12.3,0.1016,55.5,0.0368233,125.484
250.0,22.2,0.0254,39.6,0.0229028,117.386
1250.0,5.3,0.2286,39.6,0.00614329,125.721
800.0,0.0,0.2286,-55.5,0.00229336,127.53
2000.0,0.0,0.1524,39.6,0.00193287,129.633
4000.0,0.0,0.3048,39.6,0.00310138,119.229
4000.0,0.0,0.3048,55.5,0.00283081,121.106
3150.0,0.0,0.2286,55.5,0.00229336,125.16
315.0,5.3,0.2286,39.6,0.00614329,129.691
1250.0,0.0,0.0508,31.7,0.000812164,129.27
800.0,0.0,0.1524,55.5,0.00172668,126.713
4000.0,0.0,0.0254,55.5,0.00041229,133.223
3150.0,5.4,0.1524,39.6,0.00485029,119.137
4000.0,15.4,0.0508,71.3,0.0264269,122.675
1250.0,0.0,0.3048,39.6,0.00310138,125.499
400.0,12.3,0.1016,31.7,0.0418756,123.207
1250.0,2.0,0.2286,39.6,0.00346574,128.257
3150.0,4.0,0.3048,71.3,0.00497773,121.775
1000.0,0.0,0.1524,31.7,0.00209405,130.987
2000.0,3.0,0.3048,71.3,0.00425727,125.524
5000.0,7.2,0.1524,39.6,0.00909175,113.288
3150.0,9.5,0.0254,39.6,0.00449821,129.934
5000.0,12.3,0.1016,71.3,0.0337792,116.108
1000.0,3.0,0.3048,39.6,0.00495741,128.312
1000.0,15.6,0.1016,39.6,0.0528487,119.224
1600.0,7.2,0.1524,39.6,0.00909175,120.058
4000.0,3.3,0.1016,71.3,0.00202822,128.704
6300.0,9.9,0.1524,39.6,0.0233328,109.885
6300.0,5.4,0.1524,55.5,0.00433288,117.287
400.0,0.0,0.2286,55.5,0.00229336,121.66
500.0,12.3,0.1016,39.6,0.0408268,122.205
1250.0,0.0,0.0508,39.6,0.000791822,129.148
1000.0,9.9,0.1524,55.5,0.0208438,124.665
2000.0,15.4,0.0508,31.7,0.0289853,120.835
6300.0,4.8,0.0254,31.7,0.000930789,132.898
630.0,22.2,0.0254,71.3,0.0214178,120.657
5000.0,0.0,0.1524,31.7,0.00209405,122.397
4000.0,12.6,0.1524,39.6,0.0584113,104.5
16000.0,0.0,0.0254,55.5,0.00041229,125.683
2500.0,0.0,0.3048,31.7,0.00331266,120.755
2500.0,11.2,0.0508,39.6,0.0150478,122.17
315.0,7.3,0.2286,39.6,0.0123481,132.149
1000.0,0.0,0.1524,71.3,0.0015988,127.307
4000.0,0.0,0.0508,-55.5,0.00076193,134.946
3150.0,9.5,0.0254,71.3,0.00420654,136.166
3150.0,12.3,0.1016,71.3,0.0337792,120.798
500.0,15.6,0.1016,-39.6,0.0528487,115.304
6300.0,0.0,0.0254,71.3,0.000400682,134.987
2000.0,7.3,0.2286,71.3,0.0104404,122.708
2000.0,0.0,0.0508,55.5,0.00076193,131.456
2500.0,9.9,0.1524,71.3,0.0193001,119.639
4000.0,4.0,0.2286,31.7,0.00509068,118.859
3150.0,0.0,0.1524,31.7,0.00209405,124.207
