number_of_elements,mean_atomic_mass,mean_fie,mean_atomic_radius,mean_Density,mean_ElectronAffinity,mean_FusionHeat,mean_ThermalConductivity,mean_Valence,range_atomic_radius,wtd_mean_ThermalConductivity,critical_temp
2.0,140.561425,741.75,196.0,13516.0,91.8,18.7,83.5,4.5,32.0,116.75,3.5
3.0,23.6024666666667,830.266666666667,130.333333333333,1681.143,70.9,7.30733333333333,35.6755266666667,2.33333333333333,128.0,18.89376,12.0
5.0,78.67965,745.0,175.4,3914.6858,63.096,8.1444,94.005316,2.2,205.0,110.667509333333,80.5
3.0,45.9621666666667,651.366666666667,147.0,3261.33333333333,56.4566666666667,21.4433333333333,126.333333333333,3.0,83.0,126.333333333333,4.05
5.0,89.33718,740.52,181.0,4716.6858,72.09,7.9244,89.605316,2.6,205.0,178.775225714286,33.1
3.0,95.1024,828.533333333333,168.666666666667,6927.80966666667,90.3333333333333,12.4706666666667,76.00886,3.0,217.0,43.6997090069284,2.89
3.0,50.9921666666667,703.333333333333,154.666666666667,5027.0,40.9666666666667,31.2666666666667,27.0,4.0,119.0,25.8,8.2
5.0,72.32465,787.02,162.8,4963.4858,65.23,9.3044,102.805316,2.4,205.0,106.790176,38.6
6.0,56.1423608666667,1041.61666666667,107.166666666667,3686.02083333333,115.45,8.02033333333333,23.3817133333333,3.33333333333333,143.0,31.274359,18.2
2.0,206.68185,645.9,149.5,10815.0,56.7,7.55,27.0,4.0,13.0,36.12,4.4
5.0,83.24476,779.88,149.8,4584.2858,73.1,8.1524,128.605316,2.6,171.0,135.7533225,87.6
4.0,116.7251625,699.175,174.0,9833.25,65.825,27.35,52.5,3.75,130.0,80.4666666666667,3.04
4.0,77.92408,898.1,136.0,5599.35725,72.675,14.6805,36.256645,3.25,178.0,37.668205974026,49.1
3.0,93.0405,762.3,157.666666666667,8276.66666666667,70.6666666666667,19.7333333333333,42.0,4.66666666666667,38.0,47.766,0.5
3.0,56.6216333333333,707.933333333333,171.0,4819.0,48.8666666666667,14.61,76.3333333333333,3.0,129.0,71.6,3.8
5.0,89.89498,748.04,167.4,5352.4858,79.3,7.4244,88.205316,3.0,199.0,61.0409028571429,9.5
2.0,75.458085,813.4,131.0,4203.0,102.45,55.65,76.5,3.5,128.0,85.9574468085107,11.0
7.0,110.540542857143,736.385714285714,163.0,5944.91842857143,64.8,7.71885714285714,98.7180828571429,2.85714285714286,190.0,172.26878,93.5
6.0,91.7065916666667,725.716666666667,168.0,5057.23816666667,55.5866666666667,7.577,113.50443,2.33333333333333,205.0,81.8373892307692,86.1
6.0,81.6830416666667,716.15,176.333333333333,4250.5715,60.72,8.06033333333333,108.671096666667,2.33333333333333,205.0,182.91094,84.2
5.0,69.17125,753.08,170.4,3698.6858,62.564,8.2524,127.005316,2.2,205.0,107.937456666667,25.15
2.0,117.01,836.25,146.0,9131.5,123.45,17.1,37.0,5.0,46.0,26.4098360655738,1.77
3.0,39.5939,856.9,114.666666666667,5000.0,85.6666666666667,63.6666666666667,102.0,4.33333333333333,123.0,138.83606557377,12.2
4.0,76.4445625,794.0,164.5,4235.85725,77.2375,8.1805,108.756645,2.25,205.0,101.225329596123,10.1
5.0,74.23165,816.36,160.0,4816.6858,62.09,8.0144,111.005316,2.2,205.0,97.5061162776025,20.0
2.0,182.3485,667.15,198.0,17165.0,8.75,29.25,35.5,5.5,20.0,39.6666666666667,5.61
5.0,88.679574,730.14,172.0,4249.4858,66.776,7.1244,93.205316,2.2,205.0,97.4797283490932,54.0
8.0,115.82389375,714.3875,166.75,6186.303625,63.1375,7.929,88.2533225,2.875,177.0,90.2034631578947,111.0
6.0,82.0245416666667,741.233333333333,166.5,5505.40483333333,70.8216666666667,12.3703333333333,100.337763333333,3.16666666666667,171.0,68.2201252631579,34.0
7.0,109.666542857143,735.157142857143,158.428571428571,5895.91842857143,64.8,7.51885714285714,99.2895114285714,2.85714285714286,171.0,71.8402873170732,79.0
5.0,89.90548,913.12,140.8,5593.0858,96.17,5.0684,85.306316,2.8,205.0,88.055816,71.0
3.0,102.257106666667,698.966666666667,170.0,5145.66666666667,92.3666666666667,7.7,10.1733333333333,4.0,109.0,6.21142857142857,3.92
5.0,47.6484948,848.06,139.6,3269.4858,70.926,8.4124,28.452516,2.8,171.0,22.1644675,3.45
3.0,60.6203333333333,715.033333333333,153.333333333333,5211.33333333333,110.333333333333,14.8,74.84,4.33333333333333,87.0,63.5102702702703,3.5
4.0,88.9444675,775.425,160.25,4654.35725,81.8375,6.9055,107.756645,2.25,205.0,60.9973314285714,25.7
5.0,88.95048,806.68,163.2,5632.4858,66.17,7.9544,109.805316,2.2,205.0,95.0758507692308,76.8
4.0,76.4445625,794.0,164.5,4235.85725,77.2375,8.1805,108.756645,2.25,205.0,96.3989276923077,50.0
3.0,45.9025333333333,741.733333333333,145.666666666667,4712.0,52.6,14.8333333333333,71.3333333333333,3.0,53.0,71.3333333333333,18.3
2.0,133.3447845,734.0,155.0,12602.0,127.35,9.045,174.5,4.0,38.0,126.0,1.15
1.0,69.723,578.7,136.0,5904.0,30.4,5.59,29.0,3.0,0.0,29.0,3.07
3.0,119.08496,763.533333333333,164.333333333333,8540.0,95.1666666666667,14.9433333333333,24.735,4.66666666666667,119.0,30.9442857142857,4.3
1.0,127.6,869.0,123.0,6240.0,191.7,17.5,3.0,6.0,0.0,3.0,2.05
5.0,66.55195772,750.64,155.2,3928.6858,70.59,8.6844,134.005316,2.4,205.0,94.8758507692308,78.0
5.0,83.24476,779.88,149.8,4584.2858,73.1,8.1524,128.605316,2.6,171.0,76.9399401053325,83.0
5.0,106.16681,738.04,183.0,5136.2858,76.17,7.1844,94.005316,2.6,205.0,98.167714926754,89.0
2.0,97.90594,691.55,185.5,10510.0,99.4,24.25,102.0,5.5,25.0,78.0,2.79
2.0,92.69,871.95,136.0,8421.0,125.85,11.05,35.76,5.0,66.0,61.8467532467532,0.66
1.0,30.973762,1011.2,98.0,1823.0,72.5,0.64,0.236,5.0,0.0,0.236,4.0
6.0,67.4649075,753.916666666667,167.333333333333,4565.5715,63.0033333333333,9.577,122.50443,2.5,205.0,94.293954422188,82.4
4.0,76.4445625,794.0,164.5,4235.85725,77.2375,8.1805,108.756645,2.25,205.0,96.3989276923077,90.8
5.0,90.062574,735.94,162.6,4949.4858,73.986,6.9444,93.005316,2.4,171.0,61.3051885714286,25.5
3.0,72.522475,653.033333333333,165.0,7314.66666666667,39.8333333333333,15.1966666666667,30.2333333333333,4.0,62.0,47.648,5.97
1.0,127.6,869.0,123.0,6240.0,191.7,17.5,3.0,6.0,0.0,3.0,3.3
5.0,106.16681,738.04,183.0,5136.2858,76.17,7.1844,94.005316,2.6,205.0,97.5912353846154,76.1
4.0,100.351275,734.25,171.75,3536.85725,75.1375,5.363,31.506645,2.5,205.0,12.481148,25.0
3.0,96.5793333333333,727.733333333333,149.666666666667,7469.66666666667,100.1,14.8866666666667,73.84,5.0,87.0,71.5085714285714,2.85
2.0,205.79165,652.05,155.0,11595.0,28.65,4.485,40.5,3.5,2.0,37.97,6.43
6.0,90.0163116666667,703.766666666667,173.5,4529.5715,63.7866666666667,7.21033333333333,108.00443,2.33333333333333,205.0,104.911637684289,79.0
4.0,76.4445625,794.0,164.5,4235.85725,77.2375,8.1805,108.756645,2.25,205.0,100.65634064257,49.0
5.0,70.40625,781.46,162.8,5268.6858,74.686,13.7444,118.205316,3.0,171.0,73.3009028571429,39.8
