AT,V,AP,RH,PE
9.29,35.77,1015.34,63.29,475.88
24.71,60.77,1016.67,69.7,443.52
21.39,62.96,1019.49,72.24,452.68
11.67,42.74,1025.92,79.57,474.75
28.62,69.71,1009.67,62.12,437.52
10.63,42.28,1008.37,92.68,474.97
12.7,39.72,1017.89,62.97,467.77
24.45,70.02,1010.75,71.37,445.8
26.38,44.89,1009.14,51.79,442.13
22.52,66.48,1003.87,78.29,435.02
22.42,60.08,1017.71,67.46,452.31
18.2,52.72,1025.87,54.26,463.47
29.1,73.9,1007.47,59.48,436.56
26.63,43.77,1011.33,49.3,440.95
24.12,58.66,1011.55,58.96,450.69
3.82,35.47,1016.62,84.34,489.04
10.16,41.79,1021.35,52.4,472.75
29.01,66.56,1006.44,57.62,428.32
14.38,40.73,1017.48,90.64,462.98
10.39,40.22,1009.77,83.27,478.58
17.1,43.52,1020.3,70.51,461.51
21.78,47.43,1007.88,66.68,446.79
26.79,62.44,1011.51,72.46,440.55
22.8,73.17,1011.87,91.57,437.98
10.24,39.28,1010.13,81.61,477.53
22.8,73.17,1011.87,91.57,437.98
23.54,67.83,1009.44,65.48,426.24
6.91,36.08,1021.82,84.31,486.37
8.82,34.69,1026.81,82.54,481.44
12.95,40.1,1015.31,86.01,471.07
5.95,39.48,1005.16,63.6,486.07
24.42,66.56,1002.04,84.7,434.18
7.2,40.02,1031.71,69.89,480.53
32.05,77.24,1008.06,67.09,432.49
8.82,34.69,1026.81,82.54,481.44
17.48,46.21,1014.02,80.78,455.35
10.45,39.69,1003.92,89.45,472.54
23.37,63.77,1013.42,76.44,443.86
30.74,69.59,1008.69,68.04,437.81
8.05,40.8,1028.01,89.56,483.43
22.95,66.54,1004.53,88.06,434.41
6.41,40.81,1026.57,93.51,484.49
26.38,44.89,1009.14,51.79,442.13
7.73,39.04,1018.61,68.23,482.39
19.06,44.63,1004.23,84.43,456.54
20.77,60.1,1011.11,81.09,450.32
14.69,35.71,1015.78,57.34,467.39
23.27,67.9,1006.17,71.01,447.25
25.59,73.5,1011.19,81.52,435.48
12.99,40.55,1007.52,94.15,472.18
17.3,62.1,1020.28,88.06,450.83
12.59,41.14,1025.79,86.55,465.74
17.37,48.92,1011.91,58.4,455.53
27.75,70.4,1006.65,90.21,436.53
20.85,48.7,1007.11,87.2,449.57
25.95,59.92,1010.05,76.05,443.93
23.88,67.9,1005.99,67.58,446.34
7.69,39.96,1023.9,89.18,478.05
16.59,41.79,1006.67,73.9,455.42
24.45,70.02,1010.75,71.37,445.8
23.09,73.5,1011.4,89.76,438.56
28.57,65.27,1013.27,51.11,440.51
25.15,62.91,1012.23,48.22,444.19
12.43,43.22,1008.93,77.42,468.01
18.43,56.03,1020.41,60.55,465.17
23.27,67.9,1006.17,71.01,447.25
16.64,53.82,1015.13,68.24,459.01
28.18,67.17,1006.84,75.55,438.49
28.99,54.2,1012.79,41.9,442.6
25.57,44.05,1005.79,65.14,443.84
21.44,62.96,1020.27,79.85,450.57
11.44,44.2,1018.14,84.9,476.12
11.39,43.72,1010.91,98.83,467.8
15.42,37.85,1009.89,85.8,467.33
32.02,67.83,1007.77,53.31,426.55
30.99,68.51,1008.0,71.35,430.09
14.73,40.35,1011.15,65.2,470.03
25.07,77.95,1012.87,83.0,438.55
14.2,52.75,1025.64,61.02,465.48
14.38,40.73,1017.48,90.64,462.98
10.77,44.78,1012.87,84.16,470.66
32.67,67.83,1007.81,42.16,425.75
10.05,37.14,1012.64,75.97,474.16
30.69,71.98,1004.53,65.86,430.33
14.47,48.79,1017.05,69.87,466.25
8.48,40.05,1015.89,90.25,483.5
22.99,60.77,1017.97,78.47,447.62
19.81,56.65,1020.62,67.99,457.72
17.29,52.72,1024.71,62.32,467.23
21.43,60.95,1015.27,75.49,449.12
11.59,40.05,1014.96,86.22,474.46
23.99,67.69,1007.9,78.57,437.1
6.91,36.08,1021.82,84.31,486.37
22.27,48.98,1014.47,49.33,451.74
22.42,60.08,1017.71,67.46,452.31
25.42,73.17,1012.29,85.86,437.06
16.27,56.89,1013.74,84.36,454.88
17.37,48.92,1011.91,58.4,455.53
13.32,44.9,1007.72,78.64,466.3
22.25,59.8,1016.79,69.02,451.64
16.34,47.45,1009.41,92.96,448.59
15.6,41.04,1025.48,64.43,457.49
29.97,69.14,1007.92,66.74,433.82
7.69,39.96,1023.9,89.18,478.05
15.46,44.88,1017.52,93.32,461.2
12.31,44.78,1011.15,77.34,468.29
8.26,40.96,1025.23,89.22,485.73
8.53,40.77,1009.85,90.95,481.03
28.62,69.71,1009.67,62.12,437.52
30.36,69.82,1010.02,54.22,439.05
15.31,41.35,1005.09,95.25,466.5
13.64,34.03,1018.32,62.2,469.61
22.95,45.61,1013.65,73.92,457.91
22.07,58.95,1017.98,75.83,442.4
10.8,41.66,1013.79,81.96,475.51
25.21,51.43,1006.43,78.55,439.01
25.57,62.96,1019.92,58.34,444.81
3.82,35.47,1016.62,84.34,489.04
26.31,68.51,1013.26,68.66,435.91
26.42,59.27,1012.9,65.38,443.94
