AT,V,AP,RH,PE
27.01,440.64,1011.18,46.58,43.77
27.28,434.78,1011.05,75.48,78.92
30.31,435.28,1008.02,67.84,77.24
24.55,443.39,1005.66,63.58,67.07
27.06,452.85,1011.99,45.23,61.41
27.01,434.09,1011.71,77.84,43.21
21.79,443.01,1006.44,87.68,60.93
20.73,445.91,1009.9,82.12,69.94
18.66,459.45,1020.13,80.04,56.53
14.77,467.72,1020.56,80.27,49.15
15.09,466.47,1010.15,92.0,40.89
31.25,434.51,1005.99,49.61,68.94
22.83,440.76,1005.51,83.93,59.43
27.83,445.73,1012.04,48.86,72.29
10.63,474.97,1008.37,92.68,42.28
20.61,450.46,1010.84,80.57,60.1
23.76,445.85,1013.85,85.38,58.41
16.81,464.36,1013.83,77.11,42.86
26.29,429.71,1010.71,76.95,68.24
15.01,468.02,1017.53,72.0,39.52
10.44,474.42,1006.31,97.2,37.83
27.58,438.1,1009.63,88.31,73.06
7.33,466.16,1023.17,92.43,41.16
25.96,445.26,1013.24,65.43,63.77
24.21,433.42,1004.52,84.96,71.77
11.75,472.43,1018.09,97.7,40.55
30.27,430.22,1007.93,51.61,70.32
19.47,451.38,1011.66,69.93,43.43
27.37,433.34,1007.52,89.12,76.09
22.44,447.3,1020.0,64.83,63.86
18.84,449.21,1012.63,81.89,67.32
23.09,438.56,1011.4,89.76,73.5
29.14,434.82,1010.15,54.87,75.23
13.72,470.66,1027.2,68.89,44.47
10.61,471.26,1022.09,83.62,40.77
9.48,478.42,1019.12,66.43,44.71
31.54,431.27,1008.23,70.19,77.24
24.98,447.15,1011.69,69.97,58.05
24.17,437.27,1011.72,86.1,73.18
15.75,464.95,1007.02,77.44,39.99
27.98,436.82,1009.46,63.11,74.78
25.66,429.25,1006.76,84.76,71.77
30.45,438.68,1011.35,63.59,43.21
24.23,440.65,1003.61,74.44,49.3
17.98,455.71,1018.29,83.46,53.29
13.47,476.67,1017.56,93.23,44.88
12.57,476.2,1016.53,88.91,39.16
16.72,458.25,1015.46,66.9,53.82
10.37,473.1,1013.19,79.25,37.5
13.78,462.59,1017.55,94.28,40.73
22.17,441.14,1011.07,82.57,70.47
25.08,446.67,1011.8,71.98,51.43
30.26,430.51,1008.39,74.25,77.24
20.39,457.37,1021.31,62.35,64.15
30.15,426.8,1007.58,54.14,70.32
25.96,443.44,1016.17,55.51,60.32
7.4,486.81,1022.09,74.83,41.03
24.8,447.82,1020.69,55.74,64.63
30.44,429.34,1005.19,56.24,56.24
28.43,432.62,1013.44,49.99,63.31
14.48,470.63,1015.6,90.05,38.92
21.17,446.66,1017.71,83.98,58.46
33.43,435.59,1006.86,44.84,69.88
12.59,471.32,1024.18,67.57,39.18
23.37,447.07,1016.25,48.64,65.46
14.01,464.79,1023.28,82.49,45.08
26.13,440.99,1013.5,47.67,48.06
29.89,435.39,1006.37,58.78,64.69
15.64,462.42,1020.17,83.28,44.21
4.89,482.69,1007.58,99.35,45.87
13.82,454.88,1011.48,77.66,41.62
24.79,440.05,1017.07,68.23,75.6
23.84,447.09,1013.85,50.36,49.21
21.94,449.87,1015.99,74.56,62.52
23.37,441.56,1008.01,81.28,70.94
25.16,442.0,1009.63,72.62,58.82
17.8,451.62,1011.81,89.81,62.26
7.66,485.11,1031.96,82.48,41.92
19.5,457.09,1003.8,89.45,40.79
7.29,474.71,1024.06,89.19,41.04
27.51,431.97,1005.71,76.75,73.67
22.93,438.34,1011.25,83.66,62.26
13.32,472.33,1005.37,88.48,38.73
8.91,475.43,1022.87,78.39,40.11
17.46,469.63,1008.97,69.19,42.42
25.77,440.96,1018.07,51.47,65.48
29.72,426.54,1009.92,66.42,68.24
25.24,442.75,1011.3,66.21,63.47
10.77,479.22,1021.42,87.18,41.46
19.07,456.37,1020.23,44.93,44.63
10.07,471.71,1021.84,84.18,40.92
12.43,470.92,1007.08,61.56,40.27
8.1,478.27,1020.66,89.04,40.64
28.32,436.42,1010.28,45.6,66.54
20.82,448.9,1014.28,86.37,63.77
9.55,481.08,1023.12,68.06,40.72
18.44,460.44,1001.14,66.83,39.72
16.52,469.13,1017.51,67.65,42.24
24.22,452.2,1014.61,66.82,49.82
14.84,454.16,1019.61,66.78,71.14
24.7,442.98,1009.4,75.91,58.82
17.99,453.02,1008.64,75.04,43.72
14.57,464.58,1023.46,87.2,44.84
13.53,472.46,1004.86,85.38,38.73
13.72,467.05,1017.89,79.08,54.3
27.6,440.6,1009.63,71.58,69.34
29.11,432.43,1003.31,74.01,74.9
17.79,459.13,1012.74,79.03,40.12
14.73,470.03,1011.15,65.2,40.35
30.28,433.45,1006.96,70.21,79.74
4.87,482.05,1012.69,94.72,42.85
9.55,479.23,1019.34,68.38,38.08
13.52,469.41,1018.99,69.22,39.3
9.22,474.51,1021.83,85.43,40.92
14.89,469.37,1015.1,55.11,35.71
19.87,451.14,1016.94,81.56,48.14
13.31,466.56,1016.0,83.94,42.18
21.25,455.72,1012.99,60.65,66.86
7.57,481.98,1009.73,83.07,37.49
16.61,460.35,1013.18,85.26,50.9
