Cement (component 1)(kg in a m^3 mixture),Blast Furnace Slag (component 2)(kg in a m^3 mixture),Fly Ash (component 3)(kg in a m^3 mixture),Water  (component 4)(kg in a m^3 mixture),Superplasticizer (component 5)(kg in a m^3 mixture),Coarse Aggregate  (component 6)(kg in a m^3 mixture),Fine Aggregate (component 7)(kg in a m^3 mixture),Age (day),"Concrete compressive strength(MPa, megapascals)"
166.0,259.7,0.0,183.2,12.7,858.8,826.8,28.0,37.917043144
375.0,0.0,0.0,186.0,0.0,1038.0,758.0,28.0,38.21075992
144.0,15.0,195.0,176.0,6.0,1021.0,709.0,28.0,15.340841
194.68,0.0,100.52,165.62,7.48,1006.4,905.9,28.0,25.72434956
133.0,200.0,0.0,192.0,0.0,927.4,839.2,90.0,36.588422892
236.0,157.0,0.0,192.0,0.0,972.6,749.1,3.0,13.5654403
236.0,0.0,0.0,193.0,0.0,968.0,885.0,365.0,25.08313688
540.0,0.0,0.0,173.0,0.0,1125.0,613.0,270.0,74.16693332
202.0,11.0,141.0,206.0,1.72,942.0,801.0,56.0,23.24519085418796
331.0,0.0,0.0,192.0,0.0,1025.0,821.0,90.0,37.91428524
385.0,0.0,0.0,186.0,0.0,966.0,763.0,28.0,31.35047372
229.68,0.0,118.16,195.23,6.13,1028.1,757.63,3.0,13.35515012
213.5,0.0,174.24,159.21,11.66,1043.6,771.9,100.0,52.95865156
522.0,0.0,0.0,146.0,0.0,896.0,896.0,7.0,50.511011759999995
469.0,117.2,0.0,137.8,32.2,852.1,840.5,91.0,70.69886903999999
339.0,0.0,0.0,197.0,0.0,968.0,781.0,14.0,27.04124872
295.71,0.0,95.64,171.54,8.87,955.14,859.2,56.0,48.71837416
190.68,0.0,125.4,162.14,7.77,1090.0,804.01,14.0,21.0634918
202.0,11.0,141.0,206.0,1.72,942.0,801.0,7.0,15.069975430541358
522.0,0.0,0.0,146.0,0.0,896.0,896.0,28.0,74.98740975999999
289.0,133.7,0.0,194.9,5.5,924.1,760.1,28.0,46.247292176
439.0,177.0,0.0,186.0,11.1,884.9,707.9,7.0,56.09576736
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,7.0,33.21205892
475.0,0.0,0.0,162.0,9.5,1044.0,662.0,28.0,58.52272288
116.0,173.0,0.0,192.0,0.0,909.8,891.9,90.0,31.023662096
167.0,75.4,167.0,164.03,7.91,1007.3,770.1,14.0,32.90179472
154.0,174.0,185.0,228.0,7.0,845.0,612.0,28.0,24.3385028
264.5,111.0,86.5,195.5,5.9,832.6,790.4,28.0,41.542307951999994
250.0,0.0,95.69,187.42,5.53,956.86,861.17,28.0,29.21999288
233.81,0.0,94.58,197.89,4.567,947.04,852.16,3.0,10.38350856
339.0,0.0,0.0,185.0,0.0,1060.0,754.0,28.0,31.6469484
229.68,0.0,118.16,195.23,6.13,1028.1,757.63,56.0,31.35047372
234.0,156.0,0.0,189.0,5.85,981.0,760.0,28.0,39.300132
237.5,237.5,0.0,228.0,0.0,932.0,594.0,90.0,33.116911232
166.8,250.2,0.0,203.5,0.0,975.6,692.6,28.0,33.947729812
424.0,22.0,132.0,168.0,8.92,822.0,750.0,28.0,72.09850532
277.0,0.0,0.0,191.0,0.0,968.0,856.0,3.0,11.36256448
252.0,97.0,76.0,194.0,8.0,835.0,821.0,28.0,33.398217439999996
307.0,0.0,0.0,193.0,0.0,968.0,812.0,28.0,27.53077668
379.5,151.2,0.0,153.9,15.9,1134.3,605.0,56.0,54.89607912
388.6,97.1,0.0,157.9,12.1,852.1,925.7,28.0,50.69717028
255.3,98.8,77.0,188.6,6.5,919.0,749.3,28.0,33.798802996
252.31,0.0,98.75,146.25,14.17,987.76,889.01,14.0,42.29245784
491.0,26.0,123.0,201.0,3.93,822.0,699.0,28.0,57.915983999999995
387.0,20.0,94.0,157.0,11.61,938.0,845.0,7.0,41.66503468
167.0,75.4,167.0,164.03,7.91,1007.3,770.1,100.0,56.8128224
362.6,189.0,0.0,164.9,11.6,944.7,755.8,3.0,35.3011712
339.2,0.0,0.0,185.7,0.0,1069.2,754.3,7.0,21.179323768
167.95,42.08,163.83,121.75,5.72,1058.7,780.11,14.0,17.8229546
252.31,0.0,98.75,146.25,14.17,987.76,889.01,28.0,50.60064364
325.0,0.0,0.0,184.0,0.0,1063.0,783.0,28.0,30.57136584
380.0,95.0,0.0,228.0,0.0,932.0,594.0,270.0,41.15137506
233.81,0.0,94.58,197.89,4.567,947.04,852.16,14.0,22.13907436
143.0,169.0,143.0,191.0,8.0,967.0,643.0,28.0,29.72331036
181.38,0.0,167.01,169.59,7.56,1055.6,777.8,14.0,21.60128308
116.0,173.0,0.0,192.0,0.0,909.8,891.9,3.0,6.280436883999999
166.8,250.2,0.0,203.5,0.0,975.6,692.6,7.0,15.748321315999998
277.0,0.0,0.0,191.0,0.0,968.0,856.0,180.0,32.32952964
297.16,0.0,117.54,174.8,9.52,1022.8,753.45,14.0,36.9903874
250.0,0.0,95.69,187.42,5.53,956.86,861.17,3.0,13.81709904
302.0,0.0,0.0,203.0,0.0,974.0,817.0,14.0,18.12632404
295.71,0.0,95.64,171.54,8.87,955.14,859.2,14.0,35.2322236
325.6,166.4,0.0,174.0,8.9,881.6,790.0,28.0,61.23581094
173.0,116.0,0.0,192.0,0.0,946.8,856.8,7.0,11.392211948
339.0,0.0,0.0,197.0,0.0,968.0,781.0,28.0,32.039949719999996
374.3,0.0,0.0,190.2,6.7,1013.2,730.4,28.0,39.056057496
213.5,0.0,174.24,159.21,11.66,1043.6,771.9,56.0,51.25564584
194.68,0.0,100.52,165.62,7.48,1006.4,905.9,14.0,24.986610239999997
212.0,0.0,124.78,159.0,7.84,1085.4,799.54,100.0,47.8151606
249.1,0.0,98.75,158.11,12.8,987.76,889.01,56.0,42.030456959999995
156.0,178.0,187.0,221.0,7.0,854.0,614.0,28.0,29.41304616
331.0,0.0,0.0,192.0,0.0,1025.0,821.0,3.0,14.306627
491.0,26.0,123.0,210.0,3.93,882.0,699.0,3.0,25.60910856945864
540.0,0.0,0.0,173.0,0.0,1125.0,613.0,180.0,71.62276688
151.8,178.1,138.7,167.5,18.3,944.0,694.6,28.0,36.349864196
349.0,0.0,0.0,192.0,0.0,1047.0,806.0,3.0,14.98920824
446.0,24.0,79.0,162.0,11.64,967.0,712.0,56.0,56.14403068
379.5,151.2,0.0,153.9,15.9,1134.3,605.0,91.0,56.49566344
252.0,0.0,0.0,185.0,0.0,1111.0,784.0,28.0,19.69143456
288.0,121.0,0.0,177.0,7.0,908.0,829.0,28.0,42.13387836
401.8,94.7,0.0,147.4,11.4,946.8,852.1,28.0,68.4994406
194.68,0.0,100.52,165.62,7.48,1006.4,905.9,56.0,33.963587759999996
334.0,17.6,158.0,189.0,15.3,967.0,633.0,28.0,44.32641204
310.0,0.0,0.0,192.0,0.0,970.0,850.0,28.0,27.923778
255.0,99.0,77.0,189.0,6.0,919.0,749.0,28.0,33.79811352
203.5,305.3,0.0,203.5,0.0,963.4,630.0,7.0,19.539060364
318.0,0.0,126.0,210.0,6.0,861.0,737.0,28.0,40.0585556
425.0,106.3,0.0,153.5,16.5,852.1,887.1,28.0,60.2946762
332.5,142.5,0.0,228.0,0.0,932.0,594.0,28.0,33.019005639999996
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,180.0,51.04190828
475.0,118.8,0.0,181.1,8.9,852.1,781.5,91.0,74.19451236
214.9,53.8,121.89,155.63,9.61,1014.3,780.58,28.0,52.20022796
155.0,183.0,0.0,193.0,9.0,877.0,868.0,28.0,23.786922
375.0,93.8,0.0,126.6,23.4,852.1,992.6,28.0,56.69561148
350.0,0.0,0.0,203.0,0.0,974.0,775.0,7.0,18.12632404
155.0,183.0,0.0,193.0,9.0,1047.0,697.0,28.0,18.28490352
277.0,116.8,91.0,190.6,7.0,946.5,665.6,28.0,43.57833058
284.0,15.0,141.0,179.0,5.46,842.0,801.0,3.0,13.39553371527068
469.0,117.2,0.0,137.8,32.2,852.1,840.5,7.0,54.89607912
252.0,0.0,0.0,185.0,0.0,1111.0,784.0,7.0,13.71367764
159.1,186.7,0.0,175.6,11.3,989.6,788.9,28.0,32.768036376000005
376.0,0.0,0.0,214.6,0.0,1003.5,762.36,100.0,43.0577762
213.72,98.05,24.51,181.71,6.86,1065.8,785.38,3.0,17.9953236
337.9,189.0,0.0,174.9,9.5,944.7,755.8,56.0,59.89478012
439.0,177.0,0.0,186.0,11.1,884.9,707.9,3.0,39.300132
146.0,230.0,0.0,202.0,3.0,827.0,872.0,28.0,33.0603742
237.5,237.5,0.0,228.0,0.0,932.0,594.0,28.0,30.079769451999997
173.54,50.05,173.53,164.77,6.47,1006.2,793.5,14.0,33.00521612
500.0,0.0,0.0,140.0,4.0,966.0,853.0,28.0,67.568648
167.95,42.08,163.83,121.75,5.72,1058.7,780.11,56.0,32.8535314
540.0,0.0,0.0,162.0,2.5,1055.0,676.0,28.0,61.887365759999994
491.0,26.0,123.0,201.0,3.93,822.0,699.0,7.0,37.92118
425.0,106.3,0.0,153.5,16.5,852.1,887.1,7.0,49.20100736
295.8,0.0,0.0,185.7,0.0,1091.4,769.3,28.0,25.216895224
491.0,26.0,123.0,201.0,3.93,822.0,699.0,56.0,61.85584685418796
266.0,114.0,0.0,228.0,0.0,932.0,670.0,180.0,48.695621452
203.5,135.7,0.0,185.7,0.0,1076.2,759.3,7.0,11.957582268
162.0,190.0,148.0,179.0,19.0,838.0,741.0,28.0,33.75674496
366.0,187.0,0.0,191.3,6.6,824.3,756.9,28.0,65.909079268
273.0,0.0,90.0,199.0,11.0,931.0,762.0,28.0,32.23989776
