Cement (component 1)(kg in a m^3 mixture),Blast Furnace Slag (component 2)(kg in a m^3 mixture),Fly Ash (component 3)(kg in a m^3 mixture),Water  (component 4)(kg in a m^3 mixture),Superplasticizer (component 5)(kg in a m^3 mixture),Coarse Aggregate  (component 6)(kg in a m^3 mixture),Fine Aggregate (component 7)(kg in a m^3 mixture),Age (day),"Concrete compressive strength(MPa, megapascals)"
102.0,153.0,0.0,192.0,0.0,887.0,942.0,7.0,7.675936308
500.0,0.0,0.0,140.0,4.0,966.0,853.0,28.0,67.568648
275.07,0.0,121.35,159.48,9.9,1053.6,777.5,3.0,23.80071152
277.19,97.82,24.46,160.7,11.19,1061.7,782.46,3.0,30.44726016
190.34,0.0,125.18,161.85,9.88,1088.1,802.59,56.0,38.56239268
331.0,0.0,0.0,192.0,0.0,978.0,825.0,3.0,13.52062436
284.0,15.0,141.0,179.0,5.46,842.0,801.0,3.0,13.39553371527068
172.38,13.61,172.37,156.76,4.14,1006.3,856.4,100.0,37.6798634
298.1,0.0,107.0,186.4,6.1,879.0,815.2,28.0,42.6440906
381.4,0.0,0.0,185.7,0.0,1104.6,784.3,7.0,14.54104884
167.0,75.4,167.0,164.03,7.91,1007.3,770.1,28.0,41.40992856
238.0,0.0,0.0,186.0,0.0,1119.0,789.0,28.0,17.54026944
234.0,156.0,0.0,189.0,5.85,981.0,760.0,28.0,39.300132
286.3,200.9,0.0,144.7,11.2,1004.6,803.7,91.0,76.80073164
480.0,0.0,0.0,192.0,0.0,936.0,721.0,3.0,24.39366088
262.0,111.0,86.0,195.0,5.0,895.0,733.0,28.0,33.7153764
349.0,0.0,0.0,192.0,0.0,1056.0,809.0,3.0,15.87173752
238.2,158.8,0.0,185.7,0.0,1040.6,734.3,28.0,26.91369566
252.31,0.0,98.75,146.25,14.17,987.76,889.01,56.0,55.82687172
213.5,0.0,174.24,154.61,11.66,1052.3,775.48,14.0,33.70158688
333.0,17.5,163.0,167.0,17.9,996.0,652.0,28.0,47.27736932
312.7,0.0,0.0,178.1,8.0,999.7,822.2,28.0,25.10382116
385.0,0.0,136.0,158.0,20.0,903.0,768.0,28.0,55.55108132
251.37,0.0,118.27,188.45,5.75,1028.4,757.73,28.0,29.65436276
475.0,0.0,0.0,228.0,0.0,932.0,594.0,270.0,42.131120456
400.0,0.0,0.0,187.0,0.0,1025.0,745.0,7.0,30.14389072
157.0,236.0,0.0,192.0,0.0,935.4,781.2,28.0,33.664355176
194.68,0.0,100.52,170.17,7.48,998.0,901.8,3.0,12.17614616
380.0,0.0,0.0,228.0,0.0,932.0,670.0,180.0,53.104130996
122.6,183.9,0.0,203.5,0.0,958.2,800.1,3.0,3.31982694
193.5,290.2,0.0,185.7,0.0,998.2,704.3,28.0,32.626693796000005
236.0,157.0,0.0,192.0,0.0,972.6,749.1,3.0,13.5654403
439.0,177.0,0.0,186.0,11.1,884.9,707.9,91.0,73.29819356
213.74,0.0,174.74,154.79,10.16,1053.5,776.35,3.0,17.57474324
491.0,26.0,123.0,210.0,3.93,882.0,699.0,28.0,55.55108132
356.0,0.0,142.0,193.0,11.0,801.0,778.0,28.0,40.865242519999995
277.19,97.82,24.46,160.7,11.19,1061.7,782.46,28.0,63.14221208
213.72,98.05,24.51,181.71,6.86,1065.8,785.38,28.0,45.70536404
167.0,75.4,167.0,164.03,7.91,1007.3,770.1,14.0,32.90179472
285.0,190.0,0.0,163.0,7.6,1031.0,685.0,28.0,53.57917996
154.8,0.0,142.8,193.3,9.1,1047.4,696.7,28.0,12.459520796
388.6,97.1,0.0,157.9,12.1,852.1,925.7,56.0,55.19944856
296.0,0.0,0.0,192.0,0.0,1085.0,765.0,90.0,29.39236188
305.3,203.5,0.0,203.5,0.0,965.4,631.0,28.0,43.377003588
149.5,236.0,0.0,175.8,12.6,846.8,892.7,28.0,32.96384756
261.9,110.5,86.1,195.4,5.0,895.2,732.6,28.0,33.71882378
250.0,0.0,95.69,191.84,5.33,948.9,857.2,28.0,27.22051248
380.0,95.0,0.0,228.0,0.0,932.0,594.0,180.0,40.759063216
393.0,0.0,0.0,192.0,0.0,940.6,785.6,28.0,39.604880392
173.81,93.37,159.9,172.34,9.73,1007.2,746.6,14.0,29.55094136
307.0,0.0,0.0,193.0,0.0,968.0,812.0,365.0,36.14922668
374.0,189.2,0.0,170.1,10.1,926.1,756.7,7.0,46.20178676
333.0,0.0,0.0,192.0,0.0,931.2,842.6,7.0,23.404952296
173.0,116.0,0.0,192.0,0.0,946.8,856.8,90.0,32.102692036
310.0,0.0,0.0,192.0,0.0,970.0,850.0,180.0,37.32823064
173.81,93.37,159.9,172.34,9.73,1007.2,746.6,3.0,15.81657944
212.0,0.0,124.78,159.0,7.84,1085.4,799.54,56.0,45.08483564
310.0,143.0,0.0,168.0,10.0,914.0,804.0,28.0,45.2985732
424.0,22.0,132.0,168.0,8.92,822.0,750.0,3.0,32.109882284729316
427.5,47.5,0.0,228.0,0.0,932.0,594.0,7.0,35.076402024
491.0,26.0,123.0,201.0,3.93,822.0,699.0,56.0,61.85584685418796
139.6,209.4,0.0,192.0,0.0,1047.0,806.9,180.0,44.207822168
380.0,95.0,0.0,228.0,0.0,932.0,594.0,28.0,36.447769788
331.0,0.0,0.0,192.0,0.0,1025.0,821.0,120.0,39.382869119999995
385.0,0.0,0.0,186.0,0.0,966.0,763.0,3.0,14.69962832
475.0,118.8,0.0,181.1,8.9,852.1,781.5,56.0,72.29845336
339.2,0.0,0.0,185.7,0.0,1069.2,754.3,7.0,21.179323768
162.0,214.0,164.0,202.0,10.0,820.0,680.0,28.0,30.6472082
200.0,133.0,0.0,192.0,0.0,965.4,806.2,7.0,17.165883972
313.3,262.2,0.0,175.5,8.6,1046.9,611.8,91.0,66.59648684
173.0,116.0,0.0,192.0,0.0,946.8,856.8,28.0,24.281965768
393.0,0.0,0.0,192.0,0.0,940.6,785.6,3.0,19.199148696
144.8,0.0,133.6,180.8,11.1,979.5,811.5,28.0,13.202086448
170.3,155.5,0.0,185.7,0.0,1026.6,724.3,28.0,25.726417988
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,7.0,33.21205892
153.6,144.2,112.3,220.1,10.1,923.2,657.9,28.0,16.503987012
296.0,0.0,0.0,192.0,0.0,1085.0,765.0,7.0,14.2032056
305.3,203.5,0.0,203.5,0.0,965.4,631.0,3.0,14.143910664
183.9,122.6,0.0,203.5,0.0,959.2,800.0,28.0,24.046164976
312.7,144.7,0.0,127.3,8.0,999.7,822.2,28.0,44.523602176
255.0,0.0,0.0,192.0,0.0,889.8,945.0,90.0,21.859147104
251.37,0.0,118.27,188.45,6.35,1028.4,757.73,56.0,36.63875464
167.35,129.9,128.62,175.46,7.79,1006.3,746.6,14.0,31.81242264
203.5,305.3,0.0,203.5,0.0,963.4,630.0,90.0,51.863763672
143.7,170.2,132.6,191.6,8.5,814.1,805.3,28.0,29.870858223999996
190.68,0.0,125.4,162.14,7.77,1090.0,804.01,56.0,35.34253976
236.0,0.0,0.0,193.0,0.0,968.0,885.0,7.0,9.99050724
424.0,22.0,132.0,178.0,8.48,882.0,750.0,3.0,32.01138571527068
337.9,189.0,0.0,174.9,9.5,944.7,755.8,3.0,24.0971862
387.0,20.0,94.0,157.0,14.32,938.0,845.0,56.0,56.33708396
250.0,0.0,95.69,187.42,5.53,956.86,861.17,100.0,42.34761592
425.0,106.3,0.0,153.5,16.5,852.1,887.1,7.0,49.20100736
516.0,0.0,0.0,162.0,8.2,801.0,802.0,28.0,41.36856
389.9,189.0,0.0,145.9,22.0,944.7,755.8,7.0,59.09498796
203.5,305.3,0.0,203.5,0.0,963.4,630.0,7.0,19.539060364
313.3,262.2,0.0,175.5,8.6,1046.9,611.8,7.0,42.79577532
266.0,114.0,0.0,228.0,0.0,932.0,670.0,28.0,45.854290856
310.0,0.0,0.0,192.0,0.0,971.0,850.6,3.0,9.86640156
540.0,0.0,0.0,173.0,0.0,1125.0,613.0,270.0,74.16693332
229.68,0.0,118.16,195.23,6.13,1028.1,757.63,56.0,31.35047372
427.5,47.5,0.0,228.0,0.0,932.0,594.0,365.0,43.698299404
376.0,0.0,0.0,214.6,0.0,1003.5,762.36,28.0,31.97100212
155.0,183.0,0.0,193.0,9.0,1047.0,697.0,28.0,18.28490352
190.68,0.0,125.4,162.14,7.77,1090.0,804.01,3.0,15.04436632
362.6,189.0,0.0,164.9,11.6,944.7,755.8,56.0,77.29715436
321.3,164.2,0.0,190.5,4.6,870.0,774.0,28.0,57.21823428799999
349.0,0.0,0.0,192.0,0.0,1056.0,809.0,90.0,40.65839972
239.6,359.4,0.0,185.7,0.0,941.6,664.3,7.0,25.422359072
288.0,192.0,0.0,192.0,0.0,932.0,717.8,7.0,23.523542168
139.9,132.6,103.3,200.3,7.4,916.0,753.4,28.0,36.443632932
310.0,0.0,0.0,192.0,0.0,970.0,850.0,90.0,34.6806428
225.0,0.0,0.0,181.0,0.0,1113.0,833.0,7.0,11.1695112
342.0,38.0,0.0,228.0,0.0,932.0,670.0,180.0,52.1243856
393.0,0.0,0.0,192.0,0.0,940.6,785.6,7.0,27.742445811999996
251.37,0.0,118.27,188.45,6.35,1028.4,757.73,100.0,44.20920112
250.0,0.0,95.69,191.84,5.33,948.9,857.2,100.0,41.1617172
122.6,183.9,0.0,203.5,0.0,958.2,800.1,7.0,10.354550568
231.75,0.0,121.62,173.96,6.72,1056.4,778.45,100.0,45.83636448
250.0,0.0,95.69,191.84,5.33,948.9,857.2,14.0,24.65566176
275.07,0.0,121.35,159.48,9.9,1053.6,777.5,28.0,51.331488199999995
