AT,V,AP,RH,PE
21.27,57.5,1014.53,80.76,453.34
16.27,58.2,1018.47,80.03,453.66
21.69,57.17,1011.75,82.63,446.61
11.6,40.27,1008.55,72.12,473.89
11.2,35.76,1019.24,64.59,473.33
26.98,74.78,1009.77,69.54,442.28
18.81,49.15,1020.79,67.09,459.81
13.47,44.88,1017.56,93.23,476.67
12.38,43.52,1022.98,100.0,467.55
13.09,43.02,1013.17,46.73,470.14
15.54,39.31,1009.69,71.19,461.06
26.44,54.2,1012.65,48.02,444.78
4.96,45.87,1007.32,98.78,481.88
20.31,49.69,1011.57,69.03,455.37
13.28,43.8,1023.17,63.98,466.78
7.84,40.07,1016.68,47.63,488.7
31.82,71.29,1008.44,41.7,431.23
5.19,40.78,1025.24,95.07,482.46
9.05,40.67,1015.57,75.48,486.55
15.28,40.0,1016.65,65.0,458.76
26.0,70.47,1009.61,74.66,435.05
27.41,59.21,1013.3,50.93,438.39
18.62,65.48,1018.45,73.39,451.94
16.13,39.99,1007.04,80.49,465.25
23.35,71.77,1005.99,90.79,434.6
18.85,44.63,1009.06,84.75,456.72
18.36,53.16,1013.14,79.89,457.94
23.2,61.02,1009.63,79.45,443.23
9.96,41.55,1002.59,65.86,475.91
9.47,36.54,1007.93,77.65,475.48
30.39,66.54,1002.7,59.15,428.89
14.1,48.92,1011.6,84.39,461.34
26.24,49.82,1014.9,55.58,452.41
11.45,41.17,1017.98,84.64,476.0
6.77,40.78,1024.86,96.58,478.24
28.37,68.12,1012.41,45.87,436.42
21.95,50.66,1013.92,70.94,455.23
18.22,49.25,1020.33,61.87,454.66
26.57,73.21,1002.31,92.51,431.68
19.44,48.7,1008.66,94.71,444.9
16.58,41.93,1022.36,45.24,466.61
24.93,69.05,1001.02,85.14,429.53
23.48,49.16,1002.7,70.22,445.72
21.05,58.33,1013.14,66.34,447.66
27.55,63.13,1012.92,71.29,440.75
29.53,77.54,1010.39,66.13,432.89
5.07,40.07,1019.32,66.17,494.87
21.69,69.94,1010.7,80.8,443.67
27.75,69.89,1015.41,73.01,430.33
9.69,40.46,1019.1,71.91,472.16
6.08,35.79,1011.08,90.59,483.08
27.47,70.72,1009.97,74.62,443.25
25.87,57.32,1012.06,44.13,442.87
23.93,65.59,1011.09,87.26,444.9
21.12,63.91,1009.33,96.14,447.64
12.31,40.64,1020.71,94.6,475.65
11.56,39.28,1011.27,82.05,477.71
31.26,70.36,1006.49,60.47,438.15
14.35,49.83,1006.39,91.23,462.54
27.02,71.25,1000.48,87.86,438.33
13.04,40.69,1015.96,82.37,473.49
27.18,62.66,1009.89,52.83,442.16
27.91,72.24,1010.74,70.8,430.73
24.14,59.87,1018.47,57.76,444.04
31.19,68.3,1014.86,39.1,430.48
7.33,40.0,1018.96,80.76,478.16
14.91,40.73,1017.44,86.91,458.99
17.25,43.14,1018.34,76.17,462.8
22.47,59.43,1006.02,85.21,444.5
20.82,57.76,1019.15,72.46,454.62
25.18,57.5,1015.07,60.76,449.01
24.65,63.86,1018.37,56.15,442.89
12.86,40.6,1013.6,84.85,472.04
19.22,62.1,1019.43,79.19,451.8
13.33,38.47,1015.42,58.27,466.26
7.64,39.85,1012.78,88.09,481.53
27.94,49.16,1004.22,35.46,436.75
23.94,51.95,1008.18,71.87,451.84
17.76,42.42,1009.09,66.26,468.27
32.51,69.98,1011.92,49.45,428.37
27.22,67.9,1005.73,57.29,441.22
24.51,58.79,1016.11,61.7,443.5
25.45,63.76,1009.96,67.78,439.56
13.79,42.07,1018.27,88.06,462.25
17.07,44.9,1020.74,70.18,460.19
24.44,72.99,1008.38,91.66,435.47
14.24,39.58,1011.17,70.45,469.94
28.83,64.96,1000.05,63.57,429.13
24.39,60.84,1018.5,61.73,442.72
21.97,58.95,1017.78,76.95,443.61
24.2,57.85,1013.05,70.29,446.87
24.47,57.85,1013.05,66.34,445.37
22.1,58.33,1013.71,69.09,441.31
32.09,72.86,1003.47,54.59,434.78
17.44,44.89,1009.9,80.54,457.67
6.49,38.68,1017.94,64.81,485.95
25.6,59.15,1013.31,67.02,441.11
17.36,39.53,1008.28,68.87,456.57
27.57,68.31,1010.48,55.87,444.71
25.23,66.44,1011.37,51.3,438.28
12.8,42.18,1016.27,83.9,467.69
23.09,63.76,1009.82,72.36,443.86
26.9,66.48,1004.47,54.71,432.95
26.2,71.14,1007.92,72.95,431.7
25.56,58.82,1010.44,70.23,441.0
24.17,48.41,1008.46,76.19,442.62
13.16,40.71,1021.99,77.91,475.87
6.9,40.62,1018.48,78.84,479.97
6.63,39.42,1024.81,72.58,482.02
31.88,67.32,1013.64,35.1,436.64
17.25,39.39,1014.27,67.8,465.74
29.25,69.98,1010.74,57.42,430.45
12.26,43.48,1016.41,72.95,467.83
25.45,75.23,1011.41,73.33,441.65
27.06,70.47,1007.0,72.37,430.82
13.31,42.18,1016.0,83.94,466.56
16.41,47.24,1015.75,88.78,457.94
14.17,42.86,1030.94,66.47,466.2
15.29,44.88,1018.85,73.67,463.32
23.74,65.34,1013.7,62.9,447.31
